gid,id_punto,id_originale,id_ente,tipo_punto,id_acquifero,id_hydros,presenza_strat,stratigrafia_pdf,istat_comune,istat_prov,x_sr1,y_sr1,x_sr2,y_sr2,quota_testa_tubo,nota_coordinate,quota_piano_campagna,fonte_quota_piano_campagna,indirizzo_punto,ente_gestore,proprieta,indirizzo_proprieta,fonte,bacino_idro,note
109,PO098008NR0025,,,POZZO,,,,,CASALETTO LODIGIANO,LO,1528748.0,5016850.0,528721.0,5016831.0,71.308,,71.898,,,,,,PTUA2022,IT03GWBISSMPTLS,SONDA AUTOMATICA GUASTA DA MARZO 2020
110,PO0980100U0007,,0980100003,POZZO,,,,,CASALPUSTERLENGO,LO,1550751.0,5003654.0,550724.0,5003635.0,61.881,,63.661,,,,,,PTUA2022-CAP,IT03GWBISSMPLAS,via Cadorna
111,PO0980100U0008,,,POZZO,,,,,CASALPUSTERLENGO,LO,1550705.0,5003638.0,550677.0,5003618.0,61.881,,63.661,,,,,,PTUA2022,IT03GWBISSMPLAS,
112,PO0980110U0001,,0980110001,POZZO,,,,,CASELLE LANDI,LO,1562237.0,4994642.0,562210.0,4994623.0,45.233,,45.493,,,,,,PTUA2022-CAP,IT03GWBISSBPPO,via Roma I
113,PO098012NR0011,,,POZZO,,,,,CASELLE LURANI,LO,1528191.0,5011983.0,528164.0,5011963.0,77.6,,77.6,,,,,,PTUA2022,IT03GWBISSMPTLS,
114,PO098014NR0011,,,POZZO,,,,,CASTIGLIONE D'ADDA,LO,1556180.0,5007132.0,556152.0,5007112.0,58.89,,58.89,,,,,,PTUA2022,IT03GWBISSMPLAS,
115,PO098017NR0063,,0980170064,POZZO,,,,,CAVENAGO D'ADDA,LO,1544796.0,5014696.0,544769.0,5014676.0,67.88,,67.88,,,,,,PTUA2022-CAP,IT03GWBISSMPLAS,Soltarico
116,PO0980180U0001,,0980180001,POZZO,,,,,CERVIGNANO D'ADDA,LO,1533300.0,5024638.0,533273.0,5024618.0,86.922,,87.162,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAN,p.za Caduti-CAP               -p.zza Caduti-Piazza Caduti
117,PO0980190U0008,,,POZZO,,,,,CODOGNO,LO,1555214.0,5001655.0,555186.0,5001635.0,60.38,,60.38,,,,,,PTUA2022,IT03GWBISSMPLAS,
118,PO098019NR0307,,,POZZO,,,,,CODOGNO,LO,1555645.0,4999655.0,555617.0,4999635.0,59.43,,59.43,,,,,,PTUA2022,IT03GWBISSMPLAS,
119,PO0980200U0003,,0980200003,POZZO,,,,,COMAZZO,LO,1536250.0,5032282.0,536223.0,5032262.0,99.238,,98.783,,,,,,PTUA2022-CAP,IT03GWBISSMPLAN,Serbatoio
120,PO098024NR0018,,,POZZO,,,,,CORTE PALASIO,LO,1544807.0,5016814.0,544779.0,5016794.0,63.97,,63.97,,,,,,PTUA2022,IT03GWBISSMPLAS,
121,PO098024NR0040,,,POZZO,,,,,CORTE PALASIO,LO,1544926.0,5019135.0,544899.0,5019115.0,67.44,,67.44,,,,,,PTUA2022,IT03GWBISSMPAO,
122,PO098024NR0087,,,PIEZOMETRO,,,,,CORTE PALASIO,LO,1543975.0,5018387.0,543947.0,5018367.0,66.918,,66.918,,,,,,PTUA2022,IT03GWBISSMPAO,
123,PO098025NR0110,,,PIEZOMETRO,,,,,CRESPIATICA,LO,1542996.0,5021730.0,542968.0,5021710.0,72.827,,72.563,,,,,,PTUA2022,IT03GWBISSMPAO,
124,PO098026NR0074,,,PIEZOMETRO,,,,,FOMBIO,LO,1553850.0,4999561.0,553822.0,4999541.0,58.095,,57.91,,,,,,PTUA2022,IT03GWBISSMPLAS,
125,PO098028NR0021,,,POZZO,,,,,GRAFFIGNANA,LO,1535560.0,5007448.0,535533.0,5007428.0,62.91,,62.91,,,,,,PTUA2022,IT03GWBISSMPTLS,
126,PO0980310U0014,,,POZZO,,,,,LODI,LO,1539147.0,5017594.0,539120.0,5017574.0,76.4,,76.4,,,,,,PTUA2022,IT03GWBISSMPLAS,
127,PO0980310U0335,,,POZZO,,,,,LODI,LO,1539114.0,5017565.0,539087.0,5017546.0,78.675,,79.315,,,,,,PTUA2022,IT03GWBISSMPLAS,
128,PO098031NR0333,,,POZZO,,,,,LODI,LO,1536116.0,5018864.0,536089.0,5018845.0,81.233,,80.783,,,,,,PTUA2022,IT03GWBISSMPLAS,
129,PO0980320U0002,,0980320002,POZZO,,,,,LODI VECCHIO,LO,1532580.0,5016545.0,532553.0,5016525.0,80.442,,80.892,,,,,,PTUA2022-CAP,IT03GWBISSMPLAS,
130,PO098042NR0008,,,POZZO,,,,,ORIO LITTA,LO,1543632.0,5001895.0,543605.0,5001875.0,66.65,,66.65,,,,,,PTUA2022,IT03GWBISSMPLAS,
131,PO098049NR0122,,,POZZO,,,,,SAN ROCCO AL PORTO,LO,1555771.0,4991330.0,555742.0,4991311.0,51.85,,51.85,,,,,,PTUA2022,IT03GWBISSBPPO,
132,PO098049NR0141,,,PIEZOMETRO,,,,,SAN ROCCO AL PORTO,LO,1551005.0,4994257.0,550976.0,4994238.0,49.723,,49.747,,,,,,PTUA2022,IT03GWBISSBPPO,
133,PO098050NR0053,,,POZZO,,,,,SANT'ANGELO LODIGIANO,LO,1532605.0,5008576.0,532578.0,5008556.0,75.05,,75.05,,,,,,PTUA2022,IT03GWBISSMPTLS,
134,PO0980510U0001,,,POZZO,,,,,SANTO STEFANO LODIGIANO,LO,1558501.0,4998246.0,558474.0,4998227.0,51.843,,51.013,,,,,,PTUA2022,IT03GWBISSMPLAS,
135,PO098052NR0037,,,PIEZOMETRO,,,,,SECUGNAGO,LO,1545743.0,5007828.0,545716.0,5007808.0,67.381,,67.437,,,,,,PTUA2022,IT03GWBISSMPLAS,
136,PO0980530U0003,,0980530003,POZZO,,,,,SENNA LODIGIANA,LO,1546643.0,4999930.0,546615.0,4999911.0,60.63,,60.63,,,,,,PTUA2022-CAP,IT03GWBISSMPLAS,via Acquedotto
137,PO098056NR0115,,,POZZO,,,,,TAVAZZANO CON VILLAVESCO,LO,1531450.0,5021580.0,531423.0,5021560.0,85.28,,85.28,,,,,,PTUA2022,IT03GWBISSMPLAN,
138,PO0980600U0001,,,POZZO,,,,,VILLANOVA DEL SILLARO,LO,1536358.0,5010175.0,536331.0,5010155.0,72.786,,71.715,,,,,,PTUA2022,IT03GWBISSMPLAS,
