gid,id_punto,id_originale,id_ente,tipo_punto,id_acquifero,id_hydros,presenza_strat,stratigrafia_pdf,istat_comune,istat_prov,x_sr1,y_sr1,x_sr2,y_sr2,quota_testa_tubo,nota_coordinate,quota_piano_campagna,fonte_quota_piano_campagna,indirizzo_punto,ente_gestore,proprieta,indirizzo_proprieta,fonte,bacino_idro,note
139,PO0980610U0001,,0980610001,POZZO,,,,,ZELO BUON PERSICO,LO,1533979.0,5028725.0,533952.0,5028705.0,95.03,,95.03,,,,,,PTUA2022-CAP,IT03GWBISSMPLAN,
140,PO108004NR0031,,01080040031,POZZO,,,,,ARCORE,MB,1525448.0,5051287.0,525421.0,5051267.0,185.69,,185.69,,,,,,PTUA2022,IT03GWBISSAPTA,
141,PO108005NU0002,,,POZZO,,,,,BARLASSINA,MB,1510182.0,5055898.0,510155.0,5055878.0,226.54,,226.76,,,,,,PTUA2022,IT03GWBISSAPTA,
142,PO1080520U0016,,,PIEZOMETRO,,,,,CAPONAGO,MB,1528664.0,5045748.0,528638.0,5045729.0,155.237,,157.507,,,,,,PTUA2022,IT03GWBISSAPTA,
143,PO108017NR0055,,01080170055,POZZO,,,,,CAVENAGO DI BRIANZA,MB,1531620.0,5048380.0,531593.0,5048360.0,174.0,,174.0,,,,,,PTUA2022,IT03GWBISSAPTA,
144,PO1080210U0002,,01080210002,POZZO,,,,,CONCOREZZO,MB,1525403.0,5047377.0,525376.0,5047357.0,162.45,,162.45,,,,,,PTUA2022,IT03GWBISSAPTA,
145,PO108023NU0003,,,POZZO,,,,,DESIO,MB,1516288.0,5051940.0,516261.0,5051920.0,199.167,,199.167,,,,,,PTUA2022-PTUA2003,IT03GWBISSAPTA,via Torricelli-CAP-via Torricelli
146,PO108027NR0020,,01080270020,POZZO,,,,,LIMBIATE,MB,1509357.0,5051500.0,509330.0,5051480.0,207.97,,207.97,,,,,,PTUA2022,IT03GWBISSAPTA,
147,PO1080280U0004,,,POZZO,,,,,LISSONE,MB,1519324.0,5051552.0,519297.0,5051532.0,193.19,,193.19,,,,,,PTUA2022,IT03GWBISSAPTA,
148,PO1080310U0001,,,POZZO,,,,,MEZZAGO,MB,1534739.0,5052951.0,534712.0,5052931.0,220.664,,220.664,,,,,,PTUA2022,IT03GWBISSAPTA,
149,PO108033NR0142,,01080330142,POZZO,,,,,MONZA,MB,1522648.0,5051403.0,522621.0,5051383.0,178.79,,178.79,,,,,,PTUA2022,IT03GWBISSAPTA,
150,PO108033NU0120,,01080330120,PIEZOMETRO,,,,,MONZA,MB,1521583.0,5048688.0,521556.0,5048668.0,168.55,,168.55,,,,,,PTUA2022,IT03GWBISSAPTA,
151,PO108033NU0243,,,PIEZOMETRO,,,,,MONZA,MB,1520754.0,5045957.0,520727.0,5045937.0,163.584,,163.584,,,,,,PTUA2022,IT03GWBISSAPTA,
152,PO108034NU0036,,01080340036,POZZO,,,,,MUGGIO',MB,1517630.0,5047880.0,517603.0,5047860.0,171.49,,171.49,,,,,,PTUA2022,IT03GWBISSAPTA,
153,PO1080350U0024,,,POZZO,,,,,NOVA MILANESE,MB,1514999.0,5048844.0,514972.0,5048824.0,174.02,,176.6,,,,,,PTUA2022,IT03GWBISSAPTA,
154,PO108036NU0001,,,POZZO,,,,,ORNAGO,MB,1532857.0,5049622.0,532830.0,5049602.0,187.69,,187.69,,,,,,PTUA2022,IT03GWBISSAPTA,
155,PO1080390U0026,,,POZZO,,,,,SEREGNO,MB,1516768.0,5056444.0,516742.0,5056425.0,230.749,,233.749,,,,,,PTUA2022,IT03GWBISSAPTA,
156,PO0150020U0005,,,POZZO,,,,,ABBIATEGRASSO,MI,1493737.0,5027427.0,493710.0,5027408.0,120.75,,120.75,,,,,,PTUA2022,IT03GWBISSMPTLN,
157,PO0150020U0014,,,POZZO,,,,,ABBIATEGRASSO,MI,,,493116.0,5028379.0,122.0,,122.0,,,,,,PTUA2022,IT03GWBISSMPTLN,
158,PO015012NR0072,,0150120072,POZZO,,,,,BAREGGIO,MI,1499022.0,5036506.0,498995.0,5036486.0,140.17,,140.17,,,,,,PTUA2022,IT03GWBISSMPTLN,
159,PO0150150U0001,,0150150001,POZZO,,,,,BASIGLIO,MI,1512896.0,5021812.0,512869.0,5021793.0,96.789,,96.789,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPTLN,p.za M.Rossi-Chiesa-p.zza M. Rossi-Chiesa-Piazza Rossi-Chiesa
160,PO015019NR0001,,,POZZO,,,,,BERNATE TICINO,MI,1486533.0,5037861.0,486506.0,5037842.0,151.01,,151.13,,,,,,PTUA2022-PTUA2003,IT03GWBISSAPTA,v.Pellico-Casate-via Pellico-Casate
161,PO015019NR0037,,,POZZO,,,,,BERNATE TICINO,MI,,,486234.0,5036651.0,147.27,,147.27,,,,,,PTUA2022,IT03GWBISSAPTA,
162,PO015027NR0045,,0150270045,POZZO,,,,,BOLLATE,MI,1508117.0,5042493.0,508090.0,5042473.0,148.4,,148.4,,,,,,PTUA2022,IT03GWBISSAPTA,
163,PO015041NR0075,,,PIEZOMETRO,,,,,BUSTO GAROLFO,MI,1491363.0,5042033.0,491337.0,5042014.0,171.64,,172.01,,,,,,PTUA2022,IT03GWBISSAPTA,
164,PO015051NR0012,,0150510012,POZZO,,,,,CARUGATE,MI,1526121.0,5045232.0,526092.0,5045211.0,153.0,,153.0,,,,,,PTUA2022,IT03GWBISSAPTA,
165,PO015059NR0135,,,POZZO,,,,,CASSANO D'ADDA,MI,,,539584.0,5043353.0,128.019,,128.019,,,,,,PTUA2022,IT03GWBISSAPTA,
166,PO015060NU0070,,0150600070,PIEZOMETRO,,,,,CASSINA DE' PECCHI,MI,1528584.0,5041396.0,528555.0,5041375.0,134.13,,134.13,,,,,,PTUA2022,IT03GWBISSAPTA,
167,PO015062NR0026,,,POZZO,,,,,CASTANO PRIMO,MI,1482274.0,5043044.0,482247.0,5043025.0,173.38,,173.38,,,,,,PTUA2022,IT03GWBISSAPTA,
168,PO015062NR0071,,,PIEZOMETRO,,,,,CASTANO PRIMO,MI,1479280.0,5043827.0,479252.0,5043806.0,170.69,,170.64,,,,,,PTUA2022,IT03GWBISSAPTA,
169,PO015081NR0044,,0150810044,POZZO,,,,,COLOGNO MONZESE,MI,1521245.0,5042340.0,521218.0,5042320.0,135.52,,135.52,,,,,,PTUA2022,IT03GWBISSAPTA,
170,PO0150870U0001,,,POZZO,,,,,CORNAREDO,MI,1501585.0,5037867.0,501558.0,5037847.0,142.84,,142.84,,,,,,PTUA2022,IT03GWBISSMPTLN,
171,PO0151080U0002,,0151080002,POZZO,,,,,GORGONZOLA,MI,1532076.0,5042267.0,532049.0,5042247.0,134.37,,134.37,,,,,,PTUA2022,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
172,PO015113NUP001,,,PIEZOMETRO,,,,,INVERUNO,MI,1489324.0,5039486.0,489298.0,5039467.0,158.606,,158.826,,,,,,PTUA2022,IT03GWBISSAPTA,
173,PO015116NR0026,,0151160026,POZZO,,,,,LAINATE,MI,1502338.0,5046935.0,502310.0,5046914.0,180.0,,180.0,,,,,,PTUA2022,IT03GWBISSAPTA,
174,PO015118NR0049,,,POZZO,,,,,LEGNANO,MI,1491387.0,5049806.0,491359.0,5049785.0,217.8,,217.8,,,,,,PTUA2022,IT03GWBISSAPTA,
175,PO0151400R0048,,,POZZO,,,,,MELEGNANO,MI,,,523570.0,5021899.0,91.716,,91.716,,,,,,PTUA2022,IT03GWBISSMPTLN,
176,PO015140NR0109,,,PIEZOMETRO,,,,,MELEGNANO,MI,1525126.0,5022191.0,525097.0,5022171.0,90.34,,90.52,,,,,,PTUA2022,IT03GWBISSMPTLN,
177,PO0151460U1638,,0151461638,POZZO,,,,,MILANO,MI,1514275.0,5033534.0,514248.0,5033514.0,115.28,,115.28,,,,,,PTUA2022,IT03GWBISSAPTA,
178,PO015146NR0699,,0151460699,POZZO,,,,,MILANO,MI,1514998.0,5041116.0,514971.0,5041096.0,137.19,,137.19,,,,,,PTUA2022,IT03GWBISSAPTA,
179,PO015146NR1105,,0151461105,POZZO,,,,,MILANO,MI,1509892.0,5039399.0,509865.0,5039379.0,135.32,,135.32,,,,,,PTUA2022,IT03GWBISSAPTA,
180,PO015146NR2600,,0151462600,POZZO,,,,,MILANO,MI,1519050.0,5036610.0,519023.0,5036590.0,117.19,,117.19,,,,,,PTUA2022,IT03GWBISSAPTA,
181,PO015146NU1120,,0151461120,PIEZOMETRO,,,,,MILANO,MI,1513631.0,5033934.0,513604.0,5033914.0,117.37,,117.37,,,,,,PTUA2022-PTUA2003-FOG,IT03GWBISSAPTA,Fogn. PZ 40-SCUOLA DI VIA ARIBERTO 12-14
182,PO015146NU1313,,0151461313,PIEZOMETRO,,,,,MILANO,MI,1519778.0,5037955.0,519751.0,5037935.0,118.845,,118.845,,,,,,PTUA2022-PTUA2003-Idroscalo2005-FOG,IT03GWBISSAPTA,Fogn. PZ 43  -PARCO LAMBRO V.LE VAN GOGH 10 (MAGAZZINO PIANTAGIONI)
183,PO015146NU1353,,0151462122,PIEZOMETRO,,,,,MILANO,MI,1519822.0,5033800.0,519795.0,5033780.0,108.811,,108.811,,,,,,PTUA2022-Idroscalo2005-FOG,IT03GWBISSAPTA,SCUOLA VIA MONLUE' 65 (FOG)
184,PO015146NU1378,,0151461378,PIEZOMETRO,,,,,MILANO,MI,1515314.0,5031525.0,515287.0,5031505.0,111.174,,111.174,,,,,,PTUA2022-Idroscalo2005-FOG,IT03GWBISSMPTLN,SCUOLA VIA ANTONINI 50
185,PO015146NU1379,,0151461379,PIEZOMETRO,,,,,MILANO,MI,1518797.0,5029392.0,518770.0,5029372.0,103.009,,103.009,,,,,,PTUA2022-PTUA2003-Idroscalo2005-FOG,IT03GWBISSMPTLN,Fogn. PZ 54-SCUOLA VIA S. BERNARDO 19 (CHIARAVALLE)
186,PO015146NU1435,,0151461435,PIEZOMETRO,,,,,MILANO,MI,1509889.0,5031683.0,509862.0,5031663.0,115.102,,115.102,,,,,,PTUA2022-PTUA2003-FOG,IT03GWBISSMPTLN,Fogn. PZ 20-Scuola di Via San Colombano n.8 - RONCHETTO.S\N
187,PO015146NU1489,,0151461489,PIEZOMETRO,,,,,MILANO,MI,1505573.0,5032814.0,505546.0,5032794.0,122.041,,122.041,,,,,,PTUA2022-FOG,IT03GWBISSMPTLN,SCUOLA VIA MUGGIANO 16
188,PO015146NU1496,,0151461496,PIEZOMETRO,,,,,MILANO,MI,1506100.0,5037850.0,506073.0,5037830.0,135.68,,135.68,,,,,,PTUA2022-FOG,IT03GWBISSMPTLN,SCUOLA VIA SILLA 150
189,PO015146NU1534,,0151461534,PIEZOMETRO,,,,,MILANO,MI,1510150.0,5040217.0,510123.0,5040197.0,138.95,,138.83,,,,,,PTUA2022-PTUA2003-FOG,IT03GWBISSAPTA,Fogn.PZ 4-VIA CARBONIA - MARCIAPIEDE DI FRONTE AL N. 5
190,PO015146NU1536,,0151461536,PIEZOMETRO,,,,,MILANO,MI,1511891.0,5036706.0,511864.0,5036686.0,125.2,,125.2,,,,,,PTUA2022-FOG,IT03GWBISSAPTA,VIA GATTAMELATA 35
191,PO015146NU1557,,0151461557,POZZO,,,,,MILANO,MI,1514421.0,5036858.0,514394.0,5036838.0,123.76,,123.7,,,,,,PTUA2022-Idroscalo2005-FOG,IT03GWBISSAPTA,SCUOLA VIA D'AZEGLIO
192,PO015151NUP001,,,PIEZOMETRO,,,,,MOTTA VISCONTI,MI,1499639.0,5015128.0,499612.0,5015109.0,99.129,,101.149,,,,,,PTUA2022,IT03GWBISSMPTLN,
193,PO015154NR0013,,0151540013,POZZO,,,,,NERVIANO,MI,1497725.0,5042642.0,497698.0,5042622.0,169.04,,169.04,,,,,,PTUA2022,IT03GWBISSAPTA,
194,PO015159NR0012,,0151590012,POZZO,,,,,OPERA,MI,1516247.0,5024024.0,516220.0,5024004.0,97.98,,97.98,,,,,,PTUA2022,IT03GWBISSMPTLN,
195,PO0151660U0001,,0151660001,POZZO,,,,,PADERNO DUGNANO,MI,1512878.0,5046798.0,512851.0,5046778.0,165.69,,165.69,,,,,,PTUA2022,IT03GWBISSAPTA,
196,PO015170NR0021,,0151700021,POZZO,,,,,PERO,MI,1506133.0,5038908.0,506106.0,5038888.0,141.02,,141.02,,,,,,PTUA2022,IT03GWBISSAPTA,
197,PO015170NR0099,,0151700099,PIEZOMETRO,,,,,PERO,MI,1505670.0,5039510.0,505725.0,5039688.0,142.29,,142.29,,,,,,PTUA2022,IT03GWBISSAPTA,
198,PO015173NR0001,,,POZZO,,,,,PIEVE EMANUELE,MI,1515750.0,5020780.0,515723.0,5020760.0,94.74,,94.74,,,,,,PTUA2022,IT03GWBISSMPTLN,
199,PO015175NR0150,,,POZZO,,,,,PIOLTELLO,MI,1526065.0,5037018.0,526038.0,5036998.0,120.58,,120.58,,,,,,PTUA2022,IT03GWBISSAPTA,
200,PO0151810U0001,,,POZZO,,,,,RESCALDINA,MI,1496137.0,5051418.0,496110.0,5051398.0,222.44,,222.54,,,,,,PTUA2022-PTUA2003-OLONA,IT03GWBISSAPTA,"via Melzi-Comune I-via Melzi Comune, 1-via Melzi Comune, 1"
201,PO015182NR0018,,0151820018,POZZO,,,,,RHO,MI,1502727.0,5042389.0,502700.0,5042369.0,159.41,,159.41,,,,,,PTUA2022,IT03GWBISSAPTA,
202,PO015189NR0143,,0151890143,POZZO,,,,,ROZZANO,MI,1514822.0,5025586.0,514795.0,5025566.0,100.6,,100.6,,,,,,PTUA2022,IT03GWBISSMPTLN,
203,PO015192NR0212,,0151920212,POZZO,,,,,SAN DONATO MILANESE,MI,1520262.0,5028345.0,520235.0,5028325.0,99.24,,99.24,,,,,,PTUA2022,IT03GWBISSMPTLN,
204,PO015194NR0015,,,POZZO,,,,,SAN GIORGIO SU LEGNANO,MI,1493421.0,5046619.0,493394.0,5046599.0,196.76,,196.76,,,,,,PTUA2022,IT03GWBISSAPTA,
205,PO015194NU0017,,,PIEZOMETRO,,,,,SAN GIORGIO SU LEGNANO,MI,1492959.0,5045915.0,492931.0,5045894.0,191.6,,191.65,,,,,,PTUA2022,IT03GWBISSAPTA,
206,PO015201NR0013,,,POZZO,,,,,SAN VITTORE OLONA,MI,1496458.0,5047149.0,496431.0,5047129.0,189.57,,189.57,,,,,,PTUA2022,IT03GWBISSAPTA,
207,PO0152020U0025,,,PIEZOMETRO,,,,,SAN ZENONE AL LAMBRO,MI,1528317.0,5018901.0,528291.0,5018882.0,84.866,,84.686,,,,,,PTUA2022,IT03GWBISSMPLAS,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
208,PO0152050R0052,,0152050052,POZZO,,,,,SEGRATE,MI,,,522133.0,5034224.0,108.98,,108.98,,,,,,PTUA2022,IT03GWBISSAPTA,
209,PO0152060U0004,,0152060004,POZZO,,,,,SENAGO,MI,1510321.0,5047258.0,510294.0,5047238.0,169.78,,169.78,,,,,,PTUA2022,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
210,PO0152100U0004,,0152100004,POZZO,,,,,SETTALA,MI,1530941.0,5030996.0,530914.0,5030976.0,97.739,,97.739,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAN,depuratore-depuratore-depuratore
211,PO015210NR0022,,0152100022,POZZO,,,,,SETTALA,MI,1529749.0,5030685.0,529722.0,5030665.0,98.76,,98.76,,,,,,PTUA2022,IT03GWBISSMPLAN,
212,PO015211NUP001,,0152110112,PIEZOMETRO,,,,,SETTIMO MILANESE,MI,1503725.0,5038360.0,503699.0,5038341.0,141.431,,141.341,,,,,,PTUA2022,IT03GWBISSMPTLN,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
213,PO015219NU0009,,,PIEZOMETRO,,,,,TREZZANO ROSA,MI,1537546.0,5047790.0,537519.0,5047771.0,168.999,,170.379,,,,,,PTUA2022,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
214,PO0152210U0001,,,POZZO,,,,,TREZZO SULL'ADDA,MI,1540538.0,5051087.0,540511.0,5051067.0,150.393,,150.393,,,,,,PTUA2022-PTUA2003,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-via Visconti"
215,PO015222NR0015,,0152220015,POZZO,,,,,TRIBIANO,MI,1528210.0,5028450.0,528183.0,5028430.0,95.39,,95.39,,,,,,PTUA2022,IT03GWBISSMPLAN,
216,PO0152490U0002,,,PIEZOMETRO,,,,,VANZAGHELLO,MI,1482359.0,5046739.0,482332.0,5046719.0,191.913,,191.913,,,,,,PTUA2022-PTUA2003,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-C.La Fogna piez-c.na Fogna"
217,PO0152300U0056,,,POZZO,,,,,VAPRIO D'ADDA,MI,1541265.0,5047750.0,541236.0,5047729.0,165.55,,165.55,,,,,,PTUA2022,IT03GWBISSAPTA,
218,PO0152350U0001,,0152350001,POZZO,,,,,VERMEZZO,MI,1498620.0,5026505.0,498593.0,5026486.0,115.42,,115.42,,,,,,PTUA2022,IT03GWBISSMPTLN,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
219,PO015243NUP001,,,PIEZOMETRO,,,,,VITTUONE,MI,1496237.0,5037337.0,496211.0,5037318.0,147.213,,146.463,,,,,,PTUA2022,IT03GWBISSAPTA,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
220,PO015247NR0185,,,PIEZOMETRO,,,,,ZIBIDO S. GIACOMO,MI,1505622.0,5026895.0,505596.0,5026876.0,110.0,,110.0,,,,,,PTUA2022,IT03GWBISSMPTLN,
221,PO0200020R0002,,,POZZO,,,,,ASOLA,MN,1614140.0,5011190.0,614112.0,5011170.0,43.478,,43.478,,,,,,PTUA2022,IT03GWBISSMPOM,
222,PO0200030R0001,,,POZZO,,,,,BAGNOLO SAN VITO,MN,1645576.0,4995414.0,645547.0,4995394.0,18.473,,18.473,,,,,,PTUA2022,IT03GWBISSMPOM,
223,PO0200030R0002,,,POZZO,,,,,BAGNOLO SAN VITO,MN,1645256.0,4994437.0,645227.0,4994417.0,17.258,,17.258,,,,,,PTUA2022,IT03GWBISSBPPO,
224,PO020004NR0001,,,PIEZOMETRO,,,,,BIGARELLO,MN,1649445.0,5004843.0,649416.0,5004823.0,26.3,,26.3,,,,,,PTUA2022,IT03GWBISSMPBM,
225,PO0200710U0001,,,POZZO,,,,,BORGO VIRGILIO,MN,1637385.0,4990375.0,637356.0,4990355.0,19.8,,19.8,,,,,,PTUA2022,IT03GWBISSBPPO,
226,PO0200150R0001,,,POZZO,,,,,CASTEL GOFFREDO,MN,1612194.0,5017637.0,612166.0,5017617.0,51.5,,51.5,,,,,,PTUA2022,IT03GWBISSMPOM,
227,PO0200150R0002,,,PIEZOMETRO,,,,,CASTEL GOFFREDO,MN,1612186.0,5017592.0,612158.0,5017572.0,51.5,,51.5,,,,,,PTUA2022,IT03GWBISSMPOM,
228,PO0200170R0001,,,PIEZOMETRO,,,,,CASTIGLIONE DELLE STIVIERE,MN,1615395.0,5028487.0,615368.0,5028467.0,105.253,,105.253,,,,,,PTUA2022,IT03GWBISSAPOM,
229,PO020017NU0005,,,PIEZOMETRO,,,,,CASTIGLIONE DELLE STIVIERE,MN,1618089.0,5027983.0,618058.0,5027963.0,112.83,,112.69,,,,,,PTUA2022,IT03GWBISSAPOM,
230,PO0200180R0037,,,POZZO,,,,,CAVRIANA,MN,1625500.0,5020470.0,625471.0,5020450.0,61.28,,61.28,,,,,,PTUA2022-PTUA2003,IT03GWBISSMPOM,Bassignani Cave s.n.c.
231,PO020018NU0004,,,PIEZOMETRO,,,,,CAVRIANA,MN,1625433.0,5021576.0,625402.0,5021557.0,76.16,,76.34,,,,,,PTUA2022,IT03GWBISSMPOM,
232,PO0200210R0045,,,POZZO,,,,,CURTATONE,MN,1639414.0,4998598.0,639385.0,4998578.0,22.963,,22.963,,,,,,PTUA2022,IT03GWBISSMPOM,
233,PO020021NRP001,,,POZZO,,,,,CURTATONE,MN,1633547.0,4994891.0,633518.0,4994872.0,20.444,,21.694,,,,,,PTUA2022,IT03GWBISSBPPO,
234,PO020023NUP001,,,PIEZOMETRO,,,,,FELONICA,MN,1685874.0,4983503.0,685844.0,4983484.0,8.7,,8.7,,,,,,PTUA2022,IT03GWBISSBPPO,
235,PO0200240R0001,,,PIEZOMETRO,,,,,GAZOLDO DEGLI IPPOLITI,MN,1624059.0,5006866.0,624030.0,5006846.0,34.614,,34.614,,,,,,PTUA2022,IT03GWBISSMPOM,
236,PO0200260R0001,,,POZZO,,,,,GOITO,MN,1631563.0,5012419.0,631534.0,5012399.0,31.75,,31.75,,,,,,PTUA2022,IT03GWBISSMPBM,
237,PO0200270R0053,,,POZZO,,,,,GONZAGA,MN,1646282.0,4978469.0,646253.0,4978449.0,17.841,,17.841,,,,,,PTUA2022,IT03GWBISSBPPO,
238,PO020027NR0004,,,POZZO,,,,,GONZAGA,MN,1641600.0,4982258.0,641569.0,4982239.0,17.85,,17.85,,,,,,PTUA2022,IT03GWBISSBPPO,
239,PO0200280R0056,,,POZZO,,,,,GUIDIZZOLO,MN,1624093.0,5020113.0,624064.0,5020093.0,65.27,,65.27,,,,,,PTUA2022,IT03GWBISSMPOM,
240,PO0200290R0002,,,PIEZOMETRO,,,,,MAGNACAVALLO,MN,1668136.0,4985315.0,668106.0,4985295.0,13.0,,13.0,,,,,,PTUA2022,IT03GWBISSBPPO,
241,PO020030NU0002,,,POZZO,,,,,MANTOVA,MN,1637331.0,5000823.0,637302.0,5000803.0,24.728,,24.728,,,,,,PTUA2022,IT03GWBISSMPOM,
242,PO020030NU0004,,,PIEZOMETRO,,,,,MANTOVA,MN,1640787.0,5001200.0,640758.0,5001180.0,17.9,,17.9,,,,,,PTUA2022,IT03GWBISSMPOM,
243,PO0200310R0062,,,POZZO,,,,,MARCARIA,MN,1627768.0,4991897.0,627739.0,4991877.0,21.824,,21.824,,,,,,PTUA2022-PTUA2003,IT03GWBISSBPPO,Trofelli Giudo
244,PO020032NR0001,,,PIEZOMETRO,,,,,MARIANA MANTOVANA,MN,1616398.0,5003336.0,616370.0,5003316.0,33.008,,33.008,,,,,,PTUA2022,IT03GWBISSMPOM,
245,PO0200330R0002,,,POZZO,,,,,MARMIROLO,MN,1639094.0,5008536.0,639065.0,5008516.0,31.883,,31.883,,,,,,PTUA2022,IT03GWBISSMPBM,
246,PO0200340R0001,,,POZZO,,,,,MEDOLE,MN,1618552.0,5022295.0,618524.0,5022275.0,71.5,,71.5,,,,,,PTUA2022,IT03GWBISSMPOM,
247,PO020034NU0002,,,PIEZOMETRO,,,,,MEDOLE,MN,1620141.0,5022665.0,620111.0,5022646.0,83.11,,83.16,,,,,,PTUA2022,IT03GWBISSMPOM,
248,PO0200370R0002,,,PIEZOMETRO,,,,,MOTTEGGIANA,MN,1634467.0,4988270.0,634438.0,4988250.0,18.0,,18.0,,,,,,PTUA2022,IT03GWBISSBPPO,
249,PO0200400R0001,,,PIEZOMETRO,,,,,PIEVE DI CORIANO,MN,1664204.0,4988439.0,664174.0,4988419.0,11.817,,11.817,,,,,,PTUA2022,IT03GWBISSBPPO,HA PRESO NOME BORGO MANTOVANO
250,PO0200720R0001,,,PIEZOMETRO,,,,,BORGO MANTOVANO,MN,1664204.0,4988439.0,664174.0,4988419.0,11.817,,11.817,,,,,,PTUA2022,IT03GWBISSBPPO,
251,PO0200420R0001,,,POZZO,,,,,POGGIO RUSCO,MN,1669005.0,4982270.0,668975.0,4982250.0,10.859,,10.859,,,,,,PTUA2022,IT03GWBISSBPPO,
252,PO0200450R0001,,,POZZO,,,,,PORTO MANTOVANO,MN,1641311.0,5006839.0,641282.0,5006819.0,29.869,,29.869,,,,,,PTUA2022,IT03GWBISSMPBM,
253,PO0200470R0001,,,POZZO,,,,,QUISTELLO,MN,1658417.0,4988381.0,658387.0,4988361.0,15.0,,15.0,,,,,,PTUA2022,IT03GWBISSBPPO,
254,PO0200490R0085,,,POZZO,,,,,REVERE,MN,1667680.0,4989800.0,667650.0,4989780.0,12.883,,12.883,,,,,,PTUA2022-PTUA2003,IT03GWBISSBPPO,via Smerrieri 4
255,PO0200720R0002,,,POZZO,,,,,BORGO MANTOVANO,MN,1667680.0,4989800.0,667650.0,4989780.0,12.883,,12.883,,,,,,PTUA2022,IT03GWBISSBPPO,
256,PO0200510R0001,,,POZZO,,,,,RODIGO,MN,1631128.0,5005164.0,631099.0,5005144.0,32.6,,32.6,,,,,,PTUA2022,IT03GWBISSMPOM,
257,PO0200510R0002,,,PIEZOMETRO,,,,,RODIGO,MN,1631201.0,5004984.0,631172.0,5004964.0,31.0,,31.0,,,,,,PTUA2022,IT03GWBISSMPOM,
258,PO0200520U0001,,,POZZO,,,,,RONCOFERRARO,MN,1653458.0,4999211.0,653428.0,4999191.0,17.144,,17.144,,,,,,PTUA2022,IT03GWBISSMPBM,
259,PO0200530R0089,,,POZZO,,,,,ROVERBELLA,MN,1641735.0,5013604.0,641706.0,5013584.0,35.415,,35.415,,,,,,PTUA2022-PTUA2003,IT03GWBISSMPBM,via Giulio Romano 12
260,PO0200530U0001,,,POZZO,,,,,ROVERBELLA,MN,,,638912.0,5014612.0,44.0,,44.0,,,,,,PTUA2022,IT03GWBISSMPBM,
261,PO0200540R0001,,,POZZO,,,,,SABBIONETA,MN,1619450.0,4984070.0,619421.0,4984050.0,21.426,,21.426,,,,,,PTUA2022,IT03GWBISSBPPO,
262,PO0200550R0002,,,POZZO,,,,,SAN BENEDETTO PO,MN,1647354.0,4989921.0,647325.0,4989901.0,19.172,,19.172,,,,,,PTUA2022,IT03GWBISSBPPO,
263,PO0200570R0001,,,POZZO,,,,,SAN GIORGIO DI MANTOVA,MN,1645227.0,5002860.0,645198.0,5002840.0,23.94,,23.94,,,,,,PTUA2022,IT03GWBISSMPBM,
264,PO0200570U0002,,,POZZO,,,,,SAN GIORGIO DI MANTOVA,MN,1645860.0,5002560.0,645831.0,5002540.0,23.443,,23.443,,,,,,PTUA2022,IT03GWBISSMPBM,
265,PO020061NR0001,,,PIEZOMETRO,,,,,SERMIDE,MN,1677827.0,4988216.0,677797.0,4988196.0,10.65,,10.65,,,,,,PTUA2022,IT03GWBISSBPPO,
266,PO020061NUP001,,,PIEZOMETRO,,,,,SERMIDE,MN,1680954.0,4986633.0,680924.0,4986614.0,11.66,,11.66,,,,,,PTUA2022,IT03GWBISSBPPO,
267,PO020063NU0002,,,PIEZOMETRO,,,,,SOLFERINO,MN,1622298.0,5023921.0,622268.0,5023902.0,105.62,,105.76,,,,,,PTUA2022,IT03GWBISSMPOM,
268,PO0200650R0001,,,POZZO,,,,,SUZZARA,MN,1635950.0,4986070.0,635921.0,4986050.0,19.409,,19.409,,,,,,PTUA2022,IT03GWBISSBPPO,
269,PO0200650R0002,,,PIEZOMETRO,,,,,SUZZARA,MN,1636053.0,4984924.0,636024.0,4984904.0,19.42,,19.42,,,,,,PTUA2022,IT03GWBISSBPPO,
270,PO0200660R0003,,,POZZO,,,,,VIADANA,MN,1619629.0,4976840.0,619600.0,4976821.0,22.064,,22.064,,,,,,PTUA2022,IT03GWBISSBPPO,
