gid,id_punto,fkid,data,codice_campagna,secco,prodotto,spessore_prodotto,quota_falda,soggiacenza,quota_ref,riferimento_soggiacenza,fonte,note
7736,PO019088NRP001,92,2017-05-01,,no,,,49.693,,50.943,,PTUA2022,
7737,PO019088NRP001,92,2017-06-01,,no,,,49.793,,50.943,,PTUA2022,
7738,PO019088NRP001,92,2017-07-01,,no,,,50.033,,50.943,,PTUA2022,
7739,PO019088NRP001,92,2017-08-01,,no,,,50.473,,50.943,,PTUA2022,
7740,PO019088NRP001,92,2017-09-01,,no,,,50.533,,50.943,,PTUA2022,
7741,PO019088NRP001,92,2017-10-01,,no,,,50.613,,50.943,,PTUA2022,
7742,PO019088NRP001,92,2017-11-01,,no,,,50.453,,50.943,,PTUA2022,
7743,PO019088NRP001,92,2017-12-01,,no,,,50.113,,50.943,,PTUA2022,
7744,PO019088NRP001,92,2018-01-01,,no,,,50.293,,50.943,,PTUA2022,
7745,PO019088NRP001,92,2018-02-01,,no,,,50.073,,50.943,,PTUA2022,
7746,PO019088NRP001,92,2018-03-01,,no,,,49.973,,50.943,,PTUA2022,
7747,PO019088NRP001,92,2018-04-01,,no,,,50.043,,50.943,,PTUA2022,
7748,PO019088NRP001,92,2018-05-01,,no,,,50.003,,50.943,,PTUA2022,
7749,PO019088NRP001,92,2018-06-01,,no,,,50.063,,50.943,,PTUA2022,
7750,PO019088NRP001,92,2018-07-01,,no,,,50.353,,50.943,,PTUA2022,
7751,PO019088NRP001,92,2018-08-01,,no,,,50.433,,50.943,,PTUA2022,
7752,PO019088NRP001,92,2018-09-01,,no,,,50.743,,50.943,,PTUA2022,
7753,PO019088NRP001,92,2018-10-01,,no,,,50.603,,50.943,,PTUA2022,
7754,PO019088NRP001,92,2018-11-01,,no,,,50.803,,50.943,,PTUA2022,
7755,PO019088NRP001,92,2018-12-01,,no,,,50.453,,50.943,,PTUA2022,
7756,PO019088NRP001,92,2019-01-01,,no,,,50.253,,50.943,,PTUA2022,
7757,PO019088NRP001,92,2019-02-01,,no,,,50.223,,50.943,,PTUA2022,
7758,PO019088NRP001,92,2019-03-01,,no,,,50.033,,50.943,,PTUA2022,
7759,PO019088NRP001,92,2019-04-01,,no,,,49.873,,50.943,,PTUA2022,
7760,PO019088NRP001,92,2019-05-01,,no,,,49.963,,50.943,,PTUA2022,
7761,PO019088NRP001,92,2019-06-01,,no,,,50.043,,50.943,,PTUA2022,
7762,PO019088NRP001,92,2019-07-01,,no,,,50.073,,50.943,,PTUA2022,
7763,PO019088NRP001,92,2019-08-01,,no,,,50.443,,50.943,,PTUA2022,
7764,PO019088NRP001,92,2019-09-01,,no,,,50.553,,50.943,,PTUA2022,
7765,PO019088NRP001,92,2019-10-01,,no,,,50.623,,50.943,,PTUA2022,
7766,PO019088NRP001,92,2019-11-01,,no,,,50.743,,50.943,,PTUA2022,
7767,PO019088NRP001,92,2019-12-01,,no,,,50.733,,50.943,,PTUA2022,
7768,PO019088NRP001,92,2020-01-01,,no,,,50.523,,50.943,,PTUA2022,
7769,PO019088NRP001,92,2020-02-01,,no,,,50.403,,50.943,,PTUA2022,
7770,PO019088NRP001,92,2020-03-01,,no,,,50.193,,50.943,,PTUA2022,
7771,PO019088NRP001,92,2020-06-01,,no,,,50.243,,50.943,,PTUA2022,
7772,PO019088NRP001,92,2020-07-01,,no,,,50.483,,50.943,,PTUA2022,
7773,PO019088NRP001,92,2020-08-01,,no,,,50.553,,50.943,,PTUA2022,
7774,PO019088NRP001,92,2020-09-01,,no,,,50.673,,50.943,,PTUA2022,
7775,PO019088NRP001,92,2020-11-01,,no,,,50.483,,50.943,,PTUA2022,
7776,PO019088NRP001,92,2020-12-01,,no,,,50.493,,50.943,,PTUA2022,
7777,PO019088NRP001,92,2021-01-01,,no,,,50.543,,50.943,,PTUA2022,
7778,PO019088NRP001,92,2021-03-01,,no,,,50.323,,50.943,,PTUA2022,
7779,PO019089NUA001,93,2014-06-01,,no,,,32.25,,33.6,,PTUA2022,
7780,PO019089NUA001,93,2014-11-01,,no,,,31.93,,33.6,,PTUA2022,
7781,PO019089NUA001,93,2015-04-01,,no,,,32.43,,33.6,,PTUA2022,
7782,PO019089NUA001,93,2015-05-01,,no,,,32.5,,33.6,,PTUA2022,
7783,PO019089NUA001,93,2015-06-01,,no,,,32.36,,33.6,,PTUA2022,
7784,PO019089NUA001,93,2015-07-01,,no,,,32.39,,33.6,,PTUA2022,
7785,PO019089NUA001,93,2015-08-01,,no,,,32.25,,33.6,,PTUA2022,
7786,PO019089NUA001,93,2015-09-01,,no,,,32.02,,33.6,,PTUA2022,
7787,PO019089NUA001,93,2015-10-01,,no,,,31.86,,33.6,,PTUA2022,
7788,PO019089NUA001,93,2015-11-01,,no,,,31.78,,33.6,,PTUA2022,
7789,PO019089NUA001,93,2015-12-01,,no,,,31.67,,33.6,,PTUA2022,
7790,PO019089NUA001,93,2016-01-01,,no,,,31.59,,33.6,,PTUA2022,
7791,PO019089NUA001,93,2016-02-01,,no,,,31.52,,33.6,,PTUA2022,
7792,PO019089NUA001,93,2016-03-01,,no,,,31.81,,33.6,,PTUA2022,
7793,PO019089NUA001,93,2016-04-01,,no,,,31.71,,33.6,,PTUA2022,
7794,PO019089NUA001,93,2016-05-01,,no,,,31.6,,33.6,,PTUA2022,
7795,PO019089NUA001,93,2016-06-01,,no,,,31.59,,33.6,,PTUA2022,
7796,PO019089NUA001,93,2016-07-01,,no,,,31.78,,33.6,,PTUA2022,
7797,PO019089NUA001,93,2016-08-01,,no,,,31.93,,33.6,,PTUA2022,
7798,PO019089NUA001,93,2016-09-01,,no,,,31.92,,33.6,,PTUA2022,
7799,PO019089NUA001,93,2016-10-01,,no,,,31.71,,33.6,,PTUA2022,
7800,PO019089NUA001,93,2016-11-01,,no,,,31.6,,33.6,,PTUA2022,
7801,PO019089NUA001,93,2016-12-01,,no,,,31.47,,33.6,,PTUA2022,
7802,PO019089NUA001,93,2017-01-01,,no,,,31.5,,33.6,,PTUA2022,
7803,PO019089NUA001,93,2017-02-01,,no,,,31.55,,33.6,,PTUA2022,
7804,PO019089NUA001,93,2017-03-01,,no,,,31.41,,33.6,,PTUA2022,
7805,PO019089NUA001,93,2017-09-01,,no,,,31.76,,33.6,,PTUA2022,
7806,PO019089NUA001,93,2017-10-01,,no,,,31.505000000000003,,33.6,,PTUA2022,
7807,PO019089NUA001,93,2017-11-01,,no,,,31.33,,33.6,,PTUA2022,
7808,PO019089NUA001,93,2017-12-01,,no,,,31.25,,33.6,,PTUA2022,
7809,PO019089NUA001,93,2018-01-01,,no,,,31.16,,33.6,,PTUA2022,
7810,PO019089NUA001,93,2018-02-01,,no,,,31.11,,33.6,,PTUA2022,
7811,PO019089NUA001,93,2018-03-01,,no,,,31.13,,33.6,,PTUA2022,
7812,PO019089NUA001,93,2018-04-01,,no,,,31.34,,33.6,,PTUA2022,
7813,PO019089NUA001,93,2018-05-01,,no,,,31.35,,33.6,,PTUA2022,
7814,PO019089NUA001,93,2018-06-01,,no,,,31.36,,33.6,,PTUA2022,
7815,PO019089NUA001,93,2018-07-01,,no,,,31.87,,33.6,,PTUA2022,
7816,PO019089NUA001,93,2018-08-01,,no,,,31.98,,33.6,,PTUA2022,
7817,PO019089NUA001,93,2018-09-01,,no,,,31.73,,33.6,,PTUA2022,
7818,PO019089NUA001,93,2018-10-01,,no,,,31.56,,33.6,,PTUA2022,
7819,PO019089NUA001,93,2018-11-01,,no,,,31.86,,33.6,,PTUA2022,
7820,PO019089NUA001,93,2018-12-01,,no,,,31.93,,33.6,,PTUA2022,
7821,PO019089NUA001,93,2019-01-01,,no,,,31.92,,33.6,,PTUA2022,
7822,PO019089NUA001,93,2019-02-01,,no,,,31.95,,33.6,,PTUA2022,
7823,PO019089NUA001,93,2019-03-01,,no,,,31.89,,33.6,,PTUA2022,
7824,PO019089NUA001,93,2019-04-01,,no,,,31.77,,33.6,,PTUA2022,
7825,PO019089NUA001,93,2019-05-01,,no,,,31.75,,33.6,,PTUA2022,
7826,PO019089NUA001,93,2019-06-01,,no,,,31.91,,33.6,,PTUA2022,
7827,PO019089NUA001,93,2019-07-01,,no,,,32.15,,33.6,,PTUA2022,
7828,PO019089NUA001,93,2019-08-01,,no,,,32.22,,33.6,,PTUA2022,
7829,PO019089NUA001,93,2019-09-01,,no,,,32.02,,33.6,,PTUA2022,
7830,PO019089NUA001,93,2019-10-01,,no,,,31.71,,33.6,,PTUA2022,
7831,PO019089NUA001,93,2019-11-01,,no,,,31.81,,33.6,,PTUA2022,
7832,PO019089NUA001,93,2019-12-01,,no,,,32.17,,33.6,,PTUA2022,
7833,PO019089NUA001,93,2020-01-01,,no,,,32.39,,33.6,,PTUA2022,
7834,PO019089NUA001,93,2020-02-01,,no,,,32.36,,33.6,,PTUA2022,
7835,PO019089NUA001,93,2020-06-01,,no,,,32.21,,33.6,,PTUA2022,
7836,PO019089NUA001,93,2020-07-01,,no,,,32.31,,33.6,,PTUA2022,
7837,PO019089NUA001,93,2020-08-01,,no,,,32.17,,33.6,,PTUA2022,
7838,PO019089NUA001,93,2020-09-01,,no,,,32.03,,33.6,,PTUA2022,
7839,PO019089NUA001,93,2020-10-01,,no,,,31.91,,33.6,,PTUA2022,
7840,PO019089NUA001,93,2020-12-01,,no,,,32.43,,33.6,,PTUA2022,
7841,PO019089NUA001,93,2021-01-01,,no,,,32.7,,33.6,,PTUA2022,
7842,PO019089NUA001,93,2021-02-01,,no,,,32.66,,33.6,,PTUA2022,
7843,PO019089NUA001,93,2021-03-01,,no,,,32.44,,33.6,,PTUA2022,
7844,PO019089NUA001,93,2021-04-01,,no,,,32.31,,33.6,,PTUA2022,
7845,PO019089NUA001,93,2021-05-01,,no,,,32.22,,33.6,,PTUA2022,
7846,PO019091NRA001,94,2006-03-01,,no,,,25.46,,29.18,,PTUA2022,
7847,PO019091NRA001,94,2006-04-01,,no,,,25.37,,29.18,,PTUA2022,
7848,PO019091NRA001,94,2006-05-01,,no,,,25.39,,29.18,,PTUA2022,
7849,PO019091NRA001,94,2006-06-01,,no,,,26.3,,29.18,,PTUA2022,
7850,PO019091NRA001,94,2006-07-01,,no,,,26.36,,29.18,,PTUA2022,
7851,PO019091NRA001,94,2006-08-01,,no,,,26.13,,29.18,,PTUA2022,
7852,PO019091NRA001,94,2006-09-01,,no,,,25.34,,29.18,,PTUA2022,
7853,PO019091NRA001,94,2006-10-01,,no,,,25.29,,29.18,,PTUA2022,
7854,PO019091NRA001,94,2006-11-01,,no,,,25.22,,29.18,,PTUA2022,
7855,PO019091NRA001,94,2006-12-01,,no,,,25.18,,29.18,,PTUA2022,
7856,PO019091NRA001,94,2007-01-01,,no,,,25.16,,29.18,,PTUA2022,
7857,PO019091NRA001,94,2007-02-01,,no,,,25.22,,29.18,,PTUA2022,
7858,PO019091NRA001,94,2007-03-01,,no,,,25.23,,29.18,,PTUA2022,
7859,PO019091NRA001,94,2007-04-01,,no,,,25.74,,29.18,,PTUA2022,
7860,PO019091NRA001,94,2007-05-01,,no,,,26.18,,29.18,,PTUA2022,
7861,PO019091NRA001,94,2007-06-01,,no,,,25.56,,29.18,,PTUA2022,
7862,PO019091NRA001,94,2007-07-01,,no,,,26.15,,29.18,,PTUA2022,
7863,PO019091NRA001,94,2007-08-01,,no,,,26.22,,29.18,,PTUA2022,
7864,PO019091NRA001,94,2007-09-01,,no,,,25.32,,29.18,,PTUA2022,
7865,PO019091NRA001,94,2007-10-01,,no,,,25.2,,29.18,,PTUA2022,
7866,PO019091NRA001,94,2007-11-01,,no,,,25.16,,29.18,,PTUA2022,
7867,PO019091NRA001,94,2007-12-01,,no,,,25.19,,29.18,,PTUA2022,
7868,PO019091NRA001,94,2008-01-01,,no,,,25.15,,29.18,,PTUA2022,
7869,PO019091NRA001,94,2008-02-01,,no,,,25.21,,29.18,,PTUA2022,
7870,PO019091NRA001,94,2008-03-01,,no,,,25.17,,29.18,,PTUA2022,
7871,PO019091NRA001,94,2008-04-01,,no,,,25.15,,29.18,,PTUA2022,
7872,PO019091NRA001,94,2008-05-01,,no,,,25.61,,29.18,,PTUA2022,
7873,PO019091NRA001,94,2008-06-01,,no,,,25.6,,29.18,,PTUA2022,
7874,PO019091NRA001,94,2008-07-01,,no,,,26.17,,29.18,,PTUA2022,
7875,PO019091NRA001,94,2008-08-01,,no,,,26.26,,29.18,,PTUA2022,
7876,PO019091NRA001,94,2008-09-01,,no,,,25.61,,29.18,,PTUA2022,
7877,PO019091NRA001,94,2008-10-01,,no,,,25.28,,29.18,,PTUA2022,
7878,PO019091NRA001,94,2008-11-01,,no,,,25.29,,29.18,,PTUA2022,
7879,PO019091NRA001,94,2008-12-01,,no,,,25.41,,29.18,,PTUA2022,
7880,PO019091NRA001,94,2009-01-01,,no,,,25.45,,29.18,,PTUA2022,
7881,PO019091NRA001,94,2009-02-01,,no,,,26.12,,29.18,,PTUA2022,
7882,PO019091NRA001,94,2009-03-01,,no,,,25.57,,29.18,,PTUA2022,
7883,PO019091NRA001,94,2009-04-01,,no,,,25.57,,29.18,,PTUA2022,
7884,PO019091NRA001,94,2009-05-01,,no,,,25.6,,29.18,,PTUA2022,
7885,PO019091NRA001,94,2009-06-01,,no,,,26.23,,29.18,,PTUA2022,
7886,PO019091NRA001,94,2009-07-01,,no,,,26.41,,29.18,,PTUA2022,
7887,PO019091NRA001,94,2009-08-01,,no,,,26.24,,29.18,,PTUA2022,
7888,PO019091NRA001,94,2009-09-01,,no,,,25.75,,29.18,,PTUA2022,
7889,PO019091NRA001,94,2009-10-01,,no,,,25.35,,29.18,,PTUA2022,
7890,PO019091NRA001,94,2009-11-01,,no,,,25.26,,29.18,,PTUA2022,
7891,PO019091NRA001,94,2009-12-01,,no,,,25.45,,29.18,,PTUA2022,
7892,PO019091NRA001,94,2010-01-01,,no,,,25.69,,29.18,,PTUA2022,
7893,PO019091NRA001,94,2010-02-01,,no,,,25.57,,29.18,,PTUA2022,
7894,PO019091NRA001,94,2010-03-01,,no,,,25.71,,29.18,,PTUA2022,
7895,PO019091NRA001,94,2010-04-01,,no,,,25.52,,29.18,,PTUA2022,
7896,PO019091NRA001,94,2010-05-01,,no,,,27.29,,29.18,,PTUA2022,
7897,PO019091NRA001,94,2010-06-01,,no,,,26.23,,29.18,,PTUA2022,
7898,PO019091NRA001,94,2010-07-01,,no,,,26.06,,29.18,,PTUA2022,
7899,PO019091NRA001,94,2010-08-01,,no,,,26.23,,29.18,,PTUA2022,
7900,PO019091NRA001,94,2010-09-01,,no,,,25.91,,29.18,,PTUA2022,
7901,PO019091NRA001,94,2010-10-01,,no,,,25.36,,29.18,,PTUA2022,
7902,PO019091NRA001,94,2010-11-01,,no,,,25.53,,29.18,,PTUA2022,
7903,PO019091NRA001,94,2010-12-01,,no,,,25.79,,29.18,,PTUA2022,
7904,PO019091NRA001,94,2011-01-01,,no,,,25.69,,29.18,,PTUA2022,
7905,PO019091NRA001,94,2011-02-01,,no,,,25.52,,29.18,,PTUA2022,
7906,PO019091NRA001,94,2011-03-01,,no,,,25.59,,29.18,,PTUA2022,
7907,PO019091NRA001,94,2011-04-01,,no,,,25.52,,29.18,,PTUA2022,
7908,PO019091NRA001,94,2011-05-01,,no,,,26.31,,29.18,,PTUA2022,
7909,PO019091NRA001,94,2011-06-01,,no,,,26.28,,29.18,,PTUA2022,
7910,PO019091NRA001,94,2011-07-01,,no,,,26.24,,29.18,,PTUA2022,
7911,PO019091NRA001,94,2011-08-01,,no,,,26.24,,29.18,,PTUA2022,
7912,PO019091NRA001,94,2011-09-01,,no,,,25.52,,29.18,,PTUA2022,
7913,PO019091NRA001,94,2011-10-01,,no,,,25.3,,29.18,,PTUA2022,
7914,PO019091NRA001,94,2011-11-01,,no,,,25.3,,29.18,,PTUA2022,
7915,PO019091NRA001,94,2011-12-01,,no,,,25.23,,29.18,,PTUA2022,
7916,PO019091NRA001,94,2012-01-01,,no,,,25.2,,29.18,,PTUA2022,
7917,PO019091NRA001,94,2012-02-01,,no,,,25.17,,29.18,,PTUA2022,
7918,PO019091NRA001,94,2012-03-01,,no,,,25.19,,29.18,,PTUA2022,
7919,PO019091NRA001,94,2012-04-01,,no,,,25.22,,29.18,,PTUA2022,
7920,PO019091NRA001,94,2012-05-01,,no,,,25.2,,29.18,,PTUA2022,
7921,PO019091NRA001,94,2012-06-01,,no,,,26.1,,29.18,,PTUA2022,
7922,PO019091NRA001,94,2012-07-01,,no,,,26.38,,29.18,,PTUA2022,
7923,PO019091NRA001,94,2012-08-01,,no,,,26.21,,29.18,,PTUA2022,
7924,PO019091NRA001,94,2012-09-01,,no,,,25.43,,29.18,,PTUA2022,
7925,PO019091NRA001,94,2012-10-01,,no,,,25.26,,29.18,,PTUA2022,
7926,PO019091NRA001,94,2012-11-01,,no,,,25.34,,29.18,,PTUA2022,
7927,PO019091NRA001,94,2012-12-01,,no,,,25.44,,29.18,,PTUA2022,
7928,PO019091NRA001,94,2013-01-01,,no,,,25.41,,29.18,,PTUA2022,
7929,PO019091NRA001,94,2013-02-01,,no,,,25.71,,29.18,,PTUA2022,
7930,PO019091NRA001,94,2013-03-01,,no,,,25.56,,29.18,,PTUA2022,
7931,PO019091NRA001,94,2013-04-01,,no,,,25.88,,29.18,,PTUA2022,
7932,PO019091NRA001,94,2013-05-01,,no,,,25.78,,29.18,,PTUA2022,
7933,PO019091NRA001,94,2013-06-01,,no,,,26.09,,29.18,,PTUA2022,
7934,PO019091NRA001,94,2013-07-01,,no,,,26.46,,29.18,,PTUA2022,
7935,PO019091NRA001,94,2013-08-01,,no,,,26.35,,29.18,,PTUA2022,
7936,PO019091NRA001,94,2013-09-01,,no,,,25.59,,29.18,,PTUA2022,
7937,PO019091NRA001,94,2013-10-01,,no,,,25.38,,29.18,,PTUA2022,
7938,PO019091NRA001,94,2013-11-01,,no,,,25.38,,29.18,,PTUA2022,
7939,PO019091NRA001,94,2013-12-01,,no,,,25.53,,29.18,,PTUA2022,
7940,PO019091NRA001,94,2014-01-01,,no,,,25.4,,29.18,,PTUA2022,
7941,PO019091NRA001,94,2014-02-01,,no,,,26.45,,29.18,,PTUA2022,
7942,PO019091NRA001,94,2014-03-01,,no,,,25.8,,29.18,,PTUA2022,
7943,PO019091NRA001,94,2014-04-01,,no,,,25.53,,29.18,,PTUA2022,
7944,PO019091NRA001,94,2014-05-01,,no,,,25.7,,29.18,,PTUA2022,
7945,PO019091NRA001,94,2014-06-01,,no,,,26.51,,29.18,,PTUA2022,
7946,PO019091NRA001,94,2014-07-01,,no,,,25.99,,29.18,,PTUA2022,
7947,PO019091NRA001,94,2014-08-01,,no,,,25.57,,29.18,,PTUA2022,
7948,PO019091NRA001,94,2014-09-01,,no,,,25.48,,29.18,,PTUA2022,
7949,PO019091NRA001,94,2014-10-01,,no,,,25.35,,29.18,,PTUA2022,
7950,PO019091NRA001,94,2014-11-01,,no,,,25.65,,29.18,,PTUA2022,
7951,PO019091NRA001,94,2014-12-01,,no,,,25.73,,29.18,,PTUA2022,
7952,PO019091NRA001,94,2015-01-01,,no,,,25.56,,29.18,,PTUA2022,
7953,PO019091NRA001,94,2015-02-01,,no,,,25.52,,29.18,,PTUA2022,
7954,PO019091NRA001,94,2015-03-01,,no,,,25.83,,29.18,,PTUA2022,
7955,PO019091NRA001,94,2015-04-01,,no,,,26.14,,29.18,,PTUA2022,
7956,PO019091NRA001,94,2015-05-01,,no,,,26.14,,29.18,,PTUA2022,
7957,PO019091NRA001,94,2015-06-01,,no,,,26.13,,29.18,,PTUA2022,
7958,PO019091NRA001,94,2015-07-01,,no,,,26.27,,29.18,,PTUA2022,
7959,PO019091NRA001,94,2015-08-01,,no,,,26.24,,29.18,,PTUA2022,
7960,PO019091NRA001,94,2015-09-01,,no,,,25.79,,29.18,,PTUA2022,
7961,PO019091NRA001,94,2015-10-01,,no,,,25.33,,29.18,,PTUA2022,
7962,PO019091NRA001,94,2015-11-01,,no,,,25.27,,29.18,,PTUA2022,
7963,PO019091NRA001,94,2015-12-01,,no,,,25.23,,29.18,,PTUA2022,
7964,PO019091NRA001,94,2016-01-01,,no,,,25.22,,29.18,,PTUA2022,
7965,PO019091NRA001,94,2016-02-01,,no,,,25.2,,29.18,,PTUA2022,
7966,PO019091NRA001,94,2016-03-01,,no,,,25.48,,29.18,,PTUA2022,
7967,PO019091NRA001,94,2016-04-01,,no,,,25.37,,29.18,,PTUA2022,
7968,PO019091NRA001,94,2016-05-01,,no,,,25.35,,29.18,,PTUA2022,
7969,PO019091NRA001,94,2016-06-01,,no,,,25.93,,29.18,,PTUA2022,
7970,PO019091NRA001,94,2016-07-01,,no,,,26.18,,29.18,,PTUA2022,
7971,PO019091NRA001,94,2016-08-01,,no,,,26.18,,29.18,,PTUA2022,
7972,PO019091NRA001,94,2016-09-01,,no,,,25.63,,29.18,,PTUA2022,
7973,PO019091NRA001,94,2016-10-01,,no,,,25.31,,29.18,,PTUA2022,
7974,PO019091NRA001,94,2016-11-01,,no,,,25.22,,29.18,,PTUA2022,
7975,PO019091NRA001,94,2016-12-01,,no,,,25.2,,29.18,,PTUA2022,
7976,PO019091NRA001,94,2017-01-01,,no,,,25.16,,29.18,,PTUA2022,
7977,PO019091NRA001,94,2017-02-01,,no,,,25.22,,29.18,,PTUA2022,
7978,PO019091NRA001,94,2017-03-01,,no,,,25.2,,29.18,,PTUA2022,
7979,PO019091NRA001,94,2017-04-01,,no,,,25.27,,29.18,,PTUA2022,
7980,PO019091NRA001,94,2017-05-01,,no,,,25.76,,29.18,,PTUA2022,
7981,PO019091NRA001,94,2017-06-01,,no,,,26.11,,29.18,,PTUA2022,
7982,PO019091NRA001,94,2017-07-01,,no,,,26.24,,29.18,,PTUA2022,
7983,PO019091NRA001,94,2017-08-01,,no,,,26.07,,29.18,,PTUA2022,
7984,PO019091NRA001,94,2017-09-01,,no,,,25.47,,29.18,,PTUA2022,
7985,PO019091NRA001,94,2017-10-01,,no,,,25.235,,29.18,,PTUA2022,
7986,PO019091NRA001,94,2017-11-01,,no,,,25.18,,29.18,,PTUA2022,
7987,PO019091NRA001,94,2017-12-01,,no,,,25.15,,29.18,,PTUA2022,
7988,PO019091NRA001,94,2018-01-01,,no,,,25.15,,29.18,,PTUA2022,
7989,PO019091NRA001,94,2018-02-01,,no,,,25.16,,29.18,,PTUA2022,
7990,PO019091NRA001,94,2018-03-01,,no,,,25.26,,29.18,,PTUA2022,
7991,PO019091NRA001,94,2018-04-01,,no,,,25.37,,29.18,,PTUA2022,
7992,PO019091NRA001,94,2018-05-01,,no,,,25.35,,29.18,,PTUA2022,
7993,PO019091NRA001,94,2018-06-01,,no,,,25.56,,29.18,,PTUA2022,
7994,PO019091NRA001,94,2018-07-01,,no,,,26.37,,29.18,,PTUA2022,
7995,PO019091NRA001,94,2018-08-01,,no,,,26.2,,29.18,,PTUA2022,
7996,PO019091NRA001,94,2018-09-01,,no,,,25.42,,29.18,,PTUA2022,
7997,PO019091NRA001,94,2018-10-01,,no,,,25.29,,29.18,,PTUA2022,
7998,PO019091NRA001,94,2018-11-01,,no,,,25.51,,29.18,,PTUA2022,
7999,PO019091NRA001,94,2018-12-01,,no,,,25.45,,29.18,,PTUA2022,
8000,PO019091NRA001,94,2019-01-01,,no,,,25.35,,29.18,,PTUA2022,
8001,PO019091NRA001,94,2019-02-01,,no,,,25.4,,29.18,,PTUA2022,
8002,PO019091NRA001,94,2019-03-01,,no,,,25.36,,29.18,,PTUA2022,
8003,PO019091NRA001,94,2019-04-01,,no,,,25.31,,29.18,,PTUA2022,
8004,PO019091NRA001,94,2019-05-01,,no,,,25.36,,29.18,,PTUA2022,
8005,PO019091NRA001,94,2019-06-01,,no,,,26.14,,29.18,,PTUA2022,
8006,PO019091NRA001,94,2019-07-01,,no,,,26.43,,29.18,,PTUA2022,
8007,PO019091NRA001,94,2019-08-01,,no,,,26.16,,29.18,,PTUA2022,
8008,PO019091NRA001,94,2019-09-01,,no,,,25.59,,29.18,,PTUA2022,
8009,PO019091NRA001,94,2019-10-01,,no,,,25.27,,29.18,,PTUA2022,
8010,PO019091NRA001,94,2019-11-01,,no,,,25.33,,29.18,,PTUA2022,
8011,PO019091NRA001,94,2019-12-01,,no,,,25.67,,29.18,,PTUA2022,
8012,PO019091NRA001,94,2020-01-01,,no,,,25.57,,29.18,,PTUA2022,
8013,PO019091NRA001,94,2020-02-01,,no,,,25.48,,29.18,,PTUA2022,
8014,PO019091NRA001,94,2020-06-01,,no,,,26.21,,29.18,,PTUA2022,
8015,PO019091NRA001,94,2020-07-01,,no,,,26.19,,29.18,,PTUA2022,
8016,PO019091NRA001,94,2020-08-01,,no,,,25.72,,29.18,,PTUA2022,
8017,PO019091NRA001,94,2020-09-01,,no,,,25.45,,29.18,,PTUA2022,
8018,PO019091NRA001,94,2020-10-01,,no,,,25.36,,29.18,,PTUA2022,
8019,PO019091NRA001,94,2020-12-01,,no,,,25.3,,29.18,,PTUA2022,
8020,PO019091NRA001,94,2021-01-01,,no,,,25.75,,29.18,,PTUA2022,
8021,PO019091NRA001,94,2021-03-01,,no,,,25.52,,29.18,,PTUA2022,
8022,PO019094NU0944,95,2004-01-01,,no,,,86.65,,91.1,,PTUA2022-PTUA2003,
8023,PO019094NU0944,95,2004-02-01,,no,,,87.07,,91.1,,PTUA2022-PTUA2003,
8024,PO019094NU0944,95,2004-03-01,,no,,,86.57,,91.1,,PTUA2022-PTUA2003,
8025,PO019094NU0944,95,2004-04-01,,no,,,86.48,,91.1,,PTUA2022-PTUA2003,
8026,PO019094NU0944,95,2004-05-01,,no,,,86.53,,91.1,,PTUA2022-PTUA2003,
8027,PO019094NU0944,95,2004-06-01,,no,,,86.29,,91.1,,PTUA2022-PTUA2003,
8028,PO019094NU0944,95,2004-07-01,,no,,,86.24,,91.1,,PTUA2022-PTUA2003,
8029,PO019094NU0944,95,2004-08-01,,no,,,86.4,,91.1,,PTUA2022-PTUA2003,
8030,PO019094NU0944,95,2004-09-01,,no,,,86.26,,91.1,,PTUA2022-PTUA2003,
8031,PO019094NU0944,95,2004-10-01,,no,,,86.36,,91.1,,PTUA2022-PTUA2003,
8032,PO019094NU0944,95,2004-11-01,,no,,,86.46,,91.1,,PTUA2022-PTUA2003,
8033,PO019094NU0944,95,2004-12-01,,no,,,86.64,,91.1,,PTUA2022-PTUA2003,
8034,PO019094NU0944,95,2005-01-01,,no,,,86.35,,91.1,,PTUA2022-PTUA2003,
8035,PO019094NU0944,95,2005-02-01,,no,,,86.27,,91.1,,PTUA2022-PTUA2003,
8036,PO019094NU0944,95,2005-03-01,,no,,,86.34,,91.1,,PTUA2022-PTUA2003,
8037,PO019094NU0944,95,2005-04-01,,no,,,86.32,,91.1,,PTUA2022-PTUA2003,
8038,PO019094NU0944,95,2005-05-01,,no,,,86.37,,91.1,,PTUA2022-PTUA2003,
8039,PO019094NU0944,95,2005-06-01,,no,,,86.17,,91.1,,PTUA2022-PTUA2003,
8040,PO019094NU0944,95,2005-07-01,,no,,,86.0,,91.1,,PTUA2022-PTUA2003,
8041,PO019094NU0944,95,2005-08-01,,no,,,86.15,,91.1,,PTUA2022-PTUA2003,
8042,PO019094NU0944,95,2005-09-01,,no,,,86.48,,91.1,,PTUA2022-PTUA2003,
8043,PO019094NU0944,95,2005-10-01,,no,,,86.55,,91.1,,PTUA2022-PTUA2003,
8044,PO019094NU0944,95,2005-11-01,,no,,,86.51,,91.1,,PTUA2022-PTUA2003,
8045,PO019094NU0944,95,2005-12-01,,no,,,86.52,,91.1,,PTUA2022-PTUA2003,
8046,PO019094NU0944,95,2006-01-01,,no,,,86.32,,91.1,,PTUA2022-PTUA2003,
8047,PO019094NU0944,95,2006-02-01,,no,,,86.94,,91.1,,PTUA2022-PTUA2003,
