DATA,A.I. GORDONAPO014032OR0001,ALBAIRATE0150050010,ALBIZZATEPO1200200800T0,BORNASCO7,ARCISATEPO1200400100T0,AZZANO MELLA4,BAGNOLO MELLA5,BASIGLIO0150150001,BELGIOIOSO12,POMPIANO28,BERGAMO0160240273,BERNATE TICINO0150190001,BERNINAPO014061OU0002,BOARIOPO014066OU0001,PIEVE15,CURTATONE45,COMEZZANO13,PORTALBERA13,CARONNO P.PO1203400600T0,CASALE LITTAPO1203600300T0,MONTIRONE23,CASEI GEROLA21,CASSANO D'ADDA0150590001,GARLASCO26,CAVENAGO D'ADDA0980170003,CAVRIANA37,CERVIGNANO D'ADDA0980180001,CHIGNOLO D'ISOLA0160722490,CILAVEGNA38,CITTIGLIOPO1205100100T0,CORBETTA0150850004,CORNAREDO0150870001,COTONIPO014061OR0001,DESIO0151000003,GALLARATEPO1207000900T0,GALLARATEPO1207002201T0,GERENZANOPO1207502002T0,GESSATE0151060008,GONZAGA53,PINAROLO18,LONATE P.PO1209000902T0,LUINOPO1209202100T0,MALEO0980350002,MARCARIA62,MILANO0151461120,MILANO0151461313,MILANO0151461379,MILANO0151461435,MILANO0151461534,MONZAMBANO70,MORNAGOPO1210601504T0,OFFANENGO019062.0005,ORIO LITTA0980420003,PALOSCO0161573380,PESCHIERA BORROMEO0151710197,PIEVE FISSIRAGA0980450001,PONTI SUL MINCIO80,RESCALDINA0151810001,REVERE85,RHO0151820106,RIPALTA CREMASCA019081.0002,ROVELLASCA3(5),ROVERBELLA89,SANT'ANGELO LODIGIANO0980500005,SAN ROCCO AL PORTO0980490001,SAMARATEPO1211800500T0,SAN GIACOMO DELLE SEGNATE94,SERGNANO019094.0004,SETTALA0152100004,STELVIOPO014026OU0001,TERNO D'ISOLA0162130228,TORRAZZA COSTE22,TORRAZZA22,TREZZANO SUL NAVIGLIO0152210001,TREZZO SULL'ADDA0152210001,TUFPO014066NR0001,VANZAGHELLO0152490020,VENEGONO I.PO1213600100T0,VIGEVANO50
1996-07-01,,121.96,,,,,,93.3,,,,130.63,,,,,,,,,,,109.29,,57.78,,76.68,,,,129.09,132.24,,94.49,,,,112.1,,,,,31.48,,,,,,,,,,39.8,,,69.11,,141.05,,131.99,,,,61.02,38.8,,,,,,,,,,134.08,,,,
1996-08-01,,121.56,,,,,,93.4,,,,130.98,,,,,,,,,,,109.54,,58.25,,76.56,,,,128.89,132.39,,94.79,,,,113.8,,,,,31.64,,,,,,,,,,39.72,,,69.19,,140.65,,132.24,,,,61.05,38.510000000000005,,,,,,,,,,134.08,,,,
1996-09-01,,121.16,,,,,,93.3,,,,131.33,,,,,,,,,,,108.69,,58.080000000000005,,76.30000000000001,,,,128.69,132.54,,94.19,,,,114.20000000000002,,,,,31.66,,,,,,,,,,39.75,,,69.36,,140.25,,132.49,,,,61.07,38.71,,,,,,,,,,133.98000000000002,,,,
1996-10-01,,121.16,,,,,,93.3,,,,130.23,,,77.0,,,,,,,,108.19,,,,76.60000000000001,,,,128.49,132.04,,94.19,,,,113.3,,,,,,,,,,,,,,,,,,69.19,,139.85,,131.79,,,,61.35,,,,,,,,,,,134.08,,,,
1996-11-01,,121.16,,,,,,93.25,,,,,,,,,,,,,,,107.79,,58.1,,76.51,,,,128.34,,,94.04,,,,111.3,,,,,31.86,,,,,,,,,,40.1,,,69.09,,140.85,,,,,,61.25,39.330000000000005,,,,,,,,,,134.13,,,,
1996-12-01,,121.16,,,,,,93.2,,,,129.03,,,,,,,,,,,,,,,,,,,128.19,131.64,,94.51,,,,110.95000000000002,,,,,,,,,,,,,,,39.88,,,69.19,,140.85,,132.09,,,,61.27,39.74,,,,,,,,,,,,,,
1997-01-01,,121.01,,,,,,93.5,,,,,,,,,,,,,,,107.89,,,,,,,,128.14,131.74,,94.99,,,,110.6,,,,,,,,,,,,,,,,,,69.42,,,,132.59,,,,61.33,,,,,,,,,,,134.18,,,,
1997-02-01,,120.86,,,,,,93.35,,,,128.23,,,,,,,,,,,,,58.05,,76.38000000000001,,,,128.09,131.54,,95.84,,,,110.3,,,,,32.209999999999994,,,,,,,,,,40.18,,,,,142.25,,131.99,,,,,39.66,,,,,,,,,,134.08,,,,
1997-03-01,,120.91,,,,,,93.2,,,,127.73,,,,,,,,,,,107.39,,58.010000000000005,,76.18,,,,127.89,130.94,,96.69,,,,110.0,,,,,32.16,,,,,,,,,,39.9,,,68.91,,141.75,,131.49,,,,61.35,39.190000000000005,,,,,,,,,,134.08,,,,
1997-04-01,,120.96,,,,,,92.8,,,,127.53,,,,,,,,,,,107.29,,57.63,,75.93,,,,127.69,130.74,,96.49,,,,109.20000000000002,,,,,31.86,,,,,,,,,,40.05,,,68.44,,141.75,,130.89,,,,61.25,38.790000000000006,,,,,,,,,,133.68,,,,
1997-05-01,,121.56,,,,,,93.0,,,,129.03,,,,,,,,,,,107.29,,57.63,,76.13000000000001,,,,128.49,131.54,,96.49,,,,109.3,,,,,31.76,,,,,,,,,,39.82,,,68.38,,141.45,,131.69,,,,61.05,38.440000000000005,,,,,,,,,,133.68,,,,
1997-06-01,,121.86,,,,,,93.3,,,,130.28,,,,,,,,,,,107.99,,58.080000000000005,,76.68,,,,128.89,131.94,,96.29,,,,111.1,,,,,31.81,,,,,,,,,,40.03,,,68.54,,141.25,,132.19,,,,61.17,38.540000000000006,,,,,,,,,,133.68,,,,
1997-07-01,,121.96,,,,,,93.5,,,,,,,,,,,,,,,110.39,,58.28,,76.78,,,,129.19,132.64,,96.04,,,,113.1,,,,,31.76,,,,,,,,,,39.95,,,68.89,,,,132.89,,,,61.3,39.790000000000006,,,,,,,,,,134.98000000000002,,,,
1997-08-01,,121.56,,,,,,93.3,,,,132.13,,,,,,,,,,,110.19,,,,,,,,128.99,132.64,,95.91,,,,114.3,,,,,,,,,,,,,,,,,,,,141.65,,,,,,,,,,,,,,,,,,,,,
1997-09-01,,121.16,,,,,,93.1,,,,131.83,,,,,,,,,,,108.99,,58.010000000000005,,76.93,,,,128.79,132.64,,95.79,,,,114.70000000000002,,,,,31.86,,,,,,,,,,40.05,,,69.21,,141.15,,133.09,,,,61.45,38.64,,,,,,,,,,134.48000000000002,,,,
1997-10-01,,120.61,,,,,,93.0,,,,131.13,,,,,,,,,,,108.29,,,,,,,,128.79,131.84,,95.69,,,,114.0,,,,,,,,,,,,,,,40.1,,,68.99,,141.15,,132.19,,,,61.38,38.39,,,,,,,,,,134.08,,,,
1997-11-01,,120.96,,,,,,93.1,,,,129.53,,,,,,,,,,,107.89,,57.78,,76.48,,,,128.69,131.24,,95.44,,,,112.1,,,,,31.76,,,,,,,,,,39.97,,,68.79,,140.85,,131.69,,,,61.35,38.440000000000005,,,,,,,,,,133.98000000000002,,,,
1997-12-01,,121.16,,,,,,93.5,,,,128.73,,,,,,,,,,,107.69,,,,,,,,128.69,131.24,,95.19,,,,111.0,,,,,,,,,,,,,,,,,,,,140.75,,131.39,,,,,,,,,,,,,,,133.98000000000002,,,,
1998-01-01,,121.16,,,,,,93.2,,,,128.53,,,,,,,,,,,107.69,,,,76.21000000000001,,,,128.59,131.64,,94.79,,,,110.6,,,,,,,,,,,,,,,39.8,,,68.94,,140.65,,131.59,,,,60.97,,,,,,,,,,,133.88,,,,
1998-02-01,,120.81,,,,,,93.1,,,,128.13,,,,,,,,,,,107.49,,57.830000000000005,,,,,,128.29,131.24,,94.19,,,,110.1,,,,,31.86,,,,,,,,,,,,,,,140.65,,131.19,,,,,38.59,,,,,,,,,,133.78,,,,
1998-03-01,,120.41,,,,,,92.9,,,,127.53,,,,,,,,,,,107.19,,57.580000000000005,,76.18,,,,127.89,130.84,,94.09,,,,109.6,,,,,31.91,,,,,,,,,,39.58,,,68.69,,140.35,,130.69,,,,60.73,38.46,,,,,,,,,,133.78,,,,
1998-04-01,,120.96,,,,,,93.2,,,,127.33,,,,,,,,,,,107.39,,57.53,,75.93,,,,128.09,130.74,,94.39,,,,109.0,,,,,31.79,,,,,,,,,,39.53,,,68.34,,140.25,,130.69,,,,60.5,38.24,,,,,,,,,,133.68,,,,
1998-05-01,,121.46,,,,,,93.5,,,,128.23,,,,,,,,,,,107.79,,57.78,,75.83000000000001,,,,128.49,131.34,,94.09,,,,108.70000000000002,,,,,31.61,,,,,,,,,,39.7,,,68.26,,140.05,,131.29,,,,60.8,39.14,,,,,,,,,,133.68,,,,
1998-06-01,,121.56,,,,,,93.2,,,,129.13,,,,,,,,,,,108.29,,58.13,,76.26,,,,129.09,131.84,,93.99,,,,110.0,,,,,31.64,,,,,,,,,,39.55,,,68.44,,140.45,,131.79,,,,60.85,39.59,,,,,,,,,,134.18,,,,
1998-07-01,,121.71,,,,,,93.25,,,,130.43,,,,,,,,,,,108.89,,,,,,,,129.29,132.34,,93.84,,,,112.0,,,,,,,,,,,,,,,,,,,,140.85,,132.69,,,,,,,,,,,,,,,134.23000000000002,,,,
1998-08-01,,121.86,,,,,,93.3,,,,131.73,,,,,,,,,,,109.09,,,,,,,,129.49,132.64,,94.09,,,,112.9,,,,,,,,,,,,,,,,,,,,140.85,,,,,,,,,,,,,,,,,134.28,,,,
1998-09-01,,121.16,,,,,,93.0,,,,131.43,,,,,,,,,,,108.69,,57.830000000000005,,76.68,,,,128.99,132.24,,93.79,,,,114.1,,,,,32.03,,,,,,,,,,39.9,,,69.19,,140.65,,132.99,,,,61.35,38.59,,,,,,,,,,134.08,,,,
1998-10-01,,121.06,,,,,,93.0,,,,130.83,,,,,,,,,,,108.99,,,,,,,,128.69,131.69,,94.39,,,,112.20000000000002,,,,,,,,,,,,,,,,,,,,140.65,,132.39,,,,,,,,,,,,,,,133.78,,,,
1998-11-01,,120.61,,,,,,92.9,,,,129.93,,,,,,,,,,,108.09,,,,,,,,128.09,131.04,,95.49,,,,111.1,,,,,,,,,,,,,,,39.9,,,68.84,,140.75,,,,,,61.25,38.540000000000006,,,,,,,,,,134.18,,,,
1998-12-01,,120.46,,,,,,93.0,,,,128.23,,,,,,,,,,,108.09,,57.78,,76.18,,,,127.79,130.54,,95.09,,,,110.3,,,,,31.96,,,,,,,,,,,,,,,140.45,,131.53,,,,,,,,,,,,,,,133.88,,,,
1999-01-01,,120.76,,,,,,92.4,,,,127.53,,,,,,,,,,,107.49,,57.580000000000005,,75.98,,,,127.79,130.24,,94.79,,,,109.4,,,,,31.86,,,,,,,,,,39.7,,,68.69,,140.25,,130.59,,,,61.05,38.49,,,,95.4,,,,,,133.88,,162.8,,
1999-02-01,,120.46,,,,,,92.7,,,,127.23,,,,,,,,,,,107.39,,,,,,,,127.49,129.84,,94.59,,,,108.8,,,,,,,,,,,,,,,39.4,,,68.39,,140.05,,130.24,,,,60.8,38.190000000000005,,,,95.4,,,,,,133.68,,162.5,,
1999-03-01,,120.36,,,,,,92.3,,,,126.83,,,,,,,,,,,107.29,,57.31,,75.73,,,,127.29,129.84,,94.59,,,,108.5,,,,,31.86,,,,,,,,,,,,,,,140.05,,129.99,,,,,,,,,95.2,,,,,,133.48000000000002,,162.3,,
1999-04-01,,120.36,,,,,,92.8,,,,126.33,,,,,,,,,,,107.29,,57.68000000000001,,75.56,,,,127.19,129.44,,94.49,,,,107.8,,,,,31.71,,,,,,,,,,39.13,,,68.29,,139.95,,129.39,,,,60.65,38.440000000000005,,,,95.05,,,,,,133.43,,162.1,,
1999-05-01,,121.06,,,,,,93.0,,,,126.63,,,,,,,,,,,108.49,,,,,,,,127.69,129.84,,93.89,,,,107.70000000000002,,,,,,,,,,,,,,,,,,,,139.95,,129.29,,,,,,,,,95.1,,,,,,133.38,,161.95,,
1999-06-01,,121.76,,,,,,93.0,,,,128.43,,,,,,,,,,,108.79,,,,76.48,,,,128.19,130.84,,93.49,,,,110.1,,,,,31.81,,,,,,,,,,39.0,,,68.34,,139.75,,130.54,,,,60.65,39.190000000000005,,,,95.4,,,,,,133.58,,161.8,,
1999-07-01,,121.76,,,,,,,,,,,,,,,,,,,,,,,58.18000000000001,,76.93,,,,,131.54,,,,,,,,,,,31.76,,,,,,,,,,39.6,,,68.99,,,,,,,,60.75,38.39,,,,,,,,,,,,,,
1999-08-01,,121.76,,,,,,93.2,,,,131.73,,,,,,,,,,,108.79,,,,,,,,129.29,132.24,,92.79,,,,113.3,,,,,,,,,,,,,,,,,,,,139.85,,132.29,,,,,,,,,96.3,,,,,,133.68,,161.9,,
1999-09-01,,121.46,,,,,,92.8,,,,131.53,,,,,,,,,,,108.49,,58.48,,76.71000000000001,,,,129.09,132.34,,92.49,,,,113.3,,,,,31.76,,,,,,,,,,40.15,,,69.26,,139.85,,131.99,,,,61.1,38.59,,,,96.3,,,,,,133.88,,161.9,,
1999-10-01,,121.16,,,,,,93.3,,,,130.83,,,,,,,,,,,108.29,,,,,,,,128.69,131.24,,93.09,,,,111.9,,,,,,,,,,,,,,,,,,,,139.65,,131.09,,,,,,,,,96.0,,,,,,134.58,,162.1,,
1999-11-01,,120.86,,,,,,93.2,,,,129.53,,,,,,,,,,,108.09,,,,76.48,,,,128.39,131.14,,93.19,,,,110.9,,,,,31.76,,,,,,,,,,40.0,,,69.09,,139.75,,131.29,,,,61.05,39.39,,,,95.8,,,,,,134.58,,162.3,,
1999-12-01,,120.71,,,,,,,,,,128.43,,,,,,,,,,,107.69,,,,,,,,,130.84,,93.59,,,,109.8,,,,,,,,,,,,,,,,,,,,139.75,,130.59,,,,,,,,,95.6,,,,,,134.28,,162.5,,
2000-01-01,,120.56,,,,,,93.1,,,,127.93,,,,,,,,,,,107.49,,57.73,,76.28,,,,127.69,130.74,,93.89,,,,109.20000000000002,,,,,,,,,,,,,,,39.8,,,68.79,,139.85,,130.19,,,,60.85,38.59,,,,95.7,,,,,,133.88,,162.3,,
2000-02-01,,120.46,,,,,,92.7,,,,127.53,,,,,,,,,,,107.19,,57.63,,75.98,,,,127.49,130.34,,93.19,,,,108.6,,,,,31.56,,,,,,,,,,39.7,,,68.59,,139.65,,129.59,,,,60.8,38.34,,,,95.4,,,,,,133.68,,162.1,,
2000-03-01,,120.16,,,,,,92.7,,,,126.93,,,,,,,,,,,107.19,,57.63,,75.73,,,,127.19,129.94,,92.79,,,,108.1,,,,,31.46,,,,,,,,,,39.5,,,68.39,,139.45,,128.99,,,,60.75,38.190000000000005,,,,95.3,,,,,,133.68,,161.7,,
2000-04-01,,120.56,,,,,,,,,,126.53,,,,,,,,,,,107.39,,,,,,,,,129.84,,92.99,,,,107.5,,,,,,,,,,,,,,,,,,,,139.25,,128.99,,,,,,,,,95.2,,,,,,133.48000000000002,,161.5,,
2000-05-01,,120.96,,,,,,93.1,,,,126.53,,,,,,,,,,,108.29,,57.93000000000001,,75.68,,,,127.79,130.44,,93.49,,,,107.3,,,,,31.16,,,,,,,,,,39.2,,,68.59,,139.25,,130.09,,,,61.05,38.790000000000006,,,,95.2,,,,,,133.78,,161.5,,
2000-06-01,,121.76,,,,,,93.1,,,,128.33,,,,,,,,,,,108.59,,58.03,,75.78,,,,128.29,131.14,,92.89,,,,109.3,,,,,31.36,,,,,,,,,,39.8,,,68.89,,138.75,,130.49,,,,60.65,39.09,,,,95.5,,,,,,134.08,,161.6,,
2000-07-01,,121.76,,,,,,,,,,,,,,,,,,,,,108.79,,,,,,,,,131.79,,93.19,,,,111.70000000000002,,,,,,,,,,,,,,,,,,,,139.65,,,,,,,,,,,95.7,,,,,,134.18,,161.7,,
2000-08-01,,121.76,,,,,,93.7,,,,131.13,,,,,,,,,,,,,58.13,,76.98,,,,128.99,132.44,,,,,,,,,,,31.66,,,,,,,,,,39.8,,,69.49,,,,132.19,,,,61.25,38.59,,,,,,,,,,,,,,
2000-09-01,,121.16,,,,,,93.0,,,,131.33,,,,,,,,,,,108.39,,58.330000000000005,,76.78,,,,128.79,132.24,,93.69,,,,113.5,,,,,31.76,,,,,,,,,,40.0,,,69.19,,140.15,,131.99,,,,61.15,38.59,,,,,,,,,,134.23000000000002,,162.3,,
2000-10-01,,121.36,,,,,,92.7,,,,130.43,,,,,,,,,,,109.39,,58.73,,76.78,,,,128.69,131.84,,93.99,,,,112.0,,,,,31.76,,,,,,,,,,39.8,,,69.09,,139.85,,131.89,,,,61.25,41.790000000000006,,,,95.9,,,,,,133.98000000000002,,162.3,,
2000-11-01,,121.46,,,,,,93.1,,,,130.13,,,,,,,,,,,109.49,,,,,,,,129.09,132.14,,93.99,,,,111.20000000000002,,,,,,,,,,,,,,,,,,,,139.75,,131.89,,,,,,,,,96.1,,,,,,134.98000000000002,,162.9,,
2000-12-01,,121.16,,,,,,,,,,,,,,,,,,,,,108.89,,58.580000000000005,,76.18,,,,,,,95.69,,,,110.3,,,,,31.61,,,,,,,,,,39.5,,,68.99,,142.25,,,,,,61.25,40.290000000000006,,,,95.9,,,,,,134.98000000000002,,,,
2001-01-01,,120.86,,,,,,93.0,,,,129.23,,,,,,,,,,,108.09,,58.23,,75.98,,,,128.69,131.84,,96.69,,,,110.9,,,,,31.96,,,,,,,,,,39.3,,,69.09,,141.95,,132.39,,,,61.25,39.89,,,,96.0,,,,,,134.78,,164.5,,
2001-02-01,,120.76,,,,,,92.9,,,,128.73,,,,,,,,,,,107.89,,58.13,,75.98,,,,128.19,131.64,,97.89,,,,110.9,,,,,31.86,,,,,,,,,,39.5,,,68.89,,141.65,,131.99,,,,61.35,39.59,,,,95.7,,,,,,134.88,,164.5,,
2001-03-01,,121.06,,,,,,92.9,,,,128.33,,,,,,,,,,,107.89,,58.03,,75.88000000000001,,,,128.19,131.54,,98.79,,,,110.65,,,,,31.76,,,,,,,,,,40.7,,,68.89,,142.75,,131.99,,,,61.15,39.790000000000006,,,,95.5,,,,,,134.88,,164.6,,
2001-04-01,,120.86,,,,,,93.1,,,,128.23,,,,,,,,,,,107.99,,57.63,,75.88000000000001,,,,127.99,131.44,,99.89,,,,110.3,,,,,31.76,,,,,,,,,,40.9,,,68.69,,142.45,,131.79,,,,61.15,39.39,,,,95.5,,,,,,134.68,,164.8,,
2001-05-01,,120.96,307.9,,360.38,,83.0,93.34,,,175.25,139.03,,,,,,,169.7,,94.0,,112.39,,58.13,,75.88000000000001,180.27,,227.02,128.39,131.24,,100.69,,203.3,187.25,110.4,,,158.79,,31.76,,,,,,,,,,40.9,,102.51,68.69,,142.45,,131.49,,,,61.25,39.59,,,,95.63,,,,,,134.38,,164.9,282.96,
2001-06-01,226.84,121.76,305.9,,360.02,98.42,,93.64,,86.95,177.18,139.43,284.72,403.68,,20.53,104.51,,,,92.8,,112.59,,58.330000000000005,46.77,76.18,179.38,,226.23,128.39,131.74,285.25,100.49,215.2,203.1,,111.3,16.52,,158.54,197.02,31.76,20.5,,,,,,96.79,280.84,,40.6,,102.51,68.89,53.28,142.25,12.0,132.29,,,35.18,61.25,39.59,,12.42,,,208.36,,,,,134.88,403.29,164.7,,
2001-07-01,226.54,121.76,302.9,,360.12,,82.8,93.74,,,176.61,140.63,284.41,404.58,,20.6,,,170.17,,92.7,,113.09,,57.93000000000001,47.0,76.88000000000001,178.69,,225.36,128.59,132.14,285.07,99.79,211.67,201.93,187.45,,17.0,,158.25,197.08,31.56,20.2,,,,,,98.7,278.89,,40.2,,102.81,69.19,54.0,142.25,9.4,132.79,,,35.4,61.65,39.690000000000005,,12.1,,96.03,208.66,,,,,135.08,404.04,165.0,281.9,
2001-08-01,226.46,121.56,302.4,,360.0,98.67,83.66,93.74,65.56,,177.2,141.93,283.4,402.0,52.23,20.4,,60.1,170.42,,92.8,73.21,113.29,87.1,,46.4,,178.07,111.98,224.61,128.59,132.44,284.51,99.19,210.69,204.68,187.63,,17.0,63.55,158.1,197.01,,19.3,,,,,,97.2,277.82,,,,102.81,,53.5,142.05,11.0,133.29,,,35.2,,,180.34,11.9,,96.13,208.29,,113.18,113.18,,135.08,401.19,165.4,282.0,99.32
2001-09-01,225.93,121.16,302.75,77.67,360.22,,,93.34,65.43,,176.24,142.63,283.74,399.32,51.79,20.47,,59.15,170.53,,,73.02,113.19,87.19,57.73,48.98,76.58000000000001,177.92,111.6,223.95,128.49,132.04,284.17,98.59,210.1,203.7,187.67,112.9,15.96,62.7,158.04,196.94,32.06,20.2,,,,,,96.53,276.63,,39.8,,102.61,68.99,52.39,141.75,11.28,132.89,,198.5,35.19,61.75,39.59,180.15,11.78,,96.33,207.95,193.85,112.94,112.94,,134.98000000000002,398.73,165.4,280.63,98.97
2001-10-01,225.69,120.91,302.56,77.39,360.18,,,93.14,65.13,,177.05,,283.96,397.18,51.64,20.38,,59.12,170.38,,,73.0,112.09,86.81,,46.69,,178.15,111.65,223.88,,131.84,284.36,,209.9,203.5,187.65,112.0,16.69,63.25,157.99,196.94,,20.28,,,,,,98.08,276.12,75.98,,,,,52.8,141.15,10.89,,67.41,197.9,35.16,,,180.37,12.03,81.03,96.33,208.02,194.16,113.12,113.12,,134.78,396.29,165.0,281.7,98.57
2001-11-01,225.06,120.66,302.15,77.47,360.05,,,,64.73,,176.15,141.63,283.51,395.51,51.57,20.22,,58.92,170.3,,,72.9,,86.45,,47.83,,178.73,111.56,223.35,128.29,131.64,283.96,97.89,209.9,203.89,187.59,,15.87,62.51,157.84,196.71,,20.09,,,,,,97.89,275.54,76.14,,,,,53.18,,11.07,131.99,67.41,,35.14,61.75,,180.23,11.81,81.02,,207.33,194.0,113.31,113.31,,,394.78,,281.66,98.08
2001-12-01,224.73,120.51,301.44,77.21,359.86,,,,64.6,,175.87,,283.35,395.01,51.48,20.17,,58.87,170.27,,,72.9,,86.01,57.73,47.47,,177.72,111.5,222.95,,131.24,283.77,,209.9,203.5,187.53,,15.97,62.45,157.79,196.61,,,,,,,,96.27,275.18,75.59,39.6,,,68.89,51.72,,10.48,,67.25,,34.94,61.95,39.49,180.12,11.75,80.88,,206.73,193.91,113.25,113.25,,,394.74,,281.8,97.88
2002-01-01,224.55,120.36,298.98,76.95,359.34,,,92.9,64.35,,174.86,127.43,283.21,393.85,50.78,20.0,,58.69,170.02,267.42,93.2,72.85,113.7,85.42,57.330000000000005,46.95,76.18,177.02,111.41,222.26,127.89,130.84,283.65,99.19,209.51,203.89,187.3,109.7,16.8,62.33,157.65,195.48,31.66,,103.84,108.87,98.6,107.75,103.84,96.8,273.9,,39.4,136.95,102.21,68.79,,140.75,10.05,130.59,,,35.14,61.35,38.99,179.81,10.8,80.87,96.03,205.41,157.97,113.21,113.21,109.41,134.68,393.9,164.3,281.14,97.42
2002-02-01,224.39,121.06,297.94,77.1,359.13,,80.75,93.2,64.39,,174.98,126.93,283.18,393.89,51.13,,,58.76,170.1,267.27,93.3,73.0,111.3,85.0,57.23,,75.98,181.05,111.56,222.73,128.19,131.34,283.65,98.99,209.51,203.7,187.25,109.4,,62.37,157.43,196.64,31.56,,103.64,109.0,98.4,108.3,103.64,,273.37,,28.6,134.74,102.51,68.49,,140.35,,131.19,,197.9,,61.15,39.09,179.58,,80.88,95.83,205.73,157.35,113.28,113.28,110.71,134.38,394.07,163.5,281.12,97.6
2002-03-01,224.38,120.46,298.42,77.84,359.09,98.35,82.0,93.3,64.09,89.24,173.48,126.83,283.31,392.17,50.8,20.08,104.23,58.67,169.8,267.57,92.7,73.1,111.7,84.75,56.93000000000001,,75.98,179.64,111.54,223.5,127.79,131.04,283.74,98.49,209.31,203.11,187.21,108.8,17.0,62.33,157.32,196.7,31.36,,104.24,108.6,98.5,107.6,104.24,96.8,273.34,75.65,39.3,134.85,102.81,68.19,,140.25,10.7,130.79,67.06,197.5,34.95,43.59,39.290000000000006,179.34,11.82,80.93,95.53,208.23,157.86,113.26,113.26,109.51,133.38,392.34,163.1,281.53,98.65
2002-04-01,224.74,120.46,295.02,,359.17,,81.7,93.4,63.95,89.26,,126.83,283.18,392.2,51.1,20.35,103.97,58.42,169.88,267.59,92.4,73.19,111.1,84.1,,,,,111.61,223.35,127.69,131.04,283.63,98.09,209.31,203.11,187.16,108.5,17.0,62.21,157.3,196.69,,,103.74,108.2,98.7,107.8,103.74,97.2,273.45,,,,102.31,,,,10.55,130.59,,197.2,34.95,,,179.2,12.1,80.82,,208.46,,113.25,113.25,109.51,,392.63,,280.7,97.3
2002-05-01,226.26,121.36,301.07,77.38,359.59,98.5,,92.9,64.64,89.57,175.98,127.23,283.93,393.68,51.1,,104.46,58.5,170.16,269.62,92.85,73.57,112.5,84.21,,,,181.44,111.56,230.66,128.19,131.34,284.39,98.29,,202.52,187.34,108.3,,62.4,157.73,197.87,,,104.04,108.8,98.6,107.7,104.04,,274.03,,39.7,136.55,101.81,68.39,,,,131.29,,197.1,,60.55,,178.91,,81.14,95.83,209.45,,113.33,113.33,109.61,,393.85,162.3,281.05,98.15
2002-06-01,226.27,121.36,302.55,77.38,359.64,,81.6,93.2,64.62,87.47,176.23,128.53,284.11,396.18,51.15,20.49,104.26,58.2,170.3,269.15,92.0,72.97,112.5,84.68,,,,180.4,111.62,230.71,128.39,131.84,284.57,98.69,209.51,201.15,187.5,109.3,17.0,62.38,158.0,197.02,,,104.14,108.6,99.3,108.0,104.14,96.35,274.8,,,136.61,102.21,68.49,,180.25,11.45,131.79,,,35.3,60.85,,179.0,12.45,81.12,95.83,209.64,,113.2,113.2,109.91,,396.47,164.9,281.24,98.43
2002-07-01,225.82,,302.23,77.83,359.7,,81.6,,64.9,88.17,176.62,,283.82,397.63,51.46,,104.88,58.21,170.3,268.9,92.05,72.62,,85.5,,,,180.8,111.62,227.83,,,284.35,,207.57,201.54,187.59,,17.1,62.2,158.02,196.91,,,104.04,,,,104.04,97.4,274.92,,,137.53,,,,,11.6,,,,35.2,,,179.16,12.04,,95.83,209.26,,113.15,113.15,,,397.29,,281.23,99.2
2002-08-01,225.89,122.16,303.06,78.12,359.63,98.36,,93.68,65.5,89.29,177.27,130.93,284.52,397.18,51.68,,105.34,58.33,170.9,269.16,93.6,72.62,112.8,86.68,58.13,,76.68,179.74,111.62,227.89,128.69,132.34,283.99,98.69,211.67,203.5,187.7,113.1,,62.16,158.03,197.08,31.66,,,,,,,,274.96,,40.5,137.85,102.21,69.19,,180.25,,133.29,,,,61.05,39.09,179.56,,,96.38,208.87,,113.33,113.33,110.21,,397.14,165.5,281.31,99.4
2002-09-01,225.37,121.46,302.48,77.86,359.78,98.42,,93.68,65.45,,176.45,131.53,283.36,396.2,51.46,17.3,,58.14,171.23,270.06,93.97,72.48,112.3,87.14,58.33,47.7,76.88,180.42,111.79,228.54,128.59,132.84,283.84,99.39,209.9,202.91,187.79,113.6,16.8,62.15,157.95,197.05,31.56,20.55,,,,,,97.4,275.97,,40.3,137.37,102.41,69.19,52.4,142.75,11.6,133.29,,,35.1,63.85,36.59,179.68,12.0,,96.23,208.56,,113.29,113.29,110.01,,396.27,163.8,281.47,99.0
2002-10-01,225.19,,,,,98.2,,,,,176.93,,283.46,394.98,,,,,,,,,,,,,,180.27,,,,,283.96,,,,,,,,,,,,,,,,,,,,,136.95,,,,,,,,,,,,,,,,208.05,,,,,,394.98,,,
2002-11-01,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,185.86,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-01,,,,,,,,,,,177.13,,,,,,,,,,,,,,,,,182.96,,,,,,,,,,,,,,,,,,,,,,,,,,137.85,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-01,225.37,120.76,307.12,77.83,360.18,98.63,81.7,95.3,64.6,,175.3,128.13,283.56,396.72,52.44,20.9,104.68,,172.46,271.32,93.95,74.8,108.69,85.89,58.73,47.7,76.68,181.16,111.42,228.23,,,,,,,,,,,,,,,,,,,,98.5,,,,136.1,,,,,,,,,,,,,,,,,,,,,,,,,97.68
