,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
546,BG,CIVIDATE AL PIANO,PO0160760R1284,2018-08-27,131.5,soggiacenza statica,10.23,121.27,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
547,BG,CIVIDATE AL PIANO,PO0160760R1284,2018-09-17,131.5,soggiacenza statica,10.04,121.46,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
548,BG,CIVIDATE AL PIANO,PO0160760R1284,2018-10-30,131.5,soggiacenza statica,10.32,121.18,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
549,BG,CIVIDATE AL PIANO,PO0160760R1284,2018-12-06,131.5,soggiacenza statica,10.58,120.92,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
550,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-01-21,131.5,soggiacenza statica,11.05,120.45,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
551,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-02-27,131.5,soggiacenza statica,11.32,120.18,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
552,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-03-08,131.5,soggiacenza statica,11.38,120.12,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
553,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-04-19,131.5,soggiacenza statica,11.5,120.0,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
554,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-05-30,131.5,soggiacenza statica,10.85,120.65,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
555,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-06-03,131.5,soggiacenza statica,10.81,120.69,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
556,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-07-16,131.5,soggiacenza statica,9.77,121.73,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
557,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-08-28,131.5,soggiacenza statica,9.54,121.96,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
558,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-09-23,131.5,soggiacenza statica,10.0,121.5,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
559,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-10-22,131.5,soggiacenza statica,10.45,121.05,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
560,BG,CIVIDATE AL PIANO,PO0160760R1284,2019-12-17,131.5,soggiacenza statica,10.14,121.36,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
561,BG,CIVIDATE AL PIANO,PO0160760R1284,2020-01-24,131.5,soggiacenza statica,10.44,121.06,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
562,BG,CIVIDATE AL PIANO,PO0160760R1284,2020-06-18,131.5,soggiacenza statica,9.76,121.74,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
563,BG,CIVIDATE AL PIANO,PO0160760R1284,2020-07-22,131.5,soggiacenza statica,9.52,121.98,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
564,BG,CIVIDATE AL PIANO,PO0160760R1284,2020-09-27,131.5,soggiacenza statica,9.93,121.57,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
565,BG,CIVIDATE AL PIANO,PO0160760R1284,2021-01-21,131.5,soggiacenza statica,10.13,121.37,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
566,BG,CIVIDATE AL PIANO,PO0160760R1284,2021-02-05,131.5,soggiacenza statica,10.75,120.75,120.66499999999999,121.53,0.8650000000000091,119.36749999999998,122.82750000000001, ,9.97,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,
567,BG,CURNO,PO0160890R0001,2006-03-15,201.044,soggiacenza statica,13.8,187.244,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
568,BG,CURNO,PO0160890R0001,2006-04-15,201.044,soggiacenza statica,13.75,187.294,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
569,BG,CURNO,PO0160890R0001,2006-05-15,201.044,soggiacenza statica,14.12,186.924,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
570,BG,CURNO,PO0160890R0001,2006-06-15,201.044,soggiacenza statica,14.5,186.544,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
571,BG,CURNO,PO0160890R0001,2006-07-15,201.044,soggiacenza statica,15.4,185.644,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
572,BG,CURNO,PO0160890R0001,2006-08-15,201.044,soggiacenza statica,15.2,185.844,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
573,BG,CURNO,PO0160890R0001,2006-09-15,201.044,soggiacenza statica,15.18,185.864,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
574,BG,CURNO,PO0160890R0001,2006-10-15,201.044,soggiacenza statica,15.37,185.674,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
575,BG,CURNO,PO0160890R0001,2007-01-17,201.044,soggiacenza statica,15.9,185.144,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
576,BG,CURNO,PO0160890R0001,2007-02-22,201.044,soggiacenza statica,16.61,184.434,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
577,BG,CURNO,PO0160890R0001,2007-03-30,201.044,soggiacenza statica,13.95,187.094,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
578,BG,CURNO,PO0160890R0001,2007-11-27,201.044,soggiacenza statica,14.4,186.644,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
579,BG,CURNO,PO0160890R0001,2008-01-11,201.044,soggiacenza statica,14.23,186.814,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
580,BG,CURNO,PO0160890R0001,2008-02-11,201.044,soggiacenza statica,13.0,188.044,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
581,BG,CURNO,PO0160890R0001,2008-03-05,201.044,soggiacenza statica,13.75,187.294,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
582,BG,CURNO,PO0160890R0001,2008-06-17,201.044,soggiacenza statica,11.7,189.344,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
583,BG,CURNO,PO0160890R0001,2008-07-11,201.044,soggiacenza statica,12.1,188.944,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
584,BG,CURNO,PO0160890R0001,2008-08-07,201.044,soggiacenza statica,12.21,188.834,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
585,BG,CURNO,PO0160890R0001,2008-11-20,201.044,soggiacenza statica,11.03,190.014,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
586,BG,CURNO,PO0160890R0001,2008-12-03,201.044,soggiacenza statica,11.88,189.164,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
587,BG,CURNO,PO0160890R0001,2009-01-16,201.044,soggiacenza statica,12.25,188.794,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
588,BG,CURNO,PO0160890R0001,2009-02-10,201.044,soggiacenza statica,11.66,189.384,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
589,BG,CURNO,PO0160890R0001,2009-03-10,201.044,soggiacenza statica,12.3,188.744,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
590,BG,CURNO,PO0160890R0001,2009-04-02,201.044,soggiacenza statica,12.34,188.704,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
591,BG,CURNO,PO0160890R0001,2009-05-01,201.044,soggiacenza statica,11.55,189.494,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
592,BG,CURNO,PO0160890R0001,2009-06-05,201.044,soggiacenza statica,12.85,188.194,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
593,BG,CURNO,PO0160890R0001,2009-08-05,201.044,soggiacenza statica,15.04,186.004,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
594,BG,CURNO,PO0160890R0001,2009-09-01,201.044,soggiacenza statica,15.61,185.434,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
595,BG,CURNO,PO0160890R0001,2009-10-22,201.044,soggiacenza statica,17.15,183.894,187.014,188.804,1.789999999999992,184.329,191.48899999999998,OUTLIER,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
596,BG,CURNO,PO0160890R0001,2009-11-17,201.044,soggiacenza statica,17.07,183.974,187.014,188.804,1.789999999999992,184.329,191.48899999999998,OUTLIER,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
597,BG,CURNO,PO0160890R0001,2009-12-17,201.044,soggiacenza statica,13.74,187.304,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
598,BG,CURNO,PO0160890R0001,2010-01-13,201.044,soggiacenza statica,12.0,189.044,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
599,BG,CURNO,PO0160890R0001,2010-02-11,201.044,soggiacenza statica,12.82,188.224,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
600,BG,CURNO,PO0160890R0001,2010-03-10,201.044,soggiacenza statica,13.05,187.994,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
601,BG,CURNO,PO0160890R0001,2010-04-09,201.044,soggiacenza statica,12.82,188.224,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
602,BG,CURNO,PO0160890R0001,2010-05-05,201.044,soggiacenza statica,13.08,187.964,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
603,BG,CURNO,PO0160890R0001,2010-06-11,201.044,soggiacenza statica,12.24,188.804,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
604,BG,CURNO,PO0160890R0001,2010-07-02,201.044,soggiacenza statica,12.88,188.164,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
605,BG,CURNO,PO0160890R0001,2010-08-11,201.044,soggiacenza statica,13.98,187.064,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
606,BG,CURNO,PO0160890R0001,2010-09-10,201.044,soggiacenza statica,12.78,188.264,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
607,BG,CURNO,PO0160890R0001,2010-10-13,201.044,soggiacenza statica,11.53,189.514,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
608,BG,CURNO,PO0160890R0001,2010-11-03,201.044,soggiacenza statica,10.81,190.234,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
609,BG,CURNO,PO0160890R0001,2010-12-16,201.044,soggiacenza statica,11.51,189.534,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
610,BG,CURNO,PO0160890R0001,2011-01-25,201.044,soggiacenza statica,12.43,188.614,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
611,BG,CURNO,PO0160890R0001,2011-02-08,201.044,soggiacenza statica,13.12,187.924,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
612,BG,CURNO,PO0160890R0001,2011-03-16,201.044,soggiacenza statica,14.15,186.894,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
613,BG,CURNO,PO0160890R0001,2011-04-14,201.044,soggiacenza statica,13.55,187.494,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
614,BG,CURNO,PO0160890R0001,2011-05-04,201.044,soggiacenza statica,14.81,186.234,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
615,BG,CURNO,PO0160890R0001,2011-06-03,201.044,soggiacenza statica,13.21,187.834,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
616,BG,CURNO,PO0160890R0001,2011-07-20,201.044,soggiacenza statica,12.94,188.104,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
617,BG,CURNO,PO0160890R0001,2011-08-16,201.044,soggiacenza statica,13.48,187.564,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
618,BG,CURNO,PO0160890R0001,2011-09-26,201.044,soggiacenza statica,12.65,188.394,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
619,BG,CURNO,PO0160890R0001,2011-10-14,201.044,soggiacenza statica,12.6,188.444,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
620,BG,CURNO,PO0160890R0001,2011-11-30,201.044,soggiacenza statica,12.32,188.724,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
621,BG,CURNO,PO0160890R0001,2011-12-13,201.044,soggiacenza statica,12.8,188.244,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
622,BG,CURNO,PO0160890R0001,2012-01-27,201.044,soggiacenza statica,13.97,187.074,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
623,BG,CURNO,PO0160890R0001,2012-02-08,201.044,soggiacenza statica,14.18,186.864,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
624,BG,CURNO,PO0160890R0001,2012-03-02,201.044,soggiacenza statica,13.87,187.174,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
625,BG,CURNO,PO0160890R0001,2012-04-02,201.044,soggiacenza statica,13.7,187.344,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
626,BG,CURNO,PO0160890R0001,2012-05-07,201.044,soggiacenza statica,11.52,189.524,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
627,BG,CURNO,PO0160890R0001,2012-06-07,201.044,soggiacenza statica,12.55,188.494,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
628,BG,CURNO,PO0160890R0001,2012-07-12,201.044,soggiacenza statica,11.92,189.124,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
629,BG,CURNO,PO0160890R0001,2012-08-01,201.044,soggiacenza statica,12.43,188.614,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
630,BG,CURNO,PO0160890R0001,2012-09-13,201.044,soggiacenza statica,13.22,187.824,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
631,BG,CURNO,PO0160890R0001,2012-10-08,201.044,soggiacenza statica,14.28,186.764,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
632,BG,CURNO,PO0160890R0001,2012-11-29,201.044,soggiacenza statica,11.23,189.814,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
633,BG,CURNO,PO0160890R0001,2012-12-06,201.044,soggiacenza statica,11.6,189.444,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
634,BG,CURNO,PO0160890R0001,2013-01-18,201.044,soggiacenza statica,13.15,187.894,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
635,BG,CURNO,PO0160890R0001,2013-02-07,201.044,soggiacenza statica,13.63,187.414,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
636,BG,CURNO,PO0160890R0001,2013-03-19,201.044,soggiacenza statica,13.22,187.824,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
637,BG,CURNO,PO0160890R0001,2013-04-09,201.044,soggiacenza statica,12.7,188.344,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
638,BG,CURNO,PO0160890R0001,2013-05-08,201.044,soggiacenza statica,11.5,189.544,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
639,BG,CURNO,PO0160890R0001,2013-06-10,201.044,soggiacenza statica,11.2,189.844,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
640,BG,CURNO,PO0160890R0001,2013-07-05,201.044,soggiacenza statica,11.9,189.144,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
641,BG,CURNO,PO0160890R0001,2013-08-14,201.044,soggiacenza statica,12.39,188.654,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
642,BG,CURNO,PO0160890R0001,2013-09-13,201.044,soggiacenza statica,12.35,188.694,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
643,BG,CURNO,PO0160890R0001,2013-10-14,201.044,soggiacenza statica,13.71,187.334,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
644,BG,CURNO,PO0160890R0001,2013-11-07,201.044,soggiacenza statica,12.08,188.964,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
645,BG,CURNO,PO0160890R0001,2013-12-06,201.044,soggiacenza statica,13.36,187.684,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
646,BG,CURNO,PO0160890R0001,2014-01-08,201.044,soggiacenza statica,11.48,189.564,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
647,BG,CURNO,PO0160890R0001,2014-02-05,201.044,soggiacenza statica,11.26,189.784,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
648,BG,CURNO,PO0160890R0001,2014-03-31,201.044,soggiacenza statica,11.78,189.264,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
649,BG,CURNO,PO0160890R0001,2014-04-22,201.044,soggiacenza statica,11.96,189.084,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
650,BG,CURNO,PO0160890R0001,2014-05-22,201.044,soggiacenza statica,12.48,188.564,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
651,BG,CURNO,PO0160890R0001,2014-06-30,201.044,soggiacenza statica,12.32,188.724,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
652,BG,CURNO,PO0160890R0001,2014-07-18,201.044,soggiacenza statica,11.7,189.344,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
653,BG,CURNO,PO0160890R0001,2014-08-22,201.044,soggiacenza statica,11.04,190.004,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
654,BG,CURNO,PO0160890R0001,2014-09-12,201.044,soggiacenza statica,12.0,189.044,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
655,BG,CURNO,PO0160890R0001,2014-10-13,201.044,soggiacenza statica,12.54,188.504,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
656,BG,CURNO,PO0160890R0001,2014-11-11,201.044,soggiacenza statica,10.61,190.434,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
657,BG,CURNO,PO0160890R0001,2014-12-18,201.044,soggiacenza statica,11.63,189.414,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
658,BG,CURNO,PO0160890R0001,2015-01-28,201.044,soggiacenza statica,12.67,188.374,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
659,BG,CURNO,PO0160890R0001,2015-02-18,201.044,soggiacenza statica,12.51,188.534,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
660,BG,CURNO,PO0160890R0001,2015-03-19,201.044,soggiacenza statica,12.94,188.104,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
661,BG,CURNO,PO0160890R0001,2015-04-27,201.044,soggiacenza statica,14.04,187.004,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
662,BG,CURNO,PO0160890R0001,2015-05-26,201.044,soggiacenza statica,12.71,188.334,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
663,BG,CURNO,PO0160890R0001,2015-06-19,201.044,soggiacenza statica,12.38,188.664,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
664,BG,CURNO,PO0160890R0001,2015-07-28,201.044,soggiacenza statica,13.25,187.794,187.014,188.804,1.789999999999992,184.329,191.48899999999998, ,12.24,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
