,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
1059,BG,GRASSOBBIO,PO016117NU0001,2012-06-08,204.898,soggiacenza statica,43.56,161.338,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,BG,GRASSOBBIO,PO016117NU0001,2012-07-06,204.898,soggiacenza statica,41.87,163.028,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,BG,GRASSOBBIO,PO016117NU0001,2012-08-03,204.898,soggiacenza statica,41.64,163.258,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,BG,GRASSOBBIO,PO016117NU0001,2012-09-07,204.898,soggiacenza statica,42.09,162.808,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,BG,GRASSOBBIO,PO016117NU0001,2012-10-01,204.898,soggiacenza statica,42.26,162.638,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,BG,GRASSOBBIO,PO016117NU0001,2012-11-16,204.898,soggiacenza statica,40.33,164.568,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,BG,GRASSOBBIO,PO016117NU0001,2012-12-03,204.898,soggiacenza statica,40.09,164.808,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,BG,GRASSOBBIO,PO016117NU0001,2013-01-03,204.898,soggiacenza statica,41.18,163.718,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,BG,GRASSOBBIO,PO016117NU0001,2013-02-08,204.898,soggiacenza statica,42.34,162.558,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,BG,GRASSOBBIO,PO016117NU0001,2013-03-01,204.898,soggiacenza statica,43.44,161.458,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,BG,GRASSOBBIO,PO016117NU0001,2013-04-08,204.898,soggiacenza statica,43.19,161.708,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,BG,GRASSOBBIO,PO016117NU0001,2013-05-13,204.898,soggiacenza statica,41.57,163.328,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,BG,GRASSOBBIO,PO016117NU0001,2013-06-07,204.898,soggiacenza statica,39.91,164.988,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,BG,GRASSOBBIO,PO016117NU0001,2013-07-11,204.898,soggiacenza statica,40.1,164.798,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,BG,GRASSOBBIO,PO016117NU0001,2013-08-16,204.898,soggiacenza statica,40.33,164.568,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,BG,GRASSOBBIO,PO016117NU0001,2013-09-25,204.898,soggiacenza statica,41.63,163.268,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,BG,GRASSOBBIO,PO016117NU0001,2013-10-18,204.898,soggiacenza statica,42.61,162.288,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,BG,GRASSOBBIO,PO016117NU0001,2013-11-21,204.898,soggiacenza statica,42.24,162.658,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,BG,GRASSOBBIO,PO016117NU0001,2013-12-13,204.898,soggiacenza statica,42.55,162.348,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,BG,GRASSOBBIO,PO016117NU0001,2014-01-17,204.898,soggiacenza statica,41.54,163.358,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,BG,GRASSOBBIO,PO016117NU0001,2014-02-18,204.898,soggiacenza statica,38.94,165.958,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,BG,GRASSOBBIO,PO016117NU0001,2014-03-07,204.898,soggiacenza statica,39.49,165.408,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,BG,GRASSOBBIO,PO016117NU0001,2014-04-16,204.898,soggiacenza statica,40.62,164.278,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,BG,GRASSOBBIO,PO016117NU0001,2014-05-19,204.898,soggiacenza statica,41.28,163.618,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,BG,GRASSOBBIO,PO016117NU0001,2014-06-30,204.898,soggiacenza statica,40.35,164.548,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,BG,GRASSOBBIO,PO016117NU0001,2014-07-28,204.898,soggiacenza statica,39.43,165.468,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,BG,GRASSOBBIO,PO016117NU0001,2014-08-25,204.898,soggiacenza statica,38.18,166.718,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,BG,GRASSOBBIO,PO016117NU0001,2014-09-19,204.898,soggiacenza statica,39.21,165.688,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,BG,GRASSOBBIO,PO016117NU0001,2014-10-21,204.898,soggiacenza statica,40.98,163.918,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,BG,GRASSOBBIO,PO016117NU0001,2014-11-17,204.898,soggiacenza statica,39.76,165.138,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,BG,GRASSOBBIO,PO016117NU0001,2014-12-12,204.898,soggiacenza statica,39.23,165.668,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,BG,GRASSOBBIO,PO016117NU0001,2015-01-20,204.898,soggiacenza statica,41.38,163.518,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,BG,GRASSOBBIO,PO016117NU0001,2015-02-10,204.898,soggiacenza statica,42.37,162.528,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,BG,GRASSOBBIO,PO016117NU0001,2015-03-04,204.898,soggiacenza statica,43.25,161.648,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,BG,GRASSOBBIO,PO016117NU0001,2015-04-10,204.898,soggiacenza statica,43.51,161.388,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,BG,GRASSOBBIO,PO016117NU0001,2015-05-11,204.898,soggiacenza statica,43.86,161.038,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,BG,GRASSOBBIO,PO016117NU0001,2015-06-05,204.898,soggiacenza statica,43.83,161.068,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,BG,GRASSOBBIO,PO016117NU0001,2015-07-28,204.898,soggiacenza statica,43.63,161.268,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,BG,GRASSOBBIO,PO016117NU0001,2015-08-13,204.898,soggiacenza statica,43.74,161.158,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,BG,GRASSOBBIO,PO016117NU0001,2015-09-04,204.898,soggiacenza statica,43.05,161.848,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,BG,GRASSOBBIO,PO016117NU0001,2015-10-01,204.898,soggiacenza statica,42.84,162.058,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,BG,GRASSOBBIO,PO016117NU0001,2015-11-06,204.898,soggiacenza statica,43.2,161.698,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,BG,GRASSOBBIO,PO016117NU0001,2015-12-01,204.898,soggiacenza statica,44.19,160.708,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,BG,GRASSOBBIO,PO016117NU0001,2016-01-21,204.898,soggiacenza statica,46.26,158.638,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,BG,GRASSOBBIO,PO016117NU0001,2016-02-23,204.898,soggiacenza statica,47.97,156.928,161.338,164.248,2.9099999999999966,156.973,168.613,OUTLIER,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,BG,GRASSOBBIO,PO016117NU0001,2016-03-08,204.898,soggiacenza statica,46.85,158.048,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,BG,GRASSOBBIO,PO016117NU0001,2016-04-01,204.898,soggiacenza statica,46.71,158.188,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,BG,GRASSOBBIO,PO016117NU0001,2016-05-17,204.898,soggiacenza statica,46.11,158.788,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,BG,GRASSOBBIO,PO016117NU0001,2016-06-17,204.898,soggiacenza statica,43.56,161.338,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,BG,GRASSOBBIO,PO016117NU0001,2016-07-22,204.898,soggiacenza statica,41.09,163.808,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,BG,GRASSOBBIO,PO016117NU0001,2016-08-19,204.898,soggiacenza statica,39.51,165.388,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,BG,GRASSOBBIO,PO016117NU0001,2016-09-02,204.898,soggiacenza statica,39.9,164.998,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,BG,GRASSOBBIO,PO016117NU0001,2016-10-05,204.898,soggiacenza statica,41.58,163.318,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,BG,GRASSOBBIO,PO016117NU0001,2016-11-02,204.898,soggiacenza statica,42.45,162.448,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,BG,GRASSOBBIO,PO016117NU0001,2016-12-02,204.898,soggiacenza statica,42.65,162.248,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,BG,GRASSOBBIO,PO016117NU0001,2017-01-13,204.898,soggiacenza statica,43.45,161.448,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,BG,GRASSOBBIO,PO016117NU0001,2017-02-10,204.898,soggiacenza statica,45.45,159.448,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,BG,GRASSOBBIO,PO016117NU0001,2017-03-02,204.898,soggiacenza statica,46.1,158.798,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,BG,GRASSOBBIO,PO016117NU0001,2017-04-07,204.898,soggiacenza statica,46.76,158.138,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,BG,GRASSOBBIO,PO016117NU0001,2017-05-23,204.898,soggiacenza statica,45.43,159.468,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,BG,GRASSOBBIO,PO016117NU0001,2017-06-16,204.898,soggiacenza statica,44.21,160.688,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,BG,GRASSOBBIO,PO016117NU0001,2017-07-12,204.898,soggiacenza statica,42.76,162.138,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,BG,GRASSOBBIO,PO016117NU0001,2017-08-02,204.898,soggiacenza statica,40.15,164.748,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,BG,GRASSOBBIO,PO016117NU0001,2017-09-08,204.898,soggiacenza statica,42.44,162.458,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,BG,GRASSOBBIO,PO016117NU0001,2017-10-06,204.898,soggiacenza statica,42.65,162.248,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,BG,GRASSOBBIO,PO016117NU0001,2017-11-02,204.898,soggiacenza statica,43.8,161.098,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,BG,GRASSOBBIO,PO016117NU0001,2017-12-18,204.898,soggiacenza statica,45.68,159.218,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,BG,GRASSOBBIO,PO016117NU0001,2018-01-18,204.898,soggiacenza statica,45.85,159.048,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,BG,GRASSOBBIO,PO016117NU0001,2018-02-09,204.898,soggiacenza statica,46.52,158.378,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,BG,GRASSOBBIO,PO016117NU0001,2018-03-09,204.898,soggiacenza statica,47.3,157.598,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,BG,GRASSOBBIO,PO016117NU0001,2018-04-03,204.898,soggiacenza statica,45.25,159.648,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,BG,GRASSOBBIO,PO016117NU0001,2018-05-09,204.898,soggiacenza statica,43.53,161.368,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,BG,GRASSOBBIO,PO016117NU0001,2018-06-20,204.898,soggiacenza statica,43.02,161.878,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,BG,GRASSOBBIO,PO016117NU0001,2018-07-12,204.898,soggiacenza statica,42.74,162.158,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,BG,GRASSOBBIO,PO016117NU0001,2018-08-03,204.898,soggiacenza statica,42.59,162.308,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,BG,GRASSOBBIO,PO016117NU0001,2018-09-21,204.898,soggiacenza statica,42.15,162.748,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,BG,GRASSOBBIO,PO016117NU0001,2018-10-25,204.898,soggiacenza statica,43.93,160.968,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,BG,GRASSOBBIO,PO016117NU0001,2018-11-30,204.898,soggiacenza statica,41.54,163.358,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,BG,GRASSOBBIO,PO016117NU0001,2018-12-04,204.898,soggiacenza statica,41.66,163.238,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,BG,GRASSOBBIO,PO016117NU0001,2019-01-21,204.898,soggiacenza statica,44.45,160.448,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,BG,GRASSOBBIO,PO016117NU0001,2019-02-06,204.898,soggiacenza statica,45.08,159.818,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,BG,GRASSOBBIO,PO016117NU0001,2019-03-08,204.898,soggiacenza statica,46.28,158.618,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,BG,GRASSOBBIO,PO016117NU0001,2019-05-29,204.898,soggiacenza statica,44.63,160.268,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,BG,GRASSOBBIO,PO016117NU0001,2019-06-24,204.898,soggiacenza statica,43.7,161.198,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,BG,GRASSOBBIO,PO016117NU0001,2019-07-10,204.898,soggiacenza statica,43.37,161.528,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,BG,GRASSOBBIO,PO016117NU0001,2019-08-28,204.898,soggiacenza statica,42.16,162.738,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,BG,GRASSOBBIO,PO016117NU0001,2019-09-23,204.898,soggiacenza statica,42.91,161.988,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,BG,GRASSOBBIO,PO016117NU0001,2019-10-28,204.898,soggiacenza statica,43.08,161.818,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,BG,GRASSOBBIO,PO016117NU0001,2019-12-16,204.898,soggiacenza statica,40.03,164.868,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,BG,GRASSOBBIO,PO016117NU0001,2020-01-22,204.898,soggiacenza statica,40.65,164.248,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,BG,GRASSOBBIO,PO016117NU0001,2020-02-11,204.898,soggiacenza statica,41.88,163.018,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,BG,GRASSOBBIO,PO016117NU0001,2020-06-24,204.898,soggiacenza statica,41.55,163.348,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,BG,GRASSOBBIO,PO016117NU0001,2020-07-23,204.898,soggiacenza statica,40.55,164.348,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,BG,GRASSOBBIO,PO016117NU0001,2020-08-13,204.898,soggiacenza statica,40.58,164.318,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,BG,GRASSOBBIO,PO016117NU0001,2020-09-18,204.898,soggiacenza statica,40.82,164.078,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,BG,GRASSOBBIO,PO016117NU0001,2020-10-06,204.898,soggiacenza statica,40.65,164.248,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,BG,GRASSOBBIO,PO016117NU0001,2021-01-21,204.898,soggiacenza statica,41.18,163.718,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,BG,GRASSOBBIO,PO016117NU0001,2021-02-05,204.898,soggiacenza statica,41.31,163.588,161.338,164.248,2.9099999999999966,156.973,168.613, ,40.65,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,BG,LALLIO,PO016123NU0001,2012-05-03,216.8,soggiacenza statica,50.35,166.45,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,BG,LALLIO,PO016123NU0001,2012-06-07,216.8,soggiacenza statica,49.0,167.8,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,BG,LALLIO,PO016123NU0001,2012-07-16,216.8,soggiacenza statica,46.5,170.3,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,BG,LALLIO,PO016123NU0001,2012-08-21,216.8,soggiacenza statica,46.19,170.61,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,BG,LALLIO,PO016123NU0001,2012-09-21,216.8,soggiacenza statica,46.52,170.28,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,BG,LALLIO,PO016123NU0001,2012-10-15,216.8,soggiacenza statica,46.85,169.95,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,BG,LALLIO,PO016123NU0001,2012-11-30,216.8,soggiacenza statica,46.13,170.67,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,BG,LALLIO,PO016123NU0001,2012-12-06,216.8,soggiacenza statica,46.05,170.75,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,BG,LALLIO,PO016123NU0001,2013-01-18,216.8,soggiacenza statica,46.54,170.26,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,BG,LALLIO,PO016123NU0001,2013-02-22,216.8,soggiacenza statica,47.61,169.19,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,BG,LALLIO,PO016123NU0001,2013-03-19,216.8,soggiacenza statica,48.05,168.75,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,BG,LALLIO,PO016123NU0001,2013-04-10,216.8,soggiacenza statica,46.78,170.02,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,BG,LALLIO,PO016123NU0001,2013-05-10,216.8,soggiacenza statica,45.9,170.9,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,BG,LALLIO,PO016123NU0001,2013-06-14,216.8,soggiacenza statica,43.73,173.07,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,BG,LALLIO,PO016123NU0001,2013-07-24,216.8,soggiacenza statica,44.16,172.64,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,BG,LALLIO,PO016123NU0001,2013-08-20,216.8,soggiacenza statica,44.41,172.39,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,BG,LALLIO,PO016123NU0001,2013-09-13,216.8,soggiacenza statica,44.86,171.94,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,BG,LALLIO,PO016123NU0001,2013-10-18,216.8,soggiacenza statica,45.93,170.87,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,BG,LALLIO,PO016123NU0001,2013-11-26,216.8,soggiacenza statica,46.54,170.26,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,BG,LALLIO,PO016123NU0001,2013-12-13,216.8,soggiacenza statica,46.61,170.19,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,BG,LALLIO,PO016123NU0001,2014-01-31,216.8,soggiacenza statica,44.14,172.66,169.39,172.16,2.7700000000000102,165.23499999999996,176.315, ,44.64,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,
