,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1
336,SO,MORBEGNO,PO0140450U0027,2019-07-20,227.042,soggiacenza statica,2.92,224.122,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
337,SO,MORBEGNO,PO0140450U0027,2019-08-31,227.042,soggiacenza statica,3.01,224.032,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
338,SO,MORBEGNO,PO0140450U0027,2019-09-30,227.042,soggiacenza statica,3.06,223.982,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
339,SO,MORBEGNO,PO0140450U0027,2019-10-09,227.042,soggiacenza statica,2.8,224.242,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
340,SO,MORBEGNO,PO0140450U0027,2019-11-30,227.042,soggiacenza statica,2.58,224.462,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
341,SO,MORBEGNO,PO0140450U0027,2019-12-28,227.042,soggiacenza statica,2.83,224.212,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
342,SO,MORBEGNO,PO0140450U0027,2020-01-28,227.042,soggiacenza statica,3.01,224.032,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
343,SO,MORBEGNO,PO0140450U0027,2020-02-28,227.042,soggiacenza statica,3.06,223.982,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
344,SO,MORBEGNO,PO0140450U0027,2020-03-28,227.042,soggiacenza statica,3.05,223.992,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
345,SO,MORBEGNO,PO0140450U0027,2020-04-24,227.042,soggiacenza statica,3.0,224.042,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
346,SO,MORBEGNO,PO0140450U0027,2020-05-30,227.042,soggiacenza statica,2.85,224.192,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
347,SO,MORBEGNO,PO0140450U0027,2020-06-30,227.042,soggiacenza statica,2.8,224.242,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
348,SO,MORBEGNO,PO0140450U0027,2020-07-31,227.042,soggiacenza statica,2.98,224.062,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
349,SO,MORBEGNO,PO0140450U0027,2020-08-31,227.042,soggiacenza statica,1.86,225.182,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,OUTLIER,,,,,,
350,SO,MORBEGNO,PO0140450U0027,2020-09-30,227.042,soggiacenza statica,2.97,224.072,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
351,SO,MORBEGNO,PO0140450U0027,2020-10-31,227.042,soggiacenza statica,2.71,224.332,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
352,SO,MORBEGNO,PO0140450U0027,2020-11-30,227.042,soggiacenza statica,3.15,223.892,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
353,SO,MORBEGNO,PO0140450U0027,2020-12-21,227.042,soggiacenza statica,3.13,223.912,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
354,SO,MORBEGNO,PO0140450U0027,2021-01-31,227.042,soggiacenza statica,3.29,223.752,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
355,SO,MORBEGNO,PO0140450U0027,2021-02-28,227.042,soggiacenza statica,3.29,223.752,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,,,,,,,
356,SO,MORBEGNO,PO0140450U0027,2021-03-31,227.042,soggiacenza statica,3.82,223.222,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,OUTLIER,,,,,,
357,SO,MORBEGNO,PO0140450U0027,2021-04-26,227.042,soggiacenza statica,4.16,222.882,2.7075,3.0524999999999998,223.9895,224.3345,0.34499999999999886,223.47199999999998,224.85199999999998,OUTLIER,,,,,,
