,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1
0,SO,COSIO VALTELLINO,PO014024NU0001,2015-04-24,224.616,soggiacenza statica,9.2,215.416,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,OUTLIER,,PO014024NU0001,6.335,7.45,217.166,218.281
1,SO,COSIO VALTELLINO,PO014024NU0001,2015-05-05,224.616,soggiacenza statica,9.26,215.356,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,OUTLIER,,PO0140260U0001,11.75,13.4,206.478,208.128
2,SO,COSIO VALTELLINO,PO014024NU0001,2015-06-12,224.616,soggiacenza statica,6.28,218.336,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,PO0140450U0027,2.7075,3.0524999999999998,223.9895,224.3345
3,SO,COSIO VALTELLINO,PO014024NU0001,2015-07-20,224.616,soggiacenza statica,6.35,218.266,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,Totale complessivo,3.205,13.0,206.878,223.83700000000002
4,SO,COSIO VALTELLINO,PO014024NU0001,2015-08-24,224.616,soggiacenza statica,6.61,218.006,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
5,SO,COSIO VALTELLINO,PO014024NU0001,2015-09-15,224.616,soggiacenza statica,6.45,218.166,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
6,SO,COSIO VALTELLINO,PO014024NU0001,2015-10-20,224.616,soggiacenza statica,8.22,216.396,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
7,SO,COSIO VALTELLINO,PO014024NU0001,2015-11-18,224.616,soggiacenza statica,6.32,218.296,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
8,SO,COSIO VALTELLINO,PO014024NU0001,2015-12-02,224.616,soggiacenza statica,6.67,217.946,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
9,SO,COSIO VALTELLINO,PO014024NU0001,2016-01-07,224.616,soggiacenza statica,7.62,216.996,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
10,SO,COSIO VALTELLINO,PO014024NU0001,2016-02-02,224.616,soggiacenza statica,7.57,217.046,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
11,SO,COSIO VALTELLINO,PO014024NU0001,2016-03-07,224.616,soggiacenza statica,7.33,217.286,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
12,SO,COSIO VALTELLINO,PO014024NU0001,2016-04-28,224.616,soggiacenza statica,6.48,218.136,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
13,SO,COSIO VALTELLINO,PO014024NU0001,2016-05-31,224.616,soggiacenza statica,6.38,218.236,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
14,SO,COSIO VALTELLINO,PO014024NU0001,2016-07-01,224.616,soggiacenza statica,5.7,218.916,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
15,SO,COSIO VALTELLINO,PO014024NU0001,2016-08-01,224.616,soggiacenza statica,6.0,218.616,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
16,SO,COSIO VALTELLINO,PO014024NU0001,2016-09-02,224.616,soggiacenza statica,6.0,218.616,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
17,SO,COSIO VALTELLINO,PO014024NU0001,2016-10-03,224.616,soggiacenza statica,6.6,218.016,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
18,SO,COSIO VALTELLINO,PO014024NU0001,2016-11-09,224.616,soggiacenza statica,6.64,217.976,6.335,7.45,217.166,218.281,1.115000000000009,215.49349999999998,219.95350000000002,,,,,,,
19,SO,DELEBIO,PO0140260U0001,2001-06-26,219.878,soggiacenza statica,11.52,208.358,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
20,SO,DELEBIO,PO0140260U0001,2001-07-25,219.878,soggiacenza statica,11.22,208.658,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
21,SO,DELEBIO,PO0140260U0001,2001-08-29,219.878,soggiacenza statica,11.588,208.29,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
22,SO,DELEBIO,PO0140260U0001,2001-09-26,219.878,soggiacenza statica,11.93,207.948,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
23,SO,DELEBIO,PO0140260U0001,2001-10-23,219.878,soggiacenza statica,11.86,208.018,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
24,SO,DELEBIO,PO0140260U0001,2001-11-27,219.878,soggiacenza statica,12.55,207.328,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
25,SO,DELEBIO,PO0140260U0001,2001-12-17,219.878,soggiacenza statica,13.15,206.728,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
26,SO,DELEBIO,PO0140260U0001,2002-01-29,219.878,soggiacenza statica,12.47,207.408,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
27,SO,DELEBIO,PO0140260U0001,2002-02-27,219.878,soggiacenza statica,14.15,205.728,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
28,SO,DELEBIO,PO0140260U0001,2002-03-27,219.878,soggiacenza statica,11.65,208.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
29,SO,DELEBIO,PO0140260U0001,2002-04-29,219.878,soggiacenza statica,11.42,208.458,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
30,SO,DELEBIO,PO0140260U0001,2002-05-30,219.878,soggiacenza statica,10.43,209.448,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
31,SO,DELEBIO,PO0140260U0001,2002-06-24,219.878,soggiacenza statica,10.24,209.638,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
32,SO,DELEBIO,PO0140260U0001,2002-07-25,219.878,soggiacenza statica,10.62,209.258,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
33,SO,DELEBIO,PO0140260U0001,2002-08-27,219.878,soggiacenza statica,11.01,208.868,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
34,SO,DELEBIO,PO0140260U0001,2002-09-25,219.878,soggiacenza statica,11.32,208.558,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
35,SO,DELEBIO,PO0140260U0001,2002-10-30,219.878,soggiacenza statica,11.83,208.048,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
36,SO,DELEBIO,PO0140260U0001,2002-11-26,219.878,soggiacenza statica,10.97,208.908,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
37,SO,DELEBIO,PO0140260U0001,2002-12-17,219.878,soggiacenza statica,10.75,209.128,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
38,SO,DELEBIO,PO0140260U0001,2003-01-28,219.878,soggiacenza statica,12.55,207.328,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
39,SO,DELEBIO,PO0140260U0001,2003-02-26,219.878,soggiacenza statica,13.5,206.378,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
40,SO,DELEBIO,PO0140260U0001,2003-03-25,219.878,soggiacenza statica,13.82,206.058,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
41,SO,DELEBIO,PO0140260U0001,2003-04-29,219.878,soggiacenza statica,13.27,206.608,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
42,SO,DELEBIO,PO0140260U0001,2003-05-29,219.878,soggiacenza statica,11.3,208.578,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
43,SO,DELEBIO,PO0140260U0001,2003-06-23,219.878,soggiacenza statica,11.72,208.158,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
44,SO,DELEBIO,PO0140260U0001,2003-07-29,219.878,soggiacenza statica,12.1,207.778,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
45,SO,DELEBIO,PO0140260U0001,2003-08-27,219.878,soggiacenza statica,12.45,207.428,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
46,SO,DELEBIO,PO0140260U0001,2003-09-30,219.878,soggiacenza statica,13.36,206.518,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
47,SO,DELEBIO,PO0140260U0001,2003-10-31,219.878,soggiacenza statica,13.65,206.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
48,SO,DELEBIO,PO0140260U0001,2003-11-28,219.878,soggiacenza statica,11.9,207.978,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
49,SO,DELEBIO,PO0140260U0001,2003-12-31,219.878,soggiacenza statica,12.0,207.878,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
50,SO,DELEBIO,PO0140260U0001,2004-01-29,219.878,soggiacenza statica,12.75,207.128,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
51,SO,DELEBIO,PO0140260U0001,2004-02-29,219.878,soggiacenza statica,13.4,206.478,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
52,SO,DELEBIO,PO0140260U0001,2004-03-25,219.878,soggiacenza statica,13.65,206.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
53,SO,DELEBIO,PO0140260U0001,2004-04-22,219.878,soggiacenza statica,11.9,207.978,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
54,SO,DELEBIO,PO0140260U0001,2004-05-27,219.878,soggiacenza statica,10.18,209.698,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
55,SO,DELEBIO,PO0140260U0001,2004-06-24,219.878,soggiacenza statica,10.4,209.478,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
56,SO,DELEBIO,PO0140260U0001,2004-07-30,219.878,soggiacenza statica,13.3,206.578,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
57,SO,DELEBIO,PO0140260U0001,2004-08-26,219.878,soggiacenza statica,11.78,208.098,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
58,SO,DELEBIO,PO0140260U0001,2004-09-30,219.878,soggiacenza statica,12.5,207.378,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
59,SO,DELEBIO,PO0140260U0001,2004-10-28,219.878,soggiacenza statica,11.83,208.048,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
60,SO,DELEBIO,PO0140260U0001,2004-11-10,219.878,soggiacenza statica,10.85,209.028,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
61,SO,DELEBIO,PO0140260U0001,2004-12-21,219.878,soggiacenza statica,12.16,207.718,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
62,SO,DELEBIO,PO0140260U0001,2005-01-20,219.878,soggiacenza statica,13.0,206.878,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
63,SO,DELEBIO,PO0140260U0001,2005-02-25,219.878,soggiacenza statica,14.308,205.57,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
64,SO,DELEBIO,PO0140260U0001,2005-03-24,219.878,soggiacenza statica,14.5,205.378,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
65,SO,DELEBIO,PO0140260U0001,2005-04-29,219.878,soggiacenza statica,12.55,207.328,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
66,SO,DELEBIO,PO0140260U0001,2005-05-05,219.878,soggiacenza statica,10.65,209.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
67,SO,DELEBIO,PO0140260U0001,2005-06-27,219.878,soggiacenza statica,11.21,208.668,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
68,SO,DELEBIO,PO0140260U0001,2005-07-25,219.878,soggiacenza statica,13.1,206.778,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
69,SO,DELEBIO,PO0140260U0001,2005-08-31,219.878,soggiacenza statica,12.45,207.428,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
70,SO,DELEBIO,PO0140260U0001,2005-09-28,219.878,soggiacenza statica,13.7,206.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
71,SO,DELEBIO,PO0140260U0001,2005-10-25,219.878,soggiacenza statica,12.95,206.928,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
72,SO,DELEBIO,PO0140260U0001,2005-11-10,219.878,soggiacenza statica,11.9,207.978,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
73,SO,DELEBIO,PO0140260U0001,2005-12-21,219.878,soggiacenza statica,13.7,206.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
74,SO,DELEBIO,PO0140260U0001,2006-01-24,219.878,soggiacenza statica,14.902,204.976,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
75,SO,DELEBIO,PO0140260U0001,2006-02-22,219.878,soggiacenza statica,14.81,205.068,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
76,SO,DELEBIO,PO0140260U0001,2006-03-28,219.878,soggiacenza statica,12.65,207.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
77,SO,DELEBIO,PO0140260U0001,2006-04-24,219.878,soggiacenza statica,12.65,207.228,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
78,SO,DELEBIO,PO0140260U0001,2006-05-17,219.878,soggiacenza statica,10.87,209.008,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
79,SO,DELEBIO,PO0140260U0001,2006-06-27,219.878,soggiacenza statica,12.25,207.628,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
80,SO,DELEBIO,PO0140260U0001,2006-07-27,219.878,soggiacenza statica,13.62,206.258,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
81,SO,DELEBIO,PO0140260U0001,2006-08-31,219.878,soggiacenza statica,13.18,206.698,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
82,SO,DELEBIO,PO0140260U0001,2006-09-28,219.878,soggiacenza statica,12.3,207.578,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
83,SO,DELEBIO,PO0140260U0001,2006-10-25,219.878,soggiacenza statica,12.36,207.518,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
84,SO,DELEBIO,PO0140260U0001,2006-11-22,219.878,soggiacenza statica,12.07,207.808,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
85,SO,DELEBIO,PO0140260U0001,2006-12-20,219.878,soggiacenza statica,11.5,208.378,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
86,SO,DELEBIO,PO0140260U0001,2007-01-29,219.878,soggiacenza statica,12.14,207.738,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
87,SO,DELEBIO,PO0140260U0001,2007-02-21,219.878,soggiacenza statica,13.05,206.828,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
88,SO,DELEBIO,PO0140260U0001,2007-03-29,219.878,soggiacenza statica,14.26,205.618,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
89,SO,DELEBIO,PO0140260U0001,2007-04-27,219.878,soggiacenza statica,11.22,208.658,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
90,SO,DELEBIO,PO0140260U0001,2007-05-17,219.878,soggiacenza statica,12.43,207.448,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
91,SO,DELEBIO,PO0140260U0001,2007-06-28,219.878,soggiacenza statica,11.0,208.878,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
92,SO,DELEBIO,PO0140260U0001,2007-07-25,219.878,soggiacenza statica,13.8,206.078,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
93,SO,DELEBIO,PO0140260U0001,2007-08-30,219.878,soggiacenza statica,12.8,207.078,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
94,SO,DELEBIO,PO0140260U0001,2007-09-19,219.878,soggiacenza statica,12.7,207.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
95,SO,DELEBIO,PO0140260U0001,2007-10-31,219.878,soggiacenza statica,13.08,206.798,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
96,SO,DELEBIO,PO0140260U0001,2007-11-14,219.878,soggiacenza statica,13.48,206.398,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
97,SO,DELEBIO,PO0140260U0001,2007-12-20,219.878,soggiacenza statica,13.52,206.358,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
98,SO,DELEBIO,PO0140260U0001,2008-01-29,219.878,soggiacenza statica,13.12,206.758,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
99,SO,DELEBIO,PO0140260U0001,2008-02-28,219.878,soggiacenza statica,13.12,206.758,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
100,SO,DELEBIO,PO0140260U0001,2008-03-27,219.878,soggiacenza statica,13.2,206.678,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
101,SO,DELEBIO,PO0140260U0001,2008-04-23,219.878,soggiacenza statica,12.22,207.658,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
102,SO,DELEBIO,PO0140260U0001,2008-05-20,219.878,soggiacenza statica,10.57,209.308,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
103,SO,DELEBIO,PO0140260U0001,2008-06-25,219.878,soggiacenza statica,10.8,209.078,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
104,SO,DELEBIO,PO0140260U0001,2008-07-31,219.878,soggiacenza statica,11.37,208.508,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
105,SO,DELEBIO,PO0140260U0001,2008-08-28,219.878,soggiacenza statica,11.97,207.908,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
106,SO,DELEBIO,PO0140260U0001,2008-09-23,219.878,soggiacenza statica,12.08,207.798,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
107,SO,DELEBIO,PO0140260U0001,2008-10-23,219.878,soggiacenza statica,12.8,207.078,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
108,SO,DELEBIO,PO0140260U0001,2008-11-13,219.878,soggiacenza statica,11.64,208.238,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
109,SO,DELEBIO,PO0140260U0001,2008-12-18,219.878,soggiacenza statica,12.1,207.778,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
110,SO,DELEBIO,PO0140260U0001,2009-01-30,219.878,soggiacenza statica,12.7,207.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
111,SO,DELEBIO,PO0140260U0001,2009-02-26,219.878,soggiacenza statica,12.67,207.208,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
112,SO,DELEBIO,PO0140260U0001,2009-03-25,219.878,soggiacenza statica,13.05,206.828,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
113,SO,DELEBIO,PO0140260U0001,2009-04-16,219.878,soggiacenza statica,12.97,206.908,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
114,SO,DELEBIO,PO0140260U0001,2009-05-13,219.878,soggiacenza statica,13.4,206.478,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
115,SO,DELEBIO,PO0140260U0001,2009-06-30,219.878,soggiacenza statica,12.2,207.678,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
116,SO,DELEBIO,PO0140260U0001,2009-07-28,219.878,soggiacenza statica,12.63,207.248,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
117,SO,DELEBIO,PO0140260U0001,2009-08-26,219.878,soggiacenza statica,13.2,206.678,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
118,SO,DELEBIO,PO0140260U0001,2009-09-30,219.878,soggiacenza statica,13.0,206.878,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
119,SO,DELEBIO,PO0140260U0001,2009-10-30,219.878,soggiacenza statica,13.4,206.478,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
120,SO,DELEBIO,PO0140260U0001,2009-11-18,219.878,soggiacenza statica,13.68,206.198,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
121,SO,DELEBIO,PO0140260U0001,2009-12-21,219.878,soggiacenza statica,13.3,206.578,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
122,SO,DELEBIO,PO0140260U0001,2010-01-22,219.878,soggiacenza statica,13.8,206.078,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
123,SO,DELEBIO,PO0140260U0001,2010-02-22,219.878,soggiacenza statica,13.13,206.748,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
124,SO,DELEBIO,PO0140260U0001,2010-03-31,219.878,soggiacenza statica,12.96,206.918,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
125,SO,DELEBIO,PO0140260U0001,2010-04-28,219.878,soggiacenza statica,13.43,206.448,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
126,SO,DELEBIO,PO0140260U0001,2010-05-26,219.878,soggiacenza statica,11.78,208.098,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
127,SO,DELEBIO,PO0140260U0001,2010-06-30,219.878,soggiacenza statica,12.12,207.758,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
128,SO,DELEBIO,PO0140260U0001,2010-07-26,219.878,soggiacenza statica,13.61,206.268,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
129,SO,DELEBIO,PO0140260U0001,2010-08-26,219.878,soggiacenza statica,12.7,207.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
130,SO,DELEBIO,PO0140260U0001,2010-09-22,219.878,soggiacenza statica,13.55,206.328,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
131,SO,DELEBIO,PO0140260U0001,2010-10-27,219.878,soggiacenza statica,12.7,207.178,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
132,SO,DELEBIO,PO0140260U0001,2010-11-18,219.878,soggiacenza statica,11.98,207.898,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
133,SO,DELEBIO,PO0140260U0001,2010-12-23,219.878,soggiacenza statica,12.18,207.698,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
134,SO,DELEBIO,PO0140260U0001,2011-01-24,219.878,soggiacenza statica,12.2,207.678,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
135,SO,DELEBIO,PO0140260U0001,2011-02-22,219.878,soggiacenza statica,12.93,206.948,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
136,SO,DELEBIO,PO0140260U0001,2011-03-22,219.878,soggiacenza statica,13.25,206.628,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
137,SO,DELEBIO,PO0140260U0001,2011-04-26,219.878,soggiacenza statica,12.9,206.978,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
138,SO,DELEBIO,PO0140260U0001,2011-05-26,219.878,soggiacenza statica,13.47,206.408,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
139,SO,DELEBIO,PO0140260U0001,2011-06-30,219.878,soggiacenza statica,13.18,206.698,11.75,13.4,206.478,208.128,1.6499999999999773,204.00300000000004,210.60299999999995,,,,,,,
