,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
248,MI,CORNAREDO,PO0150870U0001,2015-11-01,142.84,soggiacenza statica,5.31,137.53,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,MI,CORNAREDO,PO0150870U0001,2015-12-01,142.84,soggiacenza statica,5.07,137.77,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,MI,CORNAREDO,PO0150870U0001,2016-01-01,142.84,soggiacenza statica,5.84,137.0,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,MI,CORNAREDO,PO0150870U0001,2016-02-01,142.84,soggiacenza statica,5.99,136.85,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,MI,CORNAREDO,PO0150870U0001,2016-03-01,142.84,soggiacenza statica,5.48,137.36,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,MI,CORNAREDO,PO0150870U0001,2016-04-01,142.84,soggiacenza statica,5.3,137.54,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,MI,CORNAREDO,PO0150870U0001,2016-05-01,142.84,soggiacenza statica,4.83,138.01,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,MI,CORNAREDO,PO0150870U0001,2016-06-01,142.84,soggiacenza statica,4.38,138.46,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,MI,CORNAREDO,PO0150870U0001,2016-08-01,142.84,soggiacenza statica,4.09,138.75,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,MI,CORNAREDO,PO0150870U0001,2016-10-01,142.84,soggiacenza statica,5.3,137.54,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,MI,CORNAREDO,PO0150870U0001,2016-11-01,142.84,soggiacenza statica,5.35,137.49,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,MI,CORNAREDO,PO0150870U0001,2016-12-01,142.84,soggiacenza statica,4.22,138.62,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,MI,CORNAREDO,PO0150870U0001,2017-01-01,142.84,soggiacenza statica,5.99,136.85,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,MI,CORNAREDO,PO0150870U0001,2017-02-01,142.84,soggiacenza statica,4.73,138.11,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,MI,CORNAREDO,PO0150870U0001,2017-03-01,142.84,soggiacenza statica,6.25,136.59,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,MI,CORNAREDO,PO0150870U0001,2017-04-01,142.84,soggiacenza statica,6.42,136.42,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,MI,CORNAREDO,PO0150870U0001,2017-05-01,142.84,soggiacenza statica,5.95,136.89,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,MI,CORNAREDO,PO0150870U0001,2017-06-01,142.84,soggiacenza statica,5.42,137.42,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,MI,CORNAREDO,PO0150870U0001,2017-07-01,142.84,soggiacenza statica,4.13,138.71,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,MI,CORNAREDO,PO0150870U0001,2017-08-01,142.84,soggiacenza statica,4.47,138.37,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,MI,CORNAREDO,PO0150870U0001,2017-09-01,142.84,soggiacenza statica,4.46,138.38,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,MI,CORNAREDO,PO0150870U0001,2017-10-01,142.84,soggiacenza statica,5.33,137.51,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,MI,CORNAREDO,PO0150870U0001,2017-11-01,142.84,soggiacenza statica,5.82,137.02,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,MI,CORNAREDO,PO0150870U0001,2017-12-01,142.84,soggiacenza statica,6.2,136.64,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,MI,CORNAREDO,PO0150870U0001,2018-01-01,142.84,soggiacenza statica,6.25,136.59,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,MI,CORNAREDO,PO0150870U0001,2018-02-01,142.84,soggiacenza statica,6.53,136.31,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,MI,CORNAREDO,PO0150870U0001,2018-03-01,142.84,soggiacenza statica,6.46,136.38,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,MI,CORNAREDO,PO0150870U0001,2018-04-01,142.84,soggiacenza statica,6.13,136.71,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,MI,CORNAREDO,PO0150870U0001,2018-05-01,142.84,soggiacenza statica,6.05,136.79,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,MI,CORNAREDO,PO0150870U0001,2018-06-01,142.84,soggiacenza statica,6.65,136.19,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,MI,CORNAREDO,PO0150870U0001,2018-07-01,142.84,soggiacenza statica,6.49,136.35,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,MI,CORNAREDO,PO0150870U0001,2018-08-01,142.84,soggiacenza statica,6.72,136.12,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,MI,CORNAREDO,PO0150870U0001,2018-09-01,142.84,soggiacenza statica,6.98,135.86,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,MI,CORNAREDO,PO0150870U0001,2018-10-01,142.84,soggiacenza statica,6.56,136.28,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,MI,CORNAREDO,PO0150870U0001,2018-11-01,142.84,soggiacenza statica,6.49,136.35,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,MI,CORNAREDO,PO0150870U0001,2018-12-01,142.84,soggiacenza statica,6.78,136.06,5.065,5.9925,136.8475,137.775,0.9275000000000091,135.45624999999998,139.16625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,MI,MELEGNANO,PO015140NR0109,2015-03-19,90.347,soggiacenza statica,7.76,82.587,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,MI,MELEGNANO,PO015140NR0109,2015-04-20,90.347,soggiacenza statica,7.64,82.707,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,MI,MELEGNANO,PO015140NR0109,2015-05-15,90.347,soggiacenza statica,7.63,82.717,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,MI,MELEGNANO,PO015140NR0109,2015-06-15,90.347,soggiacenza statica,7.19,83.157,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,MI,MELEGNANO,PO015140NR0109,2015-07-30,90.347,soggiacenza statica,6.92,83.427,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,MI,MELEGNANO,PO015140NR0109,2015-09-10,90.347,soggiacenza statica,7.46,82.887,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,MI,MELEGNANO,PO015140NR0109,2015-10-13,90.347,soggiacenza statica,7.86,82.487,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,MI,MELEGNANO,PO015140NR0109,2015-11-13,90.347,soggiacenza statica,7.97,82.377,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,MI,MELEGNANO,PO015140NR0109,2015-12-16,90.347,soggiacenza statica,8.07,82.277,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,MI,MELEGNANO,PO015140NR0109,2016-01-15,90.347,soggiacenza statica,8.07,82.277,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,MI,MELEGNANO,PO015140NR0109,2016-02-10,90.347,soggiacenza statica,7.95,82.397,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,MI,MELEGNANO,PO015140NR0109,2016-03-09,90.347,soggiacenza statica,7.48,82.867,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,MI,MELEGNANO,PO015140NR0109,2016-04-07,90.347,soggiacenza statica,7.66,82.687,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,MI,MELEGNANO,PO015140NR0109,2016-05-11,90.347,soggiacenza statica,7.74,82.607,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,MI,MELEGNANO,PO015140NR0109,2016-06-10,90.347,soggiacenza statica,6.76,83.587,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,MI,MELEGNANO,PO015140NR0109,2016-07-08,90.347,soggiacenza statica,7.56,82.787,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,MI,MELEGNANO,PO015140NR0109,2016-08-04,90.347,soggiacenza statica,7.64,82.707,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,MI,MELEGNANO,PO015140NR0109,2016-09-08,90.347,soggiacenza statica,7.75,82.597,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,MI,MELEGNANO,PO015140NR0109,2016-10-07,90.347,soggiacenza statica,7.81,82.537,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,MI,MELEGNANO,PO015140NR0109,2016-11-08,90.347,soggiacenza statica,7.97,82.377,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,MI,MELEGNANO,PO015140NR0109,2016-12-12,90.347,soggiacenza statica,7.92,82.427,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,MI,MELEGNANO,PO015140NR0109,2017-01-16,90.347,soggiacenza statica,8.11,82.237,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,MI,MELEGNANO,PO015140NR0109,2017-02-16,90.347,soggiacenza statica,8.13,82.217,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,MI,MELEGNANO,PO015140NR0109,2017-03-17,90.347,soggiacenza statica,8.18,82.167,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,MI,MELEGNANO,PO015140NR0109,2017-04-18,90.347,soggiacenza statica,8.24,82.107,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,MI,MELEGNANO,PO015140NR0109,2017-05-08,90.347,soggiacenza statica,7.91,82.437,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,MI,MELEGNANO,PO015140NR0109,2017-06-16,90.347,soggiacenza statica,8.13,82.217,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,MI,MELEGNANO,PO015140NR0109,2017-07-13,90.347,soggiacenza statica,7.55,82.797,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,MI,MELEGNANO,PO015140NR0109,2017-08-23,90.347,soggiacenza statica,8.61,81.737,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,MI,MELEGNANO,PO015140NR0109,2017-09-19,90.347,soggiacenza statica,7.95,82.397,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,MI,MELEGNANO,PO015140NR0109,2017-10-01,90.347,soggiacenza statica,8.63888888888889,81.70111111111112,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,MI,MELEGNANO,PO015140NR0109,2017-11-01,90.347,soggiacenza statica,8.640133333333333,81.69986666666664,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,MI,MELEGNANO,PO015140NR0109,2017-12-01,90.347,soggiacenza statica,8.863612903225809,81.47638709677419,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,MI,MELEGNANO,PO015140NR0109,2018-01-01,90.347,soggiacenza statica,8.824387096774196,81.51561290322579,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,MI,MELEGNANO,PO015140NR0109,2018-02-01,90.347,soggiacenza statica,8.828750000000001,81.51124999999999,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,MI,MELEGNANO,PO015140NR0109,2018-03-01,90.347,soggiacenza statica,8.404806451612902,81.93519354838709,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,MI,MELEGNANO,PO015140NR0109,2018-04-01,90.347,soggiacenza statica,8.360533333333333,81.97946666666667,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,MI,MELEGNANO,PO015140NR0109,2018-05-01,90.347,soggiacenza statica,7.805935483870967,82.53406451612905,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,MI,MELEGNANO,PO015140NR0109,2018-06-01,90.347,soggiacenza statica,8.011633333333332,82.32836666666665,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,MI,MELEGNANO,PO015140NR0109,2018-07-01,90.347,soggiacenza statica,8.503387096774192,81.83661290322581,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,MI,MELEGNANO,PO015140NR0109,2018-08-01,90.347,soggiacenza statica,8.769193548387097,81.57080645161292,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,MI,MELEGNANO,PO015140NR0109,2018-09-01,90.347,soggiacenza statica,8.7585,81.58150000000002,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,MI,MELEGNANO,PO015140NR0109,2018-10-01,90.347,soggiacenza statica,8.193806451612904,82.1461935483871,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,MI,MELEGNANO,PO015140NR0109,2018-11-01,90.347,soggiacenza statica,8.101833333333333,82.23816666666667,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,MI,MELEGNANO,PO015140NR0109,2018-12-01,90.347,soggiacenza statica,8.394580645161291,81.94541935483872,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,MI,MELEGNANO,PO015140NR0109,2019-01-01,90.347,soggiacenza statica,8.530451612903226,81.80954838709678,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,MI,MELEGNANO,PO015140NR0109,2019-02-01,90.347,soggiacenza statica,8.34117857142857,81.99882142857143,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,MI,MELEGNANO,PO015140NR0109,2019-03-01,90.347,soggiacenza statica,8.826677419354839,81.51332258064518,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,MI,MELEGNANO,PO015140NR0109,2019-04-01,90.347,soggiacenza statica,9.054300000000001,81.28569999999998,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,MI,MELEGNANO,PO015140NR0109,2019-05-01,90.347,soggiacenza statica,8.468032258064515,81.87196774193548,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,MI,MELEGNANO,PO015140NR0109,2019-06-01,90.347,soggiacenza statica,8.983133333333333,81.35686666666666,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,MI,MELEGNANO,PO015140NR0109,2019-07-01,90.347,soggiacenza statica,8.533548387096776,81.80645161290325,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,MI,MELEGNANO,PO015140NR0109,2019-08-01,90.347,soggiacenza statica,8.43541935483871,81.90458064516129,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,MI,MELEGNANO,PO015140NR0109,2019-09-01,90.347,soggiacenza statica,8.532733333333335,81.80726666666668,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,MI,MELEGNANO,PO015140NR0109,2019-10-01,90.347,soggiacenza statica,8.512064516129033,81.82793548387096,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,MI,MELEGNANO,PO015140NR0109,2019-11-01,90.347,soggiacenza statica,8.135766666666665,82.20423333333333,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,MI,MELEGNANO,PO015140NR0109,2019-12-01,90.347,soggiacenza statica,7.820483870967742,82.51951612903228,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,MI,MELEGNANO,PO015140NR0109,2020-01-01,90.347,soggiacenza statica,8.359741935483871,81.98025806451612,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,MI,MELEGNANO,PO015140NR0109,2020-02-01,90.347,soggiacenza statica,8.496206896551724,81.84379310344829,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,MI,MELEGNANO,PO015140NR0109,2020-03-01,90.347,soggiacenza statica,8.44577419354839,81.89422580645163,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,MI,MELEGNANO,PO015140NR0109,2020-04-01,90.347,soggiacenza statica,8.758000000000001,81.58200000000002,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,MI,MELEGNANO,PO015140NR0109,2020-05-01,90.347,soggiacenza statica,8.806483870967739,81.53351612903228,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,MI,MELEGNANO,PO015140NR0109,2020-06-01,90.347,soggiacenza statica,8.5385,81.80150000000002,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,MI,MELEGNANO,PO015140NR0109,2020-07-01,90.347,soggiacenza statica,8.598225806451612,81.7417741935484,7.830362903225806,8.58329435483871,81.7567056451613,82.51138709677421,0.7546814516129103,80.62468346774193,83.64340927419357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
