,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
521,MI,MILANO,PO015146NU1379,2015-05-14,103.009,soggiacenza statica,3.5,99.509,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,MI,MILANO,PO015146NU1379,2015-06-19,103.009,soggiacenza statica,3.3,99.709,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,MI,MILANO,PO015146NU1379,2015-07-01,103.009,soggiacenza statica,2.9,100.109,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MI,MILANO,PO015146NU1379,2015-08-01,103.009,soggiacenza statica,3.0,100.009,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,MI,MILANO,PO015146NU1379,2015-09-01,103.009,soggiacenza statica,3.15,99.859,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,MI,MILANO,PO015146NU1379,2015-10-21,103.009,soggiacenza statica,3.2,99.809,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,MI,MILANO,PO015146NU1379,2015-11-18,103.009,soggiacenza statica,3.6,99.409,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,MI,MILANO,PO015146NU1379,2015-12-01,103.009,soggiacenza statica,3.6,99.409,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,MI,MILANO,PO015146NU1379,2016-01-01,103.009,soggiacenza statica,3.6,99.409,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,MI,MILANO,PO015146NU1379,2016-02-01,103.009,soggiacenza statica,3.5,99.509,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,MI,MILANO,PO015146NU1379,2016-03-01,103.009,soggiacenza statica,3.5,99.509,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,MI,MILANO,PO015146NU1379,2016-05-01,103.009,soggiacenza statica,3.77,99.239,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,MI,MILANO,PO015146NU1379,2016-06-01,103.009,soggiacenza statica,3.1,99.909,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,MI,MILANO,PO015146NU1379,2016-07-01,103.009,soggiacenza statica,3.0,100.009,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,MI,MILANO,PO015146NU1379,2016-08-01,103.009,soggiacenza statica,3.1,99.909,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,MI,MILANO,PO015146NU1379,2016-09-01,103.009,soggiacenza statica,3.3,99.709,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,MI,MILANO,PO015146NU1379,2016-11-01,103.009,soggiacenza statica,3.35,99.659,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,MI,MILANO,PO015146NU1379,2017-03-21,103.009,soggiacenza statica,3.84,99.169,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,MI,MILANO,PO015146NU1379,2017-04-29,103.009,soggiacenza statica,3.9,99.109,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,MI,MILANO,PO015146NU1379,2017-05-16,103.009,soggiacenza statica,3.82,99.189,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,MI,MILANO,PO015146NU1379,2017-06-13,103.009,soggiacenza statica,3.22,99.789,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,MI,MILANO,PO015146NU1379,2017-07-21,103.009,soggiacenza statica,3.26,99.749,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,MI,MILANO,PO015146NU1379,2017-09-05,103.009,soggiacenza statica,3.37,99.639,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,MI,MILANO,PO015146NU1379,2017-10-12,103.009,soggiacenza statica,3.45,99.559,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,MI,MILANO,PO015146NU1379,2017-11-10,103.009,soggiacenza statica,3.94,99.069,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,MI,MILANO,PO015146NU1379,2017-12-11,103.009,soggiacenza statica,4.02,98.989,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,MI,MILANO,PO015146NU1379,2018-01-25,103.009,soggiacenza statica,3.98,99.029,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,MI,MILANO,PO015146NU1379,2018-02-21,103.009,soggiacenza statica,3.88,99.129,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,MI,MILANO,PO015146NU1379,2018-03-09,103.009,soggiacenza statica,3.94,99.069,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,MI,MILANO,PO015146NU1379,2018-04-23,103.009,soggiacenza statica,3.72,99.289,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,MI,MILANO,PO015146NU1379,2018-05-22,103.009,soggiacenza statica,3.84,99.169,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,MI,MILANO,PO015146NU1379,2018-09-13,103.009,soggiacenza statica,3.42,99.589,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,MI,MILANO,PO015146NU1379,2018-10-25,103.009,soggiacenza statica,3.94,99.069,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,MI,MILANO,PO015146NU1379,2019-03-22,103.009,soggiacenza statica,4.03,98.979,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,MI,MILANO,PO015146NU1379,2019-04-12,103.009,soggiacenza statica,4.12,98.889,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,MI,MILANO,PO015146NU1379,2019-05-25,103.009,soggiacenza statica,4.1,98.909,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,MI,MILANO,PO015146NU1379,2019-06-11,103.009,soggiacenza statica,4.1,98.909,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,MI,MILANO,PO015146NU1379,2019-09-11,103.009,soggiacenza statica,3.34,99.669,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,MI,MILANO,PO015146NU1379,2019-10-16,103.009,soggiacenza statica,3.57,99.439,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,MI,MILANO,PO015146NU1379,2019-11-18,103.009,soggiacenza statica,3.3,99.709,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,MI,MILANO,PO015146NU1379,2019-12-27,103.009,soggiacenza statica,2.94,100.069,3.2575,3.8,99.209,99.7515,0.5424999999999898,98.39525000000002,100.56524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,MI,MILANO,PO015146NU1435,2005-11-01,115.102,soggiacenza statica,9.7,105.402,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,MI,MILANO,PO015146NU1435,2005-12-01,115.102,soggiacenza statica,4.2,110.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,MI,MILANO,PO015146NU1435,2006-01-01,115.102,soggiacenza statica,10.4,104.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,MI,MILANO,PO015146NU1435,2006-02-01,115.102,soggiacenza statica,4.3,110.802,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,MI,MILANO,PO015146NU1435,2006-03-01,115.102,soggiacenza statica,6.5,108.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,MI,MILANO,PO015146NU1435,2006-04-01,115.102,soggiacenza statica,19.1,96.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,MI,MILANO,PO015146NU1435,2006-05-01,115.102,soggiacenza statica,14.8,100.302,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,MI,MILANO,PO015146NU1435,2006-06-01,115.102,soggiacenza statica,10.2,104.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,MI,MILANO,PO015146NU1435,2006-07-01,115.102,soggiacenza statica,4.5,110.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,MI,MILANO,PO015146NU1435,2006-08-01,115.102,soggiacenza statica,6.75,108.352,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,MI,MILANO,PO015146NU1435,2006-09-01,115.102,soggiacenza statica,19.1,96.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,MI,MILANO,PO015146NU1435,2006-10-01,115.102,soggiacenza statica,14.6,100.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,MI,MILANO,PO015146NU1435,2006-11-01,115.102,soggiacenza statica,10.05,105.052,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,MI,MILANO,PO015146NU1435,2006-12-01,115.102,soggiacenza statica,4.4,110.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,MI,MILANO,PO015146NU1435,2007-01-01,115.102,soggiacenza statica,6.7,108.402,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,MI,MILANO,PO015146NU1435,2007-02-01,115.102,soggiacenza statica,6.8,108.302,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,MI,MILANO,PO015146NU1435,2007-03-01,115.102,soggiacenza statica,7.0,108.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,MI,MILANO,PO015146NU1435,2007-04-01,115.102,soggiacenza statica,6.7,108.402,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,MI,MILANO,PO015146NU1435,2007-05-01,115.102,soggiacenza statica,6.75,108.352,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,MI,MILANO,PO015146NU1435,2007-06-01,115.102,soggiacenza statica,6.4,108.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,MI,MILANO,PO015146NU1435,2007-07-01,115.102,soggiacenza statica,6.5,108.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,MI,MILANO,PO015146NU1435,2007-08-01,115.102,soggiacenza statica,6.4,108.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,MI,MILANO,PO015146NU1435,2007-09-01,115.102,soggiacenza statica,6.5,108.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,MI,MILANO,PO015146NU1435,2007-10-01,115.102,soggiacenza statica,6.7,108.402,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,MI,MILANO,PO015146NU1435,2007-11-01,115.102,soggiacenza statica,7.0,108.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,MI,MILANO,PO015146NU1435,2007-12-01,115.102,soggiacenza statica,6.9,108.202,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,MI,MILANO,PO015146NU1435,2008-01-01,115.102,soggiacenza statica,6.6,108.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,MI,MILANO,PO015146NU1435,2008-02-01,115.102,soggiacenza statica,6.7,108.402,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,MI,MILANO,PO015146NU1435,2008-04-01,115.102,soggiacenza statica,6.4,108.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,MI,MILANO,PO015146NU1435,2008-05-01,115.102,soggiacenza statica,6.6,108.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,MI,MILANO,PO015146NU1435,2008-06-01,115.102,soggiacenza statica,6.4,108.702,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,MI,MILANO,PO015146NU1435,2008-07-01,115.102,soggiacenza statica,6.3,108.802,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,MI,MILANO,PO015146NU1435,2008-08-01,115.102,soggiacenza statica,6.1,109.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,MI,MILANO,PO015146NU1435,2008-09-01,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,MI,MILANO,PO015146NU1435,2008-10-01,115.102,soggiacenza statica,6.55,108.552,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,MI,MILANO,PO015146NU1435,2008-11-01,115.102,soggiacenza statica,6.55,108.552,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,MI,MILANO,PO015146NU1435,2008-12-01,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,MI,MILANO,PO015146NU1435,2009-01-01,115.102,soggiacenza statica,6.1,109.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,MI,MILANO,PO015146NU1435,2009-02-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,MI,MILANO,PO015146NU1435,2009-03-01,115.102,soggiacenza statica,6.25,108.852,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,MI,MILANO,PO015146NU1435,2009-04-01,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,MI,MILANO,PO015146NU1435,2009-05-01,115.102,soggiacenza statica,6.25,108.852,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,MI,MILANO,PO015146NU1435,2009-06-01,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,MI,MILANO,PO015146NU1435,2009-07-01,115.102,soggiacenza statica,5.9,109.202,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,MI,MILANO,PO015146NU1435,2009-08-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,MI,MILANO,PO015146NU1435,2009-09-01,115.102,soggiacenza statica,5.9,109.202,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,MI,MILANO,PO015146NU1435,2009-10-01,115.102,soggiacenza statica,6.25,108.852,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,MI,MILANO,PO015146NU1435,2009-11-01,115.102,soggiacenza statica,6.35,108.752,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,MI,MILANO,PO015146NU1435,2009-12-01,115.102,soggiacenza statica,6.5,108.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,MI,MILANO,PO015146NU1435,2010-04-03,115.102,soggiacenza statica,6.3,108.802,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,MI,MILANO,PO015146NU1435,2010-07-03,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,MI,MILANO,PO015146NU1435,2010-08-03,115.102,soggiacenza statica,5.6,109.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,MI,MILANO,PO015146NU1435,2010-09-03,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,MI,MILANO,PO015146NU1435,2010-10-10,115.102,soggiacenza statica,5.9,109.202,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,MI,MILANO,PO015146NU1435,2010-11-01,115.102,soggiacenza statica,5.75,109.352,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,MI,MILANO,PO015146NU1435,2010-12-01,115.102,soggiacenza statica,5.6,109.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,MI,MILANO,PO015146NU1435,2011-01-01,115.102,soggiacenza statica,5.75,109.352,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,MI,MILANO,PO015146NU1435,2011-03-01,115.102,soggiacenza statica,6.15,108.952,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,MI,MILANO,PO015146NU1435,2011-04-01,115.102,soggiacenza statica,6.1,109.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,MI,MILANO,PO015146NU1435,2011-05-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,MI,MILANO,PO015146NU1435,2011-06-01,115.102,soggiacenza statica,5.85,109.252,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,MI,MILANO,PO015146NU1435,2011-07-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,MI,MILANO,PO015146NU1435,2011-08-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,MI,MILANO,PO015146NU1435,2011-09-01,115.102,soggiacenza statica,5.75,109.352,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,MI,MILANO,PO015146NU1435,2011-10-01,115.102,soggiacenza statica,6.3,108.802,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,MI,MILANO,PO015146NU1435,2011-11-01,115.102,soggiacenza statica,6.1,109.002,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,MI,MILANO,PO015146NU1435,2011-12-01,115.102,soggiacenza statica,6.0,109.102,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,MI,MILANO,PO015146NU1435,2012-01-01,115.102,soggiacenza statica,6.45,108.652,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,MI,MILANO,PO015146NU1435,2012-02-01,115.102,soggiacenza statica,6.6,108.502,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,MI,MILANO,PO015146NU1435,2012-04-01,115.102,soggiacenza statica,6.5,108.602,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,MI,MILANO,PO015146NU1435,2012-05-01,115.102,soggiacenza statica,6.2,108.902,6.0,6.6,108.502,109.102,0.6000000000000085,107.60199999999998,110.00200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
