,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.]
1773,MB,CORREZZANA,PO1080220U0003,2014-07-01,247.42,76.85,170.57
1774,MB,CORREZZANA,PO1080220U0003,2014-08-01,247.42,76.37,171.05
1775,MB,CORREZZANA,PO1080220U0003,2014-09-01,247.42,76.17,171.25
1776,MB,CORREZZANA,PO1080220U0003,2014-10-01,247.42,77.15,170.27
1777,MB,CORREZZANA,PO1080220U0003,2014-11-01,247.42,76.1,171.32
1778,MB,CORREZZANA,PO1080220U0003,2014-12-01,247.42,76.13,171.29
1779,MB,CORREZZANA,PO1080220U0003,2015-01-01,247.42,75.57,171.85
1780,MB,CORREZZANA,PO1080220U0003,2015-02-01,247.42,75.63,171.79
1781,MB,CORREZZANA,PO1080220U0003,2015-03-01,247.42,76.53,170.89
1782,MB,CORREZZANA,PO1080220U0003,2015-04-01,247.42,77.24,170.18
1783,MB,CORREZZANA,PO1080220U0003,2015-05-01,247.42,75.7,171.72
1784,MB,CORREZZANA,PO1080220U0003,2015-06-01,247.42,77.11,170.31
1785,MB,CORREZZANA,PO1080220U0003,2015-07-01,247.42,78.13,169.29
1786,MB,CORREZZANA,PO1080220U0003,2015-08-01,247.42,74.25,173.17
1787,MB,CORREZZANA,PO1080220U0003,2015-09-01,247.42,77.33,170.09
1788,MB,CORREZZANA,PO1080220U0003,2015-10-01,247.42,78.36,169.06
1789,MB,CORREZZANA,PO1080220U0003,2015-11-01,247.42,77.75,169.67
1790,MB,CORREZZANA,PO1080220U0003,2015-12-01,247.42,79.08,168.34
1791,MB,CORREZZANA,PO1080220U0003,2016-01-01,247.42,78.32,169.1
1792,MB,CORREZZANA,PO1080220U0003,2016-02-01,247.42,77.13,170.29
1793,MB,CORREZZANA,PO1080220U0003,2016-03-01,247.42,76.51,170.91
1794,MB,CORREZZANA,PO1080220U0003,2016-04-01,247.42,78.0,169.42
1795,MB,CORREZZANA,PO1080220U0003,2016-05-01,247.42,78.44,168.98
1796,MB,CORREZZANA,PO1080220U0003,2016-06-01,247.42,77.0,170.42
1797,MB,CORREZZANA,PO1080220U0003,2016-07-01,247.42,78.85,168.57
1798,MB,CORREZZANA,PO1080220U0003,2016-08-01,247.42,78.0,169.42
1799,MB,CORREZZANA,PO1080220U0003,2016-09-01,247.42,79.3,168.12
1800,MB,CORREZZANA,PO1080220U0003,2016-10-01,247.42,79.23,168.19
1801,MB,CORREZZANA,PO1080220U0003,2016-11-01,247.42,78.95,168.47
1802,MB,CORREZZANA,PO1080220U0003,2016-12-01,247.42,78.9,168.52
1803,MB,CORREZZANA,PO1080220U0003,2017-03-01,247.42,77.45,169.97
1804,MB,CORREZZANA,PO1080220U0003,2017-06-01,247.42,77.6,169.82
1805,MB,CORREZZANA,PO1080220U0003,2017-09-01,247.42,77.95,169.47
1806,MB,CORREZZANA,PO1080220U0003,2017-12-01,247.42,78.2,169.22
1807,MB,CORREZZANA,PO1080220U0003,2018-03-01,247.42,76.4,171.02
1808,MB,CORREZZANA,PO1080220U0003,2018-06-01,247.42,78.85,168.57
1809,MB,CORREZZANA,PO1080220U0003,2018-09-01,247.42,78.6,168.82
1810,MB,CORREZZANA,PO1080220U0003,2018-12-01,247.42,77.62,169.8
1811,MB,CORREZZANA,PO1080220U0003,2019-03-01,247.42,76.0,171.42
1812,MB,CORREZZANA,PO1080220U0003,2019-06-01,247.42,77.55,169.87
1813,MB,CORREZZANA,PO1080220U0003,2019-12-01,247.42,77.6,169.82
1814,MB,CORREZZANA,PO1080220U0003,2020-03-01,247.42,77.6,169.82
1815,MB,CORREZZANA,PO1080220U0003,2020-06-01,247.42,79.0,168.42
1816,MB,CORREZZANA,PO1080220U0003,2020-09-01,247.42,78.6,168.82
1817,MB,CORREZZANA,PO1080220U0003,2020-12-01,247.42,78.4,169.02
1818,MB,CORREZZANA,PO1080220U0003,2021-03-01,247.42,78.35,169.07
1819,LC,IMBERSAGO,PO0970390U0003,2001-08-28,195.515,2.11,193.405
1820,LC,IMBERSAGO,PO0970390U0003,2001-09-26,195.515,0.84,194.675
1821,LC,IMBERSAGO,PO0970390U0003,2001-10-26,195.515,2.11,193.405
1822,LC,IMBERSAGO,PO0970390U0003,2001-12-18,195.515,1.28,194.235
1823,LC,IMBERSAGO,PO0970390U0003,2002-01-17,195.515,1.87,193.645
1824,LC,IMBERSAGO,PO0970390U0003,2002-02-27,195.515,1.0,194.515
1825,LC,IMBERSAGO,PO0970390U0003,2002-03-05,195.515,1.15,194.365
1826,LC,IMBERSAGO,PO0970390U0003,2002-04-22,195.515,1.1,194.415
1827,LC,IMBERSAGO,PO0970390U0003,2002-05-24,195.515,0.69,194.825
1828,LC,IMBERSAGO,PO0970390U0003,2002-06-28,195.515,0.95,194.565
1829,LC,IMBERSAGO,PO0970390U0003,2002-07-30,195.515,1.14,194.375
1830,LC,IMBERSAGO,PO0970390U0003,2002-08-30,195.515,0.93,194.585
1831,LC,IMBERSAGO,PO0970390U0003,2002-10-01,195.515,0.81,194.705
1832,LC,IMBERSAGO,PO0970390U0003,2002-11-07,195.515,0.85,194.665
1833,LC,IMBERSAGO,PO0970390U0003,2002-12-04,195.515,0.25,195.265
1834,LC,IMBERSAGO,PO0970390U0003,2003-01-31,195.515,0.37,195.145
1835,LC,IMBERSAGO,PO0970390U0003,2003-02-27,195.515,0.51,195.005
1836,LC,IMBERSAGO,PO0970390U0003,2003-03-28,195.515,0.75,194.765
1837,LC,IMBERSAGO,PO0970390U0003,2003-04-02,195.515,0.73,194.785
1838,LC,IMBERSAGO,PO0970390U0003,2003-05-31,195.515,0.75,194.765
1839,LC,IMBERSAGO,PO0970390U0003,2003-06-27,195.515,0.26,195.255
1840,LC,IMBERSAGO,PO0970390U0003,2003-07-31,195.515,1.09,194.425
1841,LC,IMBERSAGO,PO0970390U0003,2003-08-27,195.515,1.22,194.295
1842,LC,IMBERSAGO,PO0970390U0003,2003-09-30,195.515,1.6,193.915
1843,LC,IMBERSAGO,PO0970390U0003,2003-10-28,195.515,1.29,194.225
1844,LC,IMBERSAGO,PO0970390U0003,2003-11-27,195.515,1.1,194.415
1845,LC,IMBERSAGO,PO0970390U0003,2003-12-30,195.515,1.08,194.435
1846,LC,IMBERSAGO,PO0970390U0003,2004-02-05,195.515,1.07,194.445
1847,LC,IMBERSAGO,PO0970390U0003,2004-03-02,195.515,1.02,194.495
1848,LC,IMBERSAGO,PO0970390U0003,2004-04-30,195.515,0.89,194.625
1849,LC,IMBERSAGO,PO0970390U0003,2004-05-05,195.515,0.76,194.755
1850,LC,IMBERSAGO,PO0970390U0003,2004-06-03,195.515,0.77,194.745
1851,LC,IMBERSAGO,PO0970390U0003,2004-07-02,195.515,0.8,194.715
1852,LC,IMBERSAGO,PO0970390U0003,2004-08-04,195.515,1.08,194.435
1853,LC,IMBERSAGO,PO0970390U0003,2004-09-03,195.515,1.1,194.415
1854,LC,IMBERSAGO,PO0970390U0003,2004-10-30,195.515,1.75,193.765
1855,LC,IMBERSAGO,PO0970390U0003,2004-11-03,195.515,1.08,194.435
1856,LC,IMBERSAGO,PO0970390U0003,2004-12-09,195.515,1.03,194.485
1857,LC,IMBERSAGO,PO0970390U0003,2005-01-12,195.515,1.05,194.465
1858,LC,IMBERSAGO,PO0970390U0003,2005-02-11,195.515,1.36,194.155
1859,LC,IMBERSAGO,PO0970390U0003,2005-03-15,195.515,1.45,194.065
1860,LC,IMBERSAGO,PO0970390U0003,2005-04-06,195.515,1.52,193.995
1861,LC,IMBERSAGO,PO0970390U0003,2005-05-04,195.515,2.3,193.215
1862,LC,IMBERSAGO,PO0970390U0003,2005-06-07,195.515,1.2,194.315
1863,LC,IMBERSAGO,PO0970390U0003,2005-07-13,195.515,1.47,194.045
1864,LC,IMBERSAGO,PO0970390U0003,2005-08-01,195.515,1.58,193.935
1865,LC,IMBERSAGO,PO0970390U0003,2005-09-14,195.515,1.52,193.995
1866,LC,IMBERSAGO,PO0970390U0003,2005-10-04,195.515,1.5,194.015
1867,LC,IMBERSAGO,PO0970390U0003,2005-11-02,195.515,1.52,193.995
1868,LC,IMBERSAGO,PO0970390U0003,2005-12-21,195.515,1.54,193.975
1869,LC,IMBERSAGO,PO0970390U0003,2006-01-11,195.515,1.54,193.975
1870,LC,IMBERSAGO,PO0970390U0003,2006-02-06,195.515,1.57,193.945
1871,LC,IMBERSAGO,PO0970390U0003,2006-03-01,195.515,1.4,194.115
1872,LC,IMBERSAGO,PO0970390U0003,2006-04-01,195.515,1.27,194.245
1873,LC,IMBERSAGO,PO0970390U0003,2006-05-01,195.515,1.39,194.125
1874,LC,IMBERSAGO,PO0970390U0003,2006-06-01,195.515,1.58,193.935
1875,LC,IMBERSAGO,PO0970390U0003,2006-07-01,195.515,1.54,193.975
1876,LC,IMBERSAGO,PO0970390U0003,2006-08-01,195.515,1.56,193.955
1877,LC,IMBERSAGO,PO0970390U0003,2006-09-01,195.515,1.51,194.005
1878,LC,IMBERSAGO,PO0970390U0003,2006-10-01,195.515,1.58,193.935
1879,LC,IMBERSAGO,PO0970390U0003,2006-11-01,195.515,1.6,193.915
1880,LC,IMBERSAGO,PO0970390U0003,2006-12-01,195.515,1.37,194.145
1881,LC,IMBERSAGO,PO0970390U0003,2007-01-14,195.515,1.78,193.735
1882,LC,IMBERSAGO,PO0970390U0003,2007-02-14,195.515,1.72,193.795
1883,LC,IMBERSAGO,PO0970390U0003,2007-04-04,195.515,1.76,193.755
1884,LC,IMBERSAGO,PO0970390U0003,2007-05-01,195.515,1.78,193.735
1885,LC,IMBERSAGO,PO0970390U0003,2007-06-05,195.515,1.65,193.865
1886,LC,IMBERSAGO,PO0970390U0003,2007-07-05,195.515,1.5,194.015
1887,LC,IMBERSAGO,PO0970390U0003,2007-08-01,195.515,1.65,193.865
1888,LC,IMBERSAGO,PO0970390U0003,2007-10-05,195.515,1.66,193.855
1889,LC,IMBERSAGO,PO0970390U0003,2007-12-04,195.515,1.8,193.715
1890,LC,IMBERSAGO,PO0970390U0003,2008-01-31,195.515,1.6,193.915
1891,LC,IMBERSAGO,PO0970390U0003,2008-02-27,195.515,1.58,193.935
1892,LC,IMBERSAGO,PO0970390U0003,2008-03-27,195.515,1.68,193.835
1893,LC,IMBERSAGO,PO0970390U0003,2008-05-07,195.515,1.46,194.055
1894,LC,IMBERSAGO,PO0970390U0003,2008-06-01,195.515,1.43,194.085
1895,LC,IMBERSAGO,PO0970390U0003,2008-07-02,195.515,1.4,194.115
1896,LC,IMBERSAGO,PO0970390U0003,2008-08-06,195.515,1.33,194.185
1897,LC,IMBERSAGO,PO0970390U0003,2008-09-07,195.515,1.34,194.175
1898,LC,IMBERSAGO,PO0970390U0003,2008-10-30,195.515,1.34,194.175
1899,LC,IMBERSAGO,PO0970390U0003,2008-11-30,195.515,1.1,194.415
1900,LC,IMBERSAGO,PO0970390U0003,2008-12-29,195.515,0.8,194.715
1901,LC,IMBERSAGO,PO0970390U0003,2009-01-29,195.515,1.09,194.425
1902,LC,IMBERSAGO,PO0970390U0003,2009-03-03,195.515,0.65,194.865
1903,LC,IMBERSAGO,PO0970390U0003,2009-04-01,195.515,0.6,194.915
1904,LC,IMBERSAGO,PO0970390U0003,2009-05-30,195.515,0.5,195.015
1905,LC,IMBERSAGO,PO0970390U0003,2009-06-11,195.515,0.63,194.885
1906,LC,IMBERSAGO,PO0970390U0003,2009-07-30,195.515,1.3,194.215
1907,LC,IMBERSAGO,PO0970390U0003,2009-08-31,195.515,0.87,194.645
1908,LC,IMBERSAGO,PO0970390U0003,2009-10-01,195.515,1.1,194.415
1909,LC,IMBERSAGO,PO0970390U0003,2009-11-02,195.515,1.24,194.275
1910,LC,IMBERSAGO,PO0970390U0003,2009-12-01,195.515,1.16,194.355
1911,LC,IMBERSAGO,PO0970390U0003,2010-01-25,195.515,1.05,194.465
1912,LC,IMBERSAGO,PO0970390U0003,2010-03-09,195.515,1.05,194.465
1913,LC,IMBERSAGO,PO0970390U0003,2010-04-15,195.515,0.85,194.665
1914,LC,IMBERSAGO,PO0970390U0003,2010-05-19,195.515,0.6,194.915
1915,LC,IMBERSAGO,PO0970390U0003,2010-06-30,195.515,0.6,194.915
1916,LC,IMBERSAGO,PO0970390U0003,2010-07-30,195.515,0.63,194.885
1917,LC,IMBERSAGO,PO0970390U0003,2010-08-30,195.515,0.85,194.665
1918,LC,IMBERSAGO,PO0970390U0003,2010-09-30,195.515,0.89,194.625
1919,LC,IMBERSAGO,PO0970390U0003,2010-10-28,195.515,0.76,194.755
1920,LC,IMBERSAGO,PO0970390U0003,2010-12-01,195.515,0.6,194.915
1921,LC,IMBERSAGO,PO0970390U0003,2011-01-11,195.515,0.3,195.215
1922,LC,IMBERSAGO,PO0970390U0003,2011-02-09,195.515,0.6,194.915
1923,LC,IMBERSAGO,PO0970390U0003,2011-03-02,195.515,0.66,194.855
1924,LC,IMBERSAGO,PO0970390U0003,2011-04-01,195.515,0.72,194.795
1925,LC,IMBERSAGO,PO0970390U0003,2011-05-04,195.515,0.7,194.815
1926,LC,IMBERSAGO,PO0970390U0003,2011-07-05,195.515,0.9,194.615
1927,LC,IMBERSAGO,PO0970390U0003,2011-08-04,195.515,0.78,194.735
1928,LC,IMBERSAGO,PO0970390U0003,2011-09-01,195.515,0.85,194.665
1929,LC,IMBERSAGO,PO0970390U0003,2011-10-27,195.515,0.89,194.625
1930,LC,IMBERSAGO,PO0970390U0003,2011-12-02,195.515,0.2,195.315
1931,LC,IMBERSAGO,PO0970390U0003,2012-01-02,195.515,0.9,194.615
1932,LC,IMBERSAGO,PO0970390U0003,2012-02-03,195.515,1.6,193.915
1933,LC,IMBERSAGO,PO0970390U0003,2012-03-01,195.515,2.5,193.015
1934,LC,IMBERSAGO,PO0970390U0003,2012-08-06,195.515,2.05,193.465
1935,LC,IMBERSAGO,PO0970390U0003,2012-11-05,195.515,2.05,193.465
1936,LC,IMBERSAGO,PO0970390U0003,2012-12-03,195.515,1.5,194.015
1937,LC,IMBERSAGO,PO0970390U0003,2013-04-02,195.515,1.35,194.165
1938,LC,IMBERSAGO,PO0970390U0003,2013-08-01,195.515,1.05,194.465
1939,LC,IMBERSAGO,PO0970390U0003,2014-01-28,195.515,0.0,195.515
1940,LC,IMBERSAGO,PO0970390U0003,2014-02-19,195.515,0.0,195.515
1941,LC,IMBERSAGO,PO0970390U0003,2014-03-18,195.515,0.0,195.515
1942,LC,IMBERSAGO,PO0970390U0003,2014-04-30,195.515,0.0,195.515
1943,LC,IMBERSAGO,PO0970390U0003,2014-05-31,195.515,0.0,195.515
1944,LC,IMBERSAGO,PO0970390U0003,2014-06-24,195.515,0.0,195.515
1945,LC,IMBERSAGO,PO0970390U0003,2014-07-21,195.515,0.0,195.515
1946,LC,IMBERSAGO,PO0970390U0003,2014-08-27,195.515,0.0,195.515
1947,LC,IMBERSAGO,PO0970390U0003,2014-09-29,195.515,0.0,195.515
1948,LC,IMBERSAGO,PO0970390U0003,2014-10-31,195.515,0.0,195.515
1949,LC,IMBERSAGO,PO0970390U0003,2014-11-28,195.515,0.0,195.515
1950,LC,IMBERSAGO,PO0970390U0003,2014-12-22,195.515,0.0,195.515
1951,LC,IMBERSAGO,PO0970390U0003,2015-01-31,195.515,0.0,195.515
1952,LC,IMBERSAGO,PO0970390U0003,2015-02-28,195.515,0.0,195.515
1953,LC,IMBERSAGO,PO0970390U0003,2015-03-31,195.515,0.0,195.515
1954,LC,IMBERSAGO,PO0970390U0003,2015-04-17,195.515,0.0,195.515
1955,LC,IMBERSAGO,PO0970390U0003,2015-05-10,195.515,0.0,195.515
1956,LC,IMBERSAGO,PO0970390U0003,2015-06-29,195.515,0.0,195.515
1957,LC,IMBERSAGO,PO0970390U0003,2015-07-28,195.515,0.0,195.515
1958,LC,IMBERSAGO,PO0970390U0003,2015-08-28,195.515,0.0,195.515
1959,LC,IMBERSAGO,PO0970390U0003,2015-09-26,195.515,0.0,195.515
1960,LC,IMBERSAGO,PO0970390U0003,2015-10-20,195.515,0.0,195.515
1961,LC,IMBERSAGO,PO0970390U0003,2015-11-26,195.515,0.0,195.515
1962,LC,IMBERSAGO,PO0970390U0003,2015-12-09,195.515,0.0,195.515
1963,LC,IMBERSAGO,PO0970390U0003,2016-01-01,195.515,0.0,195.515
1964,LC,IMBERSAGO,PO0970390U0003,2016-02-01,195.515,0.0,195.515
1965,LC,IMBERSAGO,PO0970390U0003,2016-03-01,195.515,0.0,195.515
1966,LC,IMBERSAGO,PO0970390U0003,2016-04-01,195.515,0.0,195.515
1967,LC,IMBERSAGO,PO0970390U0003,2016-05-01,195.515,0.0,195.515
1968,LC,IMBERSAGO,PO0970390U0003,2016-06-01,195.515,0.0,195.515
1969,LC,IMBERSAGO,PO0970390U0003,2016-07-01,195.515,0.0,195.515
1970,LC,IMBERSAGO,PO0970390U0003,2016-08-01,195.515,0.0,195.515
1971,LC,IMBERSAGO,PO0970390U0003,2016-09-01,195.515,0.0,195.515
1972,LC,IMBERSAGO,PO0970390U0003,2016-11-01,195.515,0.0,195.515
1973,LC,IMBERSAGO,PO0970390U0003,2016-12-30,195.515,0.0,195.515
1974,LC,IMBERSAGO,PO0970390U0003,2017-01-01,195.515,0.0,195.515
1975,LC,IMBERSAGO,PO0970390U0003,2017-02-01,195.515,0.0,195.515
1976,LC,IMBERSAGO,PO0970390U0003,2017-03-01,195.515,0.0,195.515
1977,LC,IMBERSAGO,PO0970390U0003,2017-04-30,195.515,0.0,195.515
1978,LC,IMBERSAGO,PO0970390U0003,2017-05-30,195.515,0.0,195.515
1979,LC,IMBERSAGO,PO0970390U0003,2017-06-26,195.515,0.0,195.515
1980,LC,IMBERSAGO,PO0970390U0003,2017-09-30,195.515,2.54,192.975
1981,LC,IMBERSAGO,PO0970390U0003,2017-10-30,195.515,2.71,192.805
1982,LC,IMBERSAGO,PO0970390U0003,2017-11-30,195.515,2.74,192.775
1983,LC,IMBERSAGO,PO0970390U0003,2017-12-30,195.515,2.72,192.795
1984,LC,IMBERSAGO,PO0970390U0003,2018-01-31,195.515,2.58,192.935
1985,LC,IMBERSAGO,PO0970390U0003,2018-04-26,195.515,2.31,193.205
1986,LC,IMBERSAGO,PO0970390U0003,2018-05-31,195.515,2.43,193.085
1987,LC,IMBERSAGO,PO0970390U0003,2018-06-25,195.515,2.3,193.215
1988,LC,IMBERSAGO,PO0970390U0003,2018-07-31,195.515,2.27,193.245
1989,LC,IMBERSAGO,PO0970390U0003,2018-08-27,195.515,2.57,192.945
1990,LC,IMBERSAGO,PO0970390U0003,2018-09-27,195.515,2.73,192.785
1991,LC,IMBERSAGO,PO0970390U0003,2018-10-30,195.515,2.4,193.115
1992,LC,IMBERSAGO,PO0970390U0003,2018-11-07,195.515,1.18,194.335
1993,LC,IMBERSAGO,PO0970390U0003,2018-12-03,195.515,2.34,193.175
1994,LC,IMBERSAGO,PO0970390U0003,2019-01-03,195.515,2.79,192.725
1995,LC,IMBERSAGO,PO0970390U0003,2019-02-27,195.515,2.74,192.775
1996,LC,IMBERSAGO,PO0970390U0003,2019-03-31,195.515,2.82,192.695
1997,LC,IMBERSAGO,PO0970390U0003,2019-04-30,195.515,2.66,192.855
1998,LC,IMBERSAGO,PO0970390U0003,2019-05-21,195.515,2.64,192.875
1999,LC,IMBERSAGO,PO0970390U0003,2019-06-29,195.515,2.66,192.855
2000,LC,IMBERSAGO,PO0970390U0003,2019-07-30,195.515,2.68,192.835
2001,LC,IMBERSAGO,PO0970390U0003,2019-08-26,195.515,2.39,193.125
2002,LC,IMBERSAGO,PO0970390U0003,2019-09-27,195.515,1.48,194.035
2003,LC,IMBERSAGO,PO0970390U0003,2019-10-31,195.515,0.8,194.715
2004,LC,IMBERSAGO,PO0970390U0003,2019-11-20,195.515,1.61,193.905
2005,LC,IMBERSAGO,PO0970390U0003,2019-12-18,195.515,1.61,193.905
2006,LC,IMBERSAGO,PO0970390U0003,2020-02-25,195.515,0.73,194.785
2007,LC,IMBERSAGO,PO0970390U0003,2020-05-15,195.515,0.6,194.915
2008,LC,IMBERSAGO,PO0970390U0003,2020-07-26,195.515,0.52,194.995
2009,LC,IMBERSAGO,PO0970390U0003,2020-11-25,195.515,0.6,194.915
2010,LC,IMBERSAGO,PO0970390U0003,2021-02-25,195.515,1.83,193.685
2011,LC,IMBERSAGO,PO0970390U0003,2021-03-25,195.515,1.83,193.685
2012,LC,LECCO,PO0970420U0001,2014-10-29,216.077,20.33,195.747
2013,LC,LECCO,PO0970420U0001,2014-11-28,216.077,14.78,201.297
2014,LC,LECCO,PO0970420U0001,2014-12-22,216.077,14.96,201.117
2015,LC,LECCO,PO0970420U0001,2015-01-31,216.077,15.46,200.617
2016,LC,LECCO,PO0970420U0001,2015-02-28,216.077,15.65,200.427
2017,LC,LECCO,PO0970420U0001,2015-03-31,216.077,15.78,200.297
2018,LC,LECCO,PO0970420U0001,2015-04-17,216.077,15.89,200.187
2019,LC,LECCO,PO0970420U0001,2015-05-10,216.077,15.91,200.167
2020,LC,LECCO,PO0970420U0001,2015-06-29,216.077,15.72,200.357
2021,LC,LECCO,PO0970420U0001,2015-07-28,216.077,15.93,200.147
2022,LC,LECCO,PO0970420U0001,2015-08-28,216.077,16.13,199.947
2023,LC,LECCO,PO0970420U0001,2015-09-25,216.077,15.99,200.087
2024,LC,LECCO,PO0970420U0001,2015-10-29,216.077,15.94,200.137
2025,LC,LECCO,PO0970420U0001,2015-11-26,216.077,16.06,200.017
2026,LC,LECCO,PO0970420U0001,2015-12-09,216.077,16.22,199.857
2027,LC,LECCO,PO0970420U0001,2016-01-01,216.077,16.48,199.597
2028,LC,LECCO,PO0970420U0001,2016-02-01,216.077,16.63,199.447
2029,LC,LECCO,PO0970420U0001,2016-03-01,216.077,16.61,199.467
2030,LC,LECCO,PO0970420U0001,2016-04-01,216.077,16.35,199.727
2031,LC,LECCO,PO0970420U0001,2016-05-01,216.077,16.35,199.727
2032,LC,LECCO,PO0970420U0001,2016-06-01,216.077,16.06,200.017
2033,LC,LECCO,PO0970420U0001,2016-07-01,216.077,15.61,200.467
2034,LC,LECCO,PO0970420U0001,2016-08-01,216.077,15.79,200.287
2035,LC,LECCO,PO0970420U0001,2016-09-01,216.077,15.71,200.367
2036,LC,LECCO,PO0970420U0001,2016-11-01,216.077,16.06,200.017
2037,LC,LECCO,PO0970420U0001,2016-12-30,216.077,16.13,199.947
2038,LC,LECCO,PO0970420U0001,2017-01-01,216.077,16.15,199.927
2039,LC,LECCO,PO0970420U0001,2017-02-01,216.077,16.44,199.637
2040,LC,LECCO,PO0970420U0001,2017-03-01,216.077,16.57,199.507
2041,LC,LECCO,PO0970420U0001,2017-04-01,216.077,16.55,199.527
2042,LC,LECCO,PO0970420U0001,2017-05-01,216.077,16.32,199.757
2043,LC,LECCO,PO0970420U0001,2017-06-01,216.077,16.01,200.067
2044,LC,LECCO,PO0970420U0001,2017-07-01,216.077,9.22,206.857
2045,LC,LECCO,PO0970420U0001,2017-08-01,216.077,8.47,207.607
2046,LC,LECCO,PO0970420U0001,2017-09-28,216.077,6.56,209.517
2047,LC,LECCO,PO0970420U0001,2017-10-31,216.077,17.09,198.987
2048,LC,LECCO,PO0970420U0001,2017-11-30,216.077,17.36,198.717
2049,LC,LECCO,PO0970420U0001,2017-12-31,216.077,17.4,198.677
2050,LC,LECCO,PO0970420U0001,2018-01-31,216.077,17.32,198.757
2051,LC,LECCO,PO0970420U0001,2018-02-28,216.077,17.44,198.637
2052,LC,LECCO,PO0970420U0001,2018-03-27,216.077,17.29,198.787
2053,LC,LECCO,PO0970420U0001,2018-04-29,216.077,16.65,199.427
2054,LC,LECCO,PO0970420U0001,2018-05-31,216.077,16.7,199.377
2055,LC,LECCO,PO0970420U0001,2018-06-25,216.077,16.7,199.377
2056,LC,LECCO,PO0970420U0001,2018-07-31,216.077,17.1,198.977
2057,LC,LECCO,PO0970420U0001,2018-08-27,216.077,17.12,198.957
2058,LC,LECCO,PO0970420U0001,2018-09-28,216.077,17.26,198.817
2059,LC,LECCO,PO0970420U0001,2018-10-31,216.077,17.17,198.907
2060,LC,LECCO,PO0970420U0001,2018-11-20,216.077,16.75,199.327
2061,LC,LECCO,PO0970420U0001,2018-12-02,216.077,16.6,199.477
2062,LC,LECCO,PO0970420U0001,2019-01-28,216.077,17.5,198.577
2063,LC,LECCO,PO0970420U0001,2019-02-21,216.077,17.75,198.327
2064,LC,LECCO,PO0970420U0001,2019-03-30,216.077,17.87,198.207
2065,LC,LECCO,PO0970420U0001,2019-04-30,216.077,17.45,198.627
2066,LC,LECCO,PO0970420U0001,2019-05-21,216.077,17.23,198.847
2067,LC,LECCO,PO0970420U0001,2019-06-30,216.077,16.95,199.127
2068,LC,LECCO,PO0970420U0001,2019-07-27,216.077,17.09,198.987
2069,LC,LECCO,PO0970420U0001,2019-08-26,216.077,17.14,198.937
2070,LC,LECCO,PO0970420U0001,2019-09-28,216.077,17.26,198.817
2071,LC,LECCO,PO0970420U0001,2019-11-20,216.077,16.72,199.357
2072,LC,LECCO,PO0970420U0001,2019-12-01,216.077,17.26,198.817
2073,LC,LECCO,PO0970420U0001,2020-02-24,216.077,17.2,198.877
2074,LC,LECCO,PO0970420U0001,2020-05-27,216.077,17.29,198.787
2075,LC,LECCO,PO0970420U0001,2020-07-25,216.077,16.96,199.117
2076,LC,LECCO,PO0970420U0001,2020-11-27,216.077,16.93,199.147
2077,LC,LECCO,PO0970420U0001,2021-02-25,216.077,16.9,199.177
2078,LC,LECCO,PO0970420U0001,2021-03-25,216.077,17.1,198.977
2079,PV,VARZI,PO0181710U0004,2008-01-24,414.675,3.72,410.955
2080,PV,VARZI,PO0181710U0004,2008-02-21,414.675,3.84,410.835
2081,PV,VARZI,PO0181710U0004,2008-03-20,414.675,3.9,410.775
2082,PV,VARZI,PO0181710U0004,2008-04-17,414.675,3.82,410.855
2083,PV,VARZI,PO0181710U0004,2008-05-27,414.675,4.0,410.675
2084,PV,VARZI,PO0181710U0004,2008-06-19,414.675,3.61,411.065
2085,PV,VARZI,PO0181710U0004,2008-07-17,414.675,4.2,410.475
2086,PV,VARZI,PO0181710U0004,2008-08-21,414.675,4.97,409.705
2087,PV,VARZI,PO0181710U0004,2008-09-22,414.675,5.11,409.565
2088,PV,VARZI,PO0181710U0004,2008-10-16,414.675,5.06,409.615
2089,PV,VARZI,PO0181710U0004,2008-11-20,414.675,4.21,410.465
2090,PV,VARZI,PO0181710U0004,2008-12-18,414.675,3.14,411.535
2091,PV,VARZI,PO0181710U0004,2009-01-20,414.675,3.94,410.735
2092,PV,VARZI,PO0181710U0004,2009-02-17,414.675,3.86,410.815
2093,PV,VARZI,PO0181710U0004,2009-03-19,414.675,3.83,410.845
2094,PV,VARZI,PO0181710U0004,2009-04-27,414.675,3.5,411.175
2095,PV,VARZI,PO0181710U0004,2009-05-21,414.675,4.2,410.475
2096,PV,VARZI,PO0181710U0004,2009-06-23,414.675,4.45,410.225
2097,PV,VARZI,PO0181710U0004,2009-07-15,414.675,4.88,409.795
2098,PV,VARZI,PO0181710U0004,2009-08-20,414.675,5.3,409.375
2099,PV,VARZI,PO0181710U0004,2009-09-22,414.675,4.28,410.395
2100,PV,VARZI,PO0181710U0004,2009-10-19,414.675,4.39,410.285
2101,PV,VARZI,PO0181710U0004,2009-11-09,414.675,3.55,411.125
2102,PV,VARZI,PO0181710U0004,2009-12-16,414.675,3.88,410.795
2103,PV,VARZI,PO0181710U0004,2010-01-27,414.675,4.06,410.615
2104,PV,VARZI,PO0181710U0004,2010-02-19,414.675,3.65,411.025
2105,PV,VARZI,PO0181710U0004,2010-03-16,414.675,3.68,410.995
