,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.]
0,BS,MAZZANO,PO0171070U0001,2017-11-01,148.89,31.706646153846183,116.70335384615383
1,BS,MAZZANO,PO0171070U0001,2017-12-01,148.89,32.20295698924727,116.20704301075259
2,BS,MAZZANO,PO0171070U0001,2018-01-01,148.89,32.650322580645074,115.75967741935497
3,BS,MAZZANO,PO0171070U0001,2018-02-01,148.89,32.753318452380995,115.65668154761889
4,BS,MAZZANO,PO0171070U0001,2018-03-01,148.89,33.25454301075265,115.15545698924737
5,BS,MAZZANO,PO0171070U0001,2018-04-01,148.89,33.49293055555563,114.91706944444428
6,BS,MAZZANO,PO0171070U0001,2018-05-01,148.89,32.70963709677425,115.70036290322568
7,BS,MAZZANO,PO0171070U0001,2018-06-01,148.89,32.07766666666669,116.33233333333348
8,BS,MAZZANO,PO0171070U0001,2018-07-01,148.89,30.544086021505425,117.86591397849475
9,BS,MAZZANO,PO0171070U0001,2018-08-01,148.89,29.79012096774194,118.61987903225817
10,BS,MAZZANO,PO0171070U0001,2018-09-01,148.89,29.767638888888808,118.64236111111133
11,BS,MAZZANO,PO0171070U0001,2018-10-01,148.89,30.295309139784877,118.11469086021486
12,BS,MAZZANO,PO0171070U0001,2018-11-01,148.89,30.601762114537507,117.80823788546252
13,BS,MAZZANO,PO0171070U0001,2018-12-01,148.89,30.95831989247307,117.45168010752683
14,BS,MAZZANO,PO0171070U0001,2019-01-01,148.89,32.20168021680223,116.20831978319748
15,BS,MAZZANO,PO0171070U0001,2019-02-01,148.89,34.39354166666662,114.01645833333316
16,BS,MAZZANO,PO0171070U0001,2019-03-01,148.89,32.86857526881716,115.54142473118253
17,BS,MAZZANO,PO0171070U0001,2019-04-01,148.89,32.579791666666644,115.83020833333333
18,BS,MAZZANO,PO0171070U0001,2019-05-01,148.89,32.198279569892335,116.21172043010745
19,BS,MAZZANO,PO0171070U0001,2019-06-01,148.89,32.09143055555554,116.31856944444442
20,BS,MAZZANO,PO0171070U0001,2019-07-01,148.89,31.287738896366047,117.12226110363389
21,BS,MAZZANO,PO0171070U0001,2019-08-01,148.89,30.484260752688186,117.92573924731187
22,BS,MAZZANO,PO0171070U0001,2019-09-01,148.89,30.361986111111133,118.0480138888889
23,BS,MAZZANO,PO0171070U0001,2019-10-01,148.89,30.804448924731187,117.60555107526868
24,BS,MAZZANO,PO0171070U0001,2019-11-01,148.89,30.81563888888888,117.59436111111107
25,BS,MAZZANO,PO0171070U0001,2019-12-01,148.89,30.550443548387236,117.85955645161312
26,BS,MAZZANO,PO0171070U0001,2020-01-01,148.89,30.566061827956922,117.84393817204277
27,BS,MAZZANO,PO0171070U0001,2020-02-01,148.89,35.04905172413809,113.36094827586209
28,BS,MAZZANO,PO0171070U0001,2020-03-01,148.89,35.54424731182795,112.86575268817188
29,BS,MAZZANO,PO0171070U0001,2020-04-01,148.89,32.70197222222228,115.70802777777776
30,BS,MAZZANO,PO0171070U0001,2020-05-01,148.89,34.76376344086021,113.6462365591398
31,BS,MAZZANO,PO0171070U0001,2020-06-01,148.89,34.482571428571426,113.92742857142858
32,BS,BEDIZZOLE,PO0170140RC626,2009-03-15,141.0,46.47,94.53
33,BS,BEDIZZOLE,PO0170140RC626,2009-04-15,141.0,46.37,94.63
34,BS,BEDIZZOLE,PO0170140RC626,2009-05-15,141.0,46.37,94.63
35,BS,BEDIZZOLE,PO0170140RC626,2009-06-16,141.0,46.07,94.93
36,BS,BEDIZZOLE,PO0170140RC626,2009-07-15,141.0,44.87,96.13
37,BS,BEDIZZOLE,PO0170140RC626,2009-08-15,141.0,43.77,97.23
38,BS,BEDIZZOLE,PO0170140RC626,2009-10-15,141.0,48.17,92.83
39,BS,BEDIZZOLE,PO0170140RC626,2009-11-15,141.0,49.47,91.53
40,BS,BEDIZZOLE,PO0170140RC626,2009-12-15,141.0,50.07,90.93
41,BS,BEDIZZOLE,PO0170140RC626,2010-01-15,141.0,54.6,86.4
42,BS,BEDIZZOLE,PO0170140RC626,2010-02-15,141.0,54.6,86.4
43,BS,BEDIZZOLE,PO0170140RC626,2010-03-15,141.0,55.0,86.0
44,BS,BEDIZZOLE,PO0170140RC626,2010-04-15,141.0,55.3,85.7
45,BS,BEDIZZOLE,PO0170140RC626,2010-05-15,141.0,55.7,85.3
46,BS,BEDIZZOLE,PO0170140RC626,2010-06-15,141.0,55.6,85.4
47,BS,BEDIZZOLE,PO0170140RC626,2010-07-15,141.0,54.4,86.6
48,BS,BEDIZZOLE,PO0170140RC626,2010-08-15,141.0,53.1,87.9
49,BS,BEDIZZOLE,PO0170140RC626,2010-09-11,141.0,52.0,89.0
50,BS,BEDIZZOLE,PO0170140RC626,2010-10-19,141.0,51.9,89.1
51,BS,BEDIZZOLE,PO0170140RC626,2010-11-15,141.0,52.4,88.6
52,BS,BEDIZZOLE,PO0170140RC626,2010-12-15,141.0,51.6,89.4
53,BS,BEDIZZOLE,PO0170140RC626,2011-01-28,141.0,50.8,90.2
54,BS,BEDIZZOLE,PO0170140RC626,2011-02-15,141.0,51.0,90.0
55,BS,BEDIZZOLE,PO0170140RC626,2011-03-15,141.0,51.9,89.1
56,BS,BEDIZZOLE,PO0170140RC626,2011-04-15,141.0,52.7,88.3
57,BS,BEDIZZOLE,PO0170140RC626,2011-05-15,141.0,53.1,87.9
58,BS,BEDIZZOLE,PO0170140RC626,2011-06-15,141.0,52.9,88.1
59,BS,BEDIZZOLE,PO0170140RC626,2011-07-15,141.0,52.2,88.8
60,BS,BEDIZZOLE,PO0170140RC626,2011-08-15,141.0,51.5,89.5
61,BS,BEDIZZOLE,PO0170140RC626,2011-09-15,141.0,51.4,89.6
62,BS,BEDIZZOLE,PO0170140RC626,2011-10-15,141.0,51.2,89.8
63,BS,BEDIZZOLE,PO0170140RC626,2011-11-01,141.0,51.5,89.5
64,BS,BEDIZZOLE,PO0170140RC626,2012-04-30,141.0,62.9,78.1
65,BS,BEDIZZOLE,PO0170140RC626,2012-05-15,141.0,63.0,78.0
66,BS,BEDIZZOLE,PO0170140RC626,2012-06-15,141.0,63.6,77.4
67,BS,BEDIZZOLE,PO0170140RC626,2012-07-15,141.0,63.4,77.6
68,BS,BEDIZZOLE,PO0170140RC626,2012-08-15,141.0,62.9,78.1
69,BS,BEDIZZOLE,PO0170140RC626,2012-09-15,141.0,62.3,78.7
70,BS,BEDIZZOLE,PO0170140RC626,2012-10-15,141.0,62.0,79.0
71,BS,BEDIZZOLE,PO0170140RC626,2012-11-15,141.0,62.2,78.8
72,BS,BEDIZZOLE,PO0170140RC626,2012-12-15,141.0,61.3,79.7
73,BS,BEDIZZOLE,PO0170140RC626,2013-01-15,141.0,60.7,80.3
74,BS,BEDIZZOLE,PO0170140RC626,2013-02-15,141.0,61.0,80.0
75,BS,BEDIZZOLE,PO0170140RC626,2013-03-15,141.0,61.2,79.8
76,BS,BEDIZZOLE,PO0170140RC626,2013-04-15,141.0,61.6,79.4
77,BS,BEDIZZOLE,PO0170140RC626,2013-05-15,141.0,61.0,80.0
78,BS,BEDIZZOLE,PO0170140RC626,2013-06-15,141.0,60.1,80.9
79,BS,BEDIZZOLE,PO0170140RC626,2013-07-29,141.0,58.8,82.2
80,BS,BEDIZZOLE,PO0170140RC626,2013-08-15,141.0,58.4,82.6
81,BS,BEDIZZOLE,PO0170140RC626,2013-09-15,141.0,57.2,83.8
82,BS,BEDIZZOLE,PO0170140RC626,2013-10-15,141.0,57.3,83.7
83,BS,BEDIZZOLE,PO0170140RC626,2013-11-15,141.0,58.1,82.9
84,BS,BEDIZZOLE,PO0170140RC626,2013-12-02,141.0,58.5,82.5
85,BS,BEDIZZOLE,PO0170140RC626,2014-01-15,141.0,49.4,91.6
86,BS,BEDIZZOLE,PO0170140RC626,2014-02-15,141.0,49.6,91.4
87,BS,BEDIZZOLE,PO0170140RC626,2014-03-16,141.0,48.6,92.4
88,BS,BEDIZZOLE,PO0170140RC626,2014-04-16,141.0,58.6,82.4
89,BS,BEDIZZOLE,PO0170140RC626,2014-05-16,141.0,58.8,82.2
90,BS,BEDIZZOLE,PO0170140RC626,2014-06-16,141.0,58.4,82.6
91,BS,BEDIZZOLE,PO0170140RC626,2014-07-15,141.0,57.5,83.5
92,BS,BEDIZZOLE,PO0170140RC626,2014-08-15,141.0,55.6,85.4
93,BS,BEDIZZOLE,PO0170140RC626,2014-11-15,141.0,56.8,84.2
94,BS,BEDIZZOLE,PO0170140RC626,2014-12-15,141.0,56.6,84.4
95,BS,BEDIZZOLE,PO0170140RC626,2015-01-16,141.0,56.7,84.3
96,BS,BEDIZZOLE,PO0170140RC626,2015-02-16,141.0,58.0,83.0
97,BS,BEDIZZOLE,PO0170140RC626,2015-03-16,141.0,58.7,82.3
98,BS,BEDIZZOLE,PO0170140RC626,2015-04-16,141.0,59.1,81.9
99,BS,BEDIZZOLE,PO0170140RC626,2015-05-16,141.0,59.9,81.1
100,BS,BEDIZZOLE,PO0170140RC626,2015-06-16,141.0,60.6,80.4
101,BS,BEDIZZOLE,PO0170140RC626,2015-07-16,141.0,60.6,80.4
102,BS,BEDIZZOLE,PO0170140RC626,2015-08-16,141.0,60.3,80.7
103,BS,BEDIZZOLE,PO0170140RC626,2015-09-16,141.0,50.1,90.9
104,BS,BEDIZZOLE,PO0170140RC626,2015-10-16,141.0,50.5,90.5
105,BS,BEDIZZOLE,PO0170140RC626,2015-11-16,141.0,50.3,90.7
106,BS,BEDIZZOLE,PO0170140RC626,2015-12-16,141.0,51.0,90.0
107,BS,BEDIZZOLE,PO0170140RC626,2016-02-22,141.0,53.39,87.61
108,BS,BEDIZZOLE,PO0170140RC626,2016-05-31,141.0,54.71,86.29
109,BS,BEDIZZOLE,PO0170140RC626,2016-07-18,141.0,54.3,86.7
110,BS,BEDIZZOLE,PO0170140RC626,2018-01-30,141.0,55.05,85.95
111,BS,BEDIZZOLE,PO0170140RC626,2018-02-12,141.0,55.23,85.77
112,BS,BEDIZZOLE,PO0170140RC626,2018-04-16,141.0,55.89,85.11
113,BS,BEDIZZOLE,PO0170140RC626,2018-05-22,141.0,56.06,84.94
114,BS,BEDIZZOLE,PO0170140RC626,2018-07-31,141.0,55.28,85.72
115,BS,BEDIZZOLE,PO0170140RC626,2018-08-28,141.0,54.42,86.58
116,BS,BEDIZZOLE,PO0170140RC626,2018-09-21,141.0,53.64,87.36
117,BS,BEDIZZOLE,PO0170140RC626,2018-10-12,141.0,53.24,87.76
118,BS,BEDIZZOLE,PO0170140RC626,2018-11-30,141.0,52.81,88.19
119,BS,BEDIZZOLE,PO0170140RC626,2018-12-04,141.0,52.74,88.26
120,BS,BEDIZZOLE,PO0170140RC626,2019-01-25,141.0,53.13,87.87
121,BS,BEDIZZOLE,PO0170140RC626,2019-02-22,141.0,53.7,87.3
122,BS,BEDIZZOLE,PO0170140RC626,2019-03-15,141.0,54.14,86.86
123,BS,BEDIZZOLE,PO0170140RC626,2019-04-04,141.0,54.6,86.4
124,BS,BEDIZZOLE,PO0170140RC626,2019-05-02,141.0,55.18,85.82
125,BS,BEDIZZOLE,PO0170140RC626,2019-06-28,141.0,56.58,84.42
126,BS,BEDIZZOLE,PO0170140RC626,2019-07-29,141.0,55.3,85.7
127,BS,BEDIZZOLE,PO0170140RC626,2019-08-22,141.0,54.66,86.34
128,BS,BEDIZZOLE,PO0170140RC626,2019-09-13,141.0,54.15,86.85
129,BS,BEDIZZOLE,PO0170140RC626,2019-10-08,141.0,53.45,87.55
130,BS,BEDIZZOLE,PO0170140RC626,2019-11-12,141.0,53.09,87.91
131,BS,BEDIZZOLE,PO0170140RC626,2019-12-20,141.0,52.9,88.1
132,BS,BEDIZZOLE,PO0170140RC626,2020-01-11,141.0,52.68,88.32
133,BS,BEDIZZOLE,PO0170140RC626,2020-06-19,141.0,55.64,85.36
134,BS,BEDIZZOLE,PO0170140RC626,2020-07-30,141.0,54.76,86.24
135,BS,BEDIZZOLE,PO0170140RC626,2020-10-06,141.0,51.66,89.34
136,BS,BEDIZZOLE,PO0170140U0007,2009-01-13,151.28,20.93,130.35
137,BS,BEDIZZOLE,PO0170140U0007,2009-03-10,151.28,21.83,129.45
138,BS,BEDIZZOLE,PO0170140U0007,2009-05-14,151.28,20.63,130.65
139,BS,BEDIZZOLE,PO0170140U0007,2009-09-10,151.28,20.13,131.15
140,BS,BEDIZZOLE,PO0170140U0007,2010-01-11,151.28,21.3,129.98
141,BS,BEDIZZOLE,PO0170140U0007,2010-02-24,151.28,21.7,129.58
142,BS,BEDIZZOLE,PO0170140U0007,2010-03-24,151.28,21.8,129.48
143,BS,BEDIZZOLE,PO0170140U0007,2010-04-24,151.28,21.8,129.48
144,BS,BEDIZZOLE,PO0170140U0007,2010-05-10,151.28,21.9,129.38
145,BS,BEDIZZOLE,PO0170140U0007,2010-06-16,151.28,20.1,131.18
146,BS,BEDIZZOLE,PO0170140U0007,2010-07-09,151.28,19.9,131.38
147,BS,BEDIZZOLE,PO0170140U0007,2010-08-06,151.28,20.0,131.28
148,BS,BEDIZZOLE,PO0170140U0007,2010-09-10,151.28,19.8,131.48
149,BS,BEDIZZOLE,PO0170140U0007,2010-10-11,151.28,20.3,130.98
150,BS,BEDIZZOLE,PO0170140U0007,2011-01-10,151.28,19.8,131.48
151,BS,BEDIZZOLE,PO0170140U0007,2011-02-09,151.28,19.9,131.38
152,BS,BEDIZZOLE,PO0170140U0007,2011-03-14,151.28,20.5,130.78
153,BS,BEDIZZOLE,PO0170140U0007,2011-04-11,151.28,20.8,130.48
154,BS,BEDIZZOLE,PO0170140U0007,2011-05-23,151.28,20.5,130.78
155,BS,BEDIZZOLE,PO0170140U0007,2011-06-10,151.28,19.5,131.78
156,BS,BEDIZZOLE,PO0170140U0007,2011-07-12,151.28,19.1,132.18
157,BS,BEDIZZOLE,PO0170140U0007,2011-08-09,151.28,19.1,132.18
158,BS,BEDIZZOLE,PO0170140U0007,2011-09-09,151.28,19.0,132.28
159,BS,BEDIZZOLE,PO0170140U0007,2011-10-17,151.28,19.2,132.08
160,BS,BEDIZZOLE,PO0170140U0007,2011-12-13,151.28,20.3,130.98
161,BS,BEDIZZOLE,PO0170140U0007,2012-01-10,151.28,21.5,129.78
162,BS,BEDIZZOLE,PO0170140U0007,2012-02-10,151.28,21.4,129.88
163,BS,BEDIZZOLE,PO0170140U0007,2012-03-13,151.28,21.35,129.93
164,BS,BEDIZZOLE,PO0170140U0007,2012-04-11,151.28,24.0,127.28
165,BS,BEDIZZOLE,PO0170140U0007,2012-05-14,151.28,22.6,128.68
166,BS,BEDIZZOLE,PO0170140U0007,2012-06-11,151.28,21.45,129.83
167,BS,BEDIZZOLE,PO0170140U0007,2012-07-09,151.28,22.8,128.48
168,BS,BEDIZZOLE,PO0170140U0007,2012-08-10,151.28,22.9,128.38
169,BS,BEDIZZOLE,PO0170140U0007,2012-09-12,151.28,20.2,131.08
170,BS,BEDIZZOLE,PO0170140U0007,2012-11-08,151.28,20.3,130.98
171,BS,BEDIZZOLE,PO0170140U0007,2015-04-22,151.28,21.83,129.45
172,BS,BEDIZZOLE,PO0170140U0007,2016-02-22,151.28,23.44,127.84
173,BS,BEDIZZOLE,PO0170140U0007,2016-05-09,151.28,24.66,126.62
174,BS,BEDIZZOLE,PO0170140U0007,2016-07-19,151.28,20.34,130.94
175,BS,BEDIZZOLE,PO0170140U0007,2016-11-15,151.28,21.5,129.78
176,BS,BEDIZZOLE,PO0170140U0007,2017-01-22,151.28,23.44,127.84
177,BS,BEDIZZOLE,PO0170140U0007,2017-02-02,151.28,23.27,128.01
178,BS,BEDIZZOLE,PO0170140U0007,2017-03-13,151.28,23.77,127.51
179,BS,BEDIZZOLE,PO0170140U0007,2017-04-20,151.28,23.82,127.46
180,BS,BEDIZZOLE,PO0170140U0007,2017-05-18,151.28,22.65,128.63
181,BS,BEDIZZOLE,PO0170140U0007,2017-06-09,151.28,21.51,129.77
182,BS,BEDIZZOLE,PO0170140U0007,2017-07-19,151.28,20.02,131.26
183,BS,BEDIZZOLE,PO0170140U0007,2017-08-09,151.28,19.79,131.49
184,BS,BEDIZZOLE,PO0170140U0007,2017-09-20,151.28,19.41,131.87
185,BS,BEDIZZOLE,PO0170140U0007,2017-10-04,151.28,19.91,131.37
186,BS,BEDIZZOLE,PO0170140U0007,2017-11-28,151.28,21.37,129.91
187,BS,BEDIZZOLE,PO0170140U0007,2017-12-12,151.28,21.52,129.76
188,BS,BEDIZZOLE,PO0170140U0007,2018-01-08,151.28,22.43,128.85
189,BS,BEDIZZOLE,PO0170140U0007,2018-02-20,151.28,23.15,128.13
190,BS,BEDIZZOLE,PO0170140U0007,2018-04-10,151.28,23.34,127.94
191,BS,BEDIZZOLE,PO0170140U0007,2018-05-17,151.28,22.73,128.55
192,BS,BEDIZZOLE,PO0170140U0007,2018-06-29,151.28,21.03,130.25
193,BS,BEDIZZOLE,PO0170140U0007,2018-07-16,151.28,20.7,130.58
194,BS,BEDIZZOLE,PO0170140U0007,2018-08-27,151.28,20.08,131.2
195,BS,BEDIZZOLE,PO0170140U0007,2018-09-24,151.28,19.65,131.63
196,BS,BEDIZZOLE,PO0170140U0007,2018-10-30,151.28,19.7,131.58
197,BS,BEDIZZOLE,PO0170140U0007,2018-11-30,151.28,20.28,131.0
198,BS,BEDIZZOLE,PO0170140U0007,2018-12-17,151.28,20.67,130.61
199,BS,BEDIZZOLE,PO0170140U0007,2019-01-24,151.28,22.12,129.16
200,BS,BEDIZZOLE,PO0170140U0007,2019-02-27,151.28,23.09,128.19
201,BS,BEDIZZOLE,PO0170140U0007,2019-03-26,151.28,23.85,127.43
202,BS,BEDIZZOLE,PO0170140U0007,2019-04-30,151.28,22.71,128.57
203,BS,BEDIZZOLE,PO0170140U0007,2019-05-30,151.28,21.62,129.66
204,BS,BEDIZZOLE,PO0170140U0007,2019-07-19,151.28,20.49,130.79
205,BS,BEDIZZOLE,PO0170140U0007,2019-08-27,151.28,19.33,131.95
206,BS,BEDIZZOLE,PO0170140U0007,2019-09-27,151.28,19.47,131.81
207,BS,BEDIZZOLE,PO0170140U0007,2019-10-28,151.28,21.55,129.73
208,BS,BEDIZZOLE,PO0170140U0007,2019-11-12,151.28,21.73,129.55
209,BS,BEDIZZOLE,PO0170140U0007,2019-12-13,151.28,21.8,129.48
210,BS,BEDIZZOLE,PO0170140U0007,2020-01-28,151.28,22.66,128.62
211,BS,BEDIZZOLE,PO0170140U0007,2020-03-07,151.28,26.18,125.1
212,BS,BEDIZZOLE,PO0170140U0007,2020-06-07,151.28,20.62,130.66
213,BS,BEDIZZOLE,PO0170140U0007,2020-10-04,151.28,20.07,131.21
214,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2011-09-21,199.24,80.68,118.56
215,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2011-10-27,199.24,80.75,118.49
216,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2011-11-30,199.24,81.9,117.34
217,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2011-12-28,199.24,82.1,117.14
218,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2012-01-31,199.24,83.3,115.94
219,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2012-02-29,199.24,84.2,115.04
220,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2012-05-17,199.24,85.72,113.52
221,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2012-06-30,199.24,85.8,113.44
222,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-02-14,199.24,83.55,115.69
223,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-03-28,199.24,83.45,115.79
224,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-04-17,199.24,83.48,115.76
225,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-05-21,199.24,82.2,117.04
226,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-07-09,199.24,81.7,117.54
227,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2013-12-09,199.24,95.72,103.52
228,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-02-14,199.24,92.69,106.55
229,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-03-20,199.24,95.2,104.04
230,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-04-20,199.24,91.98,107.26
231,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-05-10,199.24,92.75,106.49
232,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-06-10,199.24,92.86,106.38
233,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-07-10,199.24,92.44,106.8
234,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-08-15,199.24,91.37,107.87
235,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-09-15,199.24,83.49,115.75
236,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-10-30,199.24,84.2,115.04
237,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-11-07,199.24,91.05,108.19
238,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2014-12-09,199.24,91.33,107.91
239,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-01-12,199.24,91.35,107.89
240,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-02-13,199.24,91.49,107.75
241,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-03-10,199.24,91.91,107.33
242,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-04-21,199.24,92.33,106.91
243,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-05-24,199.24,91.02,108.22
244,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-06-01,199.24,94.02,105.22
245,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-07-01,199.24,94.87,104.37
246,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-10-15,199.24,96.32,102.92
247,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2015-11-28,199.24,96.32,102.92
248,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2016-02-29,199.24,85.41,113.83
249,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2016-05-27,199.24,96.48,102.76
250,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2016-08-31,199.24,93.91,105.33
251,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2016-09-28,199.24,83.58,115.66
252,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2017-03-27,199.24,86.67,112.57
253,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2017-05-22,199.24,87.25,111.99
254,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2017-07-04,199.24,90.88,108.36
255,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2017-11-17,199.24,85.26,113.98
256,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-01-20,199.24,85.54,113.7
257,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-02-20,199.24,85.95,113.29
258,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-03-20,199.24,86.49,112.75
259,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-04-20,199.24,86.79,112.45
260,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-05-20,199.24,86.95,112.29
261,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-06-20,199.24,86.62,112.62
262,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-07-20,199.24,85.78,113.46
263,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-08-20,199.24,84.93,114.31
264,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-09-20,199.24,84.2,115.04
265,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-10-20,199.24,84.06,115.18
266,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-11-20,199.24,83.83,115.41
267,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2018-12-21,199.24,84.01,115.23
268,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-01-18,199.24,84.25,114.99
269,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-02-02,199.24,84.5,114.74
270,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-03-05,199.24,85.13,114.11
271,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-04-02,199.24,85.7,113.54
272,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-05-05,199.24,86.31,112.93
273,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-06-07,199.24,86.69,112.55
274,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-07-06,199.24,86.5,112.74
275,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-08-06,199.24,85.5,113.74
276,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-09-18,199.24,84.2,115.04
277,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-10-07,199.24,83.87,115.37
278,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2019-11-05,199.24,83.85,115.39
279,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-01-21,199.24,82.3,116.94
280,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-02-21,199.24,83.2,116.04
281,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-03-26,199.24,83.7,115.54
282,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-04-21,199.24,84.3,114.94
283,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-05-16,199.24,84.9,114.34
284,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-06-13,199.24,84.9,114.34
285,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-07-06,199.24,84.6,114.64
286,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-08-05,199.24,83.9,115.34
287,BS,CAZZAGO SAN MARTINO,PO0170460UC011,2020-09-30,199.24,82.5,116.74
288,BS,IDRO,PO017082NUE017,2016-01-19,392.0,28.21,363.79
289,BS,IDRO,PO017082NUE017,2016-02-29,392.0,27.98,364.02
290,BS,IDRO,PO017082NUE017,2016-04-28,392.0,27.41,364.59
291,BS,IDRO,PO017082NUE017,2016-06-17,392.0,9.46,382.54
292,BS,IDRO,PO017082NUE017,2016-08-10,392.0,42.81,349.19
293,BS,IDRO,PO017082NUE017,2017-01-01,392.0,29.39,362.61
294,BS,IDRO,PO017082NUE017,2017-02-05,392.0,29.39,362.61
295,BS,IDRO,PO017082NUE017,2017-03-30,392.0,28.79,363.21
296,BS,IDRO,PO017082NUE017,2017-04-27,392.0,28.59,363.41
297,BS,IDRO,PO017082NUE017,2017-05-10,392.0,28.93,363.07
298,BS,IDRO,PO017082NUE017,2017-06-12,392.0,29.59,362.41
299,BS,IDRO,PO017082NUE017,2017-07-08,392.0,29.19,362.81
300,BS,IDRO,PO017082NUE017,2017-08-04,392.0,29.39,362.61
301,BS,IDRO,PO017082NUE017,2017-09-03,392.0,29.39,362.61
302,BS,IDRO,PO017082NUE017,2017-10-04,392.0,29.39,362.61
303,BS,IDRO,PO017082NUE017,2017-11-09,392.0,30.01,361.99
304,BS,IDRO,PO017082NUE017,2017-12-13,392.0,30.39,361.61
305,BS,IDRO,PO017082NUE017,2018-04-26,392.0,29.07,362.93
306,BS,IDRO,PO017082NUE017,2018-07-24,392.0,29.48,362.52
307,BS,IDRO,PO017082NUE017,2018-12-11,392.0,29.27,362.73
308,BS,IDRO,PO017082NUE017,2019-01-30,392.0,30.37,361.63
309,BS,IDRO,PO017082NUE017,2019-02-27,392.0,30.08,361.92
310,BS,IDRO,PO017082NUE017,2019-03-19,392.0,29.95,362.05
311,BS,IDRO,PO017082NUE017,2019-06-20,392.0,28.98,363.02
