,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 22,Unnamed: 23,Etichette di colonna,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
802,LC,MONTICELLO BRIANZA,PO0970540U0001,2013-11-08,344.14,soggiacenza statica,53.8,290.34,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,LC,MONTICELLO BRIANZA,PO0970540U0001,2013-12-04,344.14,soggiacenza statica,54.9,289.24,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-01-28,344.14,soggiacenza statica,53.53,290.61,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-02-19,344.14,soggiacenza statica,52.89,291.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-03-18,344.14,soggiacenza statica,52.89,291.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-04-30,344.14,soggiacenza statica,52.89,291.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-05-28,344.14,soggiacenza statica,52.89,291.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-06-24,344.14,soggiacenza statica,53.89,290.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-07-21,344.14,soggiacenza statica,53.89,290.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-08-27,344.14,soggiacenza statica,53.89,290.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-09-29,344.14,soggiacenza statica,53.89,290.25,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-10-31,344.14,soggiacenza statica,49.18,294.96,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-11-11,344.14,soggiacenza statica,48.64,295.5,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,LC,MONTICELLO BRIANZA,PO0970540U0001,2014-12-22,344.14,soggiacenza statica,47.99,296.15,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-01-26,344.14,soggiacenza statica,47.96,296.18,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-02-26,344.14,soggiacenza statica,47.64,296.5,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-03-26,344.14,soggiacenza statica,47.56,296.58,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-04-26,344.14,soggiacenza statica,48.02,296.12,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-05-01,344.14,soggiacenza statica,48.21,295.93,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-06-29,344.14,soggiacenza statica,48.65,295.49,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-07-28,344.14,soggiacenza statica,49.14,295.0,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-08-28,344.14,soggiacenza statica,49.76,294.38,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-09-25,344.14,soggiacenza statica,50.13,294.01,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-10-22,344.14,soggiacenza statica,50.38,293.76,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-11-26,344.14,soggiacenza statica,50.61,293.53,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,LC,MONTICELLO BRIANZA,PO0970540U0001,2015-12-09,344.14,soggiacenza statica,51.03,293.11,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-01-01,344.14,soggiacenza statica,51.53,292.61,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-02-01,344.14,soggiacenza statica,51.27,292.87,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-03-01,344.14,soggiacenza statica,51.43,292.71,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-04-01,344.14,soggiacenza statica,51.18,292.96,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-05-01,344.14,soggiacenza statica,51.4,292.74,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-06-01,344.14,soggiacenza statica,51.36,292.78,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-07-01,344.14,soggiacenza statica,50.73,293.41,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-08-01,344.14,soggiacenza statica,50.78,293.36,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-09-01,344.14,soggiacenza statica,50.82,293.32,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-10-31,344.14,soggiacenza statica,51.09,293.05,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-11-01,344.14,soggiacenza statica,51.03,293.11,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,LC,MONTICELLO BRIANZA,PO0970540U0001,2016-12-30,344.14,soggiacenza statica,50.73,293.41,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-01-01,344.14,soggiacenza statica,50.63,293.51,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-02-01,344.14,soggiacenza statica,50.86,293.28,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-03-01,344.14,soggiacenza statica,50.63,293.51,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-04-30,344.14,soggiacenza statica,51.07,293.07,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-05-01,344.14,soggiacenza statica,51.02,293.12,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-06-01,344.14,soggiacenza statica,50.98,293.16,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-07-01,344.14,soggiacenza statica,51.02,293.12,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-08-01,344.14,soggiacenza statica,51.03,293.11,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-09-29,344.14,soggiacenza statica,53.11,291.03,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-10-31,344.14,soggiacenza statica,51.57,292.57,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-11-29,344.14,soggiacenza statica,51.47,292.67,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,LC,MONTICELLO BRIANZA,PO0970540U0001,2017-12-31,344.14,soggiacenza statica,51.52,292.62,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-01-31,344.14,soggiacenza statica,51.18,292.96,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-02-27,344.14,soggiacenza statica,51.14,293.0,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-03-27,344.14,soggiacenza statica,50.88,293.26,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-04-28,344.14,soggiacenza statica,51.15,292.99,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-05-31,344.14,soggiacenza statica,50.39,293.75,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-06-29,344.14,soggiacenza statica,50.7,293.44,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-07-27,344.14,soggiacenza statica,50.9,293.24,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-08-27,344.14,soggiacenza statica,51.28,292.86,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-09-29,344.14,soggiacenza statica,51.66,292.48,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-10-29,344.14,soggiacenza statica,51.7,292.44,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-11-26,344.14,soggiacenza statica,51.23,292.91,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,LC,MONTICELLO BRIANZA,PO0970540U0001,2018-12-17,344.14,soggiacenza statica,51.39,292.75,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-01-29,344.14,soggiacenza statica,51.48,292.66,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-02-28,344.14,soggiacenza statica,51.82,292.32,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-03-31,344.14,soggiacenza statica,52.04,292.1,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-04-30,344.14,soggiacenza statica,51.91,292.23,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-05-21,344.14,soggiacenza statica,51.81,292.33,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-06-28,344.14,soggiacenza statica,51.95,292.19,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-07-28,344.14,soggiacenza statica,52.1,292.04,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-08-26,344.14,soggiacenza statica,52.33,291.81,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-09-26,344.14,soggiacenza statica,52.4,291.74,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-10-31,344.14,soggiacenza statica,52.51,291.63,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-11-20,344.14,soggiacenza statica,51.95,292.19,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,LC,MONTICELLO BRIANZA,PO0970540U0001,2019-12-18,344.14,soggiacenza statica,51.1,293.04,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,LC,MONTICELLO BRIANZA,PO0970540U0001,2020-02-26,344.14,soggiacenza statica,50.64,293.5,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,LC,MONTICELLO BRIANZA,PO0970540U0001,2020-05-30,344.14,soggiacenza statica,51.32,292.82,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,LC,MONTICELLO BRIANZA,PO0970540U0001,2020-07-26,344.14,soggiacenza statica,50.69,293.45,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,LC,MONTICELLO BRIANZA,PO0970540U0001,2020-11-29,344.14,soggiacenza statica,50.92,293.22,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,LC,MONTICELLO BRIANZA,PO0970540U0001,2021-02-19,344.14,soggiacenza statica,49.77,294.37,51.04,57.0,287.14,293.1,5.960000000000036,278.19999999999993,302.0400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,LO,LODI,PO0980310U0334,2007-02-01,80.85,soggiacenza statica,7.45,73.4,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,LO,LODI,PO0980310U0334,2007-03-01,80.85,soggiacenza statica,7.8,73.05,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,LO,LODI,PO0980310U0334,2007-04-01,80.85,soggiacenza statica,7.7,73.15,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,LO,LODI,PO0980310U0334,2007-05-01,80.85,soggiacenza statica,7.7,73.15,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,LO,LODI,PO0980310U0334,2007-07-01,80.85,soggiacenza statica,7.4,73.45,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,LO,LODI,PO0980310U0334,2007-08-01,80.85,soggiacenza statica,7.4,73.45,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,LO,LODI,PO0980310U0334,2007-09-01,80.85,soggiacenza statica,7.5,73.35,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,LO,LODI,PO0980310U0334,2008-01-01,80.85,soggiacenza statica,7.5,73.35,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,LO,LODI,PO0980310U0334,2008-02-01,80.85,soggiacenza statica,7.6,73.25,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,LO,LODI,PO0980310U0334,2008-03-01,80.85,soggiacenza statica,7.65,73.2,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,LO,LODI,PO0980310U0334,2008-04-01,80.85,soggiacenza statica,7.6,73.25,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,LO,LODI,PO0980310U0334,2008-05-01,80.85,soggiacenza statica,7.65,73.2,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,LO,LODI,PO0980310U0334,2008-06-01,80.85,soggiacenza statica,7.55,73.3,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,LO,LODI,PO0980310U0334,2008-07-01,80.85,soggiacenza statica,7.5,73.35,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,LO,LODI,PO0980310U0334,2008-08-01,80.85,soggiacenza statica,7.4,73.45,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,LO,LODI,PO0980310U0334,2008-09-01,80.85,soggiacenza statica,7.5,73.35,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,LO,LODI,PO0980310U0334,2008-10-01,80.85,soggiacenza statica,7.5,73.35,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,LO,LODI,PO0980310U0334,2008-11-01,80.85,soggiacenza statica,7.55,73.3,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,LO,LODI,PO0980310U0334,2008-12-01,80.85,soggiacenza statica,7.4,73.45,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,LO,LODI,PO0980310U0334,2009-01-01,80.85,soggiacenza statica,7.4,73.45,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,LO,LODI,PO0980310U0334,2009-02-01,80.85,soggiacenza statica,7.35,73.5,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,LO,LODI,PO0980310U0334,2009-03-01,80.85,soggiacenza statica,7.3,73.55,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,LO,LODI,PO0980310U0334,2009-04-29,80.85,soggiacenza statica,7.55,73.3,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,LO,LODI,PO0980310U0334,2009-05-30,80.85,soggiacenza statica,7.35,73.5,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,LO,LODI,PO0980310U0334,2009-06-30,80.85,soggiacenza statica,7.2,73.65,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,LO,LODI,PO0980310U0334,2009-08-01,80.85,soggiacenza statica,7.35,73.5,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,LO,LODI,PO0980310U0334,2009-09-15,80.85,soggiacenza statica,7.15,73.7,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,LO,LODI,PO0980310U0334,2009-10-21,80.85,soggiacenza statica,6.9,73.95,7.2,7.96,72.89,73.65,0.7600000000000051,71.75,74.79000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
