,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 22,Unnamed: 23,Etichette di colonna,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
0,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2015-05-25,84.864,soggiacenza statica,14.41,70.454,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0152020U0026,71.059,71.594,13.27,13.805,,,Jan,,Feb,,Mar,,Apr,,May,,Jun,,Jul,,Aug,,Sep,,Oct,,Nov,,Dec,
1,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-02-01,84.864,soggiacenza statica,13.46,71.404,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0180140U0001,79.306,79.9685,15.037500000000001,15.7,,Etichette di riga,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG
2,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-03-01,84.864,soggiacenza statica,13.26,71.604,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0180150U0003,76.997,77.397,9.65,10.05,,PO0152020U0026,13.73,13.87,13.370000000000001,13.510000000000002,13.295,13.59,13.46,13.61,13.190000000000001,13.675,13.655,13.73,13.39,13.39,13.035,13.42,13.235000000000001,13.785,13.1525,13.7775,13.375,13.82,13.98,13.98
3,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-04-21,84.864,soggiacenza statica,13.42,71.444,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0180190U0001,79.626,79.926,4.4,4.7,,PO0180140U0001,14.6,14.6,15.2,15.7,,,15.62,15.73,15.149999999999999,16,,,,,14.9,15.55,,,14.844999999999999,15.06,15.35,15.625,15.6,15.6
4,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-05-01,84.864,soggiacenza statica,13.43,71.434,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0180720U0002,86.903,87.618,3.785,4.5,,PO0180150U0003,9.625,9.875,9.65,10.25,9.7,10.2,9.85,10.35,9.775,10.35,9.675,9.95,9.600000000000001,9.9125,9.625,9.85,9.475,9.725,9.7375,9.995000000000001,9.75,10.05,9.625,9.775
5,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-06-01,84.864,soggiacenza statica,13.61,71.254,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO018081NUP001,66.93,67.3425,7.8875,8.3,,PO0180190U0001,4.5,4.6,4.4,4.725,4.325,4.6,4.4750000000000005,4.7875,4.45,4.975,4.4,4.65,4.45,4.775,4.25,4.4,4.075,4.45,4.505,4.68,4.5,5.125,4.4375,4.5375
6,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-08-01,84.864,soggiacenza statica,13.68,71.184,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0181100U0014,67.397,68.097,13.0,13.7,,PO0180720U0002,4.4,4.4,4.15,4.525,,,4.265000000000001,4.635,4.05,4.574999999999999,,,,,3.5,3.8,,,3.9725,4.225,3.8,4.4,3.4275,3.5425
7,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-09-01,84.864,soggiacenza statica,14.06,70.804,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0181410U0001,75.371,75.971,5.5,6.1,,PO018081NUP001,8.3,8.3,7.6,8.3,,,8.3,8.45,8.2,8.2,,,,,7.85,8.1,,,7.8325,8.035,7.9,7.9,,
8,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-10-01,84.864,soggiacenza statica,14.09,70.774,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0181500U0002,85.251,85.936,6.390000000000001,7.074999999999999,,PO0181100U0014,13.05,13.2,13,13.8,12.875,13.25,13.125,13.855,13.2,14.149999999999999,13.075,13.25,13.1,13.3,13.1,14,12.9,13.125,13.174999999999999,13.865,13.1,13.475000000000001,12.75,13.15
9,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-11-01,84.864,soggiacenza statica,13.94,70.924,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0181570U0001,72.397,72.847,4.25,4.7,,PO0181410U0001,5.6,6.025,5.55,6.125,5.574999999999999,6.125,5.775,6.2,5.6499999999999995,6.175,5.525,5.975,5.525,6,5.2875,6.125,5.2375,5.5,5.4,5.585,5.6,6,5.574999999999999,6.2
10,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2016-12-01,84.864,soggiacenza statica,13.98,70.884,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO018159NUP001,66.7,67.9,17.1,18.3,,PO0181500U0002,5.93,5.93,6.4,6.835,7.225,7.575,7.459999999999999,8.34,6.575,6.859999999999999,6.41,6.41,,,6.1625,6.7625,5.95,5.95,7.225,8.115,6.5,7.3,6.84,8.22
11,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-01-01,84.864,soggiacenza statica,13.66,71.204,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0181790U0004,67.076,67.676,17.0,17.6,,PO0181570U0001,4.4875,5.1175,4.155,4.5649999999999995,4.6375,5,4.7,4.84,4.345,4.6850000000000005,4.555,4.91,4.62,4.800000000000001,4.2,4.6375,4.2,4.4,4.28,4.445,4.1475,4.3549999999999995,4.43,4.55
12,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-02-01,84.864,soggiacenza statica,13.56,71.304,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0970540U0001,287.14,293.1,51.04,57.0,,PO018159NUP001,17,17,18,19,,,18,18.752499999999998,17.2625,17.7875,18.15,18.15,17,17,17,18,16.8,16.8,17.75,18.3,17.9,18.1,17.75,17.75
13,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-03-01,84.864,soggiacenza statica,13.33,71.534,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0980140U0003,55.345,55.8575,7.2775,7.79,,PO0181790U0004,17.025000000000002,17.325,17.05,17.85,17.05,17.45,17.175,18.235,17.6,18.25,17.375,17.6,17.05,17.375,17,17.55,16.675,17,16.875,17.5575,17.1,17.825,16.8875,17.4125
14,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-04-01,84.864,soggiacenza statica,13.5,71.364,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0980150U0004,67.923,69.1855,5.9375,7.2,,PO0970540U0001,51.405,57.449999999999996,50.86,55.2,51.292500000000004,57.050000000000004,51.1575,54.575,51.32,57.2,51.265,56.325,50.8575,55.175,50.9675,55.0175,51.845,55.9975,51.33,57.2,51.03,57.4,51.0825,56.925000000000004
15,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-05-01,84.864,soggiacenza statica,13.13,71.734,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0980310U0334,72.89,73.65,7.2,7.96,,PO0980140U0003,7.29,7.8,7.54,7.77,7.44,7.8,7.45,7.77,7.4,7.734999999999999,7.275,8.025,7.08,7.9225,7.1,7.755,7.1,7.6525,7.3,7.72,7.07,7.5600000000000005,7.1475,7.8025
16,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-06-01,84.864,soggiacenza statica,13.76,71.104,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,PO0980310U0336,70.23,71.07,9.8,10.64,,PO0980150U0004,6.0125,7.225,6.1899999999999995,6.825,6.5525,7.125,6.47,7.225,6.59,7.3,5.8525,6.175,5.875,6.515,6.8375,7.475,6.949999999999999,7.65,6.625,7.6,5.65,7.2,6.5375,7.125
17,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-07-01,84.864,soggiacenza statica,13.39,71.474,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,Totale complessivo,67.9,79.406,6.3,13.8,,PO0980310U0334,7.275,7.9725,7.3,7.76,7.375,7.9350000000000005,7.4375,7.9825,7.3625,8.035,7.175,7.96,7.275,8.085,7.2,7.66,7.15,7.56,7.15,7.785,7,7.76,7.175,8.147499999999999
18,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-08-01,84.864,soggiacenza statica,13.16,71.704,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,PO0980310U0336,9.745,10.54,9.895,10.940000000000001,9.8875,10.565,10.025,10.7225,9.775,10.68,9.8,10.615,9.825000000000001,10.605,9.8,10.614999999999998,9.8,10.66,9.6,10.84,9,10.715,9.274999999999999,10.9025
19,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-09-01,84.864,soggiacenza statica,12.96,71.904,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-10-01,84.864,soggiacenza statica,12.84,72.024,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-11-01,84.864,soggiacenza statica,13.7,71.164,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2017-12-01,84.864,soggiacenza statica,13.98,70.884,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-01-01,84.864,soggiacenza statica,13.94,70.924,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-02-01,84.864,soggiacenza statica,13.28,71.584,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-03-01,84.864,soggiacenza statica,13.85,71.014,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-04-01,84.864,soggiacenza statica,13.72,71.144,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-05-01,84.864,soggiacenza statica,13.21,71.654,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-08-01,84.864,soggiacenza statica,12.91,71.954,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2018-11-01,84.864,soggiacenza statica,13.05,71.814,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MI,SAN ZENONE AL LAMBRO,PO0152020U0026,2019-06-05,84.864,soggiacenza statica,13.7,71.164,13.27,13.805,71.059,71.594,0.5349999999999966,70.2565,72.39649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PV,BEREGUARDO,PO0180140U0001,2008-02-25,95.006,soggiacenza statica,15.2,79.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PV,BEREGUARDO,PO0180140U0001,2008-05-29,95.006,soggiacenza statica,14.6,80.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PV,BEREGUARDO,PO0180140U0001,2008-12-05,95.006,soggiacenza statica,15.6,79.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PV,BEREGUARDO,PO0180140U0001,2009-01-01,95.006,soggiacenza statica,14.6,80.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PV,BEREGUARDO,PO0180140U0001,2009-02-01,95.006,soggiacenza statica,14.4,80.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PV,BEREGUARDO,PO0180140U0001,2009-05-01,95.006,soggiacenza statica,15.1,79.906,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PV,BEREGUARDO,PO0180140U0001,2009-11-01,95.006,soggiacenza statica,15.2,79.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PV,BEREGUARDO,PO0180140U0001,2010-02-26,95.006,soggiacenza statica,15.1,79.906,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PV,BEREGUARDO,PO0180140U0001,2010-05-28,95.006,soggiacenza statica,15.0,80.006,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PV,BEREGUARDO,PO0180140U0001,2010-08-30,95.006,soggiacenza statica,15.45,79.556,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PV,BEREGUARDO,PO0180140U0001,2010-11-24,95.006,soggiacenza statica,15.4,79.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PV,BEREGUARDO,PO0180140U0001,2011-02-25,95.006,soggiacenza statica,15.05,79.956,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PV,BEREGUARDO,PO0180140U0001,2011-05-13,95.006,soggiacenza statica,15.4,79.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PV,BEREGUARDO,PO0180140U0001,2011-08-29,95.006,soggiacenza statica,14.9,80.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PV,BEREGUARDO,PO0180140U0001,2011-11-25,95.006,soggiacenza statica,15.7,79.306,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PV,BEREGUARDO,PO0180140U0001,2012-02-22,95.006,soggiacenza statica,16.1,78.906,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PV,BEREGUARDO,PO0180140U0001,2012-05-11,95.006,soggiacenza statica,16.3,78.706,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PV,BEREGUARDO,PO0180140U0001,2012-08-28,95.006,soggiacenza statica,15.5,79.506,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PV,BEREGUARDO,PO0180140U0001,2012-11-14,95.006,soggiacenza statica,15.5,79.506,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PV,BEREGUARDO,PO0180140U0001,2013-02-26,95.006,soggiacenza statica,15.9,79.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PV,BEREGUARDO,PO0180140U0001,2013-05-20,95.006,soggiacenza statica,15.9,79.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PV,BEREGUARDO,PO0180140U0001,2013-08-21,95.006,soggiacenza statica,15.5,79.506,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PV,BEREGUARDO,PO0180140U0001,2013-10-24,95.006,soggiacenza statica,15.5,79.506,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PV,BEREGUARDO,PO0180140U0001,2013-11-18,95.006,soggiacenza statica,16.0,79.006,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PV,BEREGUARDO,PO0180140U0001,2014-02-24,95.006,soggiacenza statica,16.2,78.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PV,BEREGUARDO,PO0180140U0001,2014-05-22,95.006,soggiacenza statica,16.1,78.906,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PV,BEREGUARDO,PO0180140U0001,2014-08-28,95.006,soggiacenza statica,15.6,79.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PV,BEREGUARDO,PO0180140U0001,2014-10-23,95.006,soggiacenza statica,15.09,79.916,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PV,BEREGUARDO,PO0180140U0001,2014-11-22,95.006,soggiacenza statica,15.6,79.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PV,BEREGUARDO,PO0180140U0001,2015-02-27,95.006,soggiacenza statica,15.7,79.306,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PV,BEREGUARDO,PO0180140U0001,2015-05-26,95.006,soggiacenza statica,15.8,79.206,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PV,BEREGUARDO,PO0180140U0001,2015-08-31,95.006,soggiacenza statica,15.8,79.206,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PV,BEREGUARDO,PO0180140U0001,2015-10-27,95.006,soggiacenza statica,14.9,80.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PV,BEREGUARDO,PO0180140U0001,2015-11-22,95.006,soggiacenza statica,15.6,79.406,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PV,BEREGUARDO,PO0180140U0001,2016-04-28,95.006,soggiacenza statica,15.7,79.306,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PV,BEREGUARDO,PO0180140U0001,2016-05-16,95.006,soggiacenza statica,15.2,79.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PV,BEREGUARDO,PO0180140U0001,2016-08-26,95.006,soggiacenza statica,15.2,79.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PV,BEREGUARDO,PO0180140U0001,2016-10-20,95.006,soggiacenza statica,14.86,80.146,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PV,BEREGUARDO,PO0180140U0001,2016-11-20,95.006,soggiacenza statica,14.9,80.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PV,BEREGUARDO,PO0180140U0001,2017-02-28,95.006,soggiacenza statica,15.4,79.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PV,BEREGUARDO,PO0180140U0001,2017-05-19,95.006,soggiacenza statica,15.8,79.206,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PV,BEREGUARDO,PO0180140U0001,2017-08-22,95.006,soggiacenza statica,14.9,80.106,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PV,BEREGUARDO,PO0180140U0001,2017-10-24,95.006,soggiacenza statica,14.93,80.076,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PV,BEREGUARDO,PO0180140U0001,2018-02-26,95.006,soggiacenza statica,15.4,79.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PV,BEREGUARDO,PO0180140U0001,2018-04-18,95.006,soggiacenza statica,15.54,79.466,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PV,BEREGUARDO,PO0180140U0001,2018-05-30,95.006,soggiacenza statica,16.15,78.856,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PV,BEREGUARDO,PO0180140U0001,2018-08-30,95.006,soggiacenza statica,14.7,80.306,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PV,BEREGUARDO,PO0180140U0001,2018-10-16,95.006,soggiacenza statica,15.05,79.956,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PV,BEREGUARDO,PO0180140U0001,2019-02-28,95.006,soggiacenza statica,15.3,79.706,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PV,BEREGUARDO,PO0180140U0001,2019-04-16,95.006,soggiacenza statica,15.76,79.246,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PV,BEREGUARDO,PO0180140U0001,2019-08-30,95.006,soggiacenza statica,16.2,78.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PV,BEREGUARDO,PO0180140U0001,2019-10-15,95.006,soggiacenza statica,14.8,80.206,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PV,BEREGUARDO,PO0180140U0001,2020-02-28,95.006,soggiacenza statica,15.2,79.806,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PV,BEREGUARDO,PO0180140U0001,2020-08-30,95.006,soggiacenza statica,14.4,80.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PV,BEREGUARDO,PO0180140U0001,2020-10-12,95.006,soggiacenza statica,14.53,80.476,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PV,BEREGUARDO,PO0180140U0001,2021-02-26,95.006,soggiacenza statica,15.4,79.606,15.037500000000001,15.7,79.306,79.9685,0.6625000000000085,78.31224999999998,80.96225000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PV,BORGARELLO,PO0180150U0003,2008-01-21,87.047,soggiacenza statica,9.95,77.097,9.65,10.05,76.997,77.397,0.4000000000000057,76.39699999999999,77.99700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
