,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1
1241,BG,URGNANO,PO0162220U0004,2014-02-28,170.04,soggiacenza statica,11.76,158.28,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1242,BG,URGNANO,PO0162220U0004,2014-03-21,170.04,soggiacenza statica,12.22,157.82,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1243,BG,URGNANO,PO0162220U0004,2014-04-23,170.04,soggiacenza statica,12.84,157.2,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1244,BG,URGNANO,PO0162220U0004,2014-05-21,170.04,soggiacenza statica,13.38,156.66,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1245,BG,URGNANO,PO0162220U0004,2014-06-30,170.04,soggiacenza statica,12.32,157.72,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1246,BG,URGNANO,PO0162220U0004,2014-07-18,170.04,soggiacenza statica,12.12,157.92,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1247,BG,URGNANO,PO0162220U0004,2014-08-21,170.04,soggiacenza statica,11.13,158.91,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1248,BG,URGNANO,PO0162220U0004,2014-09-30,170.04,soggiacenza statica,11.68,158.36,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1249,BG,URGNANO,PO0162220U0004,2014-10-31,170.04,soggiacenza statica,12.67,157.37,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1250,BG,URGNANO,PO0162220U0004,2014-11-26,170.04,soggiacenza statica,11.78,158.26,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1251,BG,URGNANO,PO0162220U0004,2014-12-18,170.04,soggiacenza statica,11.73,158.31,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1252,BG,URGNANO,PO0162220U0004,2015-01-29,170.04,soggiacenza statica,12.73,157.31,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1253,BG,URGNANO,PO0162220U0004,2015-02-26,170.04,soggiacenza statica,13.2,156.84,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1254,BG,URGNANO,PO0162220U0004,2015-03-20,170.04,soggiacenza statica,13.77,156.27,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1255,BG,URGNANO,PO0162220U0004,2015-04-29,170.04,soggiacenza statica,14.83,155.21,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1256,BG,URGNANO,PO0162220U0004,2015-05-22,170.04,soggiacenza statica,14.99,155.05,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1257,BG,URGNANO,PO0162220U0004,2015-06-25,170.04,soggiacenza statica,14.53,155.51,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1258,BG,URGNANO,PO0162220U0004,2015-07-17,170.04,soggiacenza statica,14.84,155.2,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1259,BG,URGNANO,PO0162220U0004,2015-08-20,170.04,soggiacenza statica,13.88,156.16,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1260,BG,URGNANO,PO0162220U0004,2015-09-25,170.04,soggiacenza statica,13.95,156.09,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1261,BG,URGNANO,PO0162220U0004,2015-10-20,170.04,soggiacenza statica,14.22,155.82,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1262,BG,URGNANO,PO0162220U0004,2015-11-13,170.04,soggiacenza statica,14.61,155.43,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1263,BG,URGNANO,PO0162220U0004,2015-12-18,170.04,soggiacenza statica,15.7,154.34,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1264,BG,URGNANO,PO0162220U0004,2016-01-15,170.04,soggiacenza statica,16.54,153.5,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1265,BG,URGNANO,PO0162220U0004,2016-02-26,170.04,soggiacenza statica,17.7,152.34,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1266,BG,URGNANO,PO0162220U0004,2016-04-20,170.04,soggiacenza statica,18.02,152.02,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1267,BG,URGNANO,PO0162220U0004,2016-05-24,170.04,soggiacenza statica,17.64,152.4,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1268,BG,URGNANO,PO0162220U0004,2016-06-29,170.04,soggiacenza statica,15.52,154.52,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1269,BG,URGNANO,PO0162220U0004,2016-08-12,170.04,soggiacenza statica,12.4,157.64,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1270,BG,URGNANO,PO0162220U0004,2016-10-14,170.04,soggiacenza statica,13.09,156.95,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1271,BG,URGNANO,PO0162220U0004,2016-12-15,170.04,soggiacenza statica,14.12,155.92,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1272,BG,URGNANO,PO0162220U0004,2017-02-17,170.04,soggiacenza statica,16.13,153.91,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1273,BG,URGNANO,PO0162220U0004,2017-04-28,170.04,soggiacenza statica,17.92,152.12,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1274,BG,URGNANO,PO0162220U0004,2017-05-25,170.04,soggiacenza statica,17.46,152.58,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1275,BG,URGNANO,PO0162220U0004,2017-06-23,170.04,soggiacenza statica,16.06,153.98,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1276,BG,URGNANO,PO0162220U0004,2017-07-25,170.04,soggiacenza statica,14.02,156.02,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1277,BG,URGNANO,PO0162220U0004,2017-08-25,170.04,soggiacenza statica,13.43,156.61,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1278,BG,URGNANO,PO0162220U0004,2017-10-27,170.04,soggiacenza statica,13.92,156.12,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1279,BG,URGNANO,PO0162220U0004,2017-12-15,170.04,soggiacenza statica,15.65,154.39,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1280,BG,URGNANO,PO0162220U0004,2018-01-30,170.04,soggiacenza statica,16.32,153.72,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1281,BG,URGNANO,PO0162220U0004,2018-02-23,170.04,soggiacenza statica,16.88,153.16,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1282,BG,URGNANO,PO0162220U0004,2018-04-20,170.04,soggiacenza statica,15.82,154.22,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1283,BG,URGNANO,PO0162220U0004,2018-05-16,170.04,soggiacenza statica,15.18,154.86,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1284,BG,URGNANO,PO0162220U0004,2018-06-22,170.04,soggiacenza statica,14.66,155.38,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1285,BG,URGNANO,PO0162220U0004,2018-08-28,170.04,soggiacenza statica,13.36,156.68,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1286,BG,URGNANO,PO0162220U0004,2019-02-20,170.04,soggiacenza statica,16.04,154.0,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1287,BG,URGNANO,PO0162220U0004,2019-04-30,170.04,soggiacenza statica,17.24,152.8,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1288,BG,URGNANO,PO0162220U0004,2019-05-20,170.04,soggiacenza statica,16.58,153.46,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1289,BG,URGNANO,PO0162220U0004,2019-06-27,170.04,soggiacenza statica,15.2,154.84,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1290,BG,URGNANO,PO0162220U0004,2019-09-13,170.04,soggiacenza statica,13.37,156.67,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1291,BG,URGNANO,PO0162220U0004,2019-10-15,170.04,soggiacenza statica,14.4,155.64,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1292,BG,URGNANO,PO0162220U0004,2019-12-12,170.04,soggiacenza statica,12.43,157.61,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1293,BG,URGNANO,PO0162220U0004,2020-02-13,170.04,soggiacenza statica,13.43,156.61,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1294,BG,URGNANO,PO0162220U0004,2020-06-26,170.04,soggiacenza statica,13.18,156.86,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1295,BG,URGNANO,PO0162220U0004,2020-08-27,170.04,soggiacenza statica,12.37,157.67,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1296,BG,URGNANO,PO0162220U0004,2020-10-13,170.04,soggiacenza statica,12.5,157.54,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1297,BG,URGNANO,PO0162220U0004,2021-01-29,170.04,soggiacenza statica,12.61,157.43,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1298,BG,URGNANO,PO0162220U0004,2021-02-19,170.04,soggiacenza statica,12.47,157.57,13.225,16.52,153.51999999999998,156.815,3.295000000000016,148.57749999999996,161.75750000000002,,,,,,,,,
1299,PV,BEREGUARDO,PO0180140U0003,2008-01-21,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1300,PV,BEREGUARDO,PO0180140U0003,2008-05-29,94.525,soggiacenza statica,10.2,84.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1301,PV,BEREGUARDO,PO0180140U0003,2008-06-30,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1302,PV,BEREGUARDO,PO0180140U0003,2008-11-30,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1303,PV,BEREGUARDO,PO0180140U0003,2008-12-30,94.525,soggiacenza statica,8.8,85.725,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1304,PV,BEREGUARDO,PO0180140U0003,2009-01-01,94.525,soggiacenza statica,8.9,85.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1305,PV,BEREGUARDO,PO0180140U0003,2009-02-01,94.525,soggiacenza statica,9.2,85.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1306,PV,BEREGUARDO,PO0180140U0003,2009-03-01,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1307,PV,BEREGUARDO,PO0180140U0003,2009-04-01,94.525,soggiacenza statica,9.0,85.525,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1308,PV,BEREGUARDO,PO0180140U0003,2009-05-01,94.525,soggiacenza statica,9.4,85.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1309,PV,BEREGUARDO,PO0180140U0003,2009-06-01,94.525,soggiacenza statica,9.4,85.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1310,PV,BEREGUARDO,PO0180140U0003,2009-07-01,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1311,PV,BEREGUARDO,PO0180140U0003,2009-08-01,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1312,PV,BEREGUARDO,PO0180140U0003,2009-09-01,94.525,soggiacenza statica,9.5,85.025,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1313,PV,BEREGUARDO,PO0180140U0003,2009-10-01,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1314,PV,BEREGUARDO,PO0180140U0003,2009-11-01,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1315,PV,BEREGUARDO,PO0180140U0003,2009-12-01,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1316,PV,BEREGUARDO,PO0180140U0003,2010-02-26,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1317,PV,BEREGUARDO,PO0180140U0003,2010-03-25,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1318,PV,BEREGUARDO,PO0180140U0003,2010-04-30,94.525,soggiacenza statica,9.8,84.725,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1319,PV,BEREGUARDO,PO0180140U0003,2010-05-28,94.525,soggiacenza statica,9.4,85.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1320,PV,BEREGUARDO,PO0180140U0003,2010-06-30,94.525,soggiacenza statica,9.55,84.975,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1321,PV,BEREGUARDO,PO0180140U0003,2010-07-29,94.525,soggiacenza statica,9.2,85.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1322,PV,BEREGUARDO,PO0180140U0003,2010-08-30,94.525,soggiacenza statica,9.2,85.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1323,PV,BEREGUARDO,PO0180140U0003,2010-09-28,94.525,soggiacenza statica,9.5,85.025,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1324,PV,BEREGUARDO,PO0180140U0003,2010-10-29,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1325,PV,BEREGUARDO,PO0180140U0003,2010-11-24,94.525,soggiacenza statica,9.9,84.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1326,PV,BEREGUARDO,PO0180140U0003,2010-12-30,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1327,PV,BEREGUARDO,PO0180140U0003,2011-01-27,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1328,PV,BEREGUARDO,PO0180140U0003,2011-02-25,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1329,PV,BEREGUARDO,PO0180140U0003,2011-03-28,94.525,soggiacenza statica,9.4,85.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1330,PV,BEREGUARDO,PO0180140U0003,2011-04-28,94.525,soggiacenza statica,10.3,84.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1331,PV,BEREGUARDO,PO0180140U0003,2011-05-30,94.525,soggiacenza statica,10.65,83.875,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1332,PV,BEREGUARDO,PO0180140U0003,2011-06-30,94.525,soggiacenza statica,9.75,84.775,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1333,PV,BEREGUARDO,PO0180140U0003,2011-07-29,94.525,soggiacenza statica,9.5,85.025,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1334,PV,BEREGUARDO,PO0180140U0003,2011-08-29,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1335,PV,BEREGUARDO,PO0180140U0003,2011-09-29,94.525,soggiacenza statica,9.2,85.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1336,PV,BEREGUARDO,PO0180140U0003,2011-10-31,94.525,soggiacenza statica,9.3,85.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1337,PV,BEREGUARDO,PO0180140U0003,2011-11-30,94.525,soggiacenza statica,9.65,84.875,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1338,PV,BEREGUARDO,PO0180140U0003,2011-12-29,94.525,soggiacenza statica,9.35,85.175,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1339,PV,BEREGUARDO,PO0180140U0003,2012-01-30,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1340,PV,BEREGUARDO,PO0180140U0003,2012-02-22,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1341,PV,BEREGUARDO,PO0180140U0003,2012-03-28,94.525,soggiacenza statica,10.4,84.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1342,PV,BEREGUARDO,PO0180140U0003,2012-04-26,94.525,soggiacenza statica,10.7,83.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1343,PV,BEREGUARDO,PO0180140U0003,2012-05-31,94.525,soggiacenza statica,10.55,83.975,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1344,PV,BEREGUARDO,PO0180140U0003,2012-06-20,94.525,soggiacenza statica,10.6,83.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1345,PV,BEREGUARDO,PO0180140U0003,2012-07-30,94.525,soggiacenza statica,9.5,85.025,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1346,PV,BEREGUARDO,PO0180140U0003,2012-08-28,94.525,soggiacenza statica,10.2,84.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1347,PV,BEREGUARDO,PO0180140U0003,2012-09-20,94.525,soggiacenza statica,10.3,84.225,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1348,PV,BEREGUARDO,PO0180140U0003,2012-10-18,94.525,soggiacenza statica,10.2,84.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1349,PV,BEREGUARDO,PO0180140U0003,2012-11-14,94.525,soggiacenza statica,10.8,83.725,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1350,PV,BEREGUARDO,PO0180140U0003,2012-12-20,94.525,soggiacenza statica,10.25,84.275,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1351,PV,BEREGUARDO,PO0180140U0003,2013-01-24,94.525,soggiacenza statica,10.6,83.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1352,PV,BEREGUARDO,PO0180140U0003,2013-02-26,94.525,soggiacenza statica,10.7,83.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1353,PV,BEREGUARDO,PO0180140U0003,2013-03-20,94.525,soggiacenza statica,10.7,83.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1354,PV,BEREGUARDO,PO0180140U0003,2013-04-20,94.525,soggiacenza statica,10.65,83.875,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1355,PV,BEREGUARDO,PO0180140U0003,2013-05-20,94.525,soggiacenza statica,10.4,84.125,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1356,PV,BEREGUARDO,PO0180140U0003,2013-06-11,94.525,soggiacenza statica,9.9,84.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1357,PV,BEREGUARDO,PO0180140U0003,2013-07-11,94.525,soggiacenza statica,10.0,84.525,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1358,PV,BEREGUARDO,PO0180140U0003,2013-08-11,94.525,soggiacenza statica,9.9,84.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1359,PV,BEREGUARDO,PO0180140U0003,2013-09-18,94.525,soggiacenza statica,10.0,84.525,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1360,PV,BEREGUARDO,PO0180140U0003,2013-10-24,94.525,soggiacenza statica,10.0,84.525,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1361,PV,BEREGUARDO,PO0180140U0003,2013-11-19,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1362,PV,BEREGUARDO,PO0180140U0003,2013-12-17,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1363,PV,BEREGUARDO,PO0180140U0003,2014-01-27,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1364,PV,BEREGUARDO,PO0180140U0003,2014-02-24,94.525,soggiacenza statica,9.75,84.775,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1365,PV,BEREGUARDO,PO0180140U0003,2014-03-24,94.525,soggiacenza statica,9.7,84.825,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1366,PV,BEREGUARDO,PO0180140U0003,2014-04-11,94.525,soggiacenza statica,9.8,84.725,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1367,PV,BEREGUARDO,PO0180140U0003,2014-05-22,94.525,soggiacenza statica,10.2,84.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1368,PV,BEREGUARDO,PO0180140U0003,2014-08-28,94.525,soggiacenza statica,9.5,85.025,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1369,PV,BEREGUARDO,PO0180140U0003,2014-09-15,94.525,soggiacenza statica,9.2,85.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1370,PV,BEREGUARDO,PO0180140U0003,2014-10-23,94.525,soggiacenza statica,10.9,83.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1371,PV,BEREGUARDO,PO0180140U0003,2014-11-22,94.525,soggiacenza statica,10.2,84.325,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1372,PV,BEREGUARDO,PO0180140U0003,2014-12-22,94.525,soggiacenza statica,9.6,84.925,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1373,PV,BEREGUARDO,PO0180140U0003,2015-01-23,94.525,soggiacenza statica,10.0,84.525,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1374,PV,BEREGUARDO,PO0180140U0003,2015-02-27,94.525,soggiacenza statica,9.8,84.725,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
1375,PV,BEREGUARDO,PO0180140U0003,2015-03-30,94.525,soggiacenza statica,9.9,84.625,9.5875,10.3525,84.1725,84.9375,0.7650000000000006,83.025,86.08500000000001,,,,,,,,,
