,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1
0,MI,BOLLATE,PO015027NUP002,2016-02-01,149.24,soggiacenza statica,10.92,138.32,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO012068NUP001,169.70499999999998,173.20499999999998,34.925,38.425
1,MI,BOLLATE,PO015027NUP002,2016-03-01,149.24,soggiacenza statica,10.78,138.46,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO012090NU3009,151.5425,154.8125,53.6325,56.902499999999996
2,MI,BOLLATE,PO015027NUP002,2016-04-01,149.24,soggiacenza statica,10.48,138.76,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO012109NUB005,167.4295,171.142,21.16,24.8725
3,MI,BOLLATE,PO015027NUP002,2016-05-01,149.24,soggiacenza statica,10.4,138.84,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0121180U2006,194.425,197.925,32.075,35.575
4,MI,BOLLATE,PO015027NUP002,2016-06-01,149.24,soggiacenza statica,11.1,138.14,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO012118NUP001,189.179,192.359,27.71,30.89
5,MI,BOLLATE,PO015027NUP002,2016-08-01,149.24,soggiacenza statica,9.94,139.3,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO012119NU0009,176.48000000000002,181.60000000000002,27.729999999999997,32.849999999999994
6,MI,BOLLATE,PO015027NUP002,2016-09-01,149.24,soggiacenza statica,11.05,138.19,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO013101NUP001,200.606,204.286,103.25,106.93
7,MI,BOLLATE,PO015027NUP002,2016-10-01,149.24,soggiacenza statica,11.18,138.06,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0132020U0003,179.77949999999998,186.55450000000002,48.037499999999994,54.8125
8,MI,BOLLATE,PO015027NUP002,2016-11-01,149.24,soggiacenza statica,11.48,137.76,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO015027NUP002,135.76,138.32,10.92,13.48
9,MI,BOLLATE,PO015027NUP002,2016-12-01,149.24,soggiacenza statica,11.56,137.68,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0150410U0058,162.43200000000002,163.612,25.44,26.62
10,MI,BOLLATE,PO015027NUP002,2017-02-01,149.24,soggiacenza statica,13.12,136.12,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO015077NU0023,128.589,131.429,19.08,21.92
11,MI,BOLLATE,PO015027NUP002,2017-03-01,149.24,soggiacenza statica,12.95,136.29,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0150850U0263,132.972,134.052,6.27,7.35
12,MI,BOLLATE,PO015027NUP002,2017-04-01,149.24,soggiacenza statica,13.85,135.39,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151160U0008,164.045,167.445,14.024999999999999,17.424999999999997
13,MI,BOLLATE,PO015027NUP002,2017-05-01,149.24,soggiacenza statica,13.45,135.79,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151340U0004,139.3375,140.9675,5.0725,6.702500000000001
14,MI,BOLLATE,PO015027NUP002,2017-06-01,149.24,soggiacenza statica,13.48,135.76,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151360U0003,124.308,125.888,23.65,25.23
15,MI,BOLLATE,PO015027NUP002,2017-07-01,149.24,soggiacenza statica,13.28,135.96,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151460U0477,119.08000000000001,122.275,20.305,23.5
16,MI,BOLLATE,PO015027NUP002,2017-08-01,149.24,soggiacenza statica,13.8,135.44,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151540U0065,154.675,156.70499999999998,9.844999999999999,11.875
17,MI,BOLLATE,PO015027NUP002,2017-09-01,149.24,soggiacenza statica,13.87,135.37,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151660U0020,146.89249999999998,149.84,22.169999999999998,25.1175
18,MI,BOLLATE,PO015027NUP002,2017-10-01,149.24,soggiacenza statica,13.7,135.54,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO015168NUP001,161.12800000000001,163.21925,14.71875,16.81
19,MI,BOLLATE,PO015027NUP002,2017-11-01,149.24,soggiacenza statica,13.6,135.64,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151750U0008,110.87,118.11,5.17,12.41
20,MI,BOLLATE,PO015027NUP002,2017-12-01,149.24,soggiacenza statica,14.13,135.11,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO015181NUP001,189.894,192.539,33.14,35.785
21,MI,BOLLATE,PO015027NUP002,2018-02-01,149.24,soggiacenza statica,10.67,138.57,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0151850U0004,107.9615,110.104,0.16999999999999998,2.3125
22,MI,BOLLATE,PO015027NUP002,2018-03-01,149.24,soggiacenza statica,11.54,137.7,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO015211NUP002,131.4975,132.61,8.5,9.6125
23,MI,BOLLATE,PO015027NUP002,2018-04-01,149.24,soggiacenza statica,11.36,137.88,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0152130U0021,166.6825,173.3325,38.7375,45.3875
24,MI,BOLLATE,PO015027NUP002,2018-05-01,149.24,soggiacenza statica,10.9,138.34,10.92,13.48,135.76,138.32,2.5600000000000023,131.92,142.16,,,,,PO0152190U0003,134.77100000000002,135.796,33.12,34.144999999999996
25,MI,BUSTO GAROLFO,PO0150410U0058,2015-11-25,189.052,soggiacenza statica,28.84,160.212,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,OUTLIER,,,,PO015243NUP002,135.58,137.52,9.05,10.99
26,MI,BUSTO GAROLFO,PO0150410U0058,2016-02-01,189.052,soggiacenza statica,24.53,164.522,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0152490U0004,157.7405,160.053,31.86,34.1725
27,MI,BUSTO GAROLFO,PO0150410U0058,2016-03-01,189.052,soggiacenza statica,25.1,163.952,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO016219NUP002,119.84649999999999,122.76400000000001,4.545,7.4625
28,MI,BUSTO GAROLFO,PO0150410U0058,2016-04-01,189.052,soggiacenza statica,25.425,163.627,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0162220U0004,153.51999999999998,156.815,13.225,16.52
29,MI,BUSTO GAROLFO,PO0150410U0058,2016-05-01,189.052,soggiacenza statica,25.45,163.602,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0180140U0003,84.1725,84.9375,9.5875,10.3525
30,MI,BUSTO GAROLFO,PO0150410U0058,2016-06-01,189.052,soggiacenza statica,24.9,164.152,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0181020U0007,100.917,101.64699999999999,5.52,6.25
31,MI,BUSTO GAROLFO,PO0150410U0058,2016-08-01,189.052,soggiacenza statica,24.75,164.302,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0181070U0001,116.4365,117.0765,3.2525,3.8925
32,MI,BUSTO GAROLFO,PO0150410U0058,2016-09-01,189.052,soggiacenza statica,24.53,164.522,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0181230U0005,110.349,110.94649999999999,7.1525,7.75
33,MI,BUSTO GAROLFO,PO0150410U0058,2016-10-01,189.052,soggiacenza statica,26.0,163.052,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0181680U0001,96.56700000000001,98.31200000000001,2.615,4.36
34,MI,BUSTO GAROLFO,PO0150410U0058,2016-12-01,189.052,soggiacenza statica,24.22,164.832,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0181770U0009,99.447,100.30699999999999,10.125,10.985
35,MI,BUSTO GAROLFO,PO0150410U0058,2017-02-01,189.052,soggiacenza statica,26.6,162.452,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO0190660U0002,78.625,79.07499999999999,8.495000000000001,8.945
36,MI,BUSTO GAROLFO,PO0150410U0058,2017-03-01,189.052,soggiacenza statica,26.54,162.512,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO108025NU0003,192.1385,196.62099999999998,68.995,73.47749999999999
37,MI,BUSTO GAROLFO,PO0150410U0058,2017-04-01,189.052,soggiacenza statica,26.735,162.317,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO1080330U0084,139.05,141.3625,32.6875,35.0
38,MI,BUSTO GAROLFO,PO0150410U0058,2017-05-01,189.052,soggiacenza statica,27.04,162.012,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO1080440U0132,162.902,165.927,43.15,46.175
39,MI,BUSTO GAROLFO,PO0150410U0058,2017-06-01,189.052,soggiacenza statica,27.18,161.872,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO1080520U0018,130.20499999999998,133.365,21.854999999999997,25.015
40,MI,BUSTO GAROLFO,PO0150410U0058,2017-07-01,189.052,soggiacenza statica,26.65,162.402,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,PO1080530U0005,154.011,155.1735,64.16250000000001,65.32499999999999
41,MI,BUSTO GAROLFO,PO0150410U0058,2017-08-01,189.052,soggiacenza statica,26.18,162.872,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,Totale complessivo,126.253,169.832,10.5,38.2575
42,MI,BUSTO GAROLFO,PO0150410U0058,2017-09-01,189.052,soggiacenza statica,25.85,163.202,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
43,MI,BUSTO GAROLFO,PO0150410U0058,2017-10-01,189.052,soggiacenza statica,25.68,163.372,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
44,MI,BUSTO GAROLFO,PO0150410U0058,2017-11-01,189.052,soggiacenza statica,25.9,163.152,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
45,MI,BUSTO GAROLFO,PO0150410U0058,2017-12-01,189.052,soggiacenza statica,25.44,163.612,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
46,MI,BUSTO GAROLFO,PO0150410U0058,2018-01-01,189.052,soggiacenza statica,25.89,163.162,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
47,MI,BUSTO GAROLFO,PO0150410U0058,2018-02-01,189.052,soggiacenza statica,26.35,162.702,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
48,MI,BUSTO GAROLFO,PO0150410U0058,2018-03-01,189.052,soggiacenza statica,26.62,162.43200000000002,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
49,MI,BUSTO GAROLFO,PO0150410U0058,2018-04-01,189.052,soggiacenza statica,26.2,162.852,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
50,MI,BUSTO GAROLFO,PO0150410U0058,2018-05-01,189.052,soggiacenza statica,26.66,162.392,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
51,MI,BUSTO GAROLFO,PO0150410U0058,2018-08-01,189.052,soggiacenza statica,26.58,162.472,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
52,MI,BUSTO GAROLFO,PO0150410U0058,2018-11-01,189.052,soggiacenza statica,25.91,163.142,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,,,,,,,,,
53,MI,BUSTO GAROLFO,PO0150410U0058,2019-04-04,189.052,soggiacenza statica,28.65,160.402,25.44,26.62,162.43200000000002,163.612,1.1799999999999784,160.66200000000003,165.38199999999995,OUTLIER,,,,,,,,
54,MI,CINISELLO BALSAMO,PO015077NU0023,2013-01-04,150.509,soggiacenza statica,21.545,128.964,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
55,MI,CINISELLO BALSAMO,PO015077NU0023,2013-02-18,150.509,soggiacenza statica,22.32,128.189,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
56,MI,CINISELLO BALSAMO,PO015077NU0023,2013-03-07,150.509,soggiacenza statica,22.81,127.699,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
57,MI,CINISELLO BALSAMO,PO015077NU0023,2013-04-18,150.509,soggiacenza statica,22.26,128.249,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
58,MI,CINISELLO BALSAMO,PO015077NU0023,2013-05-14,150.509,soggiacenza statica,21.98,128.529,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
59,MI,CINISELLO BALSAMO,PO015077NU0023,2013-06-19,150.509,soggiacenza statica,21.92,128.589,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
60,MI,CINISELLO BALSAMO,PO015077NU0023,2013-08-01,150.509,soggiacenza statica,22.0,128.509,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
61,MI,CINISELLO BALSAMO,PO015077NU0023,2013-09-01,150.509,soggiacenza statica,20.83,129.679,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
62,MI,CINISELLO BALSAMO,PO015077NU0023,2013-10-01,150.509,soggiacenza statica,20.35,130.159,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
63,MI,CINISELLO BALSAMO,PO015077NU0023,2013-11-01,150.509,soggiacenza statica,20.24,130.269,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
64,MI,CINISELLO BALSAMO,PO015077NU0023,2014-01-15,150.509,soggiacenza statica,20.36,130.149,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
65,MI,CINISELLO BALSAMO,PO015077NU0023,2014-02-15,150.509,soggiacenza statica,20.33,130.179,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
66,MI,CINISELLO BALSAMO,PO015077NU0023,2014-03-15,150.509,soggiacenza statica,19.38,131.129,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
67,MI,CINISELLO BALSAMO,PO015077NU0023,2014-04-15,150.509,soggiacenza statica,19.59,130.919,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
68,MI,CINISELLO BALSAMO,PO015077NU0023,2014-05-15,150.509,soggiacenza statica,19.2,131.309,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
69,MI,CINISELLO BALSAMO,PO015077NU0023,2014-06-15,150.509,soggiacenza statica,19.7,130.809,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
70,MI,CINISELLO BALSAMO,PO015077NU0023,2014-07-01,150.509,soggiacenza statica,19.24,131.269,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
71,MI,CINISELLO BALSAMO,PO015077NU0023,2014-09-01,150.509,soggiacenza statica,17.06,133.449,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
72,MI,CINISELLO BALSAMO,PO015077NU0023,2014-10-01,150.509,soggiacenza statica,17.67,132.839,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
73,MI,CINISELLO BALSAMO,PO015077NU0023,2014-11-01,150.509,soggiacenza statica,16.63,133.879,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
74,MI,CINISELLO BALSAMO,PO015077NU0023,2015-01-01,150.509,soggiacenza statica,16.48,134.029,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
75,MI,CINISELLO BALSAMO,PO015077NU0023,2015-02-01,150.509,soggiacenza statica,16.7,133.809,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
76,MI,CINISELLO BALSAMO,PO015077NU0023,2015-04-01,150.509,soggiacenza statica,18.1,132.409,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
77,MI,CINISELLO BALSAMO,PO015077NU0023,2015-05-01,150.509,soggiacenza statica,16.62,133.889,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
78,MI,CINISELLO BALSAMO,PO015077NU0023,2015-06-01,150.509,soggiacenza statica,17.0,133.509,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
79,MI,CINISELLO BALSAMO,PO015077NU0023,2015-07-01,150.509,soggiacenza statica,18.29,132.219,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
80,MI,CINISELLO BALSAMO,PO015077NU0023,2015-09-01,150.509,soggiacenza statica,16.5,134.009,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
81,MI,CINISELLO BALSAMO,PO015077NU0023,2015-10-01,150.509,soggiacenza statica,17.49,133.019,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
82,MI,CINISELLO BALSAMO,PO015077NU0023,2015-11-01,150.509,soggiacenza statica,18.04,132.469,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
83,MI,CINISELLO BALSAMO,PO015077NU0023,2015-12-01,150.509,soggiacenza statica,17.88,132.629,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
84,MI,CINISELLO BALSAMO,PO015077NU0023,2016-01-01,150.509,soggiacenza statica,18.49,132.019,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
85,MI,CINISELLO BALSAMO,PO015077NU0023,2016-02-01,150.509,soggiacenza statica,18.78,131.729,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
86,MI,CINISELLO BALSAMO,PO015077NU0023,2016-03-01,150.509,soggiacenza statica,19.08,131.429,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
87,MI,CINISELLO BALSAMO,PO015077NU0023,2016-04-01,150.509,soggiacenza statica,19.5,131.009,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
88,MI,CINISELLO BALSAMO,PO015077NU0023,2016-05-01,150.509,soggiacenza statica,20.51,129.999,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
89,MI,CINISELLO BALSAMO,PO015077NU0023,2016-06-01,150.509,soggiacenza statica,20.15,130.359,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
90,MI,CINISELLO BALSAMO,PO015077NU0023,2016-07-01,150.509,soggiacenza statica,20.1,130.409,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
91,MI,CINISELLO BALSAMO,PO015077NU0023,2016-08-01,150.509,soggiacenza statica,20.07,130.439,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
92,MI,CINISELLO BALSAMO,PO015077NU0023,2016-09-01,150.509,soggiacenza statica,20.87,129.639,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
93,MI,CINISELLO BALSAMO,PO015077NU0023,2016-10-01,150.509,soggiacenza statica,20.1,130.409,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
94,MI,CINISELLO BALSAMO,PO015077NU0023,2016-11-01,150.509,soggiacenza statica,20.075000000000003,130.434,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
95,MI,CINISELLO BALSAMO,PO015077NU0023,2016-12-01,150.509,soggiacenza statica,20.1,130.409,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
96,MI,CINISELLO BALSAMO,PO015077NU0023,2017-01-01,150.509,soggiacenza statica,20.26,130.249,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
97,MI,CINISELLO BALSAMO,PO015077NU0023,2017-02-01,150.509,soggiacenza statica,20.75,129.759,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
98,MI,CINISELLO BALSAMO,PO015077NU0023,2017-03-01,150.509,soggiacenza statica,21.37,129.139,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
99,MI,CINISELLO BALSAMO,PO015077NU0023,2017-04-01,150.509,soggiacenza statica,21.85,128.659,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
100,MI,CINISELLO BALSAMO,PO015077NU0023,2017-05-01,150.509,soggiacenza statica,21.58,128.929,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
101,MI,CINISELLO BALSAMO,PO015077NU0023,2017-06-01,150.509,soggiacenza statica,21.135,129.374,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
102,MI,CINISELLO BALSAMO,PO015077NU0023,2017-07-01,150.509,soggiacenza statica,22.27,128.239,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
103,MI,CINISELLO BALSAMO,PO015077NU0023,2017-08-01,150.509,soggiacenza statica,22.61,127.899,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
104,MI,CINISELLO BALSAMO,PO015077NU0023,2017-09-01,150.509,soggiacenza statica,21.96,128.549,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
105,MI,CINISELLO BALSAMO,PO015077NU0023,2017-10-01,150.509,soggiacenza statica,21.42,129.089,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
106,MI,CINISELLO BALSAMO,PO015077NU0023,2017-11-01,150.509,soggiacenza statica,20.795,129.714,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
107,MI,CINISELLO BALSAMO,PO015077NU0023,2017-12-01,150.509,soggiacenza statica,21.89,128.619,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
108,MI,CINISELLO BALSAMO,PO015077NU0023,2018-01-01,150.509,soggiacenza statica,22.42,128.089,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
109,MI,CINISELLO BALSAMO,PO015077NU0023,2018-02-01,150.509,soggiacenza statica,22.75,127.759,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
110,MI,CINISELLO BALSAMO,PO015077NU0023,2018-03-01,150.509,soggiacenza statica,22.88,127.629,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
111,MI,CINISELLO BALSAMO,PO015077NU0023,2018-04-01,150.509,soggiacenza statica,22.5,128.009,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
112,MI,CINISELLO BALSAMO,PO015077NU0023,2018-05-01,150.509,soggiacenza statica,22.63,127.879,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,,,,,,,,,
113,MI,CINISELLO BALSAMO,PO015077NU0023,2018-08-01,150.509,soggiacenza statica,29.15,121.359,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,OUTLIER,,,,,,,,
114,MI,CINISELLO BALSAMO,PO015077NU0023,2018-11-01,150.509,soggiacenza statica,28.48,122.029,19.08,21.92,128.589,131.429,2.8400000000000034,124.329,135.68900000000002,OUTLIER,,,,,,,,
115,MI,CORBETTA,PO0150850U0263,2015-05-05,140.322,soggiacenza statica,6.27,134.052,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
116,MI,CORBETTA,PO0150850U0263,2015-10-15,140.322,soggiacenza statica,5.62,134.702,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
117,MI,CORBETTA,PO0150850U0263,2016-02-01,140.322,soggiacenza statica,7.37,132.952,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
118,MI,CORBETTA,PO0150850U0263,2016-03-01,140.322,soggiacenza statica,7.35,132.972,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
119,MI,CORBETTA,PO0150850U0263,2016-04-20,140.322,soggiacenza statica,7.24,133.082,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
120,MI,CORBETTA,PO0150850U0263,2017-11-01,140.322,soggiacenza statica,6.63,133.692,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
121,MI,CORBETTA,PO0150850U0263,2017-12-01,140.322,soggiacenza statica,6.77,133.552,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
122,MI,CORBETTA,PO0150850U0263,2018-02-01,140.322,soggiacenza statica,5.88,134.442,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
123,MI,CORBETTA,PO0150850U0263,2018-04-04,140.322,soggiacenza statica,10.1,130.222,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,OUTLIER,,,,,,,,
124,MI,CORBETTA,PO0150850U0263,2018-05-01,140.322,soggiacenza statica,6.2,134.122,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
125,MI,CORBETTA,PO0150850U0263,2018-08-01,140.322,soggiacenza statica,6.47,133.852,6.27,7.35,132.972,134.052,1.079999999999984,131.35200000000003,135.67199999999997,,,,,,,,,
