,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
270,MN,ROVERBELLA,PO0200530R0089,2004-12-15,35.415,soggiacenza statica,1.35,34.065,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,MN,ROVERBELLA,PO0200530R0089,2005-01-15,35.415,soggiacenza statica,1.5,33.915,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,MN,ROVERBELLA,PO0200530R0089,2005-02-15,35.415,soggiacenza statica,1.35,34.065,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,MN,ROVERBELLA,PO0200530R0089,2005-03-15,35.415,soggiacenza statica,1.6,33.815,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,MN,ROVERBELLA,PO0200530R0089,2005-04-15,35.415,soggiacenza statica,1.8,33.615,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,MN,ROVERBELLA,PO0200530R0089,2005-05-15,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,MN,ROVERBELLA,PO0200530R0089,2005-06-15,35.415,soggiacenza statica,1.63,33.785,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,MN,ROVERBELLA,PO0200530R0089,2005-07-15,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,MN,ROVERBELLA,PO0200530R0089,2005-08-15,35.415,soggiacenza statica,1.25,34.165,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,MN,ROVERBELLA,PO0200530R0089,2005-09-15,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,MN,ROVERBELLA,PO0200530R0089,2005-10-15,35.415,soggiacenza statica,1.42,33.995,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,MN,ROVERBELLA,PO0200530R0089,2005-11-15,35.415,soggiacenza statica,1.33,34.085,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,MN,ROVERBELLA,PO0200530R0089,2005-12-15,35.415,soggiacenza statica,1.28,34.135,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,MN,ROVERBELLA,PO0200530R0089,2006-01-15,35.415,soggiacenza statica,1.6,33.815,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,MN,ROVERBELLA,PO0200530R0089,2006-02-15,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,MN,ROVERBELLA,PO0200530R0089,2006-03-15,35.415,soggiacenza statica,1.6,33.815,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,MN,ROVERBELLA,PO0200530R0089,2006-04-15,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,MN,ROVERBELLA,PO0200530R0089,2006-05-15,35.415,soggiacenza statica,1.45,33.965,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,MN,ROVERBELLA,PO0200530R0089,2006-06-15,35.415,soggiacenza statica,1.1,34.315,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,MN,ROVERBELLA,PO0200530R0089,2006-07-15,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,MN,ROVERBELLA,PO0200530R0089,2006-09-15,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,MN,ROVERBELLA,PO0200530R0089,2006-10-15,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,MN,ROVERBELLA,PO0200530R0089,2006-11-15,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,MN,ROVERBELLA,PO0200530R0089,2006-12-15,35.415,soggiacenza statica,1.45,33.965,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,MN,ROVERBELLA,PO0200530R0089,2007-01-15,35.415,soggiacenza statica,1.52,33.895,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,MN,ROVERBELLA,PO0200530R0089,2007-02-15,35.415,soggiacenza statica,1.45,33.965,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,MN,ROVERBELLA,PO0200530R0089,2007-03-15,35.415,soggiacenza statica,1.5,33.915,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,MN,ROVERBELLA,PO0200530R0089,2007-04-15,35.415,soggiacenza statica,1.63,33.785,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,MN,ROVERBELLA,PO0200530R0089,2007-05-15,35.415,soggiacenza statica,1.55,33.865,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,MN,ROVERBELLA,PO0200530R0089,2007-06-15,35.415,soggiacenza statica,1.5,33.915,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,MN,ROVERBELLA,PO0200530R0089,2007-07-15,35.415,soggiacenza statica,1.37,34.045,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,MN,ROVERBELLA,PO0200530R0089,2007-08-15,35.415,soggiacenza statica,1.55,33.865,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,MN,ROVERBELLA,PO0200530R0089,2007-09-15,35.415,soggiacenza statica,1.41,34.005,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,MN,ROVERBELLA,PO0200530R0089,2007-10-15,35.415,soggiacenza statica,1.5,33.915,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,MN,ROVERBELLA,PO0200530R0089,2007-12-15,35.415,soggiacenza statica,1.55,33.865,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,MN,ROVERBELLA,PO0200530R0089,2008-01-28,35.415,soggiacenza statica,1.46,33.955,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,MN,ROVERBELLA,PO0200530R0089,2008-02-26,35.415,soggiacenza statica,1.6,33.815,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,MN,ROVERBELLA,PO0200530R0089,2008-04-07,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,MN,ROVERBELLA,PO0200530R0089,2008-06-26,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,MN,ROVERBELLA,PO0200530R0089,2008-09-01,35.415,soggiacenza statica,1.1,34.315,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,MN,ROVERBELLA,PO0200530R0089,2008-10-02,35.415,soggiacenza statica,1.2,34.215,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,MN,ROVERBELLA,PO0200530R0089,2008-11-05,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,MN,ROVERBELLA,PO0200530R0089,2008-12-05,35.415,soggiacenza statica,1.0,34.415,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,MN,ROVERBELLA,PO0200530R0089,2009-01-23,35.415,soggiacenza statica,1.45,33.965,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,MN,ROVERBELLA,PO0200530R0089,2009-02-26,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,MN,ROVERBELLA,PO0200530R0089,2009-03-18,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,MN,ROVERBELLA,PO0200530R0089,2009-04-29,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,MN,ROVERBELLA,PO0200530R0089,2009-05-27,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,MN,ROVERBELLA,PO0200530R0089,2009-06-17,35.415,soggiacenza statica,1.3,34.115,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,MN,ROVERBELLA,PO0200530R0089,2009-07-28,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,MN,ROVERBELLA,PO0200530R0089,2009-08-17,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,MN,ROVERBELLA,PO0200530R0089,2009-09-29,35.415,soggiacenza statica,1.52,33.895,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,MN,ROVERBELLA,PO0200530R0089,2009-10-29,35.415,soggiacenza statica,1.55,33.865,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,MN,ROVERBELLA,PO0200530R0089,2009-11-17,35.415,soggiacenza statica,1.6,33.815,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,MN,ROVERBELLA,PO0200530R0089,2009-12-15,35.415,soggiacenza statica,1.61,33.805,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,MN,ROVERBELLA,PO0200530R0089,2010-01-28,35.415,soggiacenza statica,1.63,33.785,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,MN,ROVERBELLA,PO0200530R0089,2010-02-15,35.415,soggiacenza statica,1.65,33.765,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,MN,ROVERBELLA,PO0200530R0089,2010-03-02,35.415,soggiacenza statica,1.65,33.765,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,MN,ROVERBELLA,PO0200530R0089,2010-04-29,35.415,soggiacenza statica,1.7,33.715,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,MN,ROVERBELLA,PO0200530R0089,2010-05-24,35.415,soggiacenza statica,1.31,34.105,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,MN,ROVERBELLA,PO0200530R0089,2010-06-15,35.415,soggiacenza statica,1.65,33.765,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,MN,ROVERBELLA,PO0200530R0089,2010-07-19,35.415,soggiacenza statica,1.22,34.195,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,MN,ROVERBELLA,PO0200530R0089,2010-08-31,35.415,soggiacenza statica,1.68,33.735,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,MN,ROVERBELLA,PO0200530R0089,2010-09-15,35.415,soggiacenza statica,1.69,33.725,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,MN,ROVERBELLA,PO0200530R0089,2010-10-15,35.415,soggiacenza statica,1.5,33.915,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,MN,ROVERBELLA,PO0200530R0089,2010-11-17,35.415,soggiacenza statica,1.2,34.215,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,MN,ROVERBELLA,PO0200530R0089,2010-12-27,35.415,soggiacenza statica,1.63,33.785,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,MN,ROVERBELLA,PO0200530R0089,2011-02-09,35.415,soggiacenza statica,1.45,33.965,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,MN,ROVERBELLA,PO0200530R0089,2011-03-16,35.415,soggiacenza statica,1.26,34.155,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,MN,ROVERBELLA,PO0200530R0089,2011-04-06,35.415,soggiacenza statica,1.15,34.265,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,MN,ROVERBELLA,PO0200530R0089,2011-05-25,35.415,soggiacenza statica,1.15,34.265,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,MN,ROVERBELLA,PO0200530R0089,2011-06-21,35.415,soggiacenza statica,1.18,34.235,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,MN,ROVERBELLA,PO0200530R0089,2011-07-18,35.415,soggiacenza statica,1.21,34.205,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,MN,ROVERBELLA,PO0200530R0089,2011-08-02,35.415,soggiacenza statica,1.15,34.265,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,MN,ROVERBELLA,PO0200530R0089,2011-09-06,35.415,soggiacenza statica,1.15,34.265,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,MN,ROVERBELLA,PO0200530R0089,2011-10-12,35.415,soggiacenza statica,1.2,34.215,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,MN,ROVERBELLA,PO0200530R0089,2011-11-16,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,MN,ROVERBELLA,PO0200530R0089,2011-12-13,35.415,soggiacenza statica,1.16,34.255,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,MN,ROVERBELLA,PO0200530R0089,2012-01-25,35.415,soggiacenza statica,1.1,34.315,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,MN,ROVERBELLA,PO0200530R0089,2012-02-01,35.415,soggiacenza statica,1.43,33.985,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,MN,ROVERBELLA,PO0200530R0089,2012-03-16,35.415,soggiacenza statica,1.41,34.005,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,MN,ROVERBELLA,PO0200530R0089,2012-04-26,35.415,soggiacenza statica,1.48,33.935,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,MN,ROVERBELLA,PO0200530R0089,2012-05-15,35.415,soggiacenza statica,1.38,34.035,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,MN,ROVERBELLA,PO0200530R0089,2012-06-21,35.415,soggiacenza statica,1.4,34.015,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,MN,ROVERBELLA,PO0200530R0089,2012-07-18,35.415,soggiacenza statica,1.14,34.275,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,MN,ROVERBELLA,PO0200530R0089,2012-08-22,35.415,soggiacenza statica,1.28,34.135,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,MN,ROVERBELLA,PO0200530R0089,2012-09-14,35.415,soggiacenza statica,1.2,34.215,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,MN,ROVERBELLA,PO0200530R0089,2012-10-15,35.415,soggiacenza statica,1.08,34.335,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,MN,ROVERBELLA,PO0200530R0089,2012-11-15,35.415,soggiacenza statica,1.11,34.305,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,MN,ROVERBELLA,PO0200530R0089,2012-12-10,35.415,soggiacenza statica,1.35,34.065,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,MN,ROVERBELLA,PO0200530R0089,2013-01-21,35.415,soggiacenza statica,1.18,34.235,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,MN,ROVERBELLA,PO0200530R0089,2013-02-15,35.415,soggiacenza statica,1.11,34.305,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,MN,ROVERBELLA,PO0200530R0089,2013-03-27,35.415,soggiacenza statica,1.06,34.355,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,MN,ROVERBELLA,PO0200530R0089,2013-04-14,35.415,soggiacenza statica,1.02,34.395,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,MN,ROVERBELLA,PO0200530R0089,2013-05-23,35.415,soggiacenza statica,1.27,34.145,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,MN,ROVERBELLA,PO0200530R0089,2013-06-18,35.415,soggiacenza statica,1.15,34.265,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,MN,ROVERBELLA,PO0200530R0089,2013-07-08,35.415,soggiacenza statica,1.12,34.295,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,MN,ROVERBELLA,PO0200530R0089,2013-08-01,35.415,soggiacenza statica,1.18,34.235,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,MN,ROVERBELLA,PO0200530R0089,2013-09-17,35.415,soggiacenza statica,1.21,34.205,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,MN,ROVERBELLA,PO0200530R0089,2013-10-15,35.415,soggiacenza statica,1.2,34.215,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,MN,ROVERBELLA,PO0200530R0089,2013-11-27,35.415,soggiacenza statica,1.12,34.295,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,MN,ROVERBELLA,PO0200530R0089,2013-12-09,35.415,soggiacenza statica,1.31,34.105,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,MN,ROVERBELLA,PO0200530R0089,2014-01-15,35.415,soggiacenza statica,1.25,34.165,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,MN,ROVERBELLA,PO0200530R0089,2014-02-12,35.415,soggiacenza statica,1.14,34.275,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,MN,ROVERBELLA,PO0200530R0089,2014-03-10,35.415,soggiacenza statica,1.18,34.235,1.28,1.5150000000000001,33.900000000000006,34.135,0.23499999999999233,33.547500000000014,34.48749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
