,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
229,PV,GARLASCO,PO0180690U0001,2015-11-18,93.024,soggiacenza statica,8.89,84.134,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PV,GARLASCO,PO0180690U0001,2016-02-15,93.024,soggiacenza statica,10.01,83.014,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PV,GARLASCO,PO0180690U0001,2016-03-31,93.024,soggiacenza statica,9.2,83.824,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PV,GARLASCO,PO0180690U0001,2016-04-26,93.024,soggiacenza statica,9.65,83.374,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PV,GARLASCO,PO0180690U0001,2016-05-31,93.024,soggiacenza statica,9.91,83.114,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PV,GARLASCO,PO0180690U0001,2016-06-15,93.024,soggiacenza statica,9.77,83.254,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PV,GARLASCO,PO0180690U0001,2016-08-16,93.024,soggiacenza statica,9.55,83.474,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PV,GARLASCO,PO0180690U0001,2016-09-15,93.024,soggiacenza statica,9.6,83.424,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PV,GARLASCO,PO0180690U0001,2016-10-16,93.024,soggiacenza statica,8.7,84.324,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PV,GARLASCO,PO0180690U0001,2016-11-22,93.024,soggiacenza statica,9.21,83.814,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PV,GARLASCO,PO0180690U0001,2016-12-16,93.024,soggiacenza statica,9.2,83.824,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PV,GARLASCO,PO0180690U0001,2017-05-23,93.024,soggiacenza statica,10.47,82.554,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PV,GARLASCO,PO0180690U0001,2017-06-12,93.024,soggiacenza statica,10.2,82.824,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PV,GARLASCO,PO0180690U0001,2017-07-13,93.024,soggiacenza statica,9.48,83.544,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PV,GARLASCO,PO0180690U0001,2017-08-09,93.024,soggiacenza statica,8.9,84.124,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PV,GARLASCO,PO0180690U0001,2017-09-13,93.024,soggiacenza statica,8.26,84.764,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PV,GARLASCO,PO0180690U0001,2017-10-24,93.024,soggiacenza statica,8.81,84.214,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PV,GARLASCO,PO0180690U0001,2017-11-22,93.024,soggiacenza statica,9.23,83.794,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PV,GARLASCO,PO0180690U0001,2017-12-15,93.024,soggiacenza statica,9.57,83.454,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PV,GARLASCO,PO0180690U0001,2018-02-16,93.024,soggiacenza statica,9.55,83.474,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PV,GARLASCO,PO0180690U0001,2018-03-14,93.024,soggiacenza statica,9.5,83.524,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PV,GARLASCO,PO0180690U0001,2018-04-30,93.024,soggiacenza statica,9.53,83.494,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PV,GARLASCO,PO0180690U0001,2018-05-16,93.024,soggiacenza statica,10.45,82.574,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PV,GARLASCO,PO0180690U0001,2018-06-25,93.024,soggiacenza statica,9.5,83.524,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PV,GARLASCO,PO0180690U0001,2018-08-22,93.024,soggiacenza statica,8.8,84.224,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PV,GARLASCO,PO0180690U0001,2018-09-20,93.024,soggiacenza statica,9.05,83.974,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PV,GARLASCO,PO0180690U0001,2018-10-24,93.024,soggiacenza statica,8.84,84.184,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PV,GARLASCO,PO0180690U0001,2018-11-28,93.024,soggiacenza statica,9.53,83.494,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PV,GARLASCO,PO0180690U0001,2018-12-31,93.024,soggiacenza statica,9.28,83.744,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PV,GARLASCO,PO0180690U0001,2019-01-28,93.024,soggiacenza statica,9.37,83.654,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PV,GARLASCO,PO0180690U0001,2019-02-28,93.024,soggiacenza statica,9.55,83.474,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PV,GARLASCO,PO0180690U0001,2019-03-28,93.024,soggiacenza statica,10.0,83.024,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PV,GARLASCO,PO0180690U0001,2019-06-30,93.024,soggiacenza statica,10.25,82.774,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PV,GARLASCO,PO0180690U0001,2019-07-31,93.024,soggiacenza statica,8.6,84.424,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PV,GARLASCO,PO0180690U0001,2019-08-23,93.024,soggiacenza statica,8.4,84.624,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PV,GARLASCO,PO0180690U0001,2019-09-30,93.024,soggiacenza statica,8.1,84.924,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PV,GARLASCO,PO0180690U0001,2019-10-23,93.024,soggiacenza statica,8.76,84.264,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PV,GARLASCO,PO0180690U0001,2019-11-30,93.024,soggiacenza statica,8.7,84.324,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PV,GARLASCO,PO0180690U0001,2020-06-30,93.024,soggiacenza statica,8.8,84.224,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PV,GARLASCO,PO0180690U0001,2020-10-13,93.024,soggiacenza statica,8.71,84.314,8.8175,9.9075,83.1165,84.2065,1.0900000000000034,81.4815,85.84150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PV,MEDE,PO0180880U0003,2008-01-28,92.949,soggiacenza statica,4.53,88.419,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PV,MEDE,PO0180880U0003,2008-02-25,92.949,soggiacenza statica,4.3,88.649,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PV,MEDE,PO0180880U0003,2008-03-17,92.949,soggiacenza statica,4.42,88.529,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PV,MEDE,PO0180880U0003,2008-04-23,92.949,soggiacenza statica,4.58,88.369,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PV,MEDE,PO0180880U0003,2008-05-19,92.949,soggiacenza statica,3.84,89.109,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PV,MEDE,PO0180880U0003,2008-06-23,92.949,soggiacenza statica,2.93,90.019,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PV,MEDE,PO0180880U0003,2008-07-21,92.949,soggiacenza statica,2.58,90.369,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PV,MEDE,PO0180880U0003,2008-08-25,92.949,soggiacenza statica,2.64,90.309,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PV,MEDE,PO0180880U0003,2008-09-30,92.949,soggiacenza statica,3.48,89.469,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PV,MEDE,PO0180880U0003,2008-10-29,92.949,soggiacenza statica,3.95,88.999,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PV,MEDE,PO0180880U0003,2008-11-17,92.949,soggiacenza statica,4.4,88.549,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PV,MEDE,PO0180880U0003,2008-12-22,92.949,soggiacenza statica,3.91,89.039,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PV,MEDE,PO0180880U0003,2009-01-28,92.949,soggiacenza statica,4.2,88.749,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PV,MEDE,PO0180880U0003,2009-02-19,92.949,soggiacenza statica,4.18,88.769,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PV,MEDE,PO0180880U0003,2009-03-23,92.949,soggiacenza statica,4.37,88.579,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PV,MEDE,PO0180880U0003,2009-04-29,92.949,soggiacenza statica,3.39,89.559,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PV,MEDE,PO0180880U0003,2009-05-18,92.949,soggiacenza statica,3.5,89.449,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PV,MEDE,PO0180880U0003,2009-06-24,92.949,soggiacenza statica,2.6,90.349,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PV,MEDE,PO0180880U0003,2009-07-22,92.949,soggiacenza statica,1.15,91.799,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PV,MEDE,PO0180880U0003,2009-08-24,92.949,soggiacenza statica,1.3,91.649,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PV,MEDE,PO0180880U0003,2009-09-24,92.949,soggiacenza statica,3.23,89.719,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PV,MEDE,PO0180880U0003,2009-10-22,92.949,soggiacenza statica,3.82,89.129,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PV,MEDE,PO0180880U0003,2009-11-17,92.949,soggiacenza statica,4.0,88.949,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PV,MEDE,PO0180880U0003,2010-01-26,92.949,soggiacenza statica,4.36,88.589,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PV,MEDE,PO0180880U0003,2010-02-23,92.949,soggiacenza statica,4.47,88.479,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PV,MEDE,PO0180880U0003,2010-03-24,92.949,soggiacenza statica,4.5,88.449,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PV,MEDE,PO0180880U0003,2010-04-16,92.949,soggiacenza statica,4.41,88.539,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PV,MEDE,PO0180880U0003,2010-05-27,92.949,soggiacenza statica,3.7,89.249,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PV,MEDE,PO0180880U0003,2010-06-28,92.949,soggiacenza statica,2.89,90.059,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PV,MEDE,PO0180880U0003,2010-07-26,92.949,soggiacenza statica,2.61,90.339,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PV,MEDE,PO0180880U0003,2010-08-25,92.949,soggiacenza statica,2.55,90.399,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PV,MEDE,PO0180880U0003,2010-09-27,92.949,soggiacenza statica,3.89,89.059,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PV,MEDE,PO0180880U0003,2010-10-20,92.949,soggiacenza statica,3.9,89.049,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PV,MEDE,PO0180880U0003,2010-11-15,92.949,soggiacenza statica,4.5,88.449,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PV,MEDE,PO0180880U0003,2010-12-16,92.949,soggiacenza statica,3.9,89.049,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PV,MEDE,PO0180880U0003,2011-01-21,92.949,soggiacenza statica,4.13,88.819,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PV,MEDE,PO0180880U0003,2011-02-09,92.949,soggiacenza statica,4.65,88.299,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PV,MEDE,PO0180880U0003,2011-03-21,92.949,soggiacenza statica,4.28,88.669,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PV,MEDE,PO0180880U0003,2011-04-15,92.949,soggiacenza statica,4.35,88.599,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PV,MEDE,PO0180880U0003,2011-05-05,92.949,soggiacenza statica,4.05,88.899,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PV,MEDE,PO0180880U0003,2011-06-21,92.949,soggiacenza statica,2.9,90.049,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PV,MEDE,PO0180880U0003,2011-07-18,92.949,soggiacenza statica,2.5,90.449,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PV,MEDE,PO0180880U0003,2011-08-10,92.949,soggiacenza statica,2.5,90.449,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PV,MEDE,PO0180880U0003,2011-09-26,92.949,soggiacenza statica,3.9,89.049,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PV,MEDE,PO0180880U0003,2011-10-24,92.949,soggiacenza statica,2.95,89.999,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PV,MEDE,PO0180880U0003,2011-11-28,92.949,soggiacenza statica,4.1,88.849,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PV,MEDE,PO0180880U0003,2011-12-12,92.949,soggiacenza statica,3.25,89.699,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PV,MEDE,PO0180880U0003,2012-01-19,92.949,soggiacenza statica,5.1,87.849,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PV,MEDE,PO0180880U0003,2012-02-15,92.949,soggiacenza statica,5.3,87.649,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PV,MEDE,PO0180880U0003,2012-03-16,92.949,soggiacenza statica,5.43,87.519,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PV,MEDE,PO0180880U0003,2012-04-11,92.949,soggiacenza statica,3.46,89.489,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PV,MEDE,PO0180880U0003,2012-05-15,92.949,soggiacenza statica,4.7,88.249,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PV,MEDE,PO0180880U0003,2012-06-06,92.949,soggiacenza statica,4.05,88.899,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PV,MEDE,PO0180880U0003,2012-07-05,92.949,soggiacenza statica,3.4,89.549,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PV,MEDE,PO0180880U0003,2012-08-21,92.949,soggiacenza statica,3.18,89.769,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PV,MEDE,PO0180880U0003,2012-09-11,92.949,soggiacenza statica,3.58,89.369,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PV,MEDE,PO0180880U0003,2012-10-24,92.949,soggiacenza statica,4.6,88.349,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PV,MEDE,PO0180880U0003,2012-11-29,92.949,soggiacenza statica,4.6,88.349,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PV,MEDE,PO0180880U0003,2012-12-19,92.949,soggiacenza statica,4.7,88.249,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PV,MEDE,PO0180880U0003,2013-01-14,92.949,soggiacenza statica,4.92,88.029,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PV,MEDE,PO0180880U0003,2013-02-07,92.949,soggiacenza statica,5.0,87.949,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PV,MEDE,PO0180880U0003,2013-03-27,92.949,soggiacenza statica,5.15,87.799,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PV,MEDE,PO0180880U0003,2013-04-18,92.949,soggiacenza statica,5.0,87.949,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PV,MEDE,PO0180880U0003,2013-06-10,92.949,soggiacenza statica,4.13,88.819,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PV,MEDE,PO0180880U0003,2013-07-15,92.949,soggiacenza statica,3.6,89.349,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PV,MEDE,PO0180880U0003,2013-08-29,92.949,soggiacenza statica,3.3,89.649,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PV,MEDE,PO0180880U0003,2013-09-18,92.949,soggiacenza statica,3.77,89.179,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PV,MEDE,PO0180880U0003,2013-10-18,92.949,soggiacenza statica,4.3,88.649,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PV,MEDE,PO0180880U0003,2013-11-04,92.949,soggiacenza statica,4.6,88.349,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PV,MEDE,PO0180880U0003,2013-12-02,92.949,soggiacenza statica,4.8,88.149,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PV,MEDE,PO0180880U0003,2014-01-15,92.949,soggiacenza statica,4.77,88.179,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PV,MEDE,PO0180880U0003,2014-02-10,92.949,soggiacenza statica,4.13,88.819,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PV,MEDE,PO0180880U0003,2014-03-05,92.949,soggiacenza statica,4.43,88.519,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PV,MEDE,PO0180880U0003,2014-04-01,92.949,soggiacenza statica,3.68,89.269,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PV,MEDE,PO0180880U0003,2014-05-06,92.949,soggiacenza statica,4.67,88.279,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PV,MEDE,PO0180880U0003,2014-06-13,92.949,soggiacenza statica,3.7,89.249,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PV,MEDE,PO0180880U0003,2014-07-08,92.949,soggiacenza statica,3.14,89.809,3.5,4.7,88.249,89.449,1.2000000000000028,86.44899999999998,91.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
