,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 22,Unnamed: 23,Etichette di colonna,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
0,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2015-05-25,84.87,soggiacenza statica,14.08,70.79,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO0152020U0025,14.057500000000001,14.4725,70.39750000000001,70.8275,,,Jan,,Feb,,Mar,,Apr,,May,,Jun,,Jul,,Aug,,Sep,,Oct,,Nov,,Dec,
1,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2015-09-10,84.87,soggiacenza statica,13.81,71.06,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO098002NR0045,9.57,9.8,55.353,55.583,,Etichette di riga,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG,1Q_SOG,3Q_SOG
2,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2015-10-28,84.87,soggiacenza statica,13.88,70.99,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO0980100U0007,6.05,6.72,55.161,55.831,,PO0152020U0025,14.3,14.52,14.399999999999999,14.61,14.415,14.504999999999999,14.455,15.030000000000001,14.065,14.4475,14.185,14.7975,14.1225,14.1875,13.895,14.065,13.8025,14.0175,13.815000000000001,14.1075,14.04,14.29,14.24,14.54
3,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-02-01,84.87,soggiacenza statica,14.44,70.43,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO098026NR0074,10.6,11.225000000000001,46.870000000000005,47.485,,PO098002NR0045,9.6525,9.83,9.6725,9.9025,9.675,9.9525,9.76,9.9825,9.69,9.9,9.545,9.81,9.34,9.695,9.435,9.6625,9.5025,9.715,9.6,9.71,9.559999999999999,9.765,9.684999999999999,9.774999999999999
4,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-03-01,84.87,soggiacenza statica,14.38,70.49,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO098031NR0333,7.95,8.175,73.055,73.28,,PO0980100U0007,6.1775,7.245,5.98,8.004999999999999,6.05,7.495,6.06,7.12,6.42,6.57,6.390000000000001,7.645,6.01,6.645,5.9875,6.495,6.37,6.52,5.9350000000000005,6.26,5.97,6.32,6.42,6.57
5,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-04-21,84.87,soggiacenza statica,15.58,69.29,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,OUTLIER,,PO0980320U0002,5.0,5.7,74.742,75.442,,PO098026NR0074,10.81,11.17,10.63,11.33,10.7625,11.325,10.8125,11.3725,10.67,11.35,10.52,11.22,10.5,11.1625,10.44,11.05,10.43,10.96,10.58,11.07,10.51,11.07,10.46,11.01
6,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-05-01,84.87,soggiacenza statica,14.02,70.85,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO0980510U0001,7.577500000000001,8.36,43.483,44.2655,,PO098031NR0333,7.875,8.05,7.95,10.600000000000001,8,8.100000000000001,7.95,8.05,8.05,8.05,8,8.100000000000001,8.45,8.745000000000001,8.05,8.5,7.9,8.3125,7.8500000000000005,8.100000000000001,7.7425,7.9625,8.05,8.95
7,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-06-01,84.87,soggiacenza statica,14.23,70.64,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO098052NR0037,2.4,2.76,64.621,64.981,,PO0980320U0002,4.7375,5.55,4.984999999999999,5.55,5.1375,5.8,5.1,5.87,5,6.0125,5.3,5.825,5.2524999999999995,5.7,4.95,5.6,5,5.592499999999999,4.87,5.6,5.035,5.8,4.825,5.415
8,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-08-01,84.87,soggiacenza statica,13.85,71.02,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,PO0980600U0001,5.0,5.77,65.316,66.086,,PO0980510U0001,8.26,8.36,7.5725,8.385,8.36,8.36,7.21,8.36,8.36,8.36,7.21,8.36,6.797499999999999,8.16,7.885,8.36,7.590000000000001,8.36,8.36,8.565,8.280000000000001,8.43,7.785,8.46
9,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-09-01,84.87,soggiacenza statica,13.98,70.89,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,Totale complessivo,5.2,9.96,48.045,73.08,,PO098052NR0037,2.4925,2.87,2.56,2.7775,2.2750000000000004,2.725,2.575,2.9325,2.7350000000000003,2.84,2.39,2.69,2.27,2.4,2.3274999999999997,2.4675,2.51,2.68,2.7,2.77,2.4,2.715,2.4175,2.72
10,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-10-01,84.87,soggiacenza statica,14.13,70.83,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,PO0980600U0001,5.2,6.07,5,5.77,5.23,5.8,5.225,5.8575,5.092499999999999,5.869999999999999,5,5.77,4.825,5.470000000000001,4.734999999999999,5.805,4.9350000000000005,5.62,5.0125,5.92,5.0575,5.795,5,5.57
11,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-11-01,84.87,soggiacenza statica,14.0,70.87,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2016-12-01,84.87,soggiacenza statica,14.1,70.77,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-01-01,84.87,soggiacenza statica,14.19,70.68,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-02-01,84.87,soggiacenza statica,14.36,70.51,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-03-01,84.87,soggiacenza statica,14.45,70.42,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-04-01,84.87,soggiacenza statica,14.48,70.39,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-05-01,84.87,soggiacenza statica,14.36,70.51,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-06-01,84.87,soggiacenza statica,14.88,69.99,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-07-01,84.87,soggiacenza statica,14.22,70.65,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-08-01,84.87,soggiacenza statica,14.19,70.68,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-09-01,84.87,soggiacenza statica,13.78,71.09,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-10-01,84.87,soggiacenza statica,13.62,71.25,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-11-01,84.87,soggiacenza statica,14.5,70.37,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2017-12-01,84.87,soggiacenza statica,14.7,70.17,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-01-01,84.87,soggiacenza statica,14.63,70.24,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-02-01,84.87,soggiacenza statica,14.78,70.09,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-03-01,84.87,soggiacenza statica,14.56,70.31,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-04-01,84.87,soggiacenza statica,14.43,70.44,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-05-01,84.87,soggiacenza statica,14.71,70.16,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-06-01,84.87,soggiacenza statica,14.05,70.82,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-07-01,84.87,soggiacenza statica,14.09,70.78,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-08-01,84.87,soggiacenza statica,13.94,70.93,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-09-01,84.87,soggiacenza statica,14.13,70.74,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-10-01,84.87,soggiacenza statica,14.1,70.77,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-11-01,84.87,soggiacenza statica,14.08,70.79,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2018-12-01,84.87,soggiacenza statica,14.38,70.49,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,MI,SAN ZENONE AL LAMBRO,PO0152020U0025,2019-06-05,84.87,soggiacenza statica,14.77,70.1,14.057500000000001,14.4725,70.39750000000001,70.8275,0.4299999999999926,69.75250000000003,71.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,LO,BERTONICO,PO098002NR0045,2003-09-01,65.153,soggiacenza statica,9.82,55.333,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,LO,BERTONICO,PO098002NR0045,2003-10-01,65.153,soggiacenza statica,9.84,55.313,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LO,BERTONICO,PO098002NR0045,2003-11-01,65.153,soggiacenza statica,9.77,55.383,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LO,BERTONICO,PO098002NR0045,2003-12-01,65.153,soggiacenza statica,9.79,55.363,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,LO,BERTONICO,PO098002NR0045,2004-01-01,65.153,soggiacenza statica,9.78,55.373,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LO,BERTONICO,PO098002NR0045,2006-05-01,65.153,soggiacenza statica,9.56,55.593,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LO,BERTONICO,PO098002NR0045,2006-06-01,65.153,soggiacenza statica,9.29,55.863,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LO,BERTONICO,PO098002NR0045,2006-07-01,65.153,soggiacenza statica,9.34,55.813,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LO,BERTONICO,PO098002NR0045,2006-08-01,65.153,soggiacenza statica,9.31,55.843,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LO,BERTONICO,PO098002NR0045,2006-09-01,65.153,soggiacenza statica,9.24,55.913,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LO,BERTONICO,PO098002NR0045,2006-10-01,65.153,soggiacenza statica,9.38,55.773,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,LO,BERTONICO,PO098002NR0045,2006-11-01,65.153,soggiacenza statica,9.31,55.843,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LO,BERTONICO,PO098002NR0045,2006-12-01,65.153,soggiacenza statica,9.33,55.823,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,LO,BERTONICO,PO098002NR0045,2007-01-01,65.153,soggiacenza statica,9.38,55.773,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,LO,BERTONICO,PO098002NR0045,2007-02-01,65.153,soggiacenza statica,9.92,55.233,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,LO,BERTONICO,PO098002NR0045,2007-04-18,65.153,soggiacenza statica,9.9,55.253,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,LO,BERTONICO,PO098002NR0045,2007-05-01,65.153,soggiacenza statica,9.82,55.333,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,LO,BERTONICO,PO098002NR0045,2007-06-01,65.153,soggiacenza statica,9.71,55.443,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LO,BERTONICO,PO098002NR0045,2007-07-01,65.153,soggiacenza statica,9.77,55.383,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,LO,BERTONICO,PO098002NR0045,2007-08-01,65.153,soggiacenza statica,9.81,55.343,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,LO,BERTONICO,PO098002NR0045,2007-09-01,65.153,soggiacenza statica,9.71,55.443,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,LO,BERTONICO,PO098002NR0045,2007-10-01,65.153,soggiacenza statica,9.38,55.773,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,LO,BERTONICO,PO098002NR0045,2008-01-08,65.153,soggiacenza statica,9.87,55.283,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,LO,BERTONICO,PO098002NR0045,2008-02-19,65.153,soggiacenza statica,9.96,55.193,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,LO,BERTONICO,PO098002NR0045,2008-03-14,65.153,soggiacenza statica,9.93,55.223,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,LO,BERTONICO,PO098002NR0045,2008-04-14,65.153,soggiacenza statica,10.02,55.133,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,LO,BERTONICO,PO098002NR0045,2008-06-24,65.153,soggiacenza statica,9.94,55.213,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,LO,BERTONICO,PO098002NR0045,2008-07-15,65.153,soggiacenza statica,9.73,55.423,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,LO,BERTONICO,PO098002NR0045,2008-08-29,65.153,soggiacenza statica,9.67,55.483,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,LO,BERTONICO,PO098002NR0045,2008-09-29,65.153,soggiacenza statica,9.77,55.383,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,LO,BERTONICO,PO098002NR0045,2008-11-26,65.153,soggiacenza statica,9.75,55.403,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,LO,BERTONICO,PO098002NR0045,2008-12-17,65.153,soggiacenza statica,9.72,55.433,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,LO,BERTONICO,PO098002NR0045,2009-01-16,65.153,soggiacenza statica,9.75,55.403,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,LO,BERTONICO,PO098002NR0045,2009-02-02,65.153,soggiacenza statica,9.73,55.423,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LO,BERTONICO,PO098002NR0045,2009-03-30,65.153,soggiacenza statica,9.71,55.443,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,LO,BERTONICO,PO098002NR0045,2009-04-30,65.153,soggiacenza statica,9.79,55.363,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LO,BERTONICO,PO098002NR0045,2009-05-30,65.153,soggiacenza statica,9.69,55.463,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,LO,BERTONICO,PO098002NR0045,2009-06-10,65.153,soggiacenza statica,9.47,55.683,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LO,BERTONICO,PO098002NR0045,2009-07-17,65.153,soggiacenza statica,9.34,55.813,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,LO,BERTONICO,PO098002NR0045,2009-08-26,65.153,soggiacenza statica,9.32,55.833,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,LO,BERTONICO,PO098002NR0045,2009-09-28,65.153,soggiacenza statica,9.53,55.623,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,LO,BERTONICO,PO098002NR0045,2009-10-26,65.153,soggiacenza statica,9.62,55.533,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,LO,BERTONICO,PO098002NR0045,2009-11-30,65.153,soggiacenza statica,9.64,55.513,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,LO,BERTONICO,PO098002NR0045,2009-12-18,65.153,soggiacenza statica,9.67,55.483,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,LO,BERTONICO,PO098002NR0045,2010-01-20,65.153,soggiacenza statica,9.61,55.543,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,LO,BERTONICO,PO098002NR0045,2010-02-24,65.153,soggiacenza statica,9.71,55.443,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,LO,BERTONICO,PO098002NR0045,2010-03-24,65.153,soggiacenza statica,9.62,55.533,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,LO,BERTONICO,PO098002NR0045,2010-04-16,65.153,soggiacenza statica,9.7,55.453,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,LO,BERTONICO,PO098002NR0045,2010-05-20,65.153,soggiacenza statica,9.72,55.433,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,LO,BERTONICO,PO098002NR0045,2010-06-28,65.153,soggiacenza statica,9.52,55.633,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,LO,BERTONICO,PO098002NR0045,2010-07-28,65.153,soggiacenza statica,9.23,55.923,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,LO,BERTONICO,PO098002NR0045,2010-08-11,65.153,soggiacenza statica,9.61,55.543,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,LO,BERTONICO,PO098002NR0045,2010-09-13,65.153,soggiacenza statica,9.44,55.713,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,LO,BERTONICO,PO098002NR0045,2010-10-22,65.153,soggiacenza statica,8.64,56.513,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,LO,BERTONICO,PO098002NR0045,2010-11-17,65.153,soggiacenza statica,9.52,55.633,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,LO,BERTONICO,PO098002NR0045,2010-12-15,65.153,soggiacenza statica,9.47,55.683,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,LO,BERTONICO,PO098002NR0045,2011-01-13,65.153,soggiacenza statica,9.62,55.533,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,LO,BERTONICO,PO098002NR0045,2011-02-17,65.153,soggiacenza statica,9.56,55.593,9.57,9.8,55.353,55.583,0.22999999999999687,55.00800000000001,55.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
