,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,INT_Q_SOGG,INF.1,SUP.1,OUTLIER_SOGG,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 25,Unnamed: 26,Etichette di colonna,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
37,BS,PONTEVICO,PO0171490UC593,2014-02-24,47.52,soggiacenza statica,6.73,40.79,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,BS,PONTEVICO,PO0171490UC593,2014-03-25,47.52,soggiacenza statica,6.95,40.57,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BS,PONTEVICO,PO0171490UC593,2014-04-29,47.52,soggiacenza statica,7.15,40.37,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BS,PONTEVICO,PO0171490UC593,2014-05-27,47.52,soggiacenza statica,7.4,40.12,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BS,PONTEVICO,PO0171490UC593,2014-06-16,47.52,soggiacenza statica,7.74,39.78,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,BS,PONTEVICO,PO0171490UC593,2014-07-14,47.52,soggiacenza statica,7.94,39.58,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BS,PONTEVICO,PO0171490UC593,2014-08-07,47.52,soggiacenza statica,7.87,39.65,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,BS,PONTEVICO,PO0171490UC593,2014-09-23,47.52,soggiacenza statica,8.05,39.47,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BS,PONTEVICO,PO0171490UC593,2014-10-14,47.52,soggiacenza statica,7.22,40.3,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BS,PONTEVICO,PO0171490UC593,2014-11-18,47.52,soggiacenza statica,6.86,40.66,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
