,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
223,PV,CIGOGNOLA,PO0180490U0003,2013-05-28,107.259,soggiacenza statica,2.24,105.019,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PV,CIGOGNOLA,PO0180490U0003,2013-06-14,107.259,soggiacenza statica,2.45,104.809,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PV,CIGOGNOLA,PO0180490U0003,2013-07-11,107.259,soggiacenza statica,2.65,104.609,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PV,CIGOGNOLA,PO0180490U0003,2013-08-20,107.259,soggiacenza statica,3.86,103.399,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PV,CIGOGNOLA,PO0180490U0003,2013-09-18,107.259,soggiacenza statica,4.35,102.909,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PV,CIGOGNOLA,PO0180490U0003,2013-10-16,107.259,soggiacenza statica,3.21,104.049,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PV,CIGOGNOLA,PO0180490U0003,2013-11-21,107.259,soggiacenza statica,2.68,104.579,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PV,CIGOGNOLA,PO0180490U0003,2013-12-18,107.259,soggiacenza statica,2.76,104.499,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PV,CIGOGNOLA,PO0180490U0003,2014-01-29,107.259,soggiacenza statica,2.54,104.719,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PV,CIGOGNOLA,PO0180490U0003,2014-02-24,107.259,soggiacenza statica,2.27,104.989,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PV,CIGOGNOLA,PO0180490U0003,2014-03-26,107.259,soggiacenza statica,2.48,104.779,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PV,CIGOGNOLA,PO0180490U0003,2014-04-14,107.259,soggiacenza statica,2.61,104.649,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PV,CIGOGNOLA,PO0180490U0003,2014-05-26,107.259,soggiacenza statica,2.6,104.659,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PV,CIGOGNOLA,PO0180490U0003,2014-06-16,107.259,soggiacenza statica,2.72,104.539,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PV,CIGOGNOLA,PO0180490U0003,2014-07-16,107.259,soggiacenza statica,3.06,104.199,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PV,CIGOGNOLA,PO0180490U0003,2014-08-26,107.259,soggiacenza statica,3.58,103.679,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PV,CIGOGNOLA,PO0180490U0003,2014-09-15,107.259,soggiacenza statica,3.82,103.439,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PV,CIGOGNOLA,PO0180490U0003,2014-10-20,107.259,soggiacenza statica,3.2,104.059,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PV,CIGOGNOLA,PO0180490U0003,2014-11-24,107.259,soggiacenza statica,2.4,104.859,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PV,CIGOGNOLA,PO0180490U0003,2014-12-16,107.259,soggiacenza statica,2.22,105.039,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PV,CIGOGNOLA,PO0180490U0003,2015-01-22,107.259,soggiacenza statica,2.57,104.689,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PV,CIGOGNOLA,PO0180490U0003,2015-02-12,107.259,soggiacenza statica,2.29,104.969,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PV,CIGOGNOLA,PO0180490U0003,2015-03-12,107.259,soggiacenza statica,2.41,104.849,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PV,CIGOGNOLA,PO0180490U0003,2015-04-08,107.259,soggiacenza statica,2.44,104.819,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PV,CIGOGNOLA,PO0180490U0003,2015-05-21,107.259,soggiacenza statica,2.87,104.389,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PV,CIGOGNOLA,PO0180490U0003,2015-06-24,107.259,soggiacenza statica,2.93,104.329,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PV,CIGOGNOLA,PO0180490U0003,2015-07-21,107.259,soggiacenza statica,3.5,103.759,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PV,CIGOGNOLA,PO0180490U0003,2015-08-20,107.259,soggiacenza statica,4.64,102.619,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PV,CIGOGNOLA,PO0180490U0003,2015-09-14,107.259,soggiacenza statica,5.07,102.189,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PV,CIGOGNOLA,PO0180490U0003,2015-10-08,107.259,soggiacenza statica,5.57,101.689,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PV,CIGOGNOLA,PO0180490U0003,2015-11-23,107.259,soggiacenza statica,5.54,101.719,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PV,CIGOGNOLA,PO0180490U0003,2015-12-02,107.259,soggiacenza statica,4.69,102.569,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PV,CIGOGNOLA,PO0180490U0003,2016-01-26,107.259,soggiacenza statica,3.49,103.769,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PV,CIGOGNOLA,PO0180490U0003,2016-02-24,107.259,soggiacenza statica,2.77,104.489,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PV,CIGOGNOLA,PO0180490U0003,2016-03-30,107.259,soggiacenza statica,2.64,104.619,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PV,CIGOGNOLA,PO0180490U0003,2016-04-26,107.259,soggiacenza statica,2.69,104.569,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PV,CIGOGNOLA,PO0180490U0003,2016-05-01,107.259,soggiacenza statica,2.71,104.549,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PV,CIGOGNOLA,PO0180490U0003,2016-06-29,107.259,soggiacenza statica,3.0,104.259,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PV,CIGOGNOLA,PO0180490U0003,2016-07-20,107.259,soggiacenza statica,4.05,103.209,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PV,CIGOGNOLA,PO0180490U0003,2016-08-24,107.259,soggiacenza statica,5.73,101.529,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PV,CIGOGNOLA,PO0180490U0003,2016-09-23,107.259,soggiacenza statica,5.7,101.559,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PV,CIGOGNOLA,PO0180490U0003,2016-10-25,107.259,soggiacenza statica,5.67,101.589,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PV,CIGOGNOLA,PO0180490U0003,2016-11-17,107.259,soggiacenza statica,3.61,103.649,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PV,CIGOGNOLA,PO0180490U0003,2016-12-15,107.259,soggiacenza statica,3.05,104.209,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PV,CIGOGNOLA,PO0180490U0003,2017-01-23,107.259,soggiacenza statica,3.0,104.259,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PV,CIGOGNOLA,PO0180490U0003,2017-02-21,107.259,soggiacenza statica,3.12,104.139,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PV,CIGOGNOLA,PO0180490U0003,2017-03-23,107.259,soggiacenza statica,3.44,103.819,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PV,CIGOGNOLA,PO0180490U0003,2017-04-21,107.259,soggiacenza statica,3.49,103.769,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PV,CIGOGNOLA,PO0180490U0003,2017-05-22,107.259,soggiacenza statica,2.63,104.629,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PV,CIGOGNOLA,PO0180490U0003,2017-06-28,107.259,soggiacenza statica,4.2,103.059,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PV,CIGOGNOLA,PO0180490U0003,2017-07-25,107.259,soggiacenza statica,5.74,101.519,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PV,CIGOGNOLA,PO0180490U0003,2017-08-28,107.259,soggiacenza statica,5.91,101.349,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PV,CIGOGNOLA,PO0180490U0003,2017-09-25,107.259,soggiacenza statica,5.9,101.359,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PV,CIGOGNOLA,PO0180490U0003,2017-10-23,107.259,soggiacenza statica,5.83,101.429,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PV,CIGOGNOLA,PO0180490U0003,2017-11-21,107.259,soggiacenza statica,5.73,101.529,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PV,CIGOGNOLA,PO0180490U0003,2017-12-20,107.259,soggiacenza statica,5.75,101.509,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PV,CIGOGNOLA,PO0180490U0003,2018-01-23,107.259,soggiacenza statica,5.68,101.579,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PV,CIGOGNOLA,PO0180490U0003,2018-02-26,107.259,soggiacenza statica,2.6,104.659,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PV,CIGOGNOLA,PO0180490U0003,2018-03-26,107.259,soggiacenza statica,2.54,104.719,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PV,CIGOGNOLA,PO0180490U0003,2018-04-23,107.259,soggiacenza statica,2.55,104.709,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PV,CIGOGNOLA,PO0180490U0003,2018-05-22,107.259,soggiacenza statica,2.68,104.579,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PV,CIGOGNOLA,PO0180490U0003,2018-07-18,107.259,soggiacenza statica,4.33,102.929,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PV,CIGOGNOLA,PO0180490U0003,2018-08-27,107.259,soggiacenza statica,5.71,101.549,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PV,CIGOGNOLA,PO0180490U0003,2018-09-24,107.259,soggiacenza statica,4.75,102.509,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PV,CIGOGNOLA,PO0180490U0003,2018-10-30,107.259,soggiacenza statica,5.58,101.679,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PV,CIGOGNOLA,PO0180490U0003,2018-12-20,107.259,soggiacenza statica,5.43,101.829,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PV,CIGOGNOLA,PO0180490U0003,2019-01-28,107.259,soggiacenza statica,3.81,103.449,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PV,CIGOGNOLA,PO0180490U0003,2019-02-28,107.259,soggiacenza statica,3.0,104.259,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PV,CIGOGNOLA,PO0180490U0003,2019-03-21,107.259,soggiacenza statica,3.27,103.989,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PV,CIGOGNOLA,PO0180490U0003,2019-04-19,107.259,soggiacenza statica,3.34,103.919,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PV,CIGOGNOLA,PO0180490U0003,2019-05-21,107.259,soggiacenza statica,3.3,103.959,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PV,CIGOGNOLA,PO0180490U0003,2019-10-29,107.259,soggiacenza statica,5.43,101.829,2.585,4.5,102.759,104.674,1.9150000000000063,99.88649999999998,107.54650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PV,PINAROLO PO,PO0181150U0006,2009-01-22,67.287,soggiacenza statica,6.67,60.617,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PV,PINAROLO PO,PO0181150U0006,2009-02-23,67.287,soggiacenza statica,5.79,61.497,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PV,PINAROLO PO,PO0181150U0006,2009-03-25,67.287,soggiacenza statica,5.68,61.607,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PV,PINAROLO PO,PO0181150U0006,2009-07-21,67.287,soggiacenza statica,5.86,61.427,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PV,PINAROLO PO,PO0181150U0006,2009-08-26,67.287,soggiacenza statica,6.04,61.247,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PV,PINAROLO PO,PO0181150U0006,2009-09-23,67.287,soggiacenza statica,6.13,61.157,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PV,PINAROLO PO,PO0181150U0006,2009-10-21,67.287,soggiacenza statica,6.2,61.087,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PV,PINAROLO PO,PO0181150U0006,2009-11-20,67.287,soggiacenza statica,6.05,61.237,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PV,PINAROLO PO,PO0181150U0006,2009-12-28,67.287,soggiacenza statica,5.3,61.987,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PV,PINAROLO PO,PO0181150U0006,2011-01-19,67.287,soggiacenza statica,3.0,64.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PV,PINAROLO PO,PO0181150U0006,2011-02-14,67.287,soggiacenza statica,3.4,63.887,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PV,PINAROLO PO,PO0181150U0006,2011-03-14,67.287,soggiacenza statica,3.9,63.387,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PV,PINAROLO PO,PO0181150U0006,2011-04-11,67.287,soggiacenza statica,3.13,64.157,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PV,PINAROLO PO,PO0181150U0006,2011-05-10,67.287,soggiacenza statica,3.88,63.407,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PV,PINAROLO PO,PO0181150U0006,2011-06-20,67.287,soggiacenza statica,4.54,62.747,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PV,PINAROLO PO,PO0181150U0006,2011-10-27,67.287,soggiacenza statica,5.65,61.637,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PV,PINAROLO PO,PO0181150U0006,2012-04-11,67.287,soggiacenza statica,3.7,63.587,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PV,PINAROLO PO,PO0181150U0006,2012-05-07,67.287,soggiacenza statica,5.3,61.987,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PV,PINAROLO PO,PO0181150U0006,2012-06-11,67.287,soggiacenza statica,5.45,61.837,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PV,PINAROLO PO,PO0181150U0006,2012-07-05,67.287,soggiacenza statica,5.7,61.587,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PV,PINAROLO PO,PO0181150U0006,2012-08-07,67.287,soggiacenza statica,6.05,61.237,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PV,PINAROLO PO,PO0181150U0006,2012-09-10,67.287,soggiacenza statica,6.2,61.087,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PV,PINAROLO PO,PO0181150U0006,2012-10-29,67.287,soggiacenza statica,6.3,60.987,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PV,PINAROLO PO,PO0181150U0006,2012-11-26,67.287,soggiacenza statica,9.03,58.257,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PV,PINAROLO PO,PO0181150U0006,2012-12-19,67.287,soggiacenza statica,5.9,61.387,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PV,PINAROLO PO,PO0181150U0006,2013-01-14,67.287,soggiacenza statica,5.9,61.387,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PV,PINAROLO PO,PO0181150U0006,2013-02-04,67.287,soggiacenza statica,5.4,61.887,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PV,PINAROLO PO,PO0181150U0006,2013-03-13,67.287,soggiacenza statica,4.55,62.737,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PV,PINAROLO PO,PO0181150U0006,2013-04-24,67.287,soggiacenza statica,3.0,64.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PV,PINAROLO PO,PO0181150U0006,2013-05-09,67.287,soggiacenza statica,2.9,64.387,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PV,PINAROLO PO,PO0181150U0006,2013-06-10,67.287,soggiacenza statica,3.45,63.837,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PV,PINAROLO PO,PO0181150U0006,2013-07-15,67.287,soggiacenza statica,7.58,59.707,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PV,PINAROLO PO,PO0181150U0006,2013-08-20,67.287,soggiacenza statica,3.38,63.907,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PV,PINAROLO PO,PO0181150U0006,2013-09-18,67.287,soggiacenza statica,5.5,61.787,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PV,PINAROLO PO,PO0181150U0006,2013-10-17,67.287,soggiacenza statica,5.55,61.737,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PV,PINAROLO PO,PO0181150U0006,2013-11-11,67.287,soggiacenza statica,5.65,61.637,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PV,PINAROLO PO,PO0181150U0006,2013-12-02,67.287,soggiacenza statica,5.7,61.587,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PV,PINAROLO PO,PO0181150U0006,2014-01-15,67.287,soggiacenza statica,5.0,62.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PV,PINAROLO PO,PO0181150U0006,2014-02-04,67.287,soggiacenza statica,3.4,63.887,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PV,PINAROLO PO,PO0181150U0006,2014-03-05,67.287,soggiacenza statica,3.5,63.787,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
