,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
335,PV,PINAROLO PO,PO0181150U0006,2014-04-01,67.287,soggiacenza statica,2.6,64.687,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PV,PINAROLO PO,PO0181150U0006,2014-05-29,67.287,soggiacenza statica,2.9,64.387,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PV,PINAROLO PO,PO0181150U0006,2014-06-11,67.287,soggiacenza statica,6.3,60.987,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PV,PINAROLO PO,PO0181150U0006,2014-07-08,67.287,soggiacenza statica,4.28,63.007,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PV,PINAROLO PO,PO0181150U0006,2014-08-04,67.287,soggiacenza statica,4.53,62.757,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PV,PINAROLO PO,PO0181150U0006,2014-09-08,67.287,soggiacenza statica,4.91,62.377,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PV,PINAROLO PO,PO0181150U0006,2014-10-06,67.287,soggiacenza statica,5.15,62.137,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PV,PINAROLO PO,PO0181150U0006,2014-11-20,67.287,soggiacenza statica,3.53,63.757,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PV,PINAROLO PO,PO0181150U0006,2014-12-11,67.287,soggiacenza statica,3.0,64.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PV,PINAROLO PO,PO0181150U0006,2015-01-27,67.287,soggiacenza statica,3.74,63.547,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PV,PINAROLO PO,PO0181150U0006,2015-02-20,67.287,soggiacenza statica,3.07,64.217,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PV,PINAROLO PO,PO0181150U0006,2015-03-23,67.287,soggiacenza statica,3.2,64.087,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PV,PINAROLO PO,PO0181150U0006,2015-04-22,67.287,soggiacenza statica,3.64,63.647,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PV,PINAROLO PO,PO0181150U0006,2015-05-28,67.287,soggiacenza statica,4.2,63.087,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PV,PINAROLO PO,PO0181150U0006,2015-06-29,67.287,soggiacenza statica,4.67,62.617,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PV,PINAROLO PO,PO0181150U0006,2015-07-20,67.287,soggiacenza statica,5.11,62.177,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PV,PINAROLO PO,PO0181150U0006,2015-08-20,67.287,soggiacenza statica,5.4,61.887,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PV,PINAROLO PO,PO0181150U0006,2015-09-21,67.287,soggiacenza statica,5.58,61.707,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PV,PINAROLO PO,PO0181150U0006,2015-10-20,67.287,soggiacenza statica,5.64,61.647,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PV,PINAROLO PO,PO0181150U0006,2015-11-26,67.287,soggiacenza statica,5.7,61.587,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PV,PINAROLO PO,PO0181150U0006,2015-12-14,67.287,soggiacenza statica,5.77,61.517,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PV,PINAROLO PO,PO0181150U0006,2016-01-26,67.287,soggiacenza statica,5.91,61.377,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PV,PINAROLO PO,PO0181150U0006,2016-02-17,67.287,soggiacenza statica,5.77,61.517,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PV,PINAROLO PO,PO0181150U0006,2016-03-22,67.287,soggiacenza statica,5.21,62.077,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PV,PINAROLO PO,PO0181150U0006,2016-04-15,67.287,soggiacenza statica,5.44,61.847,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PV,PINAROLO PO,PO0181150U0006,2016-05-25,67.287,soggiacenza statica,5.62,61.667,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PV,PINAROLO PO,PO0181150U0006,2016-06-22,67.287,soggiacenza statica,5.74,61.547,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PV,PINAROLO PO,PO0181150U0006,2016-07-21,67.287,soggiacenza statica,6.0,61.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PV,PINAROLO PO,PO0181150U0006,2016-08-10,67.287,soggiacenza statica,6.18,61.107,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PV,PINAROLO PO,PO0181150U0006,2016-10-13,67.287,soggiacenza statica,6.43,60.857,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PV,PINAROLO PO,PO0181150U0006,2016-11-24,67.287,soggiacenza statica,6.42,60.867,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PV,PINAROLO PO,PO0181150U0006,2016-12-20,67.287,soggiacenza statica,6.37,60.917,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PV,PINAROLO PO,PO0181150U0006,2017-01-31,67.287,soggiacenza statica,6.44,60.847,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PV,PINAROLO PO,PO0181150U0006,2017-02-23,67.287,soggiacenza statica,6.4,60.887,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PV,PINAROLO PO,PO0181150U0006,2017-03-23,67.287,soggiacenza statica,6.45,60.837,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PV,PINAROLO PO,PO0181150U0006,2017-04-13,67.287,soggiacenza statica,6.46,60.827,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PV,PINAROLO PO,PO0181150U0006,2017-05-25,67.287,soggiacenza statica,6.46,60.827,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PV,PINAROLO PO,PO0181150U0006,2017-06-29,67.287,soggiacenza statica,6.62,60.667,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PV,PINAROLO PO,PO0181150U0006,2017-07-27,67.287,soggiacenza statica,6.76,60.527,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PV,PINAROLO PO,PO0181150U0006,2017-08-17,67.287,soggiacenza statica,6.87,60.417,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PV,PINAROLO PO,PO0181150U0006,2017-09-27,67.287,soggiacenza statica,7.08,60.207,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PV,PINAROLO PO,PO0181150U0006,2017-10-18,67.287,soggiacenza statica,7.1,60.187,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PV,PINAROLO PO,PO0181150U0006,2017-11-20,67.287,soggiacenza statica,7.09,60.197,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PV,PINAROLO PO,PO0181150U0006,2017-12-20,67.287,soggiacenza statica,7.1,60.187,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PV,PINAROLO PO,PO0181150U0006,2018-01-30,67.287,soggiacenza statica,7.08,60.207,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PV,PINAROLO PO,PO0181150U0006,2018-02-20,67.287,soggiacenza statica,7.05,60.237,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PV,PINAROLO PO,PO0181150U0006,2018-03-23,67.287,soggiacenza statica,6.98,60.307,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PV,PINAROLO PO,PO0181150U0006,2018-04-20,67.287,soggiacenza statica,6.85,60.437,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PV,PINAROLO PO,PO0181150U0006,2018-05-24,67.287,soggiacenza statica,6.71,60.577,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PV,PINAROLO PO,PO0181150U0006,2018-06-26,67.287,soggiacenza statica,6.8,60.487,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PV,PINAROLO PO,PO0181150U0006,2018-07-31,67.287,soggiacenza statica,6.95,60.337,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PV,PINAROLO PO,PO0181150U0006,2018-08-23,67.287,soggiacenza statica,7.02,60.267,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PV,PINAROLO PO,PO0181150U0006,2018-09-26,67.287,soggiacenza statica,7.09,60.197,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PV,PINAROLO PO,PO0181150U0006,2018-11-08,67.287,soggiacenza statica,7.04,60.247,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PV,PINAROLO PO,PO0181150U0006,2018-12-05,67.287,soggiacenza statica,7.0,60.287,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PV,PINAROLO PO,PO0181150U0006,2019-01-23,67.287,soggiacenza statica,6.96,60.327,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PV,PINAROLO PO,PO0181150U0006,2019-02-19,67.287,soggiacenza statica,6.92,60.367,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PV,PINAROLO PO,PO0181150U0006,2019-03-26,67.287,soggiacenza statica,6.96,60.327,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PV,PINAROLO PO,PO0181150U0006,2019-06-04,67.287,soggiacenza statica,6.91,60.377,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PV,PINAROLO PO,PO0181150U0006,2019-07-25,67.287,soggiacenza statica,7.17,60.117,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PV,PINAROLO PO,PO0181150U0006,2019-08-28,67.287,soggiacenza statica,7.27,60.017,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PV,PINAROLO PO,PO0181150U0006,2019-09-24,67.287,soggiacenza statica,7.38,59.907,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PV,PINAROLO PO,PO0181150U0006,2019-11-06,67.287,soggiacenza statica,7.16,60.127,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PV,PINAROLO PO,PO0181150U0006,2019-12-19,67.287,soggiacenza statica,6.13,61.157,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PV,PINAROLO PO,PO0181150U0006,2020-01-29,67.287,soggiacenza statica,5.42,61.867,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PV,PINAROLO PO,PO0181150U0006,2020-06-23,67.287,soggiacenza statica,5.8,61.487,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PV,PINAROLO PO,PO0181150U0006,2020-07-16,67.287,soggiacenza statica,5.98,61.307,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PV,PINAROLO PO,PO0181150U0006,2020-08-25,67.287,soggiacenza statica,6.16,61.127,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PV,PINAROLO PO,PO0181150U0006,2020-09-25,67.287,soggiacenza statica,6.35,60.937,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PV,PINAROLO PO,PO0181150U0006,2020-10-27,67.287,soggiacenza statica,6.35,60.937,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PV,PINAROLO PO,PO0181150U0006,2020-12-22,67.287,soggiacenza statica,6.1,61.187,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PV,PINAROLO PO,PO0181150U0006,2021-01-27,67.287,soggiacenza statica,4.98,62.307,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PV,PINAROLO PO,PO0181150U0006,2021-02-23,67.287,soggiacenza statica,4.76,62.527,4.98,6.62,60.667,62.307,1.6400000000000006,58.207,64.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PV,PORTALBERA,PO0181180U0019,2008-01-31,68.079,soggiacenza statica,9.6,58.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PV,PORTALBERA,PO0181180U0019,2008-02-28,68.079,soggiacenza statica,9.65,58.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PV,PORTALBERA,PO0181180U0019,2008-03-27,68.079,soggiacenza statica,9.6,58.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PV,PORTALBERA,PO0181180U0019,2008-04-24,68.079,soggiacenza statica,9.85,58.229,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PV,PORTALBERA,PO0181180U0019,2008-05-23,68.079,soggiacenza statica,9.55,58.529,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PV,PORTALBERA,PO0181180U0019,2008-06-26,68.079,soggiacenza statica,9.8,58.279,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PV,PORTALBERA,PO0181180U0019,2008-07-24,68.079,soggiacenza statica,10.24,57.839,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PV,PORTALBERA,PO0181180U0019,2008-08-28,68.079,soggiacenza statica,10.0,58.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PV,PORTALBERA,PO0181180U0019,2008-09-25,68.079,soggiacenza statica,10.12,57.959,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PV,PORTALBERA,PO0181180U0019,2008-10-21,68.079,soggiacenza statica,9.77,58.309,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PV,PORTALBERA,PO0181180U0019,2008-12-01,68.079,soggiacenza statica,9.3,58.779,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PV,PORTALBERA,PO0181180U0019,2009-01-29,68.079,soggiacenza statica,9.49,58.589,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PV,PORTALBERA,PO0181180U0019,2009-02-20,68.079,soggiacenza statica,9.06,59.019,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PV,PORTALBERA,PO0181180U0019,2009-03-26,68.079,soggiacenza statica,9.1,58.979,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PV,PORTALBERA,PO0181180U0019,2009-04-23,68.079,soggiacenza statica,8.62,59.459,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PV,PORTALBERA,PO0181180U0019,2009-05-25,68.079,soggiacenza statica,8.84,59.239,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PV,PORTALBERA,PO0181180U0019,2009-06-29,68.079,soggiacenza statica,8.75,59.329,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PV,PORTALBERA,PO0181180U0019,2009-09-28,68.079,soggiacenza statica,8.44,59.639,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PV,PORTALBERA,PO0181180U0019,2009-10-30,68.079,soggiacenza statica,8.45,59.629,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PV,PORTALBERA,PO0181180U0019,2009-11-24,68.079,soggiacenza statica,8.3,59.779,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PV,PORTALBERA,PO0181180U0019,2009-12-21,68.079,soggiacenza statica,8.3,59.779,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PV,PORTALBERA,PO0181180U0019,2010-01-27,68.079,soggiacenza statica,8.0,60.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PV,PORTALBERA,PO0181180U0019,2010-02-22,68.079,soggiacenza statica,7.97,60.109,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PV,PORTALBERA,PO0181180U0019,2010-03-29,68.079,soggiacenza statica,7.6,60.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PV,PORTALBERA,PO0181180U0019,2010-04-21,68.079,soggiacenza statica,7.23,60.849,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PV,PORTALBERA,PO0181180U0019,2010-05-25,68.079,soggiacenza statica,6.75,61.329,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PV,PORTALBERA,PO0181180U0019,2010-06-29,68.079,soggiacenza statica,7.0,61.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PV,PORTALBERA,PO0181180U0019,2010-07-28,68.079,soggiacenza statica,7.3,60.779,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PV,PORTALBERA,PO0181180U0019,2010-08-12,68.079,soggiacenza statica,7.4,60.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PV,PORTALBERA,PO0181180U0019,2010-09-21,68.079,soggiacenza statica,7.4,60.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PV,PORTALBERA,PO0181180U0019,2010-10-19,68.079,soggiacenza statica,7.45,60.629,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PV,PORTALBERA,PO0181180U0019,2010-11-25,68.079,soggiacenza statica,7.2,60.879,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PV,PORTALBERA,PO0181180U0019,2010-12-21,68.079,soggiacenza statica,6.6,61.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PV,PORTALBERA,PO0181180U0019,2011-05-19,68.079,soggiacenza statica,6.2,61.879,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PV,PORTALBERA,PO0181180U0019,2011-06-22,68.079,soggiacenza statica,6.6,61.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PV,PORTALBERA,PO0181180U0019,2011-07-19,68.079,soggiacenza statica,8.7,59.379,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PV,PORTALBERA,PO0181180U0019,2011-08-29,68.079,soggiacenza statica,7.93,60.149,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PV,PORTALBERA,PO0181180U0019,2011-09-27,68.079,soggiacenza statica,8.1,59.979,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PV,PORTALBERA,PO0181180U0019,2011-10-26,68.079,soggiacenza statica,7.9,60.179,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PV,PORTALBERA,PO0181180U0019,2011-11-29,68.079,soggiacenza statica,7.85,60.229,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PV,PORTALBERA,PO0181180U0019,2011-12-13,68.079,soggiacenza statica,8.08,59.999,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PV,PORTALBERA,PO0181180U0019,2012-01-23,68.079,soggiacenza statica,8.0,60.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
