,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1
168,SO,TIRANO,PO0140660U0001,2004-04-22,425776.0,soggiacenza statica,37.13,388.646,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
169,SO,TIRANO,PO0140660U0001,2004-05-27,425776.0,soggiacenza statica,36.2,389.576,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
170,SO,TIRANO,PO0140660U0001,2004-06-24,425776.0,soggiacenza statica,34.1,391.676,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
171,SO,TIRANO,PO0140660U0001,2004-07-29,425776.0,soggiacenza statica,32.47,393.306,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
172,SO,TIRANO,PO0140660U0001,2004-08-26,425776.0,soggiacenza statica,31.201,394.575,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
173,SO,TIRANO,PO0140660U0001,2004-09-30,425776.0,soggiacenza statica,31.75,394.026,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
174,SO,TIRANO,PO0140660U0001,2004-10-28,425776.0,soggiacenza statica,32.73,393.046,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
175,SO,TIRANO,PO0140660U0001,2004-11-10,425776.0,soggiacenza statica,32.1,393.676,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
176,SO,TIRANO,PO0140660U0001,2004-12-20,425776.0,soggiacenza statica,32.93,392.846,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
177,SO,TIRANO,PO0140660U0001,2005-01-20,425776.0,soggiacenza statica,34.12,391.656,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
178,SO,TIRANO,PO0140660U0001,2005-02-17,425776.0,soggiacenza statica,34.65,391.126,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
179,SO,TIRANO,PO0140660U0001,2005-03-22,425776.0,soggiacenza statica,35.46,390.316,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
180,SO,TIRANO,PO0140660U0001,2005-04-26,425776.0,soggiacenza statica,36.56,389.216,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
181,SO,TIRANO,PO0140660U0001,2005-05-17,425776.0,soggiacenza statica,36.6,389.176,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
182,SO,TIRANO,PO0140660U0001,2005-06-27,425776.0,soggiacenza statica,35.97,389.806,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
183,SO,TIRANO,PO0140660U0001,2005-07-20,425776.0,soggiacenza statica,35.13,390.646,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
184,SO,TIRANO,PO0140660U0001,2005-08-22,425776.0,soggiacenza statica,34.55,391.226,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
185,SO,TIRANO,PO0140660U0001,2005-09-26,425776.0,soggiacenza statica,35.7,390.076,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
186,SO,TIRANO,PO0140660U0001,2005-10-24,425776.0,soggiacenza statica,35.48,390.296,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
187,SO,TIRANO,PO0140660U0001,2005-11-15,425776.0,soggiacenza statica,35.72,390.056,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
188,SO,TIRANO,PO0140660U0001,2005-12-13,425776.0,soggiacenza statica,36.45,389.326,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
189,SO,TIRANO,PO0140660U0001,2006-01-25,425776.0,soggiacenza statica,37.8,387.976,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
190,SO,TIRANO,PO0140660U0001,2006-02-21,425776.0,soggiacenza statica,38.11,387.666,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
191,SO,TIRANO,PO0140660U0001,2006-03-27,425776.0,soggiacenza statica,38.18,387.596,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
192,SO,TIRANO,PO0140660U0001,2006-04-24,425776.0,soggiacenza statica,38.2,387.576,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
193,SO,TIRANO,PO0140660U0001,2006-05-17,425776.0,soggiacenza statica,38.0,387.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
194,SO,TIRANO,PO0140660U0001,2006-06-26,425776.0,soggiacenza statica,36.82,388.956,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
195,SO,TIRANO,PO0140660U0001,2006-07-26,425776.0,soggiacenza statica,34.82,390.956,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
196,SO,TIRANO,PO0140660U0001,2006-08-30,425776.0,soggiacenza statica,34.4,391.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
197,SO,TIRANO,PO0140660U0001,2006-09-25,425776.0,soggiacenza statica,35.2,390.576,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
198,SO,TIRANO,PO0140660U0001,2006-10-26,425776.0,soggiacenza statica,36.1,389.676,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
199,SO,TIRANO,PO0140660U0001,2006-11-16,425776.0,soggiacenza statica,36.54,389.236,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
200,SO,TIRANO,PO0140660U0001,2006-12-21,425776.0,soggiacenza statica,37.58,388.196,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
201,SO,TIRANO,PO0140660U0001,2007-01-26,425776.0,soggiacenza statica,37.95,387.826,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
202,SO,TIRANO,PO0140660U0001,2007-02-23,425776.0,soggiacenza statica,38.45,387.326,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
203,SO,TIRANO,PO0140660U0001,2007-03-28,425776.0,soggiacenza statica,39.77,386.006,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
204,SO,TIRANO,PO0140660U0001,2007-04-26,425776.0,soggiacenza statica,39.12,386.656,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
205,SO,TIRANO,PO0140660U0001,2007-05-16,425776.0,soggiacenza statica,38.6,387.176,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
206,SO,TIRANO,PO0140660U0001,2007-06-25,425776.0,soggiacenza statica,37.3,388.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
207,SO,TIRANO,PO0140660U0001,2007-07-23,425776.0,soggiacenza statica,35.3,390.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
208,SO,TIRANO,PO0140660U0001,2007-08-23,425776.0,soggiacenza statica,34.33,391.446,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
209,SO,TIRANO,PO0140660U0001,2007-09-18,425776.0,soggiacenza statica,35.08,390.696,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
210,SO,TIRANO,PO0140660U0001,2007-10-26,425776.0,soggiacenza statica,36.97,388.806,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
211,SO,TIRANO,PO0140660U0001,2007-11-15,425776.0,soggiacenza statica,36.6,389.176,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
212,SO,TIRANO,PO0140660U0001,2007-12-19,425776.0,soggiacenza statica,37.316,388.46,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
213,SO,TIRANO,PO0140660U0001,2008-01-30,425776.0,soggiacenza statica,37.96,387.816,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
214,SO,TIRANO,PO0140660U0001,2008-02-21,425776.0,soggiacenza statica,38.62,387.156,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
215,SO,TIRANO,PO0140660U0001,2008-03-20,425776.0,soggiacenza statica,39.29,386.486,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
216,SO,TIRANO,PO0140660U0001,2008-04-28,425776.0,soggiacenza statica,39.76,386.016,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
217,SO,TIRANO,PO0140660U0001,2008-05-20,425776.0,soggiacenza statica,38.68,387.096,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
218,SO,TIRANO,PO0140660U0001,2008-06-30,425776.0,soggiacenza statica,34.46,391.316,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
219,SO,TIRANO,PO0140660U0001,2008-07-23,425776.0,soggiacenza statica,32.19,393.586,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
220,SO,TIRANO,PO0140660U0001,2008-08-27,425776.0,soggiacenza statica,29.95,395.826,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
221,SO,TIRANO,PO0140660U0001,2008-09-22,425776.0,soggiacenza statica,29.94,395.836,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
222,SO,TIRANO,PO0140660U0001,2008-10-29,425776.0,soggiacenza statica,31.0,394.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
223,SO,TIRANO,PO0140660U0001,2008-11-18,425776.0,soggiacenza statica,31.24,394.536,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
224,SO,TIRANO,PO0140660U0001,2008-12-29,425776.0,soggiacenza statica,31.3,394.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
225,SO,TIRANO,PO0140660U0001,2009-01-28,425776.0,soggiacenza statica,31.77,394.006,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
226,SO,TIRANO,PO0140660U0001,2009-02-25,425776.0,soggiacenza statica,31.82,393.956,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
227,SO,TIRANO,PO0140660U0001,2009-03-24,425776.0,soggiacenza statica,32.28,393.496,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
228,SO,TIRANO,PO0140660U0001,2009-04-20,425776.0,soggiacenza statica,32.7,393.076,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
229,SO,TIRANO,PO0140660U0001,2009-05-20,425776.0,soggiacenza statica,32.35,393.426,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
230,SO,TIRANO,PO0140660U0001,2009-06-25,425776.0,soggiacenza statica,29.12,396.656,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
231,SO,TIRANO,PO0140660U0001,2009-07-31,425776.0,soggiacenza statica,28.92,396.856,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
232,SO,TIRANO,PO0140660U0001,2009-08-27,425776.0,soggiacenza statica,29.35,396.426,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
233,SO,TIRANO,PO0140660U0001,2009-09-28,425776.0,soggiacenza statica,31.0,394.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
234,SO,TIRANO,PO0140660U0001,2009-10-28,425776.0,soggiacenza statica,32.13,393.646,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
235,SO,TIRANO,PO0140660U0001,2009-11-16,425776.0,soggiacenza statica,32.85,392.926,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
236,SO,TIRANO,PO0140660U0001,2009-12-18,425776.0,soggiacenza statica,34.0,391.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
237,SO,TIRANO,PO0140660U0001,2010-01-29,425776.0,soggiacenza statica,34.16,391.616,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
238,SO,TIRANO,PO0140660U0001,2010-02-24,425776.0,soggiacenza statica,34.4,391.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
239,SO,TIRANO,PO0140660U0001,2010-03-30,425776.0,soggiacenza statica,35.1,390.676,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
240,SO,TIRANO,PO0140660U0001,2010-04-30,425776.0,soggiacenza statica,35.43,390.346,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
241,SO,TIRANO,PO0140660U0001,2010-05-27,425776.0,soggiacenza statica,33.24,392.536,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
242,SO,TIRANO,PO0140660U0001,2010-06-30,425776.0,soggiacenza statica,31.37,394.406,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
243,SO,TIRANO,PO0140660U0001,2010-07-28,425776.0,soggiacenza statica,30.39,395.386,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
244,SO,TIRANO,PO0140660U0001,2010-08-25,425776.0,soggiacenza statica,30.38,395.396,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
245,SO,TIRANO,PO0140660U0001,2010-09-23,425776.0,soggiacenza statica,30.49,395.286,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
246,SO,TIRANO,PO0140660U0001,2010-10-28,425776.0,soggiacenza statica,32.25,393.526,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
247,SO,TIRANO,PO0140660U0001,2010-11-22,425776.0,soggiacenza statica,31.5,394.276,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
248,SO,TIRANO,PO0140660U0001,2010-12-22,425776.0,soggiacenza statica,31.15,394.626,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
249,SO,TIRANO,PO0140660U0001,2011-01-27,425776.0,soggiacenza statica,30.95,394.826,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
250,SO,TIRANO,PO0140660U0001,2011-02-25,425776.0,soggiacenza statica,31.58,394.196,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
251,SO,TIRANO,PO0140660U0001,2011-03-31,425776.0,soggiacenza statica,32.8,392.976,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
252,SO,TIRANO,PO0140660U0001,2011-04-28,425776.0,soggiacenza statica,33.45,392.326,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
253,SO,TIRANO,PO0140660U0001,2011-05-12,425776.0,soggiacenza statica,33.4,392.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
254,SO,TIRANO,PO0140660U0001,2011-06-23,425776.0,soggiacenza statica,33.12,392.656,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
255,SO,TIRANO,PO0140660U0001,2011-07-27,425776.0,soggiacenza statica,31.26,394.516,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
256,SO,TIRANO,PO0140660U0001,2011-08-31,425776.0,soggiacenza statica,31.67,394.106,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
257,SO,TIRANO,PO0140660U0001,2011-09-28,425776.0,soggiacenza statica,31.8,393.976,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
258,SO,TIRANO,PO0140660U0001,2011-10-26,425776.0,soggiacenza statica,36.49,389.286,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
259,SO,TIRANO,PO0140660U0001,2011-11-02,425776.0,soggiacenza statica,33.65,392.126,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
260,SO,TIRANO,PO0140660U0001,2011-12-19,425776.0,soggiacenza statica,35.0,390.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
261,SO,TIRANO,PO0140660U0001,2012-01-25,425776.0,soggiacenza statica,35.9,389.876,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
262,SO,TIRANO,PO0140660U0001,2012-02-22,425776.0,soggiacenza statica,35.0,390.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
263,SO,TIRANO,PO0140660U0001,2012-03-28,425776.0,soggiacenza statica,35.72,390.056,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
264,SO,TIRANO,PO0140660U0001,2012-04-24,425776.0,soggiacenza statica,36.5,389.276,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
265,SO,TIRANO,PO0140660U0001,2012-05-21,425776.0,soggiacenza statica,36.3,389.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
266,SO,TIRANO,PO0140660U0001,2012-06-27,425776.0,soggiacenza statica,30.05,395.726,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
267,SO,TIRANO,PO0140660U0001,2012-07-12,425776.0,soggiacenza statica,32.93,392.846,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
268,SO,TIRANO,PO0140660U0001,2012-08-09,425776.0,soggiacenza statica,30.4,395.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
269,SO,TIRANO,PO0140660U0001,2012-09-19,425776.0,soggiacenza statica,31.5,394.276,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
270,SO,TIRANO,PO0140660U0001,2012-10-24,425776.0,soggiacenza statica,32.17,393.606,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
271,SO,TIRANO,PO0140660U0001,2012-11-27,425776.0,soggiacenza statica,32.52,393.256,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
272,SO,TIRANO,PO0140660U0001,2012-12-11,425776.0,soggiacenza statica,32.45,393.326,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
273,SO,TIRANO,PO0140660U0001,2013-01-14,425776.0,soggiacenza statica,33.04,392.736,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
274,SO,TIRANO,PO0140660U0001,2013-02-11,425776.0,soggiacenza statica,33.54,392.236,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
275,SO,TIRANO,PO0140660U0001,2013-03-11,425776.0,soggiacenza statica,34.3,391.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
276,SO,TIRANO,PO0140660U0001,2013-04-08,425776.0,soggiacenza statica,34.96,390.816,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
277,SO,TIRANO,PO0140660U0001,2013-05-07,425776.0,soggiacenza statica,34.7,391.076,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
278,SO,TIRANO,PO0140660U0001,2013-06-10,425776.0,soggiacenza statica,33.0,392.776,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
279,SO,TIRANO,PO0140660U0001,2013-07-08,425776.0,soggiacenza statica,31.26,394.516,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
280,SO,TIRANO,PO0140660U0001,2013-08-05,425776.0,soggiacenza statica,30.91,394.866,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
281,SO,TIRANO,PO0140660U0001,2013-09-09,425776.0,soggiacenza statica,31.14,394.636,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
282,SO,TIRANO,PO0140660U0001,2013-10-07,425776.0,soggiacenza statica,32.7,393.076,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
283,SO,TIRANO,PO0140660U0001,2013-11-12,425776.0,soggiacenza statica,32.71,393.066,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
284,SO,TIRANO,PO0140660U0001,2013-12-02,425776.0,soggiacenza statica,33.32,392.456,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
285,SO,TIRANO,PO0140660U0001,2014-01-27,425776.0,soggiacenza statica,33.23,392.546,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
286,SO,TIRANO,PO0140660U0001,2014-02-24,425776.0,soggiacenza statica,32.4,393.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
287,SO,TIRANO,PO0140660U0001,2014-03-24,425776.0,soggiacenza statica,32.6,393.176,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
288,SO,TIRANO,PO0140660U0001,2014-04-24,425776.0,soggiacenza statica,32.48,393.296,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
289,SO,TIRANO,PO0140660U0001,2014-05-27,425776.0,soggiacenza statica,32.76,393.016,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
290,SO,TIRANO,PO0140660U0001,2014-06-16,425776.0,soggiacenza statica,31.46,394.316,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
291,SO,TIRANO,PO0140660U0001,2014-07-09,425776.0,soggiacenza statica,30.86,394.916,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
292,SO,TIRANO,PO0140660U0001,2014-08-04,425776.0,soggiacenza statica,30.64,395.136,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
293,SO,TIRANO,PO0140660U0001,2014-09-01,425776.0,soggiacenza statica,30.75,395.026,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
294,SO,TIRANO,PO0140660U0001,2014-10-20,425776.0,soggiacenza statica,32.36,393.416,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
295,SO,TIRANO,PO0140660U0001,2014-11-03,425776.0,soggiacenza statica,32.76,393.016,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
296,SO,TIRANO,PO0140660U0001,2014-12-04,425776.0,soggiacenza statica,31.02,394.756,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
297,SO,TIRANO,PO0140660U0001,2015-02-26,425776.0,soggiacenza statica,32.84,392.936,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
298,SO,TIRANO,PO0140660U0001,2015-03-26,425776.0,soggiacenza statica,33.84,391.936,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
299,SO,TIRANO,PO0140660U0001,2015-04-20,425776.0,soggiacenza statica,33.05,392.726,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
300,SO,TIRANO,PO0140660U0001,2015-05-11,425776.0,soggiacenza statica,34.91,390.866,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
301,SO,TIRANO,PO0140660U0001,2015-10-21,425776.0,soggiacenza statica,34.66,391.116,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
302,SO,TIRANO,PO0140660U0001,2015-12-03,425776.0,soggiacenza statica,36.38,389.396,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
303,SO,TIRANO,PO0140660U0001,2016-01-08,425776.0,soggiacenza statica,36.33,389.446,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
304,SO,TIRANO,PO0140660U0001,2016-02-03,425776.0,soggiacenza statica,36.73,389.046,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
305,SO,TIRANO,PO0140660U0001,2016-03-08,425776.0,soggiacenza statica,35.81,389.966,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
306,SO,TIRANO,PO0140660U0001,2016-04-27,425776.0,soggiacenza statica,35.87,389.906,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
307,SO,TIRANO,PO0140660U0001,2016-06-01,425776.0,soggiacenza statica,34.43,391.346,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
308,SO,TIRANO,PO0140660U0001,2016-07-07,425776.0,soggiacenza statica,27.4,398.376,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
309,SO,TIRANO,PO0140660U0001,2016-08-28,425776.0,soggiacenza statica,28.3,397.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
310,SO,TIRANO,PO0140660U0001,2016-10-04,425776.0,soggiacenza statica,28.2,397.576,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
311,SO,TIRANO,PO0140660U0001,2016-11-08,425776.0,soggiacenza statica,28.3,397.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
312,SO,TIRANO,PO0140660U0001,2016-12-07,425776.0,soggiacenza statica,29.3,396.476,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
313,SO,TIRANO,PO0140660U0001,2017-01-10,425776.0,soggiacenza statica,29.9,395.876,390.6685,394.486,3.8174999999999955,384.94225,400.21225, ,31.29,35.1075,,,,,,
