,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Unnamed: 16,Unnamed: 17,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 23,Unnamed: 24,Etichette di colonna,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
771,BG,FONTANELLA,PO0161010R0004,2016-12-19,n.d.,soggiacenza statica,5.64,103.02,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,BG,FONTANELLA,PO0161010R0004,2017-01-30,n.d.,soggiacenza statica,6.03,102.63,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,BG,FONTANELLA,PO0161010R0004,2017-02-14,n.d.,soggiacenza statica,6.2,102.46,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,BG,FONTANELLA,PO0161010R0004,2017-03-07,n.d.,soggiacenza statica,6.37,102.28999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,BG,FONTANELLA,PO0161010R0004,2017-04-20,n.d.,soggiacenza statica,6.24,102.42,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,BG,FONTANELLA,PO0161010R0004,2017-05-09,n.d.,soggiacenza statica,6.3,102.36,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,BG,FONTANELLA,PO0161010R0004,2017-06-20,n.d.,soggiacenza statica,5.25,103.41,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,BG,FONTANELLA,PO0161010R0004,2017-07-18,n.d.,soggiacenza statica,4.16,104.5,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,BG,FONTANELLA,PO0161010R0004,2017-08-22,n.d.,soggiacenza statica,4.32,104.34,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,BG,FONTANELLA,PO0161010R0004,2017-09-18,n.d.,soggiacenza statica,4.49,104.17,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,BG,FONTANELLA,PO0161010R0004,2017-10-16,n.d.,soggiacenza statica,5.39,103.27,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,BG,FONTANELLA,PO0161010R0004,2017-11-13,n.d.,soggiacenza statica,5.85,102.81,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,BG,FONTANELLA,PO0161010R0004,2017-12-04,n.d.,soggiacenza statica,6.12,102.53999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,BG,FONTANELLA,PO0161010R0004,2018-01-23,n.d.,soggiacenza statica,5.67,102.99,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,BG,FONTANELLA,PO0161010R0004,2018-02-13,n.d.,soggiacenza statica,6.12,102.53999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,BG,FONTANELLA,PO0161010R0004,2018-03-16,n.d.,soggiacenza statica,6.15,102.50999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,BG,FONTANELLA,PO0161010R0004,2018-04-16,n.d.,soggiacenza statica,6.15,102.50999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,BG,FONTANELLA,PO0161010R0004,2018-05-03,n.d.,soggiacenza statica,5.88,102.78,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,BG,FONTANELLA,PO0161010R0004,2018-06-21,n.d.,soggiacenza statica,4.65,104.00999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,BG,FONTANELLA,PO0161010R0004,2018-07-25,n.d.,soggiacenza statica,6.15,102.50999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,BG,FONTANELLA,PO0161010R0004,2018-08-27,n.d.,soggiacenza statica,4.08,104.58,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,BG,FONTANELLA,PO0161010R0004,2018-09-17,n.d.,soggiacenza statica,4.62,104.03999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,BG,FONTANELLA,PO0161010R0004,2018-10-22,n.d.,soggiacenza statica,5.42,103.24,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,BG,FONTANELLA,PO0161010R0004,2019-01-31,n.d.,soggiacenza statica,5.93,102.72999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,BG,FONTANELLA,PO0161010R0004,2019-02-27,n.d.,soggiacenza statica,6.19,102.47,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,BG,FONTANELLA,PO0161010R0004,2019-03-29,n.d.,soggiacenza statica,6.53,102.13,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,BG,FONTANELLA,PO0161010R0004,2019-05-30,n.d.,soggiacenza statica,5.85,102.81,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,BG,FONTANELLA,PO0161010R0004,2019-06-25,n.d.,soggiacenza statica,4.84,103.82,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,BG,FONTANELLA,PO0161010R0004,2019-07-02,n.d.,soggiacenza statica,4.7,103.96,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,BG,FONTANELLA,PO0161010R0004,2019-08-23,n.d.,soggiacenza statica,4.06,104.6,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,BG,FONTANELLA,PO0161010R0004,2019-09-23,n.d.,soggiacenza statica,4.35,104.31,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,BG,FONTANELLA,PO0161010R0004,2019-10-22,n.d.,soggiacenza statica,4.94,103.72,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,BG,FONTANELLA,PO0161010R0004,2019-12-16,n.d.,soggiacenza statica,4.9,103.75999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,BG,FONTANELLA,PO0161010R0004,2020-01-24,n.d.,soggiacenza statica,4.9,103.75999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,BG,FONTANELLA,PO0161010R0004,2020-02-14,n.d.,soggiacenza statica,5.3,103.36,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,BG,FONTANELLA,PO0161010R0004,2020-06-24,n.d.,soggiacenza statica,4.52,104.14,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,BG,FONTANELLA,PO0161010R0004,2020-07-22,n.d.,soggiacenza statica,4.13,104.53,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,BG,FONTANELLA,PO0161010R0004,2020-08-21,n.d.,soggiacenza statica,3.82,104.84,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,BG,FONTANELLA,PO0161010R0004,2020-09-25,n.d.,soggiacenza statica,4.45,104.21,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,BG,FONTANELLA,PO0161010R0004,2020-10-26,n.d.,soggiacenza statica,4.85,103.81,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,BG,FONTANELLA,PO0161010R0004,2021-01-27,n.d.,soggiacenza statica,4.65,104.00999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,BG,FONTANELLA,PO0161010R0004,2021-02-22,n.d.,soggiacenza statica,5.07,103.59,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,BG,FONTANELLA,PO0161010R0004,2021-03-05,n.d.,soggiacenza statica,5.04,103.61999999999999,102.655,104.00999999999999,1.3549999999999898,100.62250000000002,105.36499999999998, ,4.65,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,MI,GREZZAGO,PO0151100U0001,2006-03-14,180.706,soggiacenza statica,42.0,138.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,MI,GREZZAGO,PO0151100U0001,2006-06-14,180.706,soggiacenza statica,43.6,137.106,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,MI,GREZZAGO,PO0151100U0001,2006-10-14,180.706,soggiacenza statica,43.1,137.606,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,MI,GREZZAGO,PO0151100U0001,2006-12-14,180.706,soggiacenza statica,44.95,135.756,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,MI,GREZZAGO,PO0151100U0001,2007-01-14,180.706,soggiacenza statica,44.2,136.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,MI,GREZZAGO,PO0151100U0001,2007-02-14,180.706,soggiacenza statica,43.5,137.206,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,MI,GREZZAGO,PO0151100U0001,2007-03-14,180.706,soggiacenza statica,44.6,136.106,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,MI,GREZZAGO,PO0151100U0001,2007-04-14,180.706,soggiacenza statica,44.65,136.056,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,MI,GREZZAGO,PO0151100U0001,2007-05-14,180.706,soggiacenza statica,46.42,134.286,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,MI,GREZZAGO,PO0151100U0001,2007-06-14,180.706,soggiacenza statica,47.34,133.366,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,MI,GREZZAGO,PO0151100U0001,2007-08-14,180.706,soggiacenza statica,46.35,134.356,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,MI,GREZZAGO,PO0151100U0001,2007-09-14,180.706,soggiacenza statica,47.05,133.656,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,MI,GREZZAGO,PO0151100U0001,2007-12-14,180.706,soggiacenza statica,47.7,133.006,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,MI,GREZZAGO,PO0151100U0001,2008-01-14,180.706,soggiacenza statica,46.3,134.406,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,MI,GREZZAGO,PO0151100U0001,2008-02-14,180.706,soggiacenza statica,46.32,134.386,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,MI,GREZZAGO,PO0151100U0001,2008-03-14,180.706,soggiacenza statica,46.3,134.406,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,MI,GREZZAGO,PO0151100U0001,2009-01-17,180.706,soggiacenza statica,42.0,138.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,MI,GREZZAGO,PO0151100U0001,2009-02-17,180.706,soggiacenza statica,40.7,140.006,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,MI,GREZZAGO,PO0151100U0001,2009-03-17,180.706,soggiacenza statica,39.2,141.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,MI,GREZZAGO,PO0151100U0001,2009-04-17,180.706,soggiacenza statica,39.1,141.606,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,MI,GREZZAGO,PO0151100U0001,2009-05-17,180.706,soggiacenza statica,38.5,142.206,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,MI,GREZZAGO,PO0151100U0001,2009-06-17,180.706,soggiacenza statica,41.0,139.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,MI,GREZZAGO,PO0151100U0001,2009-07-17,180.706,soggiacenza statica,37.2,143.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,MI,GREZZAGO,PO0151100U0001,2009-09-17,180.706,soggiacenza statica,38.05,142.656,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,MI,GREZZAGO,PO0151100U0001,2009-10-17,180.706,soggiacenza statica,38.85,141.856,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,MI,GREZZAGO,PO0151100U0001,2010-01-15,180.706,soggiacenza statica,38.9,141.806,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,MI,GREZZAGO,PO0151100U0001,2010-02-15,180.706,soggiacenza statica,38.9,141.806,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,MI,GREZZAGO,PO0151100U0001,2010-03-15,180.706,soggiacenza statica,39.1,141.606,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,MI,GREZZAGO,PO0151100U0001,2010-04-15,180.706,soggiacenza statica,37.8,142.906,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,MI,GREZZAGO,PO0151100U0001,2010-05-15,180.706,soggiacenza statica,38.2,142.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,MI,GREZZAGO,PO0151100U0001,2010-06-15,180.706,soggiacenza statica,37.5,143.206,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,MI,GREZZAGO,PO0151100U0001,2010-07-15,180.706,soggiacenza statica,38.0,142.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,MI,GREZZAGO,PO0151100U0001,2010-08-15,180.706,soggiacenza statica,38.0,142.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,MI,GREZZAGO,PO0151100U0001,2010-09-15,180.706,soggiacenza statica,37.9,142.806,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,MI,GREZZAGO,PO0151100U0001,2010-10-15,180.706,soggiacenza statica,37.9,142.806,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,MI,GREZZAGO,PO0151100U0001,2010-11-15,180.706,soggiacenza statica,37.0,143.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,MI,GREZZAGO,PO0151100U0001,2010-12-15,180.706,soggiacenza statica,37.2,143.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,MI,GREZZAGO,PO0151100U0001,2011-01-15,180.706,soggiacenza statica,37.5,143.206,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,MI,GREZZAGO,PO0151100U0001,2011-02-15,180.706,soggiacenza statica,34.59,146.116,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,MI,GREZZAGO,PO0151100U0001,2011-03-15,180.706,soggiacenza statica,34.48,146.226,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,MI,GREZZAGO,PO0151100U0001,2011-04-15,180.706,soggiacenza statica,34.29,146.416,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,MI,GREZZAGO,PO0151100U0001,2011-05-15,180.706,soggiacenza statica,34.58,146.126,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,MI,GREZZAGO,PO0151100U0001,2011-06-15,180.706,soggiacenza statica,34.71,145.996,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,MI,GREZZAGO,PO0151100U0001,2011-07-15,180.706,soggiacenza statica,34.95,145.756,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,MI,GREZZAGO,PO0151100U0001,2011-08-15,180.706,soggiacenza statica,36.7,144.006,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,MI,GREZZAGO,PO0151100U0001,2011-09-15,180.706,soggiacenza statica,35.36,145.346,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,MI,GREZZAGO,PO0151100U0001,2011-10-15,180.706,soggiacenza statica,33.4,147.306,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,MI,GREZZAGO,PO0151100U0001,2011-11-15,180.706,soggiacenza statica,36.0,144.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,MI,GREZZAGO,PO0151100U0001,2011-12-15,180.706,soggiacenza statica,37.0,143.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,MI,GREZZAGO,PO0151100U0001,2012-01-01,180.706,soggiacenza statica,36.5,144.206,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,MI,GREZZAGO,PO0151100U0001,2012-02-01,180.706,soggiacenza statica,37.0,143.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,MI,GREZZAGO,PO0151100U0001,2012-03-01,180.706,soggiacenza statica,36.88,143.826,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,MI,GREZZAGO,PO0151100U0001,2012-04-01,180.706,soggiacenza statica,36.7,144.006,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,MI,GREZZAGO,PO0151100U0001,2012-05-01,180.706,soggiacenza statica,36.6,144.106,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,MI,GREZZAGO,PO0151100U0001,2012-06-01,180.706,soggiacenza statica,38.1,142.606,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,MI,GREZZAGO,PO0151100U0001,2012-07-01,180.706,soggiacenza statica,36.42,144.286,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,MI,GREZZAGO,PO0151100U0001,2012-08-10,180.706,soggiacenza statica,35.96,144.746,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,MI,GREZZAGO,PO0151100U0001,2012-09-30,180.706,soggiacenza statica,36.2,144.506,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,MI,GREZZAGO,PO0151100U0001,2012-11-30,180.706,soggiacenza statica,36.1,144.606,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,MI,GREZZAGO,PO0151100U0001,2012-12-31,180.706,soggiacenza statica,36.0,144.706,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,MI,GREZZAGO,PO0151100U0001,2013-01-04,180.706,soggiacenza statica,36.43,144.276,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,MI,GREZZAGO,PO0151100U0001,2013-03-07,180.706,soggiacenza statica,36.4,144.306,139.456,146.186,6.730000000000018,129.36099999999996,152.91600000000003, ,34.52,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
