,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1
109,BS,PISOGNE,PO0171430RC548,2019-05-02,190.26,soggiacenza statica,2.13,188.13,187.2,187.99,0.7900000000000205,186.01499999999996,189.17500000000004, ,2.27,3.06,,,,,
110,BS,PISOGNE,PO0171430RC548,2019-12-18,190.26,soggiacenza statica,3.23,187.03,187.2,187.99,0.7900000000000205,186.01499999999996,189.17500000000004, ,2.27,3.06,,,,,
111,BS,PISOGNE,PO0171430RC548,2020-08-25,190.26,soggiacenza statica,2.65,187.61,187.2,187.99,0.7900000000000205,186.01499999999996,189.17500000000004, ,2.27,3.06,,,,,
112,BS,PISOGNE,PO0171430RC548,2020-10-22,190.26,soggiacenza statica,2.42,187.84,187.2,187.99,0.7900000000000205,186.01499999999996,189.17500000000004, ,2.27,3.06,,,,,
113,BS,PISOGNE,PO0171430RC548,2020-12-16,190.26,soggiacenza statica,2.1,188.16,187.2,187.99,0.7900000000000205,186.01499999999996,189.17500000000004, ,2.27,3.06,,,,,
114,BS,SELLERO,PO0171760RC555,2010-01-28,393.97,soggiacenza statica,10.1,383.87,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
115,BS,SELLERO,PO0171760RC555,2010-07-01,393.97,soggiacenza statica,10.12,383.85,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
116,BS,SELLERO,PO0171760RC555,2010-10-27,393.97,soggiacenza statica,10.5,383.47,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
117,BS,SELLERO,PO0171760RC555,2011-01-24,393.97,soggiacenza statica,10.8,383.17,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
118,BS,SELLERO,PO0171760RC555,2011-02-09,393.97,soggiacenza statica,11.0,382.97,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
119,BS,SELLERO,PO0171760RC555,2011-03-22,393.97,soggiacenza statica,11.6,382.37,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
120,BS,SELLERO,PO0171760RC555,2011-04-14,393.97,soggiacenza statica,12.1,381.87,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
121,BS,SELLERO,PO0171760RC555,2011-05-17,393.97,soggiacenza statica,12.5,381.47,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
122,BS,SELLERO,PO0171760RC555,2011-06-02,393.97,soggiacenza statica,12.2,381.77,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
123,BS,SELLERO,PO0171760RC555,2011-07-18,393.97,soggiacenza statica,12.4,381.57,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
124,BS,SELLERO,PO0171760RC555,2011-08-11,393.97,soggiacenza statica,11.34,382.63,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
125,BS,SELLERO,PO0171760RC555,2011-09-22,393.97,soggiacenza statica,12.03,381.94,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
126,BS,SELLERO,PO0171760RC555,2011-10-26,393.97,soggiacenza statica,10.87,383.1,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
127,BS,SELLERO,PO0171760RC555,2011-11-17,393.97,soggiacenza statica,11.0,382.97,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
128,BS,SELLERO,PO0171760RC555,2011-12-05,393.97,soggiacenza statica,11.5,382.47,382.115,383.78999999999996,1.6749999999999545,379.6025000000001,386.3024999999999, ,10.18,11.855,,,,,
