CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,CODICE_SSG,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,DATA_FINE,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_OLONA,z_Milano1950,z_SSG,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO0200240R0001,,,4.0,,MN,GAZOLDO DEGLI IPPOLITI,IT03GWBISSMPOM_PO0200240R0001,3.0,2,M,2005-12-01 00:00:00,2021-04-01,,,,1624059.0,5006866.0,624030.0,5006846.0,1.0,34.614,34.614,0.0,15.0,1.0,6.0,12.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.204181931823086,10.579299655825437,,,,,,,,,,,,,
PO0200270R0053,,,4.0,,MN,GONZAGA,IT03GWBISSBPPO_PO0200270R0053,3.0,1,M,2001-03-01 00:00:00,2020-10-01,,,,1646282.0,4978469.0,646253.0,4978449.0,1.0,17.841,17.841,0.0,19.0,,,,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.94442964915025,10.853850097561594,,,,,,,,,,,,,
PO0200280R0056,,,4.0,,MN,GUIDIZZOLO,IT03GWBISSMPOM_PO0200280R0056,3.0,1,M,2006-08-01 00:00:00,2020-10-01,,,,1624093.0,5020113.0,624064.0,5020093.0,1.0,65.27,65.27,0.0,54.0,1.0,44.0,54.0,NON DEFINITO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.323373451885935,10.583042549996113,,,,,,,,,,,,,
PO0200290R0002,,,4.0,,MN,MAGNACAVALLO,IT03GWBISSBPPO_PO0200290R0002,3.0,1,M,2012-02-01 00:00:00,2021-02-01,,,,1668136.0,4985315.0,668106.0,4985295.0,1.0,13.0,13.0,0.0,15.0,1.0,13.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.00118347909417,11.132954044496937,,,,,,,,,,,,,
PO020030NU0004,,,4.0,,MN,MANTOVA,IT03GWBISSMPOM_PO020030NU0004,1.0,1,M,2008-01-01 00:00:00,2021-01-01,,,,1640787.0,5001200.0,640758.0,5001180.0,1.0,17.9,17.9,0.0,16.0,1.0,9.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.15006023789292,10.79060353909527,,,,,,,,,,,,,
PO0200310R0062,,,4.0,,MN,MARCARIA,IT03GWBISSBPPO_PO0200310R0062,1.0,1,M,2001-06-01 00:00:00,2021-02-01,,,,1627768.0,4991897.0,627739.0,4991877.0,1.0,21.824,21.824,0.0,8.0,,,,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,Trofelli Giudo,PTUA2022-PTUA2003,45.06882684511838,10.622682759038806,62,23.1,,,,,,,1,,,,
PO020032NR0001,,,4.0,,MN,MARIANA MANTOVANA,IT03GWBISSMPOM_PO020032NR0001,3.0,2,M,2006-01-01 00:00:00,2020-12-01,,,,1616398.0,5003336.0,616370.0,5003316.0,1.0,33.008,33.008,0.0,25.0,1.0,12.0,24.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.17372376101871,10.480972931160748,,,,,,,,,,,,,
PO0200330R0002,,,4.0,,MN,MARMIROLO,IT03GWBISSMPBM_PO0200330R0002,3.0,1,M,2006-01-01 00:00:00,2021-02-01,,,,1639094.0,5008536.0,639065.0,5008516.0,1.0,31.883,31.883,0.0,38.0,,,,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.2164002575539,10.771123039355885,,,,,,,,,,,,,
PO020034NU0002,,,4.0,,MN,MEDOLE,IT03GWBISSMPOM_PO020034NU0002,3.0,1,M,2013-12-01 00:00:00,2021-01-01,,,,1620141.0,5022665.0,620111.0,5022646.0,1.0,83.11,83.16,-0.05,40.0,1.0,27.0,39.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.34703364923459,10.533241093552874,,,,,,,,,,,,,
PO0200370R0002,,,4.0,,MN,MOTTEGGIANA,IT03GWBISSBPPO_PO0200370R0002,1.0,1,M,2012-11-01 00:00:00,2021-01-01,,,PO0200270U0001,1634467.0,4988270.0,634438.0,4988250.0,1.0,18.0,18.0,0.0,13.0,1.0,10.0,13.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.03495107792761,10.706772770606797,,,,,,,,,,,,,
PO0200400R0001,,,4.0,,MN,PIEVE DI CORIANO,IT03GWBISSBPPO_PO0200400R0001,3.0,1,N,2005-05-01 00:00:00,2021-01-01,,PO0200720R0001,,1664204.0,4988439.0,664174.0,4988419.0,1.0,11.817,11.817,0.0,51.0,,,,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,HA PRESO NOME BORGO MANTOVANO,PTUA2022,45.0302074611767,11.084117240866766,,,,,,,,,,,,,
PO0200720R0001,,,4.0,,MN,BORGO MANTOVANO,IT03GWBISSBPPO_PO0200720R0001,3.0,1,S,2019-04-01 00:00:00,2019-10-01,,,PO0200400R0001,1664204.0,4988439.0,664174.0,4988419.0,1.0,11.817,11.817,0.0,51.0,,,,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.0302074611767,11.084117240866766,,,,,,,,,,,,,
PO0200420R0001,,,4.0,,MN,POGGIO RUSCO,IT03GWBISSBPPO_PO0200420R0001,3.0,2,M,2005-05-01 00:00:00,2021-01-01,,,,1669005.0,4982270.0,668975.0,4982250.0,1.0,10.859,10.859,0.0,6.0,,,,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.97358535288924,11.142951018967747,,,,,,,,,,,,,
PO0200510R0002,,,4.0,,MN,RODIGO,IT03GWBISSMPOM_PO0200510R0002,1.0,1,M,2012-02-01 00:00:00,2021-02-01,,,,1631201.0,5004984.0,631172.0,5004964.0,1.0,31.0,31.0,0.0,17.0,1.0,15.0,17.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.18595458528186,10.669707101387392,,,,,,,,,,,,,
PO0200530R0089,,,4.0,,MN,ROVERBELLA,IT03GWBISSMPBM_PO0200530R0089,3.0,1,N,2001-03-01 00:00:00,2021-02-01,,PO0200530U0001 solo per il qualitativo,,1641735.0,5013604.0,641706.0,5013584.0,1.0,35.415,35.415,0.0,30.0,,,,ANTINCENDIO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,via Giulio Romano 12,PTUA2022-PTUA2003,45.26147096744739,10.806186559933897,89,36.5,,,,,,,1,,,,
PO0200570U0002,,,4.0,,MN,SAN GIORGIO DI MANTOVA,IT03GWBISSMPBM_PO0200570U0002,1.0,1,M,2005-01-01 00:00:00,2021-01-01,,,,1645860.0,5002560.0,645831.0,5002540.0,1.0,23.443,23.443,0.0,10.5,1.0,3.0,9.0,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,SI,,PTUA2022,45.16126627729201,10.855501769571932,,,,,,,,,,,,,
PO020061NR0001,,,4.0,,MN,SERMIDE,IT03GWBISSBPPO_PO020061NR0001,3.0,2,M,2002-11-01 00:00:00,2021-02-01,,,,1677827.0,4988216.0,677797.0,4988196.0,1.0,10.65,10.65,0.0,10.0,1.0,9.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.024915763882355,11.256847205630267,,,,,,,,,,,,,
PO020061NUP001,,,4.0,,MN,SERMIDE,IT03GWBISSBPPO_PO020061NUP001,1.0,1,M,2015-05-01 00:00:00,2021-01-01,48,,,1680954.0,4986633.0,680924.0,4986614.0,1.0,11.66,11.66,,50.0,1.0,28.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.0098951737787,11.295938792157248,,,,,,,,,,,,,
PO020063NU0002,,,4.0,,MN,SOLFERINO,IT03GWBISSMPOM_PO020063NU0002,3.0,1,M,2013-12-01 00:00:00,2021-05-01,,,,1622298.0,5023921.0,622268.0,5023902.0,1.0,105.62,105.76,-0.14,43.0,1.0,33.0,43.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.35796228335171,10.56107619797269,,,,,,,,,,,,,
PO0200650R0002,,,4.0,,MN,SUZZARA,IT03GWBISSBPPO_PO0200650R0002,1.0,1,M,2005-12-01 00:00:00,2021-01-01,,,,1636053.0,4984924.0,636024.0,4984904.0,1.0,19.42,19.42,0.0,10.0,1.0,9.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.004541789562474,10.725993878148152,,,,,,,,,,,,,
PO0200700R0002,,,4.0,,MN,VOLTA MANTOVANA,IT03GWBISSMPOM_PO0200700R0002,1.0,1,M,2012-02-01 00:00:00,2021-01-01,,,,1628694.0,5019389.0,628665.0,5019369.0,2.0,57.05,57.05,0.0,15.0,1.0,13.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.3160304513808,10.64153883808833,,,,,,,,,,,,,
PO018003NR0009,,,2.0,,PV,ALBONESE,IT03GWBISSMPP_PO018003NR0009,3.0,2,M,2016-01-01 00:00:00,2020-10-01,,,PO018003NR0005,1477825.0,5014790.0,477798.0,5014771.0,,113.49,113.49,0.0,19.0,1.0,1.0,15.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.286088631670566,8.716890987064764,,,,,,,,,,,,,
PO0180130U0005,,,2.0,,PV,BELGIOIOSO,IT03GWBISSMPTLS_PO0180130U0005,3.0,2,N,2008-01-01 00:00:00,2019-05-01,,PO0180130U0006,,1523791.0,5000857.0,523764.0,5000838.0,1.0,74.964,74.964,0.0,60.0,1.0,25.0,47.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,5-via Dante,PTUA2022-PTUA2003,45.160620352830435,9.302361053940158,12,75.8,,,,,,X,1,,,,
PO018014NRP001,,,2.0,,PV,BEREGUARDO,IT03GWBISSMPTLS_PO018014NRP001,3.0,1,M,2015-06-01 00:00:00,2021-02-01,295,,,1501219.0,5013371.0,501192.0,5013352.0,1.0,96.11,97.18,1.07,47.0,1.0,35.0,41.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.27366538927498,9.01519648211208,,,,,,,,,,,,,
PO018032NR0001,,,2.0,,PV,CASATISMA,IT03GWBISSMPOP_PO018032NR0001,3.0,3,M,2010-08-01 00:00:00,2020-12-01,,,,1508594.0,4988343.0,508567.0,4988324.0,1.0,75.728,75.728,0.0,17.0,1.0,15.2,16.4,NON DEFINITO,PIEZOMETRO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,,PTUA2022,45.048320734274576,9.108788652586233,,,,,,,,,,,,,
PO0180350U0002,,,2.0,,PV,CASSOLNOVO,IT03GWBISSMPP_PO0180350U0002,3.0,2,M,2014-05-01 00:00:00,2020-10-01,,,,1485430.0,5022640.0,485404.0,5022621.0,2.0,117.58,117.36,0.22,46.5,1.0,30.5,40.5,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.35694861525365,8.81364681775458,,,,,,,,,,,,,
PO018039NRP001,,,2.0,,PV,CASTELLO D'AGOGNA,IT03GWBISSMPP_PO018039NRP001,1.0,1,N,2016-02-01 00:00:00,2018-08-01,564,PO018039NR0001,,1474648.0,5007966.0,474622.0,5007947.0,1.0,107.215,108.345,1.13,58.0,1.0,33.46,51.46,ANTINCENDIO,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.22455565463916,8.676741488536964,,,,,,,,,,,,,
PO018039NR0001,,,2.0,,PV,CASTELLO D'AGOGNA,IT03GWBISSMPP_PO018039NR0001,1.0,1,M,2018-11-01 00:00:00,2021-03-01,564,,PO018039NRP001,1476520.0,5010591.0,476494.0,5010571.0,1.0,108.154,107.906,0.248,51.5,2.0,27.0,48.0,ANTINCENDIO,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.24824040560545,8.70046214248293,,,,,,,,,,,,,
PO018043NUP001,,,2.0,,PV,CERANOVA,IT03GWBISSMPTLS_PO018043NUP001,1.0,2,M,2016-03-01 00:00:00,2021-03-01,308,,,1518454.0,5011562.0,518427.0,5011543.0,1.0,82.743,82.303,-0.44,15.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.25714121735847,9.234852645314039,,,,,,,,,,,,,
PO0180470U0001,,,2.0,,PV,CERVESINA,IT03GWBISSBPPO_PO0180470U0001,3.0,3,M,2008-02-01 00:00:00,2021-02-01,,,,1501315.0,4989892.0,501288.0,4989873.0,1.0,71.908,71.718,0.19,81.0,2.0,42.0,77.0,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.06231522541533,9.016359748355205,,,,,,,,,,,,,
PO018047NR0001,,,2.0,,PV,CERVESINA,IT03GWBISSMPOP_PO018047NR0001,3.0,4,M,2008-01-01 00:00:00,2021-04-01,,,,1499984.0,4986746.0,499957.0,4986727.0,1.0,74.589,74.089,0.5,22.5,1.0,12.0,21.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,,PTUA2022,45.03399657296611,8.999454097705456,,,,,,,,,,,,,
PO0180480U0004,,,2.0,,PV,CHIGNOLO PO,IT03GWBISSMPTLS_PO0180480U0004,3.0,2,M,2013-05-01 00:00:00,2021-04-01,,,PO0180480U0002,1539670.0,5000573.0,539643.0,5000554.0,1.0,58.81,57.66,1.15,20.0,2.0,8.0,14.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.157350421519254,9.504368543332744,,,,,,,,,,,,,
PO018048NRP001,,,2.0,,PV,CHIGNOLO PO,IT03GWBISSMPTLS_PO018048NRP001,1.0,2,M,2016-02-01 00:00:00,2021-04-01,321,,,1522307.0,5003738.0,522280.0,5003719.0,1.0,74.871,75.341,0.47,13.0,1.0,10.5,12.5,IRRIGUO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.18660222120207,9.283608321011947,,,,,,,,,,,,,
PO0180490U0003,,,2.0,,PV,CIGOGNOLA,IT03GWBISSMPOP_PO0180490U0003,3.0,2,M,2008-01-01 00:00:00,2019-10-01,,,,1520368.0,4986395.0,520341.0,4986376.0,1.0,107.259,107.259,0.0,10.0,1.0,4.5,9.5,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,,PTUA2022,45.03054499619364,9.258221654203583,,,,,,,,,,,,,
PO0180500U0002,,,2.0,,PV,CILAVEGNA,IT03GWBISSMPP_PO0180500U0002,3.0,2,N,2008-01-01 00:00:00,2019-05-01,,,,1480201.0,5017506.0,480174.0,5017487.0,1.0,115.897,115.897,0.0,50.0,1.0,41.0,48.8,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,ASM - 2-via Petrarca,PTUA2022-PTUA2003,45.310607424738045,8.747079595287138,38,115.5,,,,,,X,1,41.0,48.5,,
PO018062NRD002,,,2.0,,PV,FERRERA ERBOGNONE,IT03GWBISSMPP_PO018062NRD002,3.0,4,M,2008-01-01 00:00:00,2021-01-01,,,,1489220.0,4993828.0,489193.0,4993809.0,1.0,86.799,86.459,0.34,20.0,1.0,1.0,15.0,NON DEFINITO,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.097664891478715,8.862648406148372,,,,,,,,,,,,,
PO018065NRG001,,,2.0,,PV,FRASCAROLO,IT03GWBISSMPP_PO018065NRG001,3.0,1,M,2014-05-01 00:00:00,2021-03-01,,,,1476436.0,4987921.0,476409.0,4987902.0,2.0,86.66,86.66,0.0,10.0,,,,INDUSTRIALE,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.04418092411173,8.700449632530527,,,,,,,,,,,,,
PO018068NRP001,,,2.0,,PV,GAMBOLO',IT03GWBISSMPP_PO018068NRP001,3.0,4,M,2008-01-01 00:00:00,2019-07-01,,,,1492884.0,5011602.0,492857.0,5011583.0,1.0,100.934,100.934,0.0,53.5,1.0,46.0,49.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.25770645250831,8.90896135781428,,,,,,,,,,,,,
PO0180690U0002,,,2.0,,PV,GARLASCO,IT03GWBISSMPP_PO0180690U0002,3.0,2,M,2008-01-01 00:00:00,2020-10-01,,,,1494040.0,5004979.0,494013.0,5004960.0,1.0,92.741,92.741,0.0,57.0,2.0,28.0,51.0,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,3-via Bozzola - Palazzeto,PTUA2022-PTUA2003,45.19809992494672,8.923774465554628,26,90.8,,,,,,X,1,28.0,38.0,41.0,51.0
PO018072NUP001,,,2.0,,PV,GIUSSAGO,IT03GWBISSMPTLS_PO018072NUP001,3.0,2,M,2015-07-01 00:00:00,2021-03-01,305,,,1512591.0,5011176.0,512564.0,5011157.0,1.0,87.134,87.134,0.0,20.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.25379584990564,9.16011913819283,,,,,,,,,,,,,
PO0180810U0111,,,2.0,,PV,LINAROLO,IT03GWBISSMPTLS_PO0180810U0111,3.0,2,M,2014-05-01 00:00:00,2021-02-01,,,,1521158.0,5000567.0,521130.0,5000547.0,2.0,74.97,74.45,0.52,20.0,1.0,10.0,20.0,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.15808470107657,9.268835451884158,,,,,,,,,,,,,
PO0180880U0001,,,2.0,,PV,MEDE,IT03GWBISSMPP_PO0180880U0001,3.0,1,M,2008-01-01 00:00:00,2021-03-01,,,,1479576.0,4993826.0,479549.0,4993807.0,1.0,92.936,92.936,0.0,53.0,1.0,30.0,48.0,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.0974337094121,8.740079011438807,,,,,,,,,,,,,
PO0181100U0111,,,2.0,,PV,PAVIA,IT03GWBISSMPTLS_PO0181100U0111,3.0,2,M,2016-03-01 00:00:00,2021-02-01,,,,1511166.0,5006866.0,511138.0,5006846.0,2.0,83.4,83.05,0.35,17.0,,,,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.21501429263046,9.141849281797,,,,,,,,,,,,,
PO0181140U0002,,,2.0,,PV,PIEVE PORTO MORONE,IT03GWBISSBPPO_PO0181140U0002,3.0,2,M,2008-01-01 00:00:00,2021-04-01,,,,1534773.0,4995264.0,534746.0,4995245.0,1.0,55.383,55.383,0.0,24.0,1.0,12.0,18.0,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,ASM - 2,PTUA2022-PTUA2003,45.109819882165645,9.441698102871495,15,54.9,,,,,,X,1,12.0,18.0,,
PO0181150U0006,,,2.0,,PV,PINAROLO PO,IT03GWBISSMPOP_PO0181150U0006,3.0,1,S,2009-01-01 00:00:00,2021-02-01,,,PO0181150U0001,1512407.0,4989947.0,512380.0,4989928.0,1.0,67.287,66.637,0.65,19.5,1.0,10.5,14.5,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,,PTUA2022,45.06270324383503,9.157247713322233,,,,,,,,,,,,,
PO0181180U0019,,,2.0,,PV,PORTALBERA,IT03GWBISSMPOP_PO0181180U0019,3.0,2,M,2008-01-01 00:00:00,2019-10-01,,,,1524348.0,4993153.0,524321.0,4993134.0,1.0,68.079,67.559,0.52,17.2,1.0,10.3,16.3,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,ASM - 5-Cassinassa,PTUA2022-PTUA2003,45.09125307210425,9.309073225237395,13,69.0,,,,,,X,1,,,,
PO0181220U0001,,,2.0,,PV,RIVANAZZANO TERME,IT03GWBISSMPOP_PO0181220U0001,3.0,2,M,2014-05-01 00:00:00,2020-10-01,,,,1501755.0,4974277.0,501728.0,4974258.0,2.0,151.09,151.09,0.0,24.0,,,,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,,PTUA2022,44.921749009616065,9.021894896383483,,,,,,,,,,,,,
PO018146NRP001,,,2.0,,PV,SARTIRANA LOMELLINA,IT03GWBISSMPP_PO018146NRP001,3.0,1,M,2015-05-01 00:00:00,2021-03-01,574,,,1473609.0,4995777.0,473583.0,4995758.0,1.0,99.039,99.039,0.0,50.0,1.0,39.5,43.5,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.11479810595768,8.664152618126725,,,,,,,,,,,,,
PO018147NUP001,,,2.0,,PV,SCALDASOLE,IT03GWBISSMPP_PO018147NUP001,3.0,1,M,2015-05-01 00:00:00,2021-03-01,555,,,1492524.0,4996534.0,492497.0,4996515.0,1.0,86.584,87.544,0.96,60.0,3.0,7.0,50.0,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.12206638327394,8.904599961973416,,,,,,,,,,,,,
PO0181550U0001,,,2.0,,PV,TORRAZZA COSTE,IT03GWBISSMPOP_PO0181550U0001,3.0,1,M,2008-01-01 00:00:00,2021-02-01,,,,1505683.0,4980511.0,505656.0,4980492.0,1.0,116.616,116.616,0.0,33.0,3.0,9.0,29.0,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,,S. Giorgio,PTUA2022-PTUA2003,44.9778470882484,9.071735082195792,22,116.0,,,,,,X,1,,,,
PO018162NUP001,,,2.0,,PV,TRAVACO' SICCOMARIO,IT03GWBISSBPPO_PO018162NUP001,3.0,2,M,2015-07-01 00:00:00,2021-03-01,580,,,1512870.0,4999724.0,512843.0,4999705.0,1.0,61.197,60.482,-0.715,14.0,,,,POTABILE,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.15070482743161,9.163379464417284,,,,,,,,,,,,,
PO018173NUP001,,,2.0,,PV,VELLEZZO BELLINI,IT03GWBISSMPTLS_PO018173NUP001,3.0,2,M,2015-07-01 00:00:00,2021-03-01,63,,,1507693.0,5013321.0,507666.0,5013302.0,1.0,92.877,92.357,-0.52,15.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.27317451276738,9.097730895989386,,,,,,,,,,,,,
PO018176NUP001,,,2.0,,PV,VIDIGULFO,IT03GWBISSMPTLS_PO018176NUP001,3.0,2,M,2015-07-01 00:00:00,2021-03-01,306,,,1518073.0,5015918.0,518046.0,5015899.0,1.0,88.252,88.252,0.0,20.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.29636126844993,9.230155281358146,,,,,,,,,,,,,
