CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,CODICE_SSG,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,DATA_FINE,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_OLONA,z_Milano1950,z_SSG,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO0131310U0001,,,1.0,,CO,LOCATE VARESINO,IT03GWBISSAPTA_PO0131310U0001,3.0,2,M,2012-03-01 00:00:00,2021-03-01,PO0131319U0002,,,1494622.0,5059677.0,494595.0,5059657.0,1.0,272.942,273.982,-1.04,58.0,1.0,50.0,54.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.690444213933006,8.930583187476616,,,,,,,,,,,,,
PO0131330U0009,,,1.0,,CO,LOMAZZO,IT03GWBISSAPTA_PO0131330U0009,3.0,2,M,2007-03-01 00:00:00,2021-04-01,,,,1502044.0,5061531.0,502017.0,5061511.0,1.0,303.805,306.115,-2.31,153.0,1.0,88.0,91.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70714988625931,9.025912194473959,,,,,,,,,,,,,
PO013138NU0001,,,1.0,,CO,LURATE CACCIVIO,IT03GWBISSAPTA_PO013138NU0001,1.0,6/1,M,2016-01-01 00:00:00,2021-04-01,,,,1499675.0,5067227.0,499648.0,5067207.0,2.0,324.141,326.341,-2.2,90.0,1.0,35.0,75.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.75842110553475,8.995473751918228,,,,,,,,,,,,,
PO013143NUP001,,,1.0,,CO,MARIANO COMENSE,IT03GWBISSAPTA_PO013143NUP001,3.0,2,M,2015-10-01 00:00:00,2020-06-01,43,,,1513136.0,5061586.0,513110.0,5061567.0,1.0,284.119,285.209,1.09,53.0,1.0,37.0,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70753272801638,9.16842399583704,,,,,,,,,,,,,
PO0131590U0001,,,1.0,,CO,MOZZATE,IT03GWBISSAPTA_PO0131590U0001,3.0,6,M,2009-02-01 00:00:00,2021-03-01,,,,1495984.0,5058535.0,495957.0,5058515.0,2.0,260.0,261.965,-1.965,102.5,2.0,40.0,98.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.680174545192166,8.9480849539333,,,,,,,,,,,,,
PO019027NRA001,,,3.0,,CR,CASTELVISCONTI,IT03GWBISSMPAO_PO019027NRA001,3.0,1,N,2006-02-01 00:00:00,2020-07-01,,,,1574426.0,5015792.0,574398.0,5015772.0,1.0,65.2,64.48,0.72,18.0,1.0,2.0,18.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.29150912880558,9.948777503009474,,,,,,,,,,,,,
PO019033NRA001,,,3.0,,CR,CORTE DE' FRATI,IT03GWBISSMPAO_PO019033NRA001,3.0,1,M,2006-02-01 00:00:00,2021-04-01,,,,1586592.0,5006566.0,586564.0,5006546.0,1.0,48.01,47.83,0.18,15.0,1.0,1.5,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.2070823263645,10.102292940978481,,,,,,,,,,,,,
PO019035NRA001,,,3.0,,CR,CREMA,IT03GWBISSMPAO_PO019035NRA001,3.0,1,M,2006-03-01 00:00:00,2021-01-01,,,,1552672.0,5022953.0,552645.0,5022933.0,1.0,77.81,77.81,0.0,10.0,1.0,1.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,SI,,PTUA2022,45.35793130928601,9.672152326054473,,,,,,,,,,,,,
PO019036NUA001,,,3.0,,CR,CREMONA,IT03GWBISSMPAO_PO019036NUA001,3.0,1,M,2006-03-01 00:00:00,2021-03-01,,,,1583006.0,4998561.0,582978.0,4998541.0,1.0,42.99,43.3,-0.31,20.0,1.0,2.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.135467890795425,10.055305832195607,,,,,,,,,,,,,
PO019040NRA001,,,3.0,,CR,DEROVERE,IT03GWBISSBPPO_PO019040NRA001,3.0,1,M,2006-03-01 00:00:00,2021-04-01,,,,1597866.0,4994960.0,597838.0,4994940.0,1.0,32.95,32.7,0.25,10.0,1.0,2.0,10.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.101157838483665,10.243548312524647,,,,,,,,,,,,,
PO019047NRA001,,,3.0,,CR,GENIVOLTA,IT03GWBISSMPAO_PO019047NRA001,3.0,1,M,2006-04-01 00:00:00,2021-04-01,,,,1568930.0,5021713.0,568902.0,5021693.0,1.0,60.78,60.33,0.45,18.0,1.0,1.0,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.345360962272075,9.879521247463696,,,,,,,,,,,,,
PO019051NRA001,,,3.0,,CR,GRUMELLO CREMONESE ED UNITI,IT03GWBISSMPAO_PO019051NRA001,3.0,1,M,2012-02-01 00:00:00,2021-04-01,,,,1568904.0,5004763.0,568876.0,5004743.0,1.0,46.42,46.42,0.0,13.0,,,,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.19280601645415,9.876837178729593,,,,,,,,,,,,,
PO019056NRA001,,,3.0,,CR,MALAGNINO,IT03GWBISSMPAO_PO019056NRA001,3.0,1,M,2014-06-01 00:00:00,2021-02-01,,,,1586970.0,4998293.0,586940.0,4998273.0,1.0,41.0,41.0,0.0,29.0,1.0,13.0,28.0,IRRIGUO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.13257920647912,10.105638342242774,,,,,,,,,,,,,
PO019065NRA001,,,3.0,,CR,PADERNO PONCHIELLI,IT03GWBISSMPAO_PO019065NRA001,3.0,1,N,2006-03-01 00:00:00,2016-10-01,,,,1574466.0,5010608.0,574438.0,5010588.0,1.0,58.87,58.21,0.66,24.0,1.0,4.0,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.24484751085924,9.94851008599298,,,,,,,,,,,,,
PO019070NRA001,,,3.0,,CR,PESSINA CREMONESE,IT03GWBISSMPAO_PO019070NRA001,3.0,1,M,2006-03-01 00:00:00,2021-04-01,,,,1599806.0,5003171.0,599778.0,5003151.0,1.0,39.44,39.3,0.14,12.0,1.0,1.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.174781587700934,10.269839592044143,,,,,,,,,,,,,
PO019071NRA001,,,3.0,,CR,PIADENA,IT03GWBISSBPPO_PO019071NRA001,3.0,1,M,2006-03-01 00:00:00,2021-04-01,,,,1611031.0,4998762.0,611002.0,4998742.0,1.0,26.5,26.14,0.36,10.0,1.0,1.0,10.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.1334279212755,10.411662098856352,,,,,,,,,,,,,
PO019077NRA001,,,3.0,,CR,POZZAGLIO ED UNITI,IT03GWBISSMPAO_PO019077NRA001,3.0,1,M,2006-03-01 00:00:00,2021-02-01,,,,1579867.0,5008365.0,579839.0,5008345.0,1.0,53.81,53.07,0.74,18.0,1.0,4.0,17.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.22406797137635,10.016960485589731,,,,,,,,,,,,,
PO019083NRA001,,,3.0,,CR,RIVAROLO DEL RE ED UNITI,IT03GWBISSBPPO_PO019083NRA001,3.0,1,M,2014-06-01 00:00:00,2021-02-01,,,,1616532.0,4988746.0,616502.0,4988727.0,1.0,21.39,22.0,-0.61,20.0,1.0,10.0,20.0,ANTINCENDIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,si,,PTUA2022,45.04241928906904,10.479256731705936,,,,,,,,,,,,,
PO019084NRA002,,,3.0,,CR,RIVOLTA D'ADDA,IT03GWBISSMPAO_PO019084NRA002,3.0,1,S,2012-02-01 00:00:00,2021-01-01,,,PO019084NRA001,1540446.0,5033610.0,540419.0,5033590.0,1.0,96.18,95.96,0.22,10.5,1.0,1.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,SI,,PTUA2022,45.45466599883357,9.516936697318776,,,,,,,,,,,,,
PO019088NRP001,,,3.0,,CR,SAN BASSANO,IT03GWBISSMPAO_PO019088NRP001,3.0,1,M,2015-05-01 00:00:00,2021-03-01,432,,,1563745.0,5010339.0,563718.0,5010320.0,1.0,50.943,51.343,0.4,31.0,1.0,22.0,28.0,IRRIGUO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.24348802904677,9.811893373875774,,,,,,,,,,,,,
PO019089NUA001,,,3.0,,CR,SAN DANIELE PO,IT03GWBISSBPPO_PO019089NUA001,3.0,1,M,2014-06-01 00:00:00,2021-05-01,,,,1590562.0,4991171.0,590532.0,4991152.0,1.0,33.6,33.6,0.0,25.0,1.0,13.0,25.0,DIDATTICO/SCIENTIFICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.06803923548214,10.150022224552085,,,,,,,,,,,,,
PO019091NRA001,,,3.0,,CR,SAN MARTINO DEL LAGO,IT03GWBISSBPPO_PO019091NRA001,3.0,1,M,2006-03-01 00:00:00,2021-03-01,,,,1602982.0,4991142.0,602954.0,4991122.0,1.0,29.18,28.83,0.35,12.0,1.0,2.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.0660714888026,10.307773243510464,,,,,,,,,,,,,
PO019094NU0944,,,3.0,,CR,SERGNANO,IT03GWBISSMPAO_PO019094NU0944,3.0,1,M,2004-01-01 00:00:00,2021-04-01,,,,1554749.0,5030589.0,554722.0,5030569.0,1.0,91.1,90.54,0.56,46.0,1.0,37.0,42.0,POTABILE,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,via Vallarsa,PTUA2022-PTUA2003,45.42650103351132,9.699516143665797,019094.0004,85.0,,,,,,X,1,,,,
PO019103NRA001,,,3.0,,CR,STAGNO LOMBARDO,IT03GWBISSBPPO_PO019103NRA001,3.0,1,M,2006-04-01 00:00:00,2021-05-01,,,,1583764.0,4989711.0,583736.0,4989691.0,1.0,34.83,34.46,0.37,12.0,1.0,1.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.055726461567986,10.063464746968014,,,,,,,,,,,,,
PO019110NRA001,,,3.0,,CR,TRIGOLO,IT03GWBISSMPAO_PO019110NRA001,3.0,1,N,2006-03-01 00:00:00,2020-03-01,,,,1564950.0,5019524.0,564922.0,5019504.0,1.0,70.82,70.16,0.66,23.0,1.0,2.0,18.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.32603886502408,9.828435448255211,,,,,,,,,,,,,
PO0970200U0002,,,1.0,,LC,CERNUSCO LOMBARDONE,IT03GWBISSAPTA_PO0970200U0002,1.0,6/1,M,2006-02-01 00:00:00,2021-03-01,,,,1531046.0,5060385.0,531019.0,5060365.0,1.0,254.711,256.57,-1.859,40.0,1.0,22.0,36.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.696143185279375,9.398419833931262,,,,,,,,,,,,,
PO0970200U0003,,,1.0,,LC,CERNUSCO LOMBARDONE,IT03GWBISSAPTA_PO0970200U0003,3.0,6,M,2001-08-01 00:00:00,2021-03-01,,,,1530517.0,5059509.0,530490.0,5059489.0,1.0,246.905,248.915,-2.01,50.0,1.0,37.0,43.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.688282134011416,9.391570292009897,,,,,,,,,,,,,
PO0970440U0002,,,1.0,,LC,LOMAGNA,IT03GWBISSAPTA_PO0970440U0002,3.0,6,M,2007-02-01 00:00:00,2021-03-01,,,,1528378.0,5057101.0,528339.0,5057036.0,1.0,252.0,252.0,0.0,155.0,4.0,56.0,142.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.666294820668156,9.363803380570596,,,,,,,,,,,,,
PO0970480U0001,,,1.0,,LC,MERATE,IT03GWBISSAPTA_PO0970480U0001,3.0,6,M,2001-08-01 00:00:00,2021-03-01,,,,1531016.0,5061299.0,530989.0,5061279.0,1.0,264.704,266.704,-2.0,49.8,1.0,35.0,44.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70437107786069,9.398092889491815,,,,,,,,,,,,,
PO0970610U0015,,,1.0,,LC,OSNAGO,IT03GWBISSAPTA_PO0970610U0015,1.0,6,M,2006-01-01 00:00:00,2021-03-01,,,,1529887.0,5057963.0,529860.0,5057943.0,1.0,238.515,238.095,0.42,46.6,2.0,21.4,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.674394577407774,9.383384599241467,,,,,,,,,,,,,
PO098002NR0045,,,2.0,,LO,BERTONICO,IT03GWBISSMPLAS_PO098002NR0045,1.0,1,M,2003-09-01 00:00:00,2021-04-01,,,,1551624.0,5007982.0,551597.0,5007962.0,1.0,65.153,64.753,0.4,12.0,,,,PIEZOMETRO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.2232572016619,9.657214573234945,,,,,,,,,,,,,
PO098003NR0063,,,2.0,,LO,BOFFALORA D'ADDA,IT03GWBISSMPAO_PO098003NR0063,1.0,1,M,2012-06-01 00:00:00,2021-04-01,,,,1537605.0,5023199.0,537578.0,5023179.0,1.0,72.433,72.403,0.03,9.0,1.0,3.0,9.0,PIEZOMETRO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.361115608766575,9.479809172042586,,,,,,,,,,,,,
PO098008NR0025,,,2.0,,LO,CASALETTO LODIGIANO,IT03GWBISSMPTLS_PO098008NR0025,3.0,1,M,2015-06-01 00:00:00,2021-03-01,241,,,1528748.0,5016850.0,528721.0,5016831.0,1.0,71.308,71.898,0.59,38.0,1.0,23.0,35.0,INDUSTRIALE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,SI,SONDA AUTOMATICA GUASTA DA MARZO 2020,PTUA2022,45.30439496372312,9.366353965793593,,,,,,,,,,,,,
PO0980100U0007,0980100003,,2.0,,LO,CASALPUSTERLENGO,IT03GWBISSMPLAS_PO0980100U0007,1.0,2,M,1983-01-01 00:00:00,2020-05-01,275,,,1550751.0,5003654.0,550724.0,5003635.0,1.0,61.881,63.661,1.78,39.0,1.0,23.25,35.3,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,via Cadorna,PTUA2022-CAP,45.18437318192631,9.645654768384812,,,60.05,,,,,,,,,,
PO0980110U0001,0980110001,,2.0,,LO,CASELLE LANDI,IT03GWBISSBPPO_PO0980110U0001,3.0,2,M,1983-01-01 00:00:00,2020-05-01,288,,,1562237.0,4994642.0,562210.0,4994623.0,1.0,45.233,45.493,0.26,62.3,2.0,32.5,61.0,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,via Roma I,PTUA2022-CAP,45.10233755785206,9.790722691958305,,,45.58,,,,,,,,,,
PO0980180U0001,0980180001,,2.0,,LO,CERVIGNANO D'ADDA,IT03GWBISSMPLAN_PO0980180U0001,3.0,2,M,1995-02-01 00:00:00,2020-05-01,,,,1533300.0,5024638.0,533273.0,5024618.0,1.0,86.922,87.162,-0.24,55.0,1.0,41.5,50.5,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,p.za Caduti-CAP               -p.zza Caduti-Piazza Caduti,PTUA2022-PTUA2003-CAP,45.374285863800075,9.424940002975596,0980180001,81.68,87.97,,,,,X,1,,,,
PO0980200U0003,0980200003,,2.0,,LO,COMAZZO,IT03GWBISSMPLAN_PO0980200U0003,1.0,2,M,2007-03-01 00:00:00,2020-05-01,,,,1536250.0,5032282.0,536223.0,5032262.0,1.0,99.238,98.783,0.455,41.0,1.0,29.0,41.0,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,Serbatoio,PTUA2022-CAP,45.44294302626333,9.46317619789206,,,94.19,,,,,,,,,,
PO098024NR0087,,,2.0,,LO,CORTE PALASIO,IT03GWBISSMPAO_PO098024NR0087,1.0,1,M,2014-05-01 00:00:00,2021-04-01,,,,1543975.0,5018387.0,543947.0,5018367.0,1.0,66.918,66.918,0.0,10.0,1.0,3.0,10.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.317432445932795,9.560699516626686,,,,,,,,,,,,,
PO098025NR0110,,,2.0,,LO,CRESPIATICA,IT03GWBISSMPAO_PO098025NR0110,1.0,1,M,2014-05-01 00:00:00,2021-04-01,,,,1542996.0,5021730.0,542968.0,5021710.0,1.0,72.827,72.563,0.264,10.0,1.0,1.0,10.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.34758338110808,9.548499874146426,,,,,,,,,,,,,
PO098026NR0074,,,2.0,,LO,FOMBIO,IT03GWBISSMPLAS_PO098026NR0074,1.0,2,M,2003-01-01 00:00:00,2020-12-01,PO0980260U0074,,,1553850.0,4999561.0,553822.0,4999541.0,1.0,58.095,57.91,0.185,30.0,1.0,10.0,30.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.14729327686887,9.68464421724992,,,,,,,,,,,,,
PO098031NR0333,,,2.0,,LO,LODI,IT03GWBISSMPLAS_PO098031NR0333,3.0,2,M,2015-05-01 00:00:00,2020-05-01,236,,,1536116.0,5018864.0,536089.0,5018845.0,1.0,81.233,80.783,-0.45,75.0,1.0,40.0,52.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.32218314503041,9.460481374557286,,,,,,,,,,,,,
PO0980320U0002,0980320002,,2.0,,LO,LODI VECCHIO,IT03GWBISSMPLAS_PO0980320U0002,1.0,2,M,1985-03-01 00:00:00,2020-05-01,,,,1532580.0,5016545.0,532553.0,5016525.0,1.0,80.442,80.892,-0.45,66.5,3.0,31.0,61.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022-CAP,45.301473353949085,9.415212155419807,,,80.38,,,,,,,,,,
PO098049NR0141,,,2.0,,LO,SAN ROCCO AL PORTO,IT03GWBISSBPPO_PO098049NR0141,1.0,1,M,2014-05-01 00:00:00,2017-10-01,,,,1551005.0,4994257.0,550976.0,4994238.0,1.0,49.723,49.747,-0.024,12.0,1.0,5.2,12.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.0997714333148,9.64790344785652,,,,,,,,,,,,,
PO0980510U0001,,,2.0,,LO,SANTO STEFANO LODIGIANO,IT03GWBISSMPLAS_PO0980510U0001,3.0,2,M,2015-06-01 00:00:00,2020-05-01,282,,,1558501.0,4998246.0,558474.0,4998227.0,1.0,51.843,51.013,-0.83,56.6,1.0,30.75,53.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.1350959819186,9.743661531989105,,,,,,,,,,,,,
PO098052NR0037,,,2.0,,LO,SECUGNAGO,IT03GWBISSMPLAS_PO098052NR0037,1.0,1,M,2012-06-01 00:00:00,2021-04-01,,,,1545743.0,5007828.0,545716.0,5007808.0,1.0,67.381,67.437,-0.056,10.0,1.0,2.0,10.0,MONITORAGGIO BONIFICA,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.22227750785116,9.582295569855829,,,,,,,,,,,,,
PO0980600U0001,,,2.0,,LO,VILLANOVA DEL SILLARO,IT03GWBISSMPLAS_PO0980600U0001,1.0,2,M,2006-01-01 00:00:00,2020-05-01,,,,1536358.0,5010175.0,536331.0,5010155.0,1.0,72.786,71.715,1.071,59.0,1.0,39.0,57.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.24395036262266,9.462932496915277,,,,,,,,,,,,,
PO1080520U0016,,,2.0,,MB,CAPONAGO,IT03GWBISSAPTA_PO1080520U0016,1.0,2,M,2016-02-01 00:00:00,2021-03-01,159; PO0150470U0016,,,1528664.0,5045748.0,528638.0,5045729.0,1.0,155.237,157.507,2.27,42.0,1.0,40.5,42.0,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.564510851811306,9.366977308960081,,,,,,,,,,,,,
PO1080210U0002,1080210002,,2.0,,MB,CONCOREZZO,IT03GWBISSAPTA_PO1080210U0002,3.0,2,M,2006-03-01 00:00:00,2020-12-01,PO0150840U0002,,,1525403.0,5047377.0,525376.0,5047357.0,1.0,162.45,162.45,0.0,56.0,1.0,32.0,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.57929091184946,9.325262200691903,,,,,,,,,,,,,
PO108023NU0003,,,2.0,,MB,DESIO,IT03GWBISSAPTA_PO108023NU0003,3.0,4,M,2011-03-01 00:00:00,2021-03-01,PO1080230U0003,PO0151000U0003,,1516288.0,5051940.0,516261.0,5051920.0,1.0,199.167,199.167,0.0,78.0,3.0,42.0,65.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,via Torricelli-CAP-via Torricelli,PTUA2022-PTUA2003,45.62063500742705,9.208581900085925,0151000003,146.19,,,,,,X,1,,,,
PO1080310U0001,,,2.0,,MB,MEZZAGO,IT03GWBISSAPTA_PO1080310U0001,3.0,2,M,2000-01-01 00:00:00,2021-03-01,PO0151450U0001,,,1534739.0,5052951.0,534712.0,5052931.0,1.0,220.664,220.664,0.0,75.2,1.0,54.0,74.65,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.629057420293165,9.445321958810915,,,,,,,,,,,,,
PO108033NR0142,1080330142,,2.0,,MB,MONZA,IT03GWBISSAPTA_PO108033NR0142,3.0,1,M,2016-02-01 00:00:00,2021-04-01,PO015149NR0142,,,1522648.0,5051403.0,522621.0,5051383.0,2.0,178.79,178.79,,42.0,1.0,10.5,31.5,IRRIGUO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.615623483482466,9.290136587843273,,,,,,,,,,,,,
PO108033NU0243,,,2.0,,MB,MONZA,IT03GWBISSAPTA_PO108033NU0243,1.0,1,M,2014-03-01 00:00:00,2021-01-01,PO108033NU0243,,,1520754.0,5045957.0,520727.0,5045937.0,1.0,163.584,163.584,0.0,50.0,1.0,22.5,49.5,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.566663724453065,9.265613128977531,,,,,,,,,,,,,
