CODICE PUNTO,DATA,PIEZOMETRIA [m s.l.m.]
PO0160890R0001,2017-05-23,188.004
PO0160890R0001,2017-06-09,188.204
PO0160890R0001,2017-07-12,188.574
PO0160890R0001,2017-08-11,187.934
PO0160890R0001,2017-09-01,188.774
PO0160890R0001,2017-10-30,187.724
PO0160890R0001,2017-11-29,187.004
PO0160890R0001,2017-12-15,187.884
PO0160890R0001,2018-01-16,188.804
PO0160890R0001,2018-02-16,187.464
PO0160890R0001,2018-03-09,187.274
PO0160890R0001,2018-04-11,188.564
PO0160890R0001,2018-05-09,189.014
PO0160890R0001,2018-06-28,187.974
PO0160890R0001,2018-09-14,186.154
PO0160890R0001,2018-11-09,189.874
PO0160890R0001,2019-01-25,187.194
PO0160890R0001,2019-02-26,186.544
PO0160890R0001,2019-03-15,186.594
PO0160890R0001,2019-04-15,186.794
PO0160890R0001,2019-05-08,190.124
PO0160890R0001,2019-06-11,188.684
PO0160890R0001,2019-07-04,188.804
PO0160890R0001,2019-08-22,187.484
PO0160890R0001,2019-09-13,187.684
PO0160890R0001,2019-10-14,186.044
PO0160890R0001,2019-11-20,190.104
PO0160890R0001,2019-12-19,189.564
PO0160890R0001,2020-01-28,188.684
PO0160890R0001,2020-02-11,188.434
PO0160890R0001,2020-06-19,189.984
PO0160890R0001,2020-07-10,189.064
PO0160890R0001,2020-08-07,188.634
PO0160890R0001,2020-09-14,188.244
PO0160890R0001,2020-10-07,189.684
PO0160980R0009,2010-01-13,162.466
PO0160980R0009,2010-02-09,163.156
PO0160980R0009,2010-03-17,164.636
PO0160980R0009,2010-04-12,163.756
PO0160980R0009,2010-05-18,164.486
PO0160980R0009,2010-06-11,165.016
PO0160980R0009,2010-07-02,165.506
PO0160980R0009,2010-08-13,165.156
PO0160980R0009,2010-09-15,164.916
PO0160980R0009,2010-11-10,165.436
PO0160980R0009,2010-12-27,167.656
PO0160980R0009,2011-02-23,166.636
PO0160980R0009,2011-03-24,167.316
PO0160980R0009,2011-04-29,166.336
PO0160980R0009,2011-05-31,163.476
PO0160980R0009,2011-06-30,162.916
PO0160980R0009,2011-07-28,164.086
PO0160980R0009,2011-08-30,163.986
PO0160980R0009,2011-09-30,164.636
PO0160980R0009,2011-10-26,163.336
PO0160980R0009,2011-11-23,163.036
PO0160980R0009,2011-12-30,166.236
PO0160980R0009,2012-01-26,163.736
PO0160980R0009,2012-02-28,163.936
PO0160980R0009,2012-03-30,156.036
PO0160980R0009,2012-04-30,158.636
PO0160980R0009,2012-05-10,160.136
PO0160980R0009,2012-06-30,159.036
PO0160980R0009,2012-07-19,162.736
PO0160980R0009,2012-08-30,164.236
PO0160980R0009,2012-09-20,164.236
PO0160980R0009,2012-10-30,162.436
PO0160980R0009,2012-11-30,163.636
PO0160980R0009,2012-12-31,163.936
PO0160980R0009,2013-01-30,164.636
PO0160980R0009,2013-02-28,163.936
PO0160980R0009,2013-03-29,164.736
PO0160980R0009,2013-04-23,164.936
PO0160980R0009,2013-05-21,166.336
PO0160980R0009,2013-06-17,166.036
PO0160980R0009,2013-07-30,165.736
PO0160980R0009,2013-08-26,165.536
PO0160980R0009,2013-09-19,164.936
PO0160980R0009,2013-10-15,164.736
PO0160980R0009,2013-11-06,164.146
PO0160980R0009,2013-12-19,164.536
PO0160980R0009,2014-01-31,164.736
PO0160980R0009,2014-02-28,164.836
PO0160980R0009,2014-03-28,168.716
PO0160980R0009,2014-04-29,167.606
PO0160980R0009,2014-05-30,166.896
PO0160980R0009,2014-06-18,166.316
PO0160980R0009,2014-07-30,167.016
PO0160980R0009,2014-08-29,167.506
PO0160980R0009,2014-09-15,167.196
PO0160980R0009,2014-10-14,167.636
PO0160980R0009,2014-11-17,167.786
PO0160980R0009,2014-12-23,166.916
PO0160980R0009,2015-01-30,166.736
PO0160980R0009,2015-02-20,166.516
PO0160980R0009,2015-03-16,165.626
PO0160980R0009,2015-04-15,163.996
PO0160980R0009,2015-05-12,163.856
PO0160980R0009,2015-06-12,163.826
PO0160980R0009,2015-07-10,163.716
PO0160980R0009,2015-08-20,163.656
PO0160980R0009,2015-09-25,162.736
PO0160980R0009,2015-10-30,160.916
PO0160980R0009,2015-11-27,160.786
PO0160980R0009,2015-12-11,159.776
PO0160980R0009,2016-01-21,159.116
PO0160980R0009,2016-02-16,157.906
PO0160980R0009,2016-03-15,157.526
PO0160980R0009,2016-04-27,157.086
PO0160980R0009,2016-05-30,159.036
PO0160980R0009,2016-06-30,160.156
PO0160980R0009,2016-07-29,161.706
PO0160980R0009,2016-08-31,161.736
PO0160980R0009,2016-09-30,162.016
PO0160980R0009,2016-10-31,163.626
PO0160980R0009,2016-11-30,163.916
PO0160980R0009,2016-12-30,163.466
PO0160980R0009,2017-01-11,162.906
PO0160980R0009,2017-02-09,161.106
PO0160980R0009,2017-03-24,161.476
PO0160980R0009,2017-04-21,161.766
PO0160980R0009,2017-05-19,161.956
PO0160980R0009,2017-06-23,162.326
PO0160980R0009,2017-07-27,163.016
PO0160980R0009,2017-08-21,163.436
PO0160980R0009,2017-09-06,163.866
PO0160980R0009,2017-11-13,163.306
PO0160980R0009,2017-12-18,162.206
PO0160980R0009,2018-01-16,163.016
PO0160980R0009,2018-02-16,163.256
PO0160980R0009,2018-03-16,163.476
PO0160980R0009,2018-04-13,163.896
PO0160980R0009,2018-05-15,164.716
PO0160980R0009,2018-06-15,165.346
PO0160980R0009,2018-07-16,164.986
PO0160980R0009,2018-08-14,164.926
PO0160980R0009,2018-09-14,164.886
PO0160980R0009,2018-10-15,164.786
PO0160980R0009,2018-11-15,164.416
PO0160980R0009,2018-12-14,164.316
PO0160980R0009,2019-01-14,163.716
PO0160980R0009,2019-02-14,162.686
PO0160980R0009,2019-03-13,161.006
PO0160980R0009,2019-04-15,162.256
PO0160980R0009,2019-05-15,162.716
PO0160980R0009,2019-06-15,162.876
PO0160980R0009,2019-07-15,163.816
PO0160980R0009,2019-08-15,163.816
PO0160980R0009,2019-09-15,163.906
PO0160980R0009,2019-10-04,164.116
PO0160980R0009,2019-11-20,164.676
PO0160980R0009,2019-12-19,163.276
PO0160980R0009,2020-01-15,165.886
PO0160980R0009,2020-02-15,165.816
PO0160980R0009,2020-03-03,165.226
PO0160980R0009,2020-04-15,164.896
PO0160980R0009,2020-05-15,164.426
PO0160980R0009,2020-06-15,163.516
PO0160980R0009,2020-07-15,163.736
PO0160980R0009,2020-08-15,164.036
PO0160980R0009,2020-09-15,164.636
PO0160980R0009,2020-10-15,164.676
PO0160980R0009,2020-11-16,164.736
PO0160980R0009,2020-12-15,164.796
PO0161150U0002,2004-05-03,214.625
PO0161150U0002,2004-06-16,216.245
PO0161150U0002,2004-07-13,215.305
PO0161150U0002,2004-08-23,216.035
PO0161150U0002,2004-09-23,215.055
PO0161150U0002,2004-10-19,214.715
PO0161150U0002,2004-11-11,215.255
PO0161150U0002,2004-12-20,214.355
PO0161150U0002,2005-01-19,214.505
PO0161150U0002,2005-02-03,213.755
PO0161150U0002,2005-03-21,212.855
PO0161150U0002,2005-04-19,213.035
PO0161150U0002,2005-05-09,213.105
PO0161150U0002,2005-06-14,213.225
PO0161150U0002,2005-07-19,213.055
PO0161150U0002,2005-08-17,214.755
PO0161150U0002,2005-09-15,215.855
PO0161150U0002,2005-10-17,215.555
PO0161150U0002,2005-11-15,215.405
PO0161150U0002,2005-12-28,215.305
PO0161150U0002,2006-02-20,211.695
PO0161150U0002,2006-03-22,212.155
PO0161150U0002,2006-04-18,212.955
PO0161150U0002,2006-05-15,214.055
PO0161150U0002,2006-06-19,214.655
PO0161150U0002,2006-07-17,214.835
PO0161150U0002,2006-08-29,215.825
PO0161150U0002,2006-09-19,217.035
PO0161150U0002,2006-10-27,215.125
PO0161150U0002,2007-01-29,213.805
PO0161150U0002,2007-02-15,213.255
PO0161150U0002,2007-03-22,213.285
PO0161150U0002,2008-06-17,217.045
PO0161150U0002,2008-07-11,218.755
PO0161150U0002,2008-08-07,218.645
PO0161150U0002,2008-09-01,217.995
PO0161150U0002,2008-10-10,216.895
PO0161150U0002,2008-11-20,217.375
PO0161150U0002,2008-12-03,217.255
PO0161150U0002,2009-01-16,216.435
PO0161150U0002,2009-02-10,217.455
PO0161150U0002,2009-03-10,216.215
PO0161150U0002,2009-04-02,215.765
PO0161150U0002,2009-05-01,217.005
PO0161150U0002,2009-06-05,217.835
PO0161150U0002,2009-08-05,218.155
PO0161150U0002,2009-09-01,217.875
PO0161150U0002,2009-10-22,216.035
PO0161150U0002,2009-11-17,215.095
PO0161150U0002,2009-12-17,214.845
PO0161150U0002,2010-01-13,215.595
PO0161150U0002,2010-02-09,214.785
PO0161150U0002,2010-03-10,214.965
PO0161150U0002,2010-05-05,215.535
PO0161150U0002,2010-06-11,218.125
PO0161150U0002,2010-07-02,218.505
PO0161150U0002,2010-08-11,218.865
PO0161150U0002,2010-09-10,218.165
PO0161150U0002,2010-10-13,217.955
PO0161150U0002,2010-11-03,218.545
PO0161150U0002,2010-12-16,218.545
PO0161150U0002,2011-01-25,217.665
PO0161150U0002,2011-02-08,216.875
PO0161150U0002,2011-03-16,215.205
PO0161150U0002,2011-04-18,215.195
PO0161150U0002,2011-05-04,215.255
PO0161150U0002,2011-06-06,216.095
PO0161150U0002,2011-07-08,216.795
PO0161150U0002,2011-08-09,217.425
PO0161150U0002,2011-09-06,217.605
PO0161150U0002,2011-10-07,216.815
PO0161150U0002,2011-11-07,216.385
PO0161150U0002,2011-12-06,215.605
PO0161150U0002,2012-01-09,214.625
PO0161150U0002,2012-02-06,214.185
PO0161150U0002,2012-03-09,213.805
PO0161150U0002,2012-04-05,213.755
PO0161150U0002,2012-05-18,215.485
PO0161150U0002,2012-06-08,216.975
PO0161150U0002,2012-07-04,218.005
PO0161150U0002,2012-08-03,217.955
PO0161150U0002,2012-09-07,217.055
PO0161150U0002,2012-10-01,216.635
PO0161150U0002,2012-11-16,218.075
PO0161150U0002,2012-12-07,218.075
PO0161150U0002,2013-01-02,216.385
PO0161150U0002,2013-02-01,215.645
PO0161150U0002,2013-03-01,215.155
PO0161150U0002,2013-04-02,215.765
PO0161150U0002,2013-05-02,217.475
PO0161150U0002,2013-06-07,218.775
PO0161150U0002,2013-07-12,218.675
PO0161150U0002,2013-08-05,218.715
PO0161150U0002,2013-09-06,218.085
PO0161150U0002,2013-10-09,217.165
PO0161150U0002,2013-11-27,217.995
PO0161150U0002,2013-12-11,217.125
PO0161150U0002,2014-01-17,218.105
PO0161150U0002,2014-02-05,219.275
PO0161150U0002,2014-03-07,218.715
PO0161150U0002,2014-04-16,218.655
PO0161150U0002,2014-05-13,218.615
PO0161150U0002,2014-06-13,218.645
PO0161150U0002,2014-07-24,219.045
PO0161150U0002,2014-08-25,219.945
PO0161150U0002,2014-09-19,218.825
PO0161150U0002,2014-10-21,217.975
PO0161150U0002,2014-11-24,219.115
PO0161150U0002,2014-12-18,218.875
PO0161150U0002,2015-01-12,217.765
PO0161150U0002,2015-02-02,217.195
PO0161150U0002,2015-03-04,216.615
PO0161150U0002,2015-04-10,215.855
PO0161150U0002,2015-05-11,216.065
PO0161150U0002,2015-06-05,216.525
PO0161150U0002,2015-07-20,217.835
PO0161150U0002,2015-08-05,217.445
PO0161150U0002,2015-09-04,217.675
PO0161150U0002,2015-10-01,217.415
PO0161150U0002,2015-11-27,216.745
PO0161150U0002,2016-01-18,214.985
PO0161150U0002,2016-02-24,214.265
PO0161150U0002,2016-03-08,214.685
PO0161150U0002,2016-04-01,215.255
PO0161150U0002,2016-05-17,216.385
PO0161150U0002,2016-06-03,217.405
PO0161150U0002,2016-07-22,218.545
PO0161150U0002,2016-08-05,219.135
PO0161150U0002,2016-09-02,218.675
PO0161150U0002,2016-10-05,217.925
PO0161150U0002,2016-11-25,217.065
PO0161150U0002,2016-12-07,217.13
PO0161150U0002,2017-01-13,216.055
PO0161150U0002,2017-02-10,215.305
PO0161150U0002,2017-03-02,214.885
PO0161150U0002,2017-04-07,215.025
PO0161150U0002,2017-05-15,217.345
PO0161150U0002,2017-06-16,218.525
PO0161150U0002,2017-07-14,218.425
PO0161150U0002,2017-08-02,218.425
PO0161150U0002,2017-09-08,218.295
PO0161150U0002,2017-10-06,218.075
PO0161150U0002,2017-11-20,216.395
PO0161150U0002,2017-12-18,217.385
PO0161150U0002,2018-01-18,214.955
PO0161150U0002,2018-02-12,214.605
PO0161150U0002,2018-03-09,214.425
PO0161150U0002,2018-04-03,216.295
PO0161150U0002,2018-05-03,218.055
PO0161150U0002,2018-06-06,217.835
PO0161150U0002,2018-07-12,218.365
PO0161150U0002,2018-08-03,218.255
PO0161150U0002,2018-09-17,218.065
PO0161150U0002,2018-10-22,217.405
PO0161150U0002,2018-11-12,218.425
PO0161150U0002,2018-12-06,217.455
PO0161150U0002,2019-01-21,215.555
PO0161150U0002,2019-02-06,215.055
PO0161150U0002,2019-03-08,214.605
PO0161150U0002,2019-04-19,215.235
PO0161150U0002,2019-06-25,218.115
PO0161150U0002,2019-07-16,218.385
PO0161150U0002,2019-08-21,218.485
PO0161150U0002,2019-09-23,217.775
PO0161150U0002,2019-10-28,218.315
PO0161150U0002,2019-12-17,218.955
PO0161150U0002,2020-01-28,217.695
PO0161150U0002,2020-02-11,217.135
PO0161150U0002,2020-06-18,219.125
PO0161150U0002,2020-07-22,218.995
PO0161150U0002,2020-08-13,218.945
PO0161150U0002,2020-09-18,218.575
PO0161150U0002,2020-10-07,218.575
PO0161150U0002,2021-01-21,217.475
PO0161150U0002,2021-02-05,216.935
PO016117NU0001,2009-03-10,163.918
PO016117NU0001,2009-04-02,163.298
PO016117NU0001,2009-05-14,164.218
PO016117NU0001,2009-06-09,164.748
PO016117NU0001,2009-07-29,166.058
PO016117NU0001,2009-08-06,166.178
PO016117NU0001,2009-09-01,164.608
PO016117NU0001,2009-10-26,164.048
PO016117NU0001,2009-11-17,161.298
PO016117NU0001,2010-01-14,163.458
PO016117NU0001,2010-02-16,162.248
PO016117NU0001,2010-03-10,162.478
PO016117NU0001,2010-04-12,162.338
PO016117NU0001,2010-06-17,164.598
PO016117NU0001,2010-07-09,165.198
PO016117NU0001,2010-08-12,165.038
PO016117NU0001,2010-09-10,165.888
PO016117NU0001,2010-10-13,165.178
PO016117NU0001,2010-11-11,165.798
PO016117NU0001,2010-12-27,166.398
PO016117NU0001,2011-01-27,165.188
PO016117NU0001,2011-03-18,162.478
PO016117NU0001,2011-04-15,162.218
PO016117NU0001,2011-05-09,161.838
PO016117NU0001,2011-06-10,162.498
PO016117NU0001,2011-07-08,163.008
PO016117NU0001,2011-08-12,164.088
PO016117NU0001,2011-09-06,163.608
PO016117NU0001,2011-10-07,163.748
PO016117NU0001,2011-11-14,163.158
PO016117NU0001,2012-01-16,160.258
PO016117NU0001,2012-02-07,159.268
PO016117NU0001,2012-03-09,158.428
PO016117NU0001,2012-04-05,157.488
PO016117NU0001,2012-05-11,159.698
PO016117NU0001,2012-06-08,161.338
PO016117NU0001,2012-07-06,163.028
PO016117NU0001,2012-08-03,163.258
PO016117NU0001,2012-09-07,162.808
PO016117NU0001,2012-10-01,162.638
PO016117NU0001,2012-11-16,164.568
PO016117NU0001,2012-12-03,164.808
PO016117NU0001,2013-01-03,163.718
PO016117NU0001,2013-02-08,162.558
PO016117NU0001,2013-03-01,161.458
PO016117NU0001,2013-04-08,161.708
PO016117NU0001,2013-05-13,163.328
PO016117NU0001,2013-06-07,164.988
PO016117NU0001,2013-07-11,164.798
PO016117NU0001,2013-08-16,164.568
PO016117NU0001,2013-09-25,163.268
PO016117NU0001,2013-10-18,162.288
PO016117NU0001,2013-11-21,162.658
PO016117NU0001,2013-12-13,162.348
PO016117NU0001,2014-01-17,163.358
PO016117NU0001,2014-02-18,165.958
PO016117NU0001,2014-03-07,165.408
PO016117NU0001,2014-04-16,164.278
PO016117NU0001,2014-05-19,163.618
PO016117NU0001,2014-06-30,164.548
PO016117NU0001,2014-07-28,165.468
PO016117NU0001,2014-08-25,166.718
PO016117NU0001,2014-09-19,165.688
PO016117NU0001,2014-10-21,163.918
PO016117NU0001,2014-11-17,165.138
PO016117NU0001,2014-12-12,165.668
PO016117NU0001,2015-01-20,163.518
PO016117NU0001,2015-02-10,162.528
PO016117NU0001,2015-03-04,161.648
PO016117NU0001,2015-04-10,161.388
PO016117NU0001,2015-05-11,161.038
PO016117NU0001,2015-06-05,161.068
PO016117NU0001,2015-07-28,161.268
PO016117NU0001,2015-08-13,161.158
PO016117NU0001,2015-09-04,161.848
PO016117NU0001,2015-10-01,162.058
PO016117NU0001,2015-11-06,161.698
PO016117NU0001,2015-12-01,160.708
PO016117NU0001,2016-01-21,158.638
PO016117NU0001,2016-02-23,156.928
PO016117NU0001,2016-03-08,158.048
PO016117NU0001,2016-04-01,158.188
PO016117NU0001,2016-05-17,158.788
PO016117NU0001,2016-06-17,161.338
PO016117NU0001,2016-07-22,163.808
PO016117NU0001,2016-08-19,165.388
PO016117NU0001,2016-09-02,164.998
PO016117NU0001,2016-10-05,163.318
PO016117NU0001,2016-11-02,162.448
PO016117NU0001,2016-12-02,162.248
PO016117NU0001,2017-01-13,161.448
PO016117NU0001,2017-02-10,159.448
PO016117NU0001,2017-03-02,158.798
PO016117NU0001,2017-04-07,158.138
PO016117NU0001,2017-05-23,159.468
PO016117NU0001,2017-06-16,160.688
PO016117NU0001,2017-07-12,162.138
PO016117NU0001,2017-08-02,164.748
PO016117NU0001,2017-09-08,162.458
PO016117NU0001,2017-10-06,162.248
PO016117NU0001,2017-11-02,161.098
PO016117NU0001,2017-12-18,159.218
PO016117NU0001,2018-01-18,159.048
PO016117NU0001,2018-02-09,158.378
PO016117NU0001,2018-03-09,157.598
PO016117NU0001,2018-04-03,159.648
PO016117NU0001,2018-05-09,161.368
PO016117NU0001,2018-06-20,161.878
PO016117NU0001,2018-07-12,162.158
PO016117NU0001,2018-08-03,162.308
PO016117NU0001,2018-09-21,162.748
PO016117NU0001,2018-10-25,160.968
PO016117NU0001,2018-11-30,163.358
PO016117NU0001,2018-12-04,163.238
PO016117NU0001,2019-01-21,160.448
PO016117NU0001,2019-02-06,159.818
PO016117NU0001,2019-03-08,158.618
PO016117NU0001,2019-05-29,160.268
PO016117NU0001,2019-06-24,161.198
PO016117NU0001,2019-07-10,161.528
PO016117NU0001,2019-08-28,162.738
PO016117NU0001,2019-09-23,161.988
PO016117NU0001,2019-10-28,161.818
PO016117NU0001,2019-12-16,164.868
PO016117NU0001,2020-01-22,164.248
PO016117NU0001,2020-02-11,163.018
PO016117NU0001,2020-06-24,163.348
PO016117NU0001,2020-07-23,164.348
PO016117NU0001,2020-08-13,164.318
PO016117NU0001,2020-09-18,164.078
PO016117NU0001,2020-10-06,164.248
PO016117NU0001,2021-01-21,163.718
PO016117NU0001,2021-02-05,163.588
PO016123NU0001,2012-05-03,166.45
PO016123NU0001,2012-06-07,167.8
PO016123NU0001,2012-07-16,170.3
PO016123NU0001,2012-08-21,170.61
PO016123NU0001,2012-09-21,170.28
PO016123NU0001,2012-10-15,169.95
PO016123NU0001,2012-11-30,170.67
PO016123NU0001,2012-12-06,170.75
PO016123NU0001,2013-01-18,170.26
PO016123NU0001,2013-02-22,169.19
PO016123NU0001,2013-03-19,168.75
PO016123NU0001,2013-04-10,170.02
PO016123NU0001,2013-05-10,170.9
PO016123NU0001,2013-06-14,173.07
PO016123NU0001,2013-07-24,172.64
PO016123NU0001,2013-08-20,172.39
PO016123NU0001,2013-09-13,171.94
PO016123NU0001,2013-10-18,170.87
PO016123NU0001,2013-11-26,170.26
PO016123NU0001,2013-12-13,170.19
PO016123NU0001,2014-01-31,172.66
PO016123NU0001,2014-02-28,174.1
PO016123NU0001,2014-03-21,173.82
PO016123NU0001,2014-04-22,172.93
PO016123NU0001,2014-05-22,172.32
PO016123NU0001,2014-06-30,172.02
PO016123NU0001,2014-07-18,172.85
PO016123NU0001,2014-08-21,173.39
PO016123NU0001,2014-09-12,174.64
PO016123NU0001,2014-10-13,173.44
PO016123NU0001,2014-11-11,172.16
PO016123NU0001,2014-12-09,174.02
PO016123NU0001,2015-01-22,172.94
PO016123NU0001,2015-02-09,171.96
PO016123NU0001,2015-03-20,171.22
PO016123NU0001,2015-04-28,170.13
PO016123NU0001,2015-05-26,169.46
PO016123NU0001,2015-06-19,169.61
PO016123NU0001,2015-07-16,170.03
PO016123NU0001,2015-08-10,169.85
PO016123NU0001,2015-09-18,169.79
PO016123NU0001,2015-10-16,169.68
PO016123NU0001,2015-11-13,169.39
PO016123NU0001,2015-12-03,168.5
PO016123NU0001,2016-01-21,165.9
PO016123NU0001,2016-02-23,164.91
PO016123NU0001,2016-03-18,164.78
PO016123NU0001,2016-04-08,165.2
PO016123NU0001,2016-05-23,165.63
PO016123NU0001,2016-07-08,170.42
PO016123NU0001,2016-08-16,172.99
PO016123NU0001,2016-09-02,173.02
PO016123NU0001,2016-10-07,172.18
PO016123NU0001,2016-11-18,170.77
PO016123NU0001,2016-12-07,170.44
PO016123NU0001,2017-01-11,169.43
PO016123NU0001,2017-02-13,167.5
PO016123NU0001,2017-03-01,166.58
PO016123NU0001,2017-04-07,165.98
PO016123NU0001,2017-05-24,166.52
PO016123NU0001,2017-06-09,168.09
PO016123NU0001,2017-07-12,169.86
PO016123NU0001,2017-08-02,170.24
PO016123NU0001,2017-09-01,170.66
PO016123NU0001,2017-10-06,171.6
PO016123NU0001,2017-11-23,170.04
PO016123NU0001,2017-12-15,169.21
PO016123NU0001,2018-01-16,168.76
PO016123NU0001,2018-02-12,168.46
PO016123NU0001,2018-03-09,167.85
PO016123NU0001,2018-04-03,169.24
PO016123NU0001,2018-05-14,171.32
PO016123NU0001,2018-06-28,171.17
PO016123NU0001,2018-07-24,170.81
PO016123NU0001,2018-08-17,171.0
PO016123NU0001,2018-09-14,171.54
PO016123NU0001,2018-11-09,169.96
PO016123NU0001,2018-12-11,171.39
PO016123NU0001,2019-01-21,170.3
PO016123NU0001,2019-02-26,168.16
PO016123NU0001,2019-05-15,167.56
PO016123NU0001,2019-07-04,169.91
PO016123NU0001,2019-09-13,170.93
PO016123NU0001,2019-10-14,170.13
PO016123NU0001,2020-01-28,172.92
PO016123NU0001,2020-08-07,172.56
PO016123NU0001,2020-10-07,172.5
PO016123NU0001,2021-01-14,173.11
PO016123NU0001,2021-02-04,173.0
PO0161290R0001,2005-12-21,134.726
PO0161290R0001,2006-08-01,134.816
PO0161290R0001,2006-09-20,134.726
PO0161290R0001,2006-10-01,134.656
PO0161290R0001,2007-01-16,134.326
PO0161290R0001,2007-12-05,134.596
PO0161290R0001,2008-01-14,134.106
PO0161290R0001,2008-02-11,134.086
PO0161290R0001,2008-06-17,134.576
PO0161290R0001,2008-07-11,134.626
PO0161290R0001,2008-08-07,134.566
PO0161290R0001,2008-09-02,135.926
PO0161290R0001,2008-10-10,135.186
PO0161290R0001,2008-11-20,135.326
PO0161290R0001,2008-12-04,135.346
PO0161290R0001,2009-01-16,135.176
PO0161290R0001,2009-02-11,135.626
PO0161290R0001,2009-03-10,135.136
PO0161290R0001,2009-04-02,135.006
PO0161290R0001,2009-05-15,135.066
PO0161290R0001,2009-06-09,135.446
PO0161290R0001,2009-07-29,136.306
PO0161290R0001,2009-08-06,136.326
PO0161290R0001,2009-09-01,135.876
PO0161290R0001,2009-10-26,135.386
PO0161290R0001,2009-11-17,134.956
PO0161290R0001,2010-01-14,134.996
PO0161290R0001,2010-02-16,134.846
PO0161290R0001,2010-03-10,134.906
PO0161290R0001,2010-04-12,134.736
PO0161290R0001,2010-06-17,134.926
PO0161290R0001,2010-07-09,135.106
PO0161290R0001,2010-08-12,135.226
PO0161290R0001,2010-09-15,135.806
PO0161290R0001,2010-10-13,135.456
PO0161290R0001,2010-11-16,135.566
PO0161290R0001,2010-12-27,136.056
PO0161290R0001,2011-01-27,135.366
PO0161290R0001,2011-02-22,135.206
PO0161290R0001,2011-03-18,135.156
PO0161290R0001,2011-04-15,134.906
PO0161290R0001,2011-05-09,134.456
PO0161290R0001,2011-06-27,135.156
PO0161290R0001,2011-07-15,134.586
PO0161290R0001,2011-08-22,135.526
PO0161290R0001,2011-09-23,135.226
PO0161290R0001,2011-10-13,135.026
PO0161290R0001,2011-11-22,135.026
PO0161290R0001,2011-12-19,134.836
PO0161290R0001,2012-01-16,134.686
PO0161290R0001,2012-02-09,134.526
PO0161290R0001,2012-03-16,133.546
PO0161290R0001,2012-04-06,132.786
PO0161290R0001,2012-05-14,132.776
PO0161290R0001,2012-06-07,133.746
PO0161290R0001,2012-07-06,134.476
PO0161290R0001,2012-08-01,134.876
PO0161290R0001,2012-09-13,135.206
PO0161290R0001,2012-10-15,134.906
PO0161290R0001,2012-11-26,135.066
PO0161290R0001,2012-12-18,135.046
PO0161290R0001,2013-01-04,134.986
PO0161290R0001,2013-02-15,134.866
PO0161290R0001,2013-03-19,134.906
PO0161290R0001,2013-04-09,134.906
PO0161290R0001,2013-05-07,134.916
PO0161290R0001,2013-06-10,135.176
PO0161290R0001,2013-07-05,135.376
PO0161290R0001,2013-08-02,135.496
PO0161290R0001,2013-09-30,135.316
PO0161290R0001,2013-10-14,135.106
