DATA,PO012002NU0008,PO012026NU3021,PO0120500RZ001,PO012070NU1007,PO0120750R2020,PO0120790RZ001,PO012090NU2009,PO0121180U0005,PO012119NUP001,PO012123NUP001,PO0121300RZ001,PO012136NUZ001,PO0130230U0003,PO0130280U0009,PO013029NU0003,PO0130460U0001,PO013064NU0002,PO0131310U0001,PO0131330U0009,PO013138NU0001,PO013143NUP001,PO0131590U0001,PO0150020U0005,PO0150020U0014,PO0150150U0001,PO015019NR0001,PO015041NR0075,PO015051NR0012,PO015060NU0070,PO015062NR0071,PO0150870U0001,PO0151080U0002,PO015113NUP001,PO015140NR0109,PO015146NU1120,PO015146NU1313,PO015146NU1353,PO015146NU1378,PO015146NU1379,PO015146NU1435,PO015146NU1489,PO015146NU1496,PO015146NU1534,PO015146NU1536,PO015146NU1557,PO015173NR0001,PO0151810U0001,PO015194NU0017,PO0152020U0025,PO0152060U0004,PO0152100U0004,PO015211NUP001,PO015219NU0009,PO0152210U0001,PO0152350U0001,PO015243NUP001,PO015247NR0185,PO0152490U0002,PO0160240R0296,PO0160280R0003,PO016042NU0001,PO0160750U0003,PO0160760R1284,PO0160890R0001,PO0160980R0009,PO0161150U0002,PO016117NU0001,PO0161220R0519,PO016123NU0001,PO0161290R0001,PO0161530R0004,PO0161570R3380,PO0161770U0001,PO0161830R0003,PO0162120R0001,PO0162130R0002,PO016219NUP001,PO017013NRP001,PO0170290RC490,PO0170290UB135,PO017029NR0001,PO017029NR0003,PO017029NU0001,PO0170340RC481,PO0170340RC483,PO017037NRP001,PO0170400RC511,PO0170450RC542,PO0170600UC013,PO0170710RC478,PO017073NUP001,PO0170860UC579,PO0170880RC541,PO0171130RC561,PO017113NRD106,PO0171140UC023,PO0171220R0001,PO017122NRP001,PO0171660UC529,PO0171960RC629,PO018003NR0009,PO0180130U0005,PO018014NRP001,PO018032NR0001,PO0180350U0002,PO018039NR0001,PO018039NRP001,PO018043NUP001,PO0180470U0001,PO018047NR0001,PO0180480U0004,PO018048NRP001,PO0180490U0003,PO0180500U0002,PO018062NRD002,PO018065NRG001,PO018068NRP001,PO0180690U0002,PO018072NUP001,PO0180810U0111,PO0180880U0001,PO0181100U0111,PO0181140U0002,PO0181150U0006,PO0181180U0019,PO0181220U0001,PO018146NRP001,PO018147NUP001,PO0181550U0001,PO018162NUP001,PO018173NUP001,PO018176NUP001,PO0181770U0020,PO018180NUP001,PO019027NRA001,PO019033NRA001,PO019035NRA001,PO019036NUA001,PO019040NRA001,PO019047NRA001,PO019051NRA001,PO019056NRA001,PO019065NRA001,PO019070NRA001,PO019071NRA001,PO019077NRA001,PO019083NRA001,PO019084NRA002,PO019088NRP001,PO019089NUA001,PO019091NRA001,PO019094NU0944,PO019103NRA001,PO019110NRA001,PO0200030R0002,PO020004NR0001,PO0200150R0002,PO0200170R0001,PO020017NU0005,PO020018NU0004,PO0200210R0045,PO020021NRP001,PO020023NUP001,PO0200240R0001,PO0200270R0053,PO0200280R0056,PO0200290R0002,PO020030NU0004,PO0200310R0062,PO020032NR0001,PO0200330R0002,PO020034NU0002,PO0200370R0002,PO0200400R0001,PO0200420R0001,PO0200510R0002,PO0200530R0089,PO0200570U0002,PO020061NR0001,PO020061NUP001,PO020063NU0002,PO0200650R0002,PO0200700R0002,PO0200720R0001,PO0970200U0002,PO0970200U0003,PO0970440U0002,PO0970480U0001,PO0970610U0015,PO098002NR0045,PO098003NR0063,PO098008NR0025,PO0980100U0007,PO0980110U0001,PO0980180U0001,PO0980200U0003,PO098024NR0087,PO098025NR0110,PO098026NR0074,PO098031NR0333,PO0980320U0002,PO098049NR0141,PO0980510U0001,PO098052NR0037,PO0980600U0001,PO1080210U0002,PO108023NU0003,PO1080310U0001,PO108033NR0142,PO108033NU0243,PO1080350U0024,PO1080390U0026,PO1080520U0016,PO098017NR0063,PO0980530U0003,PO0980610U0001,CAP-0151750003,CAP-0151750289,CAP-0152050004,CAP-0152050138,CAP-0152050140,CAP-0151910009,CAP-0150500002,CAP-0151150001,CAP-0152020001,CAP-0152020002,CAP-0150150005,CAP-0151250001,CAP-0151250004,CAP-0151400003,CAP-0151590002,CAP-0151590004,CAP-0151890001,CAP-0151920002,CAP-0151920005,CAP-0151920023,CAP-0151920024,CAP-0151950005,CAP-0151950006,CAP-0151950007,CAP-0151950012,CAP-0151950015,CAP-0152470001,CAP-0152220001,CAP-0152230001,CAP-0151220001,CAP-0151390001,CAP-01080310001,CAP-0151670001,CAP-0151710001,CAP-0151710024,CAP-0151710197,CAP-0151850001,CAP-0151850004,CAP-0152100001,CAP-0980130001,CAP-0980290001,CAP-0980290003,CAP-0980490001,CAP-0980150003,CAP-0980280001,CAP-0980500005,CAP-0980590001,CAP-0980040003,CAP-0980040007,CAP-0980050002,CAP-0980050003,CAP-0980070001,CAP-0980140001,CAP-0980140003,CAP-0980170000,CAP-0980170003,CAP-0980170012,CAP-0980230001,CAP-0980260001,CAP-0980260002,CAP-0980330001,CAP-0980350002,CAP-0980370001,CAP-0980370002,CAP-0980400001,CAP-0980420003,CAP-0980450001,CAP-0980480003,CAP-0980480004,CAP-0980560001,CAP-0980580002,CAP-0980020001,CAP-0980020002,CAP-0980060001,CAP-0980090001,CAP-0980200001,CAP-0980390001,CAP-0980410001,CAP-0181140002,CAP-0180700001,CAP-0180780001,CAP-0181800003,CAP-0180930002,CAP-0181390002,CAP-0181500002,CAP-0181570001,idroscalo
1992-12-01,,,,,,,,,,,,,,,,,,,,,,,,,92.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.263,,,,,,,75.26199999999999,,,,,,,,,,,,,,,87.08,108.06,,103.65,,,55.81,,,,70.15,,86.94,,80.57,92.56,,94.91,,,96.93,,,86.94,95.01,,,100.38,90.58,,108.74,,92.24,98.37,96.9,,,104.31,,103.11,,,,47.6,66.21000000000001,,67.16,70.81,59.94,,72.46000000000001,,49.6,,,56.33,,,39.620000000000005,45.52,,37.3,44.22,,71.28,,53.47,,,,78.61,57.75999999999999,52.58,,63.32,,85.36999999999999,92.92,86.01,51.46,67.41,80.67,,57.05,,,,105.06772727272728
1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,92.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.681000000000004,41.153,,,,,,,75.82199999999999,,,,,,,,,,,,,,,87.03,107.86,,103.85,,,55.66,,,,70.01,,86.84,,80.57,93.11,,94.81,,,97.03,,,86.78999999999999,94.81,,,100.08,90.58,,108.44,,92.14,97.57,96.7,,,103.91,,103.11,,,,47.3,66.66,,,71.05,59.79,,72.23,,49.34,,,56.1,,,39.49,45.38,,37.2,44.17,,71.22,,53.38999999999999,,,,78.46000000000001,57.87,52.49,,63.39,,85.47,92.92,85.89,51.6,67.27,80.50999999999999,,56.88,,,,105.26090909090908
1993-02-01,,,,,,,,,,,,,,,,,,,,,,,,,92.73899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.611000000000004,41.033,,,,,,,75.622,,,,,,,,,,,,,,,86.88,107.76,,103.45,,,55.78,,,,69.88,,86.64,,80.42,92.91,,94.51,,,96.83,,,86.74,94.51,,,100.08,90.34,,108.09,,91.94,97.27,96.6,,,103.41,,102.96,,,,47.14,66.11,,,70.65,59.53,,71.95,,49.3,,,55.96,,,39.42,45.33,,37.01,44.37,,,,53.31,,,,78.54,57.91,52.45,,63.15,,85.36999999999999,92.72,85.81,51.35,67.03999999999999,80.53,,57.21,,,,105.40157894736842
1993-03-01,,,,,,,,,,,,,,,,,,,,,,,,,92.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.731,41.053,,,,,,,75.442,,,,,,,,,,,,,,,,107.26,,103.25,,,55.77,,,,70.4,,86.39,,80.47,92.61,,94.31,,,96.43,,,86.64,94.41,,,99.98,90.26,,108.24,,92.14,97.37,96.75,,,103.61,,103.01,,,,46.96,66.65,,67.03999999999999,70.68,59.73,,71.97,,49.38,,,55.98,,,39.39,45.370000000000005,,36.94,44.29,,,72.45,53.37,,,,78.26,58.06,52.43,,63.04,,85.32,92.57,85.56,51.31,66.91999999999999,80.46,,57.17999999999999,,,,105.02772727272728
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,92.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.601000000000006,41.033,,,,,,,75.312,,,,,,,,,,,,,,,86.63,106.66,,102.9,,,55.68,,,,70.14,,86.44,,80.37,92.71,,94.71,,,96.23,,,86.64,94.31,,,99.88,,,107.64,,91.84,96.87,96.7,,,102.71,,102.51,,,,46.82,66.46000000000001,,67.0,70.56,59.62,,71.81,,49.15,,,55.93,,,39.41,45.120000000000005,,36.86,44.12,,,72.37,53.22,,,,78.3,57.84,52.65,,63.08,,85.07,92.42,85.43,51.33,66.77,80.39999999999999,,57.13999999999999,,,,104.24238095238096
1993-05-01,,,,,,,,,,,,,,,,,,,,,,,,,92.98899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.231,41.263,,,,,,,75.222,,,,,,,,,,,,,,,86.83,106.16,,102.55,,,55.510000000000005,,,,70.07000000000001,,87.24000000000001,,80.22,93.11,,94.81,,,95.93,,,86.53999999999999,94.31,,,100.38,90.0,,106.74,,91.69,97.17,96.3,,,102.31,,102.11,,,,46.89,66.34,,66.89999999999999,70.71000000000001,59.54,,71.58,,49.17,,,,,,39.25,45.2,,37.28,44.06,,,72.1,52.92,,,,,57.78999999999999,52.32,,,,85.17,92.42,85.25,51.06,67.22,80.53,,57.88,,,,104.31272727272729
1993-06-01,,,,,,,,,,,,,,,,,,,,,,,,,92.48899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.611000000000004,41.163,,,,,,,75.40199999999999,,,,,,,,,,,,,,,86.83,106.36,,102.05,,,55.56,,,,70.21000000000001,,86.84,,80.27,92.61,,94.51,,,95.93,,,86.94,94.41,,,100.48,90.21,,106.84,,91.74,97.07,96.2,,,102.41,,102.21,,,,47.870000000000005,66.05,,67.06,70.48,59.66,,71.62,,49.22,,,55.91,54.36,,39.57,45.370000000000005,,37.16,44.26,,,72.19,52.7,74.71000000000001,70.39,,77.59,57.69,52.35,,63.92,,85.36999999999999,92.72,85.68,50.98,67.44999999999999,80.5,,57.63,,,,104.2552380952381
1993-07-01,,,,,,,,,,,,,,,,,,,,,,,,,92.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.781000000000006,41.233,,,,,,,75.442,,,,,,,,,,,,,,,86.93,107.16,,102.45,,,55.48,,,,70.39,,87.24000000000001,,80.67,93.01,,94.81,,,96.43,,,87.24,94.71,,,100.38,90.88,,107.64,,92.14,97.47,96.7,,,103.91,,102.81,,,,47.52,66.03,,67.08,70.81,59.76,,72.38,,,,,56.18,54.76,,39.47,45.150000000000006,,37.58,44.14,,,72.17,53.31999999999999,75.12,70.39,,78.14,57.99,52.55,,63.52,,85.57,93.12,86.53,50.88,67.78999999999999,80.72999999999999,,57.78,,,,104.57136363636364
1993-08-01,,,,,,,,,,,,,,,,,,,,,,,,,92.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.13,108.06,,103.05,,,,,,,,,87.14,,80.52,93.21,,95.01,,,96.63,,,87.14,94.81,,,100.58,,,108.34,,92.64,98.07,97.1,,,104.51,,103.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77,93.52,,,,,,,,,,104.75772727272728
1993-09-01,,,,,,,,,,,,,,,,,,,,,,,,,92.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.761,41.183,,,,,,,75.26199999999999,,,,,,,,,,,,,,,87.53,108.66,,103.55,,,55.43,,,,70.51,,86.94,,80.62,93.01,,94.76,,,96.63,,,87.44,95.01,,,100.48,90.86,,109.44,,92.74,98.27,97.1,,,105.01,,104.11,,,,46.92,66.35,,,70.93,59.53,,72.3,,49.36,,,56.15,56.13,,39.74,45.45,,37.03,44.35,,,72.45,53.45,75.10000000000001,70.28999999999999,,78.34,57.88999999999999,52.7,,63.34,,85.47,93.42,86.58000000000001,50.76,67.50999999999999,80.53,,57.73,,,,104.84238095238096
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,93.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.061,41.952999999999996,,,,,,,,,,,,,,,,,,,,,,87.83,109.06,,104.25,,,55.6,,,,70.91,,87.24000000000001,,80.67,93.31,,94.91,,,96.73,,,87.74,96.11,,,100.33,91.24,,109.54,,92.94,98.57,97.4,,,104.71,,104.81,,,,50.47,66.53,,67.25,71.41,59.92,,73.11,,,,,58.23,56.09,,39.79,45.85,,38.41,44.5,,,72.64,53.69,75.74,70.71,,78.59,58.06,52.88,,63.7,,85.67,93.62,86.60000000000001,51.23,67.86999999999999,81.14999999999999,,58.24999999999999,,,,105.42863636363636
1993-11-01,,,,,,,,,,,,,,,,,,,,,,,,,93.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83,109.36,,104.85,,,,,,,,,87.64,,80.87,94.11,,95.21,,,96.53,,,87.34,95.81,,,100.08,90.9,,109.44,,92.94,98.37,97.4,,,105.41,,104.21,,,,,,,,,,,,,,,,57.73,55.61,,,,,,,,,72.89,,,,,78.51,58.16,52.92,,,,85.57,93.52,86.36000000000001,,,,,,,,,105.42904761904762
1993-12-01,,,,,,,,,,,,,,,,,,,,,,,,,93.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53,108.46,,104.35,,,,,,,,,87.34,,80.67,93.81,,95.01,,,97.33,,,,,,,,,,109.04,,92.64,97.87,97.3,,,104.61,,103.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.36999999999999,93.22,,,,,,,,,,105.2768181818182
1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.051,41.353,,,,,,,75.892,,,,,,,,,,,,,,,87.38,108.06,,104.35,,,,,,,70.59,,,,,,,,,,,,,87.14,95.31,,,100.28,90.53,,108.74,,92.44,97.97,97.4,,,104.41,,103.91,,,,47.69,67.2,,,71.17,59.66,,,72.59,49.58,,,56.120000000000005,54.61,,39.85,45.5,,37.88,44.66,,,72.61,53.63999999999999,75.14,70.02,,77.94,58.02,52.55,,62.57,,85.27,93.12,85.86000000000001,51.2,67.41,80.36,,58.49999999999999,,,,105.53045454545456
1994-02-01,,,,,,,,,,,,,,,,,,,,,,,,,92.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.283,,,,,,,75.862,,,,,,,,,,,,,,,87.13,108.36,,104.15,,,55.88,,,,70.47,,87.44,,80.77,93.41,,94.91,,,97.33,,,,,,,,90.5,,108.94,,92.44,97.67,97.4,,,104.41,,104.01,,,,47.74,66.4,,67.22999999999999,71.06,59.6,,,72.51,49.5,,,56.13,54.66,,39.73,45.3,,37.91,44.62,,,72.5,53.5,74.95,70.1,,78.07000000000001,57.96,52.57,,62.75,,85.47,92.92,85.78,51.28,67.22,,,58.78,,,,105.37578947368422
1994-03-01,,,,,,,,,,,,,,,,,,,,,,,,,92.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.321000000000005,41.043,,,,,,,,,,,,,,,,,,,,,,86.83,107.96,,104.0,,,55.78,,,,70.24000000000001,,87.04,,80.62,93.01,,94.71,,,97.13,,,86.74,95.01,,,100.03,90.18,,108.54,,92.34,97.37,97.3,,,103.81,,103.71,,,,47.44,66.0,,67.06,70.68,59.49,,,71.96000000000001,49.28,,,56.18,54.56,,39.650000000000006,45.25,,19.380000000000003,44.49,,,72.42,52.88,74.66,69.69,,77.49000000000001,58.03999999999999,52.6,,62.28,,85.27,92.72,85.43,51.0,66.77,,,59.98,,,,105.13863636363637
1994-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.63,107.26,,103.55,,,,,,,,,,,,,,,,,,,,,,,,,,,108.14,,92.04,97.37,97.0,,,103.51,,103.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07,92.52,,,,,,,,,,104.58
1994-05-01,,,,,,,,,,,,,,,,,,,,,,,,,92.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.33,107.06,,103.15,,,,,,,,,87.34,,80.67,93.31,,95.01,,,97.23,,,86.84,95.01,,,100.48,,,107.44,,92.04,97.27,96.8,,,103.31,,103.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07,92.52,,,,,,,,,,104.71454545454549
1994-06-01,,,,,,,,,,,,,,,,,,,,,,,,,93.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43,,,103.25,,,,,,,,,87.04,,80.47,93.01,,94.91,,,96.93,,,86.84,95.01,,,100.58,,,108.04,,92.24,97.67,96.8,,,103.71,,103.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.47,92.62,,,,,,,,,,104.85857142857144
1994-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.63,108.16,,103.45,,,,,,,,,,,,,,,,,,,,,,,,,,,108.54,,92.54,97.97,96.9,,,103.91,,103.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77,92.82,,,,,,,,,,105.02318181818184
1994-08-01,,,,,,,,,,,,,,,,,,,,,,,,,93.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.261,41.113,,,,,,,75.892,,,,,,,,,,,,,,,,,,,,,55.56,,,,70.44,,87.64,,80.87,93.41,,94.91,,,97.13,,,87.24,95.21,,,,91.13,,,,,,,,,,,,,,,46.92,66.43,,67.11,70.64,59.56,,,72.93,49.4,,,56.15,54.72,,39.55,45.35,,37.25,44.44,,,72.32000000000001,53.13999999999999,75.32000000000001,70.71,,78.77000000000001,57.91,52.5,,62.49,,,,86.86000000000001,51.15,,79.63,,59.67999999999999,,,,105.2040909090909
1994-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.013,,,,,,,76.26199999999999,,,,,,,,,,,,,,,87.13,110.56,,104.05,,,55.68,,,,70.71000000000001,,,,,,,,,,,,,87.44,95.61,,,100.58,91.21,,109.24,,92.94,98.57,97.3,,,104.51,,104.01,,,,46.85,67.0,,67.25999999999999,71.08,59.66,,,73.41000000000001,49.47,,,67.98,54.61,,39.59,45.28,,37.16,44.3,,,72.47,53.3,75.55,70.61,,78.68,,52.55,,62.48,,85.77,93.42,86.88000000000001,50.96,,80.14999999999999,,,,,,105.5704761904762
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,93.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.951,41.382999999999996,,,,,,,76.112,,,,,,,,,,,,,,,87.68,110.66,,105.35,,,55.66,,,,70.66,,87.64,,80.67,93.61,,95.11,,,97.23,,,87.24,95.41,,,100.28,91.1,,110.34,,93.54,99.07,97.7,,,105.51,,105.41,,,,48.42,66.85,,67.3,71.11,59.96,,,73.41000000000001,49.6,,,57.13,55.09,,39.74,45.6,,38.25,44.56,,,72.73,53.31999999999999,75.64,70.53,,78.89,58.19,52.77,,62.67,,85.86999999999999,93.72,86.65,51.01,67.69,80.1,,60.14999999999999,,,,105.5759090909091
1994-11-01,,,,,,,,,,,,,,,,,,,,,,,,,93.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.931000000000004,41.233,,,,,,,75.942,,,,,,,,,,,,,,,87.43,109.76,,104.95,,,55.81,,,,70.35000000000001,,87.74000000000001,,80.57,93.81,,95.11,,,96.93,,,87.24,95.71,,,100.48,,,109.94,,93.34,98.67,97.5,,,105.11,,104.71,,,,47.67,66.73,,67.25999999999999,71.49000000000001,60.14,,,72.98,49.45,,,56.28,54.66,,39.67,45.48,,38.06,44.41,,,72.52,53.46,75.42,70.36,,78.64,58.09,52.63,,62.54,,85.47,93.32,86.58000000000001,51.16,67.66,80.13,,,,,,105.68714285714285
1994-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61863636363636
