CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_Milano1950,z_OLONA,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO017073NUP001,,,4.0,BS,GAMBARA,IT03GWBISSMPOM_PO017073NUP001,3.0,1,N,2015-04-01,674,,,1601147.0,5012366.0,601119.0,5012346.0,1.0,48.524,48.324,-0.2,15.0,1.0,10.0,14.0,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.25733921290224,10.288769822230407,,,,,,,,,,,,
PO0170860UC579,,,4.0,BS,ISORELLA,IT03GWBISSMPOM_PO0170860UC579,3.0,1,N,2009-09-01,,,,1604146.0,5018664.0,604118.0,5018644.0,1.0,55.48,55.78,-0.3,47.0,1.0,42.0,47.0,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.31357761514704,10.3283044267419,,,,,,,,,,,,
PO0170880RC541,,,4.0,BS,LENO,IT03GWBISSMPOM_PO0170880RC541,3.0,1,N,2009-06-01,,,,1596052.0,5022698.0,596024.0,5022678.0,1.0,62.16,62.16,0.0,12.0,1.0,3.0,12.0,INDUSTRIALE,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.35103507242776,10.22585151079556,,,,,,,,,,,,
PO0171130RC561,,,4.0,BS,MONTICHIARI,IT03GWBISSAPOM_PO0171130RC561,1.0,2,M,2009-01-01,,PO017113NRD106,,1605394.0,5033615.0,605366.0,5033595.0,2.0,118.75,120.0,-1.25,56.0,1.0,25.0,52.0,INDUSTRIALE,PIEZOMETRO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.44793298041244,10.347414132436352,,,,,,,,,,,,
PO017113NRD106,,,4.0,BS,MONTICHIARI,IT03GWBISSAPOM_PO017113NRD106,3.0,2,C,2012-01-01,,,PO0171130RC561,1605228.0,5032203.0,605200.0,5032183.0,2.0,111.68,111.28,0.4,41.8,1.0,29.8,41.8,INDUSTRIALE,POZZO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.43525177295833,10.344989929636169,,,,,,,,,,,,
PO0171140UC023,,,4.0,BS,MONTIRONE,IT03GWBISSAPOM_PO0171140UC023,2.0,,M,2009-09-01,,,,1596343.0,5033180.0,596315.0,5033160.0,1.0,98.78,100.61,-1.83,55.5,1.0,22.25,31.25,POTABILE,POZZO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.44532494195361,10.231613454857763,,,,,,,,,,,,
PO0171500UC557,,,4.0,BS,PONTOGLIO,IT03GWBISSAPOM_PO0171500UC557,2.0,,M,,,,,1567026.0,5046862.0,566999.0,5046842.0,1.0,154.43,156.23,-1.8,64.5,2.0,38.0,64.5,POTABILE,POZZO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.57189126754875,9.858661455060718,,,,,,,,,,,,
PO0171630UC032,,,4.0,BS,RODENGO SAIANO,IT03GWBISSAPOM_PO0171630UC032,2.0,,M,,,,,1586957.0,5049659.0,586929.0,5049639.0,2.0,172.4,172.4,,115.0,3.0,77.0,111.0,POTABILE,POZZO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.59485706833626,10.11453993174179,,,,,,,,,,,,
PO0171660UC529,,,4.0,BS,ROVATO,IT03GWBISSAPOM_PO0171660UC529,3.0,2,M,2010-02-01,,,,1579399.0,5046613.0,579372.0,5046593.0,1.0,176.48,176.48,0.0,81.0,1.0,63.0,75.0,INDUSTRIALE,POZZO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.568348487008215,10.017170568792237,,,,,,,,,,,,
PO0171960RC629,,,4.0,BS,VEROLAVECCHIA,IT03GWBISSMPOM_PO0171960RC629,1.0,1,N,2011-02-01,,,,1581582.0,5015456.0,581554.0,5015436.0,1.0,49.54,50.09,-0.55,65.0,1.0,62.0,65.0,ZOOTECNICO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.28769065832328,10.039966321596768,,,,,,,,,,,,
PO0130230U0003,,,1.0,CO,BINAGO,IT03GWBISSAPTA_PO0130230U0003,3.0,2,M,2001-09-01,,,,1492831.0,5069906.0,492805.0,5069886.0,1.0,372.084,373.384,-1.3,30.0,1.0,20.5,29.5,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.782496602020025,8.907442131473825,,,,,,,,,,,,
PO0130280U0009,,,1.0,CO,BREGNANO,IT03GWBISSAPTA_PO0130280U0009,3.0,2,M,2001-09-01,,,,1503977.0,5061937.0,503950.0,5061917.0,1.0,281.548,283.013,-1.465,96.0,1.0,71.0,86.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.71079588069668,9.050748548918438,,,,,,,,,,,,
PO013029NU0003,,,1.0,CO,BRENNA,IT03GWBISSAPTA_PO013029NU0003,3.0,2,M,2001-06-01,,,,1514944.0,5064415.0,514917.0,5064395.0,1.0,340.871,342.371,-1.5,79.0,1.0,57.0,74.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.73295023124814,9.191725416485538,,,,,,,,,,,,
PO0130460U0001,,,1.0,CO,CARIMATE,IT03GWBISSAPTA_PO0130460U0001,3.0,2,M,2007-01-01,,,,1508169.0,5061986.0,508142.0,5061966.0,1.0,250.348,253.598,-3.25,61.0,3.0,41.41,58.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.71120030243424,9.10460700491566,,,,,,,,,,,,
PO013064NU0002,,,1.0,CO,CERMENATE,IT03GWBISSAPTA_PO013064NU0002,3.0,2,M,2001-09-01,,,,1506455.0,5061527.0,506428.0,5061507.0,1.0,301.932,304.572,-2.64,110.0,1.0,98.3,102.3,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.707086977440646,9.082579772156986,,,,,,,,,,,,
PO0131000U0002,,,1.0,CO,FENEGRO',IT03GWBISSAPTA_PO0131000U0002,2.0,,M,,,,,1500080.0,5061944.0,500053.0,5061924.0,1.0,301.197,300.817,0.38,138.5,1.0,67.0,85.5,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.71087015510944,9.000680930796742,,,,,,,,,,,,
PO0131310U0001,,,1.0,CO,LOCATE VARESINO,IT03GWBISSAPTA_PO0131310U0001,3.0,2,M,2012-03-01,PO0131319U0002,,,1494622.0,5059677.0,494595.0,5059657.0,1.0,272.942,273.982,-1.04,58.0,1.0,50.0,54.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.690444213933006,8.930583187476616,,,,,,,,,,,,
PO0131330U0009,,,1.0,CO,LOMAZZO,IT03GWBISSAPTA_PO0131330U0009,3.0,2,M,2007-03-01,,,,1502044.0,5061531.0,502017.0,5061511.0,1.0,303.805,306.115,-2.31,153.0,1.0,88.0,91.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70714988625931,9.025912194473959,,,,,,,,,,,,
PO013138NU0001,,,1.0,CO,LURATE CACCIVIO,IT03GWBISSAPTA_PO013138NU0001,1.0,6/1,M,2016-01-01,,,,1499675.0,5067227.0,499648.0,5067207.0,2.0,324.141,326.341,-2.2,90.0,1.0,35.0,75.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.75842110553475,8.995473751918228,,,,,,,,,,,,
PO013143NUP001,,,1.0,CO,MARIANO COMENSE,IT03GWBISSAPTA_PO013143NUP001,3.0,2,M,2015-10-01,43,,,1513136.0,5061586.0,513110.0,5061567.0,1.0,284.119,285.209,1.09,53.0,1.0,37.0,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70753272801638,9.16842399583704,,,,,,,,,,,,
PO0131590U0001,,,1.0,CO,MOZZATE,IT03GWBISSAPTA_PO0131590U0001,3.0,6,M,2009-02-01,,,,1495984.0,5058535.0,495957.0,5058515.0,2.0,260.0,261.965,-1.965,102.5,2.0,40.0,98.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.680174545192166,8.9480849539333,,,,,,,,,,,,
PO0131690U0001,,,1.0,CO,OLTRONA DI SAN MAMETTE,IT03GWBISSAPTA_PO0131690U0001,2.0,,M,,,,,1497858.0,5067077.0,497832.0,5067057.0,1.0,366.316,367.466,-1.15,90.0,1.0,63.0,79.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.75706768524951,8.972123100507899,,,,,,,,,,,,
PO019021NRA001,,,3.0,CR,CASALMAGGIORE,IT03GWBISSBPPO_PO019021NRA001,2.0,,M,,,,,1612303.0,4981188.0,612274.0,4981169.0,1.0,23.57,23.57,,30.0,1.0,2.0,20.0,IGIENICO SANITARIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.97508655562791,10.423903141491355,,,,,,,,,,,,
PO019027NRA001,,,3.0,CR,CASTELVISCONTI,IT03GWBISSMPAO_PO019027NRA001,3.0,1,N,2006-02-01,,,,1574426.0,5015792.0,574398.0,5015772.0,1.0,65.2,64.48,0.72,18.0,1.0,2.0,18.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.29150912880558,9.948777503009474,,,,,,,,,,,,
PO019033NRA001,,,3.0,CR,CORTE DE' FRATI,IT03GWBISSMPAO_PO019033NRA001,3.0,1,M,2006-02-01,,,,1586592.0,5006566.0,586564.0,5006546.0,1.0,48.01,47.83,0.18,15.0,1.0,1.5,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.2070823263645,10.102292940978481,,,,,,,,,,,,
PO019035NRA001,,,3.0,CR,CREMA,IT03GWBISSMPAO_PO019035NRA001,3.0,1,M,2006-03-01,,,,1552672.0,5022953.0,552645.0,5022933.0,1.0,77.81,77.81,0.0,10.0,1.0,1.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,SI,,PTUA2022,45.35793130928601,9.672152326054473,,,,,,,,,,,,
PO019036NUA001,,,3.0,CR,CREMONA,IT03GWBISSMPAO_PO019036NUA001,3.0,1,M,2006-03-01,,,,1583006.0,4998561.0,582978.0,4998541.0,1.0,42.99,43.3,-0.31,20.0,1.0,2.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.135467890795425,10.055305832195607,,,,,,,,,,,,
PO019040NRA001,,,3.0,CR,DEROVERE,IT03GWBISSBPPO_PO019040NRA001,3.0,1,M,2006-03-01,,,,1597866.0,4994960.0,597838.0,4994940.0,1.0,32.95,32.7,0.25,10.0,1.0,2.0,10.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.101157838483665,10.243548312524647,,,,,,,,,,,,
PO019047NRA001,,,3.0,CR,GENIVOLTA,IT03GWBISSMPAO_PO019047NRA001,3.0,1,M,2006-04-01,,,,1568930.0,5021713.0,568902.0,5021693.0,1.0,60.78,60.33,0.45,18.0,1.0,1.0,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.345360962272075,9.879521247463696,,,,,,,,,,,,
PO019049NRA001,,,3.0,CR,GOMBITO,IT03GWBISSMPAO_PO019049NRA001,2.0,,M,,,,,1556176.0,5011339.0,556148.0,5011319.0,1.0,51.28,51.28,,30.0,1.0,1.0,30.0,NON DEFINITO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.25312478165204,9.715557552588024,,,,,,,,,,,,
PO019051NRA001,,,3.0,CR,GRUMELLO CREMONESE ED UNITI,IT03GWBISSMPAO_PO019051NRA001,3.0,1,M,2012-02-01,,,,1568904.0,5004763.0,568876.0,5004743.0,1.0,46.42,46.42,0.0,13.0,,,,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.19280601645415,9.876837178729593,,,,,,,,,,,,
PO019056NRA001,,,3.0,CR,MALAGNINO,IT03GWBISSMPAO_PO019056NRA001,3.0,1,M,2014-06-01,,,,1586970.0,4998293.0,586940.0,4998273.0,1.0,41.0,41.0,0.0,29.0,1.0,13.0,28.0,IRRIGUO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.13257920647912,10.105638342242774,,,,,,,,,,,,
PO019065NRA001,,,3.0,CR,PADERNO PONCHIELLI,IT03GWBISSMPAO_PO019065NRA001,3.0,1,N,2006-03-01,,,,1574466.0,5010608.0,574438.0,5010588.0,1.0,58.87,58.21,0.66,24.0,1.0,4.0,15.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.24484751085924,9.94851008599298,,,,,,,,,,,,
PO019070NRA001,,,3.0,CR,PESSINA CREMONESE,IT03GWBISSMPAO_PO019070NRA001,3.0,1,M,2006-03-01,,,,1599806.0,5003171.0,599778.0,5003151.0,1.0,39.44,39.3,0.14,12.0,1.0,1.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.174781587700934,10.269839592044143,,,,,,,,,,,,
PO019071NRA001,,,3.0,CR,PIADENA,IT03GWBISSBPPO_PO019071NRA001,3.0,1,M,2006-03-01,,,,1611031.0,4998762.0,611002.0,4998742.0,1.0,26.5,26.14,0.36,10.0,1.0,1.0,10.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.1334279212755,10.411662098856352,,,,,,,,,,,,
PO019077NRA001,,,3.0,CR,POZZAGLIO ED UNITI,IT03GWBISSMPAO_PO019077NRA001,3.0,1,M,2006-03-01,,,,1579867.0,5008365.0,579839.0,5008345.0,1.0,53.81,53.07,0.74,18.0,1.0,4.0,17.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.22406797137635,10.016960485589731,,,,,,,,,,,,
PO019083NRA001,,,3.0,CR,RIVAROLO DEL RE ED UNITI,IT03GWBISSBPPO_PO019083NRA001,3.0,1,M,2014-06-01,,,,1616532.0,4988746.0,616502.0,4988727.0,1.0,21.39,22.0,-0.61,20.0,1.0,10.0,20.0,ANTINCENDIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,si,,PTUA2022,45.04241928906904,10.479256731705936,,,,,,,,,,,,
PO019084NRA002,,,3.0,CR,RIVOLTA D'ADDA,IT03GWBISSMPAO_PO019084NRA002,3.0,1,S,2012-02-01,,,PO019084NRA001,1540446.0,5033610.0,540419.0,5033590.0,1.0,96.18,95.96,0.22,10.5,1.0,1.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,SI,,PTUA2022,45.45466599883357,9.516936697318776,,,,,,,,,,,,
PO019088NRP001,,,3.0,CR,SAN BASSANO,IT03GWBISSMPAO_PO019088NRP001,3.0,1,M,2015-05-01,432,,,1563745.0,5010339.0,563718.0,5010320.0,1.0,50.943,51.343,0.4,31.0,1.0,22.0,28.0,IRRIGUO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.24348802904677,9.811893373875774,,,,,,,,,,,,
PO019089NUA001,,,3.0,CR,SAN DANIELE PO,IT03GWBISSBPPO_PO019089NUA001,3.0,1,M,2014-06-01,,,,1590562.0,4991171.0,590532.0,4991152.0,1.0,33.6,33.6,0.0,25.0,1.0,13.0,25.0,DIDATTICO/SCIENTIFICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.06803923548214,10.150022224552085,,,,,,,,,,,,
PO019091NRA001,,,3.0,CR,SAN MARTINO DEL LAGO,IT03GWBISSBPPO_PO019091NRA001,3.0,1,M,2006-03-01,,,,1602982.0,4991142.0,602954.0,4991122.0,1.0,29.18,28.83,0.35,12.0,1.0,2.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.0660714888026,10.307773243510464,,,,,,,,,,,,
PO019094NU0944,,,3.0,CR,SERGNANO,IT03GWBISSMPAO_PO019094NU0944,3.0,1,M,2004-01-01,,,,1554749.0,5030589.0,554722.0,5030569.0,1.0,91.1,90.54,0.56,46.0,1.0,37.0,42.0,POTABILE,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,via Vallarsa,PTUA2022-PTUA2003,45.42650103351132,9.699516143665797,019094.0004,85.0,,,,,X,1,,,,
PO019103NRA001,,,3.0,CR,STAGNO LOMBARDO,IT03GWBISSBPPO_PO019103NRA001,3.0,1,M,2006-04-01,,,,1583764.0,4989711.0,583736.0,4989691.0,1.0,34.83,34.46,0.37,12.0,1.0,1.0,12.0,IRRIGUO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.055726461567986,10.063464746968014,,,,,,,,,,,,
PO019110NRA001,,,3.0,CR,TRIGOLO,IT03GWBISSMPAO_PO019110NRA001,3.0,1,N,2006-03-01,,,,1564950.0,5019524.0,564922.0,5019504.0,1.0,70.82,70.16,0.66,23.0,1.0,2.0,18.0,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.32603886502408,9.828435448255211,,,,,,,,,,,,
PO0970200U0002,,,1.0,LC,CERNUSCO LOMBARDONE,IT03GWBISSAPTA_PO0970200U0002,1.0,6/1,M,2006-02-01,,,,1531046.0,5060385.0,531019.0,5060365.0,1.0,254.711,256.57,-1.859,40.0,1.0,22.0,36.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.696143185279375,9.398419833931262,,,,,,,,,,,,
PO0970200U0003,,,1.0,LC,CERNUSCO LOMBARDONE,IT03GWBISSAPTA_PO0970200U0003,3.0,6,M,2001-08-01,,,,1530517.0,5059509.0,530490.0,5059489.0,1.0,246.905,248.915,-2.01,50.0,1.0,37.0,43.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.688282134011416,9.391570292009897,,,,,,,,,,,,
PO0970440U0002,,,1.0,LC,LOMAGNA,IT03GWBISSAPTA_PO0970440U0002,3.0,6,M,2007-02-01,,,,1528378.0,5057101.0,528339.0,5057036.0,1.0,252.0,252.0,0.0,155.0,4.0,56.0,142.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.666294820668156,9.363803380570596,,,,,,,,,,,,
PO0970480U0001,,,1.0,LC,MERATE,IT03GWBISSAPTA_PO0970480U0001,3.0,6,M,2001-08-01,,,,1531016.0,5061299.0,530989.0,5061279.0,1.0,264.704,266.704,-2.0,49.8,1.0,35.0,44.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.70437107786069,9.398092889491815,,,,,,,,,,,,
PO0970610U0001,,,1.0,LC,OSNAGO,IT03GWBISSAPTA_PO0970610U0001,2.0,,M,,,,,1530578.0,5058762.0,530551.0,5058742.0,2.0,248.594,248.594,0.0,57.0,1.0,33.0,44.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.681555974505144,9.392306672048402,,,,,,,,,,,,
PO0970610U0015,,,1.0,LC,OSNAGO,IT03GWBISSAPTA_PO0970610U0015,1.0,6,M,2006-01-01,,,,1529887.0,5057963.0,529860.0,5057943.0,1.0,238.515,238.095,0.42,46.6,2.0,21.4,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.674394577407774,9.383384599241467,,,,,,,,,,,,
PO097088NR0002,,,1.0,LC,VERDERIO SUPERIORE,IT03GWBISSAPTA_PO097088NR0002,2.0,,M,,,,PO0970880R0001,1535595.0,5057015.0,535566.0,5056994.0,2.0,250.84,250.84,0.0,80.0,2.0,47.0,77.0,ZOOTECNICO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.66558369342487,9.456574624484338,,,,,,,,,,,,
PO098002NR0045,,,2.0,LO,BERTONICO,IT03GWBISSMPLAS_PO098002NR0045,1.0,1,M,2003-09-01,,,,1551624.0,5007982.0,551597.0,5007962.0,1.0,65.153,64.753,0.4,12.0,,,,PIEZOMETRO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.2232572016619,9.657214573234945,,,,,,,,,,,,
PO098003NR0063,,,2.0,LO,BOFFALORA D'ADDA,IT03GWBISSMPAO_PO098003NR0063,1.0,1,M,2012-06-01,,,,1537605.0,5023199.0,537578.0,5023179.0,1.0,72.433,72.403,0.03,9.0,1.0,3.0,9.0,PIEZOMETRO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.361115608766575,9.479809172042586,,,,,,,,,,,,
PO098004NR0044,,,2.0,LO,BORGHETTO LODIGIANO,IT03GWBISSMPLAS_PO098004NR0044,2.0,,M,,,,,1537721.0,5005153.0,537694.0,5005133.0,2.0,58.29,58.29,,13.0,,,,DOMESTICO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.19867432012135,9.47991888701767,,,,,,,,,,,,
PO098006NR0030,,,2.0,LO,BREMBIO,IT03GWBISSMPLAS_PO098006NR0030,2.0,,M,,,,,1544838.0,5007947.0,544811.0,5007927.0,2.0,67.16,67.16,,22.0,,,,ZOOTECNICO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.22340682873502,9.57077966776701,,,,,,,,,,,,
PO098008NR0025,,,2.0,LO,CASALETTO LODIGIANO,IT03GWBISSMPTLS_PO098008NR0025,3.0,1,M,2015-06-01,241,,,1528748.0,5016850.0,528721.0,5016831.0,1.0,71.308,71.898,0.59,38.0,1.0,23.0,35.0,INDUSTRIALE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,SI,SONDA AUTOMATICA GUASTA DA MARZO 2020,PTUA2022,45.30439496372312,9.366353965793593,,,,,,,,,,,,
PO0980100U0007,0980100003,,2.0,LO,CASALPUSTERLENGO,IT03GWBISSMPLAS_PO0980100U0007,1.0,2,M,2015-06-01,275,,,1550751.0,5003654.0,550724.0,5003635.0,1.0,61.881,63.661,1.78,39.0,1.0,23.25,35.3,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,via Cadorna,PTUA2022-CAP,45.18437318192631,9.645654768384812,,,60.05,,,,,,,,,
