CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_Milano1950,z_OLONA,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO015062NR0026,,,2.0,MI,CASTANO PRIMO,IT03GWBISSAPTA_PO015062NR0026,2.0,,M,,,,,1482274.0,5043044.0,482247.0,5043025.0,2.0,173.38,173.38,,48.0,1.0,35.0,44.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.5405351271226,8.772603600438034,,,,,,,,,,,,
PO015062NR0071,,,2.0,MI,CASTANO PRIMO,IT03GWBISSAPTA_PO015062NR0071,1.0,1,M,2014-05-01,0150620071,,,1479280.0,5043827.0,479252.0,5043806.0,1.0,170.69,170.64,0.05,35.0,1.0,20.0,35.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.54748207756073,8.73420820654395,,,,,,,,,,,,
PO015081NR0044,,,2.0,MI,COLOGNO MONZESE,IT03GWBISSAPTA_PO015081NR0044,2.0,,S,,PO0150810R0127,,PO015081NR0127,1521245.0,5042340.0,521218.0,5042320.0,2.0,135.52,135.52,,48.0,3.0,30.0,46.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.53409246899036,9.271748208073191,,,,,,,,,,,,
PO0150870U0001,,,2.0,MI,CORNAREDO,IT03GWBISSMPTLN_PO0150870U0001,1.0,2,M,2009-01-01,,,,1501585.0,5037867.0,501558.0,5037847.0,1.0,142.84,142.84,0.0,66.7,2.0,30.7,62.7,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.49415197913191,9.019939876318421,,,,,,,,,,,,
PO0151080U0002,,,2.0,MI,GORGONZOLA,IT03GWBISSAPTA_PO0151080U0002,3.0,2,M,2016-02-01,PO015108NU0002,,,1532076.0,5042267.0,532049.0,5042247.0,2.0,134.37,134.37,,90.0,1.0,33.05,46.6,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.53302119623268,9.410457803668589,,,,,,,,,,,,
PO015113NUP001,,,2.0,MI,INVERUNO,IT03GWBISSAPTA_PO015113NUP001,1.0,1,M,2016-02-01,85,,,1489324.0,5039486.0,489298.0,5039467.0,1.0,158.606,158.826,0.22,25.0,1.0,9.0,25.0,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.50865339804981,8.862996566726821,,,,,,,,,,,,
PO015116NR0026,,,2.0,MI,LAINATE,IT03GWBISSAPTA_PO015116NR0026,2.0,,M,,0151160026,,,1502338.0,5046935.0,502310.0,5046914.0,2.0,180.0,180.0,,45.0,1.0,28.0,38.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.575762678380144,9.029607052165439,,,,,,,,,,,,
PO015118NR0049,,,2.0,MI,LEGNANO,IT03GWBISSAPTA_PO015118NR0049,2.0,,M,,0151180049,,,1491387.0,5049806.0,491359.0,5049785.0,2.0,217.8,217.8,,67.0,1.0,40.0,62.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.60155463918111,8.889198382278485,,,,,,,,,,,,
PO0151400R0048,,,2.0,MI,MELEGNANO,IT03GWBISSMPTLN_PO0151400R0048,2.0,,M,,PO015140NR0048,,,,,523570.0,5021899.0,2.0,91.716,91.716,,51.0,1.0,33.0,39.0,IRRIGUO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.35020532283368,9.300892233203585,,,,,,,,,,,,
PO015140NR0109,,,2.0,MI,MELEGNANO,IT03GWBISSMPTLN_PO015140NR0109,1.0,1,M,2015-03-01,0151400109,,,1525126.0,5022191.0,525097.0,5022171.0,1.0,90.34,90.52,-0.18,21.0,1.0,9.0,20.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,SI,,PTUA2022,45.35260064199001,9.320399277529186,,,,,,,,,,,,
PO0151460U1638,,,2.0,MI,MILANO,IT03GWBISSAPTA_PO0151460U1638,2.0,,M,,,,,1514275.0,5033534.0,514248.0,5033514.0,2.0,115.28,115.28,,40.0,1.0,25.0,35.5,IRRIGUO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.455006273861656,9.18222511966291,,,,,,,,,,,,
PO015146NR0699,,,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NR0699,2.0,,M,,PO0151460R0699,,,1514998.0,5041116.0,514971.0,5041096.0,2.0,137.19,137.19,,30.0,1.0,21.59,27.6,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.523237507495985,9.191703262781305,,,,,,,,,,,,
PO015146NR1105,,,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NR1105,2.0,,M,,PO0151460R1105,,,1509892.0,5039399.0,509865.0,5039379.0,2.0,135.32,135.32,,41.0,1.0,29.0,37.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.50787364965849,9.126286694579703,,,,,,,,,,,,
PO015146NR2600,,,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NR2600,2.0,,M,,PO0151460R2600,,,1519050.0,5036610.0,519023.0,5036590.0,2.0,117.19,117.19,,20.0,1.0,13.0,20.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.482579920571055,9.243413749490076,,,,,,,,,,,,
PO015146NU1120,0151461120,FOG40,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1120,1.0,2,M,2008-01-01,,,,1513631.0,5033934.0,513604.0,5033914.0,1.0,117.37,117.37,0.0,17.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn. PZ 40-SCUOLA DI VIA ARIBERTO 12-14,PTUA2022-PTUA2003-FOG,45.45861958137727,9.173999779020887,0151461120,117.74,,,117.74,,,1,,,,
PO015146NU1313,0151461313,FOG43,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1313,1.0,2,M,2008-01-01,PO0151460U1313,,,1519778.0,5037955.0,519751.0,5037935.0,1.0,118.845,118.845,0.0,19.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn. PZ 43  -PARCO LAMBRO V.LE VAN GOGH 10 (MAGAZZINO PIANTAGIONI),PTUA2022-PTUA2003-Idroscalo2005-FOG,45.49466612435916,9.25278311987484,0151461313,119.3,,119.3,119.3,,,1,,,,
PO015146NU1353,0151462122,FOG50,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1353,1.0,2,M,2012-01-01,,,,1519822.0,5033800.0,519795.0,5033780.0,1.0,108.811,108.811,0.0,16.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,SCUOLA VIA MONLUE' 65 (FOG),PTUA2022-Idroscalo2005-FOG,45.4572653659559,9.253178716873853,,,,108.66,109.14,,,,,,,
PO015146NU1378,0151461378,FOG39,2.0,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1378,1.0,2,M,2012-01-01,,,,1515314.0,5031525.0,515287.0,5031505.0,1.0,111.174,111.174,0.0,14.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA ANTONINI 50,PTUA2022-Idroscalo2005-FOG,45.436900954265056,9.195450900660996,,,,111.91,111.91,,,,,,,
PO015146NU1379,0151461379,FOG54,2.0,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1379,1.0,2,M,2008-01-01,PO0151460U1379,,,1518797.0,5029392.0,518770.0,5029372.0,1.0,103.009,103.009,0.0,7.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,Fogn. PZ 54-SCUOLA VIA S. BERNARDO 19 (CHIARAVALLE),PTUA2022-PTUA2003-Idroscalo2005-FOG,45.41761657687625,9.239900862531567,0151461379,103.4,,103.4,103.4,,,1,,,,
PO015146NU1435,0151461435,FOG20,2.0,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1435,1.0,2,M,2005-11-01,PO0151460U1435,,,1509889.0,5031683.0,509862.0,5031663.0,1.0,115.102,115.102,0.0,9.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,Fogn. PZ 20-Scuola di Via San Colombano n.8 - RONCHETTO.S\N,PTUA2022-PTUA2003-FOG,45.43842076992926,9.126093314466248,0151461435,114.2,,,114.84,,,1,,,,
PO015146NU1489,0151461489,FOG71,2.0,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1489,1.0,2,N,2012-01-01,,,,1505573.0,5032814.0,505546.0,5032794.0,1.0,122.041,122.041,0.0,12.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA MUGGIANO 16,PTUA2022-FOG,45.44864873447879,9.070922722823543,,,,,122.42,,,,,,,
PO015146NU1496,0151461496,FOG57,2.0,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1496,1.0,2,M,2012-01-01,,,,1506100.0,5037850.0,506073.0,5037830.0,1.0,135.68,135.68,0.0,15.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA SILLA 150,PTUA2022-FOG,45.49397425749584,9.077724318700698,,,,,135.63,,,,,,,
PO015146NU1534,0151461534,FOG4,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1534,1.0,2,M,2002-01-01,PO0151460U1534,,,1510150.0,5040217.0,510123.0,5040197.0,1.0,138.95,138.83,0.12,24.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn.PZ 4-VIA CARBONIA - MARCIAPIEDE DI FRONTE AL N. 5,PTUA2022-PTUA2003-FOG,45.51523284574417,9.129606368874434,0151461534,138.83,,,138.8,,,1,,,,
PO015146NU1536,0151461536,FOG28,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1536,1.0,2,M,2012-01-01,,,,1511891.0,5036706.0,511864.0,5036686.0,1.0,125.2,125.2,0.0,19.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,VIA GATTAMELATA 35,PTUA2022-FOG,45.48360250118908,9.151811643170053,,,,,125.5,,,,,,,
PO015146NU1557,0151461557,FOG8,2.0,MI,MILANO,IT03GWBISSAPTA_PO015146NU1557,1.0,2,M,2012-01-01,,,,1514421.0,5036858.0,514394.0,5036838.0,1.0,123.76,123.7,0.06,30.0,,,,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,SCUOLA VIA D'AZEGLIO,PTUA2022-Idroscalo2005-FOG,45.48492305802869,9.184189806521267,,,,123.52,124.19,,,,,,,
PO015151NUP001,,,2.0,MI,MOTTA VISCONTI,IT03GWBISSMPTLN_PO015151NUP001,2.0,,M,,861,,,1499639.0,5015128.0,499612.0,5015109.0,1.0,99.129,101.149,-2.361,42.0,1.0,30.0,42.0,PUBBLICO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.28948189587758,8.995052119501903,,,,,,,,,,,,
PO015154NR0013,,,2.0,MI,NERVIANO,IT03GWBISSAPTA_PO015154NR0013,2.0,,M,,,,PO015168NR0023,1497725.0,5042642.0,497698.0,5042622.0,2.0,169.04,169.04,,80.0,1.0,46.0,66.0,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.53713021911143,8.970515693389455,,,,,,,,,,,,
PO015159NR0012,,,2.0,MI,OPERA,IT03GWBISSMPTLN_PO015159NR0012,2.0,,S,,,,PO0151590R0009,1516247.0,5024024.0,516220.0,5024004.0,2.0,97.98,97.98,,49.5,3.0,20.0,45.0,INDUSTRIALE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.36936169371436,9.207132756504956,,,,,,,,,,,,
PO0151660U0001,,,2.0,MI,PADERNO DUGNANO,IT03GWBISSAPTA_PO0151660U0001,2.0,,M,,,,,1512878.0,5046798.0,512851.0,5046778.0,2.0,165.69,165.69,,63.0,1.0,39.0,63.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.57442364086024,9.16470614472509,,,,,,,,,,,,
PO015170NR0021,,,2.0,MI,PERO,IT03GWBISSAPTA_PO015170NR0021,2.0,,N,,PO0151700R0021,PO015170NR0099,,1506133.0,5038908.0,506106.0,5038888.0,2.0,141.02,141.02,,42.0,2.0,26.0,40.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.50349716413927,9.078159837985648,,,,,,,,,,,,
PO015170NR0099,,,2.0,MI,PERO,IT03GWBISSAPTA_PO015170NR0099,2.0,,M,,,,PO0151700R0021,1505670.0,5039510.0,505725.0,5039688.0,2.0,142.29,142.29,,34.0,0.0,0.0,0.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.51070129064508,9.073292196873355,,,,,,,,,,,,
PO015173NR0001,,,2.0,MI,PIEVE EMANUELE,IT03GWBISSMPTLN_PO015173NR0001,1.0,1,M,2018-07-01,,,PO0150150U0001,1515750.0,5020780.0,515723.0,5020760.0,,94.74,94.74,0.0,30.0,1.0,6.0,27.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.34017277655506,9.200682769406674,,,,,,,,,,,,
PO015175NR0150,,,2.0,MI,PIOLTELLO,IT03GWBISSAPTA_PO015175NR0150,2.0,,M,,,,,1526065.0,5037018.0,526038.0,5036998.0,2.0,120.58,120.58,,50.0,1.0,13.2,50.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.4860257896449,9.333196334797199,,,,,,,,,,,,
PO0151810U0001,,,2.0,MI,RESCALDINA,IT03GWBISSAPTA_PO0151810U0001,1.0,2,M,2005-01-01,,,,1496137.0,5051418.0,496110.0,5051398.0,1.0,222.44,222.54,-0.1,81.7,2.0,51.7,73.7,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"via Melzi-Comune I-via Melzi Comune, 1-via Melzi Comune, 1",PTUA2022-PTUA2003-OLONA,45.61611603135312,8.950106488910535,0151810001-0151810001,180.25,,,,180.25,X,1,,,,
PO015182NR0018,,,2.0,MI,RHO,IT03GWBISSAPTA_PO015182NR0018,2.0,,S,,,,PO015182NR0019,1502727.0,5042389.0,502700.0,5042369.0,2.0,159.41,159.41,,49.5,1.0,41.0,45.5,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.53485151714816,9.034580544182148,,,,,,,,,,,,
PO015189NR0143,,,2.0,MI,ROZZANO,IT03GWBISSMPTLN_PO015189NR0143,2.0,,M,,,,,1514822.0,5025586.0,514795.0,5025566.0,2.0,100.6,100.6,,51.0,1.0,32.0,47.0,IRRIGUO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.38345324700845,9.188982142860118,,,,,,,,,,,,
PO015192NR0212,,,2.0,MI,SAN DONATO MILANESE,IT03GWBISSMPTLN_PO015192NR0212,2.0,,M,,,,PO0151950U0012,1520262.0,5028345.0,520235.0,5028325.0,2.0,99.24,99.24,,30.0,1.0,18.0,27.0,INDUSTRIALE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.40815147920662,9.258581948036609,,,,,,,,,,,,
PO015194NR0015,,,2.0,MI,SAN GIORGIO SU LEGNANO,IT03GWBISSAPTA_PO015194NR0015,2.0,,M,,PO015194RN0015,,,1493421.0,5046619.0,493394.0,5046599.0,2.0,196.76,196.76,,60.0,1.0,35.0,55.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.572899820928036,8.915335822383714,,,,,,,,,,,,
PO015194NU0017,,,2.0,MI,SAN GIORGIO SU LEGNANO,IT03GWBISSAPTA_PO015194NU0017,1.0,1,M,2014-05-01,0151940017,,,1492959.0,5045915.0,492931.0,5045894.0,1.0,191.6,191.65,-0.05,50.0,1.0,28.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.56654955411028,8.90941210511973,,,,,,,,,,,,
PO015201NR0013,,,2.0,MI,SAN VITTORE OLONA,IT03GWBISSAPTA_PO015201NR0013,2.0,,M,,PO0152010R0013,,,1496458.0,5047149.0,496431.0,5047129.0,2.0,189.57,189.57,,50.0,1.0,30.0,50.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.57769257404804,8.954254896537748,,,,,,,,,,,,
PO0152020U0025,,,2.0,MI,SAN ZENONE AL LAMBRO,IT03GWBISSMPLAS_PO0152020U0025,3.0,2,M,2015-05-01,222,,,1528317.0,5018901.0,528291.0,5018882.0,1.0,84.866,84.686,-0.18,28.0,1.0,22.0,28.0,POTABILE,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.32287399221552,9.360986349896894,,,,,,,,,,,,
PO0152050R0052,,,2.0,MI,SEGRATE,IT03GWBISSAPTA_PO0152050R0052,2.0,,M,,,,,,,522133.0,5034224.0,2.0,108.98,108.98,,36.0,1.0,6.0,34.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.46119165767991,9.283101466790828,,,,,,,,,,,,
PO0152060U0004,,,2.0,MI,SENAGO,IT03GWBISSAPTA_PO0152060U0004,3.0,2,M,2005-01-01,PO015206U00004,,,1510321.0,5047258.0,510294.0,5047238.0,1.0,169.78,169.78,0.0,104.0,2.0,41.29,64.11,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.57860664614248,9.1319438897114,,,,,,,,,,,,
PO0152100U0004,0152100004,,2.0,MI,SETTALA,IT03GWBISSMPLAN_PO0152100U0004,1.0,2,M,2005-01-01,,,,1530941.0,5030996.0,530914.0,5030976.0,1.0,97.739,97.739,0.0,43.0,4.0,14.0,39.0,INDUSTRIALE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,depuratore-depuratore-depuratore,PTUA2022-PTUA2003-CAP,45.43162280811389,9.395212037017748,0152100004,98.83,98.42,,,,X,1,,,,
PO015210NR0022,,,2.0,MI,SETTALA,IT03GWBISSMPLAN_PO015210NR0022,2.0,,M,,PO0152100R0022,,,1529749.0,5030685.0,529722.0,5030665.0,2.0,98.76,98.76,,40.0,2.0,18.0,38.5,IRRIGUO,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,,PTUA2022,45.42887519062652,9.379954782293026,,,,,,,,,,,,
PO015211NUP001,,,2.0,MI,SETTIMO MILANESE,IT03GWBISSMPTLN_PO015211NUP001,3.0,2,M,2015-05-01,124,,,1503725.0,5038360.0,503699.0,5038341.0,1.0,141.431,141.341,-0.09,54.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.49859047185704,9.047344927630292,,,,,,,,,,,,
PO015219NU0009,,,2.0,MI,TREZZANO ROSA,IT03GWBISSAPTA_PO015219NU0009,1.0,2,M,2015-05-01,199,,,1537546.0,5047790.0,537519.0,5047771.0,1.0,168.999,170.379,1.38,45.0,1.0,34.0,40.5,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.58246801709109,9.480934831216322,,,,,,,,,,,,
PO0152210U0001,,,2.0,MI,TREZZO SULL'ADDA,IT03GWBISSAPTA_PO0152210U0001,3.0,2,M,2000-01-01,PO015221NU0001,,,1540538.0,5051087.0,540511.0,5051067.0,1.0,150.393,150.393,0.0,32.98,1.0,17.0,32.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-via Visconti",PTUA2022-PTUA2003,45.6119661346521,9.519559768178949,0152210001,141.68,,,,,X,1,,,,
PO015222NR0015,,,2.0,MI,TRIBIANO,IT03GWBISSMPLAN_PO015222NR0015,2.0,,M,,,,PO0151390R0024,1528210.0,5028450.0,528183.0,5028430.0,2.0,95.39,95.39,,40.0,1.0,26.0,38.0,INDUSTRIALE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,,PTUA2022,45.40882151184015,9.360153273915461,,,,,,,,,,,,
PO0152490U0002,,,2.0,MI,VANZAGHELLO,IT03GWBISSAPTA_PO0152490U0002,1.0,2,M,2005-01-01,,,,1482359.0,5046739.0,482332.0,5046719.0,1.0,191.913,191.913,0.0,60.0,1.0,54.0,58.0,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-C.La Fogna piez-c.na Fogna",PTUA2022-PTUA2003,45.57378689030802,8.773558840213552,0152490020,191.5,,,,,X,1,,,,
PO0152300U0056,,,2.0,MI,VAPRIO D'ADDA,IT03GWBISSAPTA_PO0152300U0056,2.0,,M,,0152300056,,,1541265.0,5047750.0,541236.0,5047729.0,2.0,165.55,165.55,,45.0,1.0,35.0,40.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.58187947146069,9.528575452185276,,,,,,,,,,,,
PO0152350U0001,,,2.0,MI,VERMEZZO,IT03GWBISSMPTLN_PO0152350U0001,1.0,2,M,2005-01-01,,,,1498620.0,5026505.0,498593.0,5026486.0,1.0,115.42,115.42,0.0,61.96,2.0,40.41,59.76,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.39188937814272,8.982025182520488,,,,,,,,,,,,
